gene	orthogroup	orthogroup_support	orthologous_to	orthologous_to_support
Nvec_v1g219973	ASC.HG1.3:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	81.0	NA	NA
Nvec_v1g59618	ASC.HG1.3:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	81.0	NA	NA
Beraby_Baby_sb320899	ASC.HG1.3:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	81.0	NA	NA
Nvec_v1g47764	ASC.HG1.3:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	81.0	NA	NA
Nvec_v1g221760	ASC.HG1.3:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	81.0	NA	NA
Hvul_g27981_1	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Exapal_XM_021052834.2	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Spis_XP_022802652_1	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Nvec_v1g197497	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Adig_XM_015921278.1	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Nvec_v1g197496	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Exapal_XM_021036614.2	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Hvul_g13182_1	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Hvul_g30725_1	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Nemnom_g19299.t1	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Hvul_g8550_1	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Morvir_scaffold178.g30.t1	ASC.HG1.4:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Spis_XP_022802639_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Nemnom_g9730.t1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Hvul_g30239_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Hvul_g11303_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Hvul_g11302_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Morvir_scaffold178.g34.t1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Hvul_g2926_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Hvul_g2932_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Hvul_g2924_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Hvul_g2927_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Nemnom_g13469.t1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Nemnom_g18645.t1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Hvul_g24657_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Morvir_scaffold178.g35.t1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Hvul_g11301_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Hvul_g2925_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Nemnom_g9729.t1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Adig_XM_015918197.1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Adig_XM_015921277.1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Spis_XP_022802641_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Nvec_v1g197495	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Spis_XP_022802640_1	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Exapal_XM_021036609.2	ASC.HG1.5:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	97.0	NA	NA
Morvir_scaffold363.g12.t1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Dgig_XM_028549674.1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Dgig_XM_028545435.1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Skow_XM_002730380.1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Dgig_XM_028549658.1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Spur_XM_030981317.1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Spur_XM_030981318.1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Dgig_XM_028549664.1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Spur_XM_030980192.1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Nemnom_g14302.t1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Nemnom_g14303.t1	ASC.HG1.6:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	70.0	NA	NA
Dgig_XM_028551253.1	ASC.HG1.7:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	99.0	NA	NA
Spis_XP_022785082_1	ASC.HG1.7:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	99.0	NA	NA
Spis_XP_022785106_1	ASC.HG1.7:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	99.0	NA	NA
Spis_XP_022779224_1	ASC.HG1.7:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	99.0	NA	NA
Hvul_g14627_1	ASC.HG1.8:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Spis_XP_022795960_1	ASC.HG1.8:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Adig_XM_015920855.1	ASC.HG1.8:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Nvec_v1g80340	ASC.HG1.8:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Exapal_XM_021037536.2	ASC.HG1.8:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Dgig_XM_028540979.1	ASC.HG1.8:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Morvir_scaffold270.g21.t1	ASC.HG1.8:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5/SCNN1A/SCNN1B/SCNN1D/SCNN1G	100.0	NA	NA
Ocar_g8778	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0/78.0/78.0/78.0/78.0
Tadh_TriadT58143	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Hsap_ENST00000225823	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC2	100.0
Bralan_BLAG02000166_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG02000148_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Cint_ENSCINT00000031206	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
TrH2_TrispH2_000609-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
TrH2_TrispH2_001525-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Drer_ENSDART00000161215	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	NA	NA
Hhon_g00083.t1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Tadh_TriadT58145	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Gracom_Gcom_C522682_01	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC1/ASIC2/ASIC3/ASIC4	79.0/79.0/79.0/79.0
Cint_ENSCINT00000025886	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Cint_ENSCINT00000027392	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
HoiH23_PlH23_001525-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
TrH2_TrispH2_000611-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG02000169_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG12000518_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG06000228_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Tadh_TriadT58144	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG14000356_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Skow_XM_006820329.1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Hhon_g00079.t1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Cint_ENSCINT00000028313	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Drer_ENSDART00000169227	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	NA	NA
Tadh_TriadT58139	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Tadh_TriadT58138	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Skow_XM_006812581.1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	NA	NA
Bralan_BLAG12000358_6	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	NA	NA
Mmus_ENSMUST00000196296	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC3	100.0
HoiH23_PlH23_005252-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Tadh_TriadT57842	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Tadh_TriadT58141	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG02001388_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG02000173_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG02000207_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Drer_ENSDART00000032695	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC4	100.0
Bralan_BLAG02000171_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Hhon_g00084.t1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Gracom_Gcom_scaffold8693_01	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC1/ASIC2/ASIC3/ASIC4	79.0/79.0/79.0/79.0
Bralan_BLAG06101469_2	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Hhon_g07522.t1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
HoiH23_PlH23_005273-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG02001387_6	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
TrH2_TrispH2_001524-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Tadh_TriadT55638	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Drer_ENSDART00000039517	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC2	100.0
Hsap_ENST00000537611	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Skow_NM_001185007.1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG12000025_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC1/ASIC2/ASIC3/ASIC4	75.0/75.0/75.0/75.0
TrH2_TrispH2_000610-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
HoiH23_PlH23_005253-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Skow_XM_006822252.1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	NA	NA
Hhon_g00080.t1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG02000397_3	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
TrH2_TrispH2_000606-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Hsap_ENST00000358078	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC4	100.0
Hhon_g02560.t1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Hsap_ENST00000297512	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC3	100.0
Tadh_TriadT29260	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Hsap_ENST00000228468	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC1	100.0
Mmus_ENSMUST00000029641	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
HoiH23_PlH23_005250-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
HoiH23_PlH23_005256-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Mmus_ENSMUST00000037708	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC4	100.0
Tadh_TriadT58142	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG06000913_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
TrH2_TrispH2_000613-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG12000020_2	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	NA	NA
Bralan_BLAG12000004_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC1/ASIC2/ASIC3/ASIC4	75.0/75.0/75.0/75.0
HoiH23_PlH23_005257-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG02000168_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Cint_ENSCINT00000013699	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC1/ASIC2/ASIC3/ASIC4	89.0/89.0/89.0/89.0
Bralan_BLAG12000517_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG02000167_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
TrH2_TrispH2_006784-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
HoiH23_PlH23_003294-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
HoiH23_PlH23_010611-RA	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG06101468_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Bralan_BLAG06000911_1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Hhon_g00078.t1	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Cint_ENSCINT00000005064	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC5	100.0
Drer_ENSDART00000165549	ASC.HG1.9:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5	78.0	ASIC1	86.0
