gene	orthogroup	orthogroup_support	orthologous_to	orthologous_to_support
Exapal_XM_021047088.2	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold184.g24.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold163.g16.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Scil_scict022686.2	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Spur_XM_030983642.1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Gracom_Gcom_scaffold123_01	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Spis_XP_022806490_1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold2674.g1.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Beraby_Baby_sb348189	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold163.g11.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Hvul_g30836_1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Hvul_g30837_1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Scil_scict010657.1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Hvul_g28106_1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold164.g9.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Scil_scict018737.1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Cint_ENSCINT00000027376	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold163.g9.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Hvul_g26126_1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Bralan_BLAG18000464_2	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Gracom_Gcom_C524546_01	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Gracom_Gcom_C549116_01	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Nemnom_g4884.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Scil_scict006316.3	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Spur_XM_030987816.1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Beraby_Baby_sb348186	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Gracom_Gcom_C532942_01	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Cint_ENSCINT00000003553	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Hhon_g00642.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Gracom_Gcom_scaffold12409_01	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Hvul_g30882_1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Gracom_Gcom_scaffold122_01	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Nemnom_g10375.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Beraby_Baby_sb348188	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold149.g48.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Coemet_Cmet_scaffold15743_01	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Hvul_g16706_1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Spur_XM_030993767.1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Spur_XM_030988076.1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Scil_scict004050.1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Horcal_Hcv1.av93.c10.g508.i1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
HoiH23_PlH23_000908-RA	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Gracom_Gcom_scaffold18012_01	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Cgig_XM_034476169.1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Gracom_Gcom_C556552_01	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Scil_scict026230.1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold355.g9.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold184.g21.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Cint_ENSCINT00000036722	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
TrH2_TrispH2_007778-RA	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Ctel_gnl_WGS_AMQN_CAPTEDRAFT_mRNA113427	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold4.g152.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Morvir_scaffold149.g45.t2	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Horcal_Hcv1.av93.c10.g508.i2	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Nemnom_g13522.t1	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Dmel_FBtr0084751	Aa_trans.HG1.0:like:SLC32A1/SLC36A1/SLC36A2/SLC36A3/SLC36A4/SLC38A1/SLC38A2/SLC38A3/SLC38A4/SLC38A5/SLC38A6/SLC38A7/SLC38A8/SLC38A9/SLC38A10/SLC38A11/TMEM104	100.0	NA	NA
Scil_scict011693.2	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	100.0
Nvec_NVE13234	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Skow_XM_002740209.2	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Nvec_v1g241392	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Adig_XM_015907710.1	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	88.0
Hvul_g28452_1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Adig_XM_015922997.1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Hvul_g33263_1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Adig_XM_015921729.1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Nvec_v1g142801	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Nvec_v1g247861	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Nvec_v1g242799	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Spur_XM_030976163.1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Hvul_g2764_1	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	88.0
Skow_XM_002733825.2	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Exapal_XM_021039624.2	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Exapal_XM_021049479.2	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Nvec_v1g214632	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	88.0
Drer_ENSDART00000083453	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	100.0
Nvec_NVE13231	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Hvul_g33269_1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Adig_XM_015894351.1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Nvec_v1g241391	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Nemnom_g5262.t1	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	88.0
Exapal_XM_021039381.2	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	88.0
Hvul_g15228_1	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	88.0
Cint_ENSCINT00000017689	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	100.0
Nvec_v1g197940	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Spis_XP_022785932_1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Nemnom_g13702.t1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Morvir_scaffold154.g35.t1	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	88.0
Nemnom_g12991.t1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Dmel_FBtr0087577	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	100.0
Hvul_g33274_1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Adig_XM_015923002.1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Spis_XP_022785933_1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Exapal_XM_021048325.2	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	88.0
Hvul_g33264_1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Adig_XM_015921714.1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Adig_XM_015923000.1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Nemnom_g15728.t1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Hvul_g33267_1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Exapal_XM_028659323.1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Cgig_XM_020069656.2	Aa_trans.HG1.1:SLC32A1	100.0	SLC32A1	100.0
Exapal_XM_021041309.2	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Nvec_v1g184554	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
Morvir_scaffold209.g9.t1	Aa_trans.HG1.1:SLC32A1	100.0	NA	NA
