homology_group	ancestral_linkage_group	chromosomes_in_ALG
HG003432	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG003464	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG003471	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG003475	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG003481	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG003621	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG004044	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG004050	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG004305	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG004651	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG004739	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG004816	ALG004	Emue:scaffold_0005 Cgig:NC_047559.1 Amil:chr9
HG001907	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG002135	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG002275	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG002278	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG002354	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG002519	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG002842	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG003384	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG003390	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG003397	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG003614	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG003843	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG003982	ALG005	Emue:scaffold_0007 Cgig:NC_047559.1 Amil:chr7
HG001443	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG001754	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002249	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002499	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002500	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002502	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002503	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002506	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002828	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002829	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002834	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002836	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002840	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG002841	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG003285	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG003343	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG003353	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG003363	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG003751	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG004413	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG004419	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG004421	ALG006	Emue:scaffold_0008 Cgig:NC_047564.1 Amil:chr6
HG001632	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002028	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002034	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002165	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002168	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002583	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002584	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002600	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002601	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002603	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002849	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002933	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002934	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002954	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002964	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002966	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002975	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002978	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002979	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002981	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002983	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002988	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002989	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002997	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003396	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003519	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003525	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003526	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003528	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003537	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003546	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003551	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003552	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003553	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003559	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003561	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003562	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003564	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003575	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG003696	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004096	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004097	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004101	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004103	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004105	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004294	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004333	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004499	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004504	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004516	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004652	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG004887	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG005021	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG005827	ALG007	Emue:scaffold_0009 Cgig:NC_047561.1 Amil:chr1
HG002024	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG002115	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG002161	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG002316	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG002318	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG002576	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG002578	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG002581	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG002695	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG002945	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG002949	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG003511	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG003518	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG004069	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG004073	ALG008	Emue:scaffold_0010 Cgig:NC_047560.1 Amil:chr2
HG001080	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG001282	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG001553	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002011	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002159	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002526	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002534	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002602	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002693	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002852	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002854	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002855	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002858	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002862	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002863	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG002867	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003401	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003403	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003404	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003405	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003406	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003409	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003411	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003412	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003414	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003415	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003419	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003421	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003422	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003425	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003426	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003446	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003576	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003606	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003659	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003987	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003992	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG003994	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG004144	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG004255	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG004440	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG004657	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG005309	ALG009	Emue:scaffold_0011 Cgig:NC_047568.1 Amil:chr14
HG001471	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG002018	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG002566	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG002567	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG002923	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG002924	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG002928	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG003484	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG003487	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG003491	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG003492	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG003493	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG003494	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG003495	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG004477	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG004742	ALG010	Emue:scaffold_0012 Cgig:NC_047565.1 Amil:chr11
HG001265	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG001637	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG001640	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG001704	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG001932	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG001973	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002070	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002094	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002113	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002126	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002151	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002176	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002177	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002271	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002324	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002329	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002336	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002337	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002341	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002344	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002615	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002618	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002622	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002623	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002627	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002904	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG002960	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003003	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003009	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003011	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003012	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003013	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003016	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003187	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003538	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003541	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003543	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003579	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003592	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003595	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003598	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003601	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003603	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003607	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003608	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003612	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG003642	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG004120	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG004125	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG004127	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG004131	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG004334	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG004335	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG004534	ALG011	Emue:scaffold_0013 Cgig:NC_047562.1 Amil:chr2
HG000965	ALG012	Emue:scaffold_0014 Cgig:NC_047566.1 Amil:chr5
HG002056	ALG012	Emue:scaffold_0014 Cgig:NC_047566.1 Amil:chr5
HG002661	ALG012	Emue:scaffold_0014 Cgig:NC_047566.1 Amil:chr5
HG002798	ALG012	Emue:scaffold_0014 Cgig:NC_047566.1 Amil:chr5
HG003072	ALG012	Emue:scaffold_0014 Cgig:NC_047566.1 Amil:chr5
HG003686	ALG012	Emue:scaffold_0014 Cgig:NC_047566.1 Amil:chr5
