homology_group	ancestral_linkage_group	chromosomes_in_ALG
HG002536	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG002812	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG002814	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG002815	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG002820	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG002822	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG002823	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG002826	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG003344	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG003348	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG003352	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG003359	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG003360	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG003806	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG003944	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG003948	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG003951	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG004058	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG004398	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG004408	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG004548	ALG004	Emue:scaffold_0004 Astrub:NC_047076.1 Amil:chr7
HG001772	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002013	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002308	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002309	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002555	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002556	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002558	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002559	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002560	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002561	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002827	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002908	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002914	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002915	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002921	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002925	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG002947	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG003177	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG003192	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG003464	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG003471	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG003475	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG003481	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG003497	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG003621	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG003692	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG004044	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG004046	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG004050	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG004305	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG004472	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG004816	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG004877	ALG005	Emue:scaffold_0005 Astrub:NC_047077.1 Amil:chr9
HG001148	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG001644	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG001824	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG002258	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG002352	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG002541	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG002856	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG002907	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG003056	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG003438	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG003594	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG003728	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG004625	ALG006	Emue:scaffold_0006 Astrub:NC_047078.1 Amil:chr8
HG000868	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG001907	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG002135	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG002275	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG002278	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG002354	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG002519	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG002842	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG003384	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG003389	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG003390	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG003397	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG003614	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG003843	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG003982	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG004298	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG004432	ALG007	Emue:scaffold_0007 Astrub:NC_047064.1 Amil:chr7
HG001443	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG001754	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002249	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002499	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002500	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002503	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002506	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002631	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002828	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002829	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002834	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002836	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002840	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG002841	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG003285	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG003343	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG003353	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG003363	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG003751	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG004413	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG004421	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG004874	ALG008	Emue:scaffold_0008 Astrub:NC_047079.1 Amil:chr6
HG001632	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002028	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002034	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002165	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002168	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002584	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002600	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002601	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002603	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002605	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002933	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002934	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002954	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002962	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002964	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002966	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002971	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002975	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002978	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002979	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002981	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002983	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002988	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002989	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG002997	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003241	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003269	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003396	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003519	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003525	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003526	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003528	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003537	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003546	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003551	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003552	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003553	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003559	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003560	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003561	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003562	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003564	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003575	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG003696	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004083	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004096	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004097	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004101	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004103	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004105	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004294	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004333	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004499	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004504	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004516	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004652	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG004887	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG005021	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG005827	ALG009	Emue:scaffold_0009 Astrub:NC_047071.1 Amil:chr1
HG001696	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002024	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002115	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002161	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002172	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002197	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002316	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002318	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002574	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002576	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002578	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002581	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002695	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002945	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG002949	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG003511	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG003518	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG004069	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG004073	ALG010	Emue:scaffold_0010 Astrub:NC_047064.1 Amil:chr2
HG001080	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG001216	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG001282	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG001553	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002011	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002159	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002287	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002526	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002534	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002602	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002693	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002852	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002854	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002855	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002858	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002862	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002863	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002867	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003401	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003403	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003404	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003405	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003406	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003409	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003411	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003412	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003414	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003415	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003419	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003421	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003422	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003425	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003426	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003446	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003576	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003606	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003659	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003987	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003992	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG003994	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG004144	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG004255	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG004440	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG004657	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG005309	ALG011	Emue:scaffold_0011 Astrub:NC_047073.1 Amil:chr14
HG002018	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG002428	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG002566	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG002567	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG002923	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG002924	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG002928	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG003484	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG003487	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG003491	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG003492	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG003493	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG003494	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG003495	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG003498	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG004477	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG004742	ALG012	Emue:scaffold_0012 Astrub:NC_047067.1 Amil:chr11
HG001265	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG001637	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG001640	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG001704	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG001855	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG001932	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG001940	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG001973	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG002006	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG002070	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG002071	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
HG002094	ALG013	Emue:scaffold_0013 Astrub:NC_047070.1 Amil:chr2
