homology_group	ancestral_linkage_group	chromosomes_in_ALG
HG003683	ALG001	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061168.1
HG004180	ALG001	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061168.1
HG004181	ALG001	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061168.1
HG004188	ALG001	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061168.1
HG004200	ALG001	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061168.1
HG004558	ALG001	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061168.1
HG005559	ALG001	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061168.1
HG001714	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG001847	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG002133	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG002372	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG002373	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG002386	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG002793	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG003075	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG003087	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG003573	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG003678	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG004184	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG004201	ALG002	Emue:scaffold_0001 Cgig:NC_047566.1 Hvul_v3:NC_061169.1
HG001316	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG001334	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG001404	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG002170	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG002332	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG003000	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG003581	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG003588	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG003589	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG004495	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG005022	ALG003	Emue:scaffold_0003 Cgig:NC_047559.1 Hvul_v3:NC_061161.1
HG001821	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG001986	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG002127	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG002269	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG002494	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG002536	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG002813	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG002818	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG002820	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG002824	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG002825	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG002826	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003344	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003348	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003350	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003351	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003355	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003356	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003358	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003359	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003360	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003944	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003948	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG003951	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG004058	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG004398	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG004407	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG004696	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG004700	ALG004	Emue:scaffold_0004 Cgig:NC_047567.1 Hvul_v3:NC_061162.1
HG000991	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG001772	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002309	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002467	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002555	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002556	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002558	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002560	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002561	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002593	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002746	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002908	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002911	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002914	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002915	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002917	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002918	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002921	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG002947	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG003192	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG003432	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG003471	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG003475	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG003481	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG003621	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG004049	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG004305	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG004468	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG004816	ALG005	Emue:scaffold_0005 Cgig:NC_047559.1 Hvul_v3:NC_061167.1
HG000929	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG001148	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG001267	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG001644	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG001994	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG002044	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG002046	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG002258	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG002352	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG002551	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG002651	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG002856	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG003056	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG003438	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG003594	ALG006	Emue:scaffold_0006 Cgig:NC_047565.1 Hvul_v3:NC_061159.1
HG001381	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG001907	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG001995	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG002137	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG002275	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG002278	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG002354	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG002518	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG002519	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG002520	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG002524	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG002842	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG003384	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG003390	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG003397	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG003431	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG003614	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG003843	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG003978	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG004714	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG004718	ALG007	Emue:scaffold_0007 Cgig:NC_047559.1 Hvul_v3:NC_061162.1
HG001608	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG001815	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG001905	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG002249	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG002273	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG002502	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG002511	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG002828	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG002829	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG002839	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG002840	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG003285	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG003343	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG003353	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG003363	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG003364	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG003376	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG003379	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG003964	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG003967	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG004417	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG004421	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG005754	ALG008	Emue:scaffold_0008 Cgig:NC_047564.1 Hvul_v3:NC_061163.1
HG000687	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG001331	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG001632	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002028	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002031	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002034	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002164	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002165	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002327	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002583	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002584	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002600	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002603	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002933	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002954	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002966	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002975	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002978	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002979	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002981	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002983	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002988	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002989	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002990	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002997	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002998	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002999	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003396	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003519	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003525	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003526	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003528	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003537	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003546	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003551	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003552	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003553	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003556	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003557	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003559	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003561	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003562	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003564	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003566	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG003696	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004076	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004078	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004092	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004094	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004096	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004097	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004098	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004099	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004110	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004294	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004333	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004499	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004504	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004517	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004652	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004758	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG004887	ALG009	Emue:scaffold_0009 Cgig:NC_047561.1 Hvul_v3:NC_061164.1
HG002024	ALG010	Emue:scaffold_0010 Cgig:NC_047560.1 Hvul_v3:NC_061160.1
HG002161	ALG010	Emue:scaffold_0010 Cgig:NC_047560.1 Hvul_v3:NC_061160.1
HG002318	ALG010	Emue:scaffold_0010 Cgig:NC_047560.1 Hvul_v3:NC_061160.1
HG002578	ALG010	Emue:scaffold_0010 Cgig:NC_047560.1 Hvul_v3:NC_061160.1
HG002581	ALG010	Emue:scaffold_0010 Cgig:NC_047560.1 Hvul_v3:NC_061160.1
HG002949	ALG010	Emue:scaffold_0010 Cgig:NC_047560.1 Hvul_v3:NC_061160.1
HG002951	ALG010	Emue:scaffold_0010 Cgig:NC_047560.1 Hvul_v3:NC_061160.1
HG003511	ALG010	Emue:scaffold_0010 Cgig:NC_047560.1 Hvul_v3:NC_061160.1
HG003518	ALG010	Emue:scaffold_0010 Cgig:NC_047560.1 Hvul_v3:NC_061160.1
HG004069	ALG010	Emue:scaffold_0010 Cgig:NC_047560.1 Hvul_v3:NC_061160.1
HG001552	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG001553	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG001983	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG001999	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002011	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002142	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002282	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002526	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002528	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002530	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002534	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002693	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002858	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002862	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002865	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG002867	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003405	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003409	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003412	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003417	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003418	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003419	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003421	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003425	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003426	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003446	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003576	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003606	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003987	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
HG003992	ALG011	Emue:scaffold_0011 Cgig:NC_047568.1 Hvul_v3:NC_061169.1
