homology_group	ancestral_linkage_group	chromosomes_in_ALG
HG002164	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002165	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002327	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002584	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002600	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002603	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002605	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002933	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002954	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002966	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002971	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002975	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002978	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002979	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002981	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002983	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002988	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002989	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002990	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002997	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002998	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002999	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003519	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003525	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003526	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003528	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003537	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003546	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003551	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003552	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003553	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003556	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003557	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003559	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003560	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003561	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003562	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003564	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG003566	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004076	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004078	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004083	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004092	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004094	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004095	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004096	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004097	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004098	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004099	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004110	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004499	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004504	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004517	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG004758	ALG008	Emue:scaffold_0009 Bralan:chr2 Hvul_v3:NC_061164.1
HG002024	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG002161	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG002318	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG002578	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG002581	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG002949	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG002951	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG003511	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG003518	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG004069	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG004072	ALG009	Emue:scaffold_0010 Bralan:chr19 Hvul_v3:NC_061160.1
HG001552	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG001553	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG001999	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG002142	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG002282	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG002526	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG002528	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG002530	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG002534	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG002858	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG002862	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG002865	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG002867	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003405	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003409	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003412	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003417	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003418	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003419	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003421	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003425	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003426	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003987	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003992	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG003999	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG004005	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG004299	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG004435	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG004448	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG004720	ALG010	Emue:scaffold_0011 Bralan:chr13 Hvul_v3:NC_061169.1
HG001828	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG002018	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG002312	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG002428	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG002566	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG002567	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG002568	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG002923	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG002928	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG003484	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG003487	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG003490	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG003491	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG003492	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG003493	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG003494	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG003498	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG004052	ALG011	Emue:scaffold_0012 Bralan:chr17 Hvul_v3:NC_061163.1
HG000796	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG001020	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG001265	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG001640	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG001704	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG001855	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG001973	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002094	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002174	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002177	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002178	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002336	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002337	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002340	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002623	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002625	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002626	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG002627	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG003003	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG003010	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG003013	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG003015	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG003016	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG003019	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG003579	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
HG003593	ALG012	Emue:scaffold_0013 Bralan:chr3 Hvul_v3:NC_061158.1
