homology_group	ancestral_linkage_group	chromosomes_in_ALG
HG003082	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003083	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003087	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003088	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003089	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003091	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003092	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003093	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003097	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003098	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003478	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003573	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003678	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003679	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003680	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003683	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG003684	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004179	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004180	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004181	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004184	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004188	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004198	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004200	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004201	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004631	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004804	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004806	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG004879	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG005058	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG005300	ALG001	Emue:scaffold_0001 Bralan:chr5 Nvec_vc1.1:NC_064034.1
HG001814	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG001837	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG002426	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG002549	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG002897	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG002898	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG003443	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG003444	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG003447	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG004033	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG004465	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG004995	ALG002	Emue:scaffold_0002 Bralan:chr15 Nvec_vc1.1:NC_064044.1
HG001334	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG001404	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG001848	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG002036	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG002170	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG002332	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG002346	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG003000	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG003006	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG003007	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG003581	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG003584	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG003586	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG003588	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG003589	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG003591	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG003849	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG004113	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG004115	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG004521	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG004523	ALG003	Emue:scaffold_0003 Bralan:chr3 Nvec_vc1.1:NC_064039.1
HG001301	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG001372	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG001539	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG001821	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG001903	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG001982	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG001984	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002127	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002261	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002269	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002494	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002813	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002814	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002815	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002817	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002818	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002820	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002822	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002823	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG002826	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003344	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003348	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003350	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003351	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003352	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003355	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003356	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003358	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003359	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003360	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003944	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003947	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003948	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003951	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003952	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG003954	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG004398	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG004408	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG004696	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG004700	ALG004	Emue:scaffold_0004 Bralan:chr10 Nvec_vc1.1:NC_064035.1
HG001772	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002013	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002308	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002309	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002467	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002556	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002558	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002559	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002560	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002561	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002908	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002911	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002915	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002917	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002918	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002921	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG002922	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG003227	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG003464	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG003468	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG003471	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG003475	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG003480	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG003481	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG004044	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG004046	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG004048	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG004050	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG004305	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG004472	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG004734	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG004739	ALG005	Emue:scaffold_0005 Bralan:chr16 Nvec_vc1.1:NC_064044.1
HG001381	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG001547	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG001907	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG001995	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG002135	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG002137	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG002275	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG002278	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG002518	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG002519	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG002520	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG002524	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG002842	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG003384	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG003389	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG003390	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG003397	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG003843	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG003978	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG003982	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG004298	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG004432	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG004708	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG004714	ALG006	Emue:scaffold_0007 Bralan:chr12 Nvec_vc1.1:NC_064035.1
HG001443	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG001608	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG001905	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002249	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002273	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002499	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002500	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002501	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002506	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002508	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002511	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002828	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002829	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002834	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002836	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002838	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002839	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG002840	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG003353	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG003363	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG003365	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG003376	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG003378	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG003379	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG003381	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG003964	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG003967	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG003969	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG004413	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG004415	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG004417	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG004419	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG004421	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG004422	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG004972	ALG007	Emue:scaffold_0008 Bralan:chr11 Nvec_vc1.1:NC_064036.1
HG001331	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG001632	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG001846	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002031	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002034	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002164	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002165	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002327	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002584	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002601	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002603	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002605	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002933	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002954	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002962	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002964	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002966	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002971	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002975	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002978	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002979	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002981	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002983	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002988	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002989	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002990	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002992	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002997	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002998	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG002999	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003519	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003525	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003526	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003528	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003537	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003540	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003546	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003551	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003552	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003553	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003556	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003557	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003559	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003560	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003561	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003562	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003564	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003566	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG003575	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004076	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004078	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004083	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004092	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004094	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004095	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004096	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004097	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004098	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004101	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
HG004103	ALG008	Emue:scaffold_0009 Bralan:chr2 Nvec_vc1.1:NC_064038.1
