homology_group	ancestral_linkage_group	chromosomes_in_ALG
HG003359	ALG003	Emue:scaffold_0004 Bralan:chr10 Amil:chr7
HG003360	ALG003	Emue:scaffold_0004 Bralan:chr10 Amil:chr7
HG003944	ALG003	Emue:scaffold_0004 Bralan:chr10 Amil:chr7
HG003948	ALG003	Emue:scaffold_0004 Bralan:chr10 Amil:chr7
HG003951	ALG003	Emue:scaffold_0004 Bralan:chr10 Amil:chr7
HG004398	ALG003	Emue:scaffold_0004 Bralan:chr10 Amil:chr7
HG004408	ALG003	Emue:scaffold_0004 Bralan:chr10 Amil:chr7
HG001772	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002013	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002308	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002309	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002556	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002558	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002559	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002560	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002561	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002908	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002914	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002915	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002918	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG002921	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG003464	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG003471	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG003475	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG003481	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG004044	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG004046	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG004050	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG004305	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG004472	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG004739	ALG004	Emue:scaffold_0005 Bralan:chr16 Amil:chr9
HG001907	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG002135	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG002275	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG002278	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG002519	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG002842	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG003384	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG003389	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG003390	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG003397	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG003843	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG003982	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG004298	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG004432	ALG005	Emue:scaffold_0007 Bralan:chr12 Amil:chr7
HG001443	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG001543	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG002249	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG002499	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG002500	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG002506	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG002828	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG002829	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG002834	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG002836	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG002840	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG003353	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG003363	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG003381	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG004413	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG004419	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG004421	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG004422	ALG006	Emue:scaffold_0008 Bralan:chr11 Amil:chr6
HG001632	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002028	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002034	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002165	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002584	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002599	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002600	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002601	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002603	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002605	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002933	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002954	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002962	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002964	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002966	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002971	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002975	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002978	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002979	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002981	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002983	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002988	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002989	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG002997	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003519	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003525	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003526	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003528	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003537	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003546	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003551	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003552	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003553	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003559	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003560	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003561	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003562	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003564	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG003575	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG004083	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG004096	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG004097	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG004101	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG004103	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG004105	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG004499	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG004504	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG004516	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG005021	ALG007	Emue:scaffold_0009 Bralan:chr2 Amil:chr1
HG001696	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG002024	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG002115	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG002161	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG002316	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG002318	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG002576	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG002578	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG002581	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG002945	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG002949	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG003511	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG003518	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG004069	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG004073	ALG008	Emue:scaffold_0010 Bralan:chr19 Amil:chr2
HG001282	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG001553	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG002287	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG002526	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG002534	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG002852	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG002854	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG002855	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG002858	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG002862	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG002863	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG002867	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003401	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003403	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003404	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003405	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003406	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003409	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003411	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003412	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003414	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003415	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003419	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003421	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003422	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003425	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003426	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003987	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003992	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG003994	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG004440	ALG009	Emue:scaffold_0011 Bralan:chr13 Amil:chr14
HG001471	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG002018	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG002428	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG002566	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG002567	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG002923	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG002924	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG002928	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG003484	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG003487	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG003491	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG003492	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG003493	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG003494	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG003495	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG003498	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG004477	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG004742	ALG010	Emue:scaffold_0012 Bralan:chr17 Amil:chr11
HG001055	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG001265	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG001637	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG001640	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG001704	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG001855	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG001932	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG001973	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002094	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002174	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002177	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002178	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002336	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002337	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002341	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002344	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002615	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002618	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002622	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002623	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG002627	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003003	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003009	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003011	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003012	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003013	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003016	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003019	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003579	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003592	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003595	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003598	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003599	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003601	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003603	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003607	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003608	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG003612	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG004120	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG004125	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG004127	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG004128	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG004131	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG004309	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG004534	ALG011	Emue:scaffold_0013 Bralan:chr3 Amil:chr2
HG001363	ALG012	Emue:scaffold_0015 Bralan:chr1 Amil:chr14
HG001981	ALG012	Emue:scaffold_0015 Bralan:chr1 Amil:chr14
HG002104	ALG012	Emue:scaffold_0015 Bralan:chr1 Amil:chr14
HG002118	ALG012	Emue:scaffold_0015 Bralan:chr1 Amil:chr14
HG002482	ALG012	Emue:scaffold_0015 Bralan:chr1 Amil:chr14
HG003309	ALG012	Emue:scaffold_0015 Bralan:chr1 Amil:chr14
HG003331	ALG012	Emue:scaffold_0015 Bralan:chr1 Amil:chr14
HG003937	ALG012	Emue:scaffold_0015 Bralan:chr1 Amil:chr14
HG004393	ALG012	Emue:scaffold_0015 Bralan:chr1 Amil:chr14
HG004690	ALG012	Emue:scaffold_0015 Bralan:chr1 Amil:chr14
HG001165	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG001537	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG001598	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG001674	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG001812	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002102	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002103	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002110	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002112	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002120	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002121	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002252	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002254	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002255	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002257	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002471	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002473	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002475	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002478	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002485	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002489	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002786	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002788	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002790	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002795	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002796	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002799	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002801	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002805	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002806	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002807	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG002810	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003301	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003302	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003303	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003310	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003311	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003312	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003313	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003314	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003315	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003317	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003319	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003321	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003324	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003325	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003327	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003329	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003334	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003335	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003338	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003339	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003340	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003913	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003916	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003923	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003928	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003930	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003931	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003932	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003933	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003935	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003941	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
HG003942	ALG013	Emue:scaffold_0015 Bralan:chr1 Amil:chr3
