homology_group	ancestral_linkage_group	chromosomes_in_ALG
HG003093	ALG001	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061168.1
HG003097	ALG001	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061168.1
HG003679	ALG001	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061168.1
HG003683	ALG001	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061168.1
HG003684	ALG001	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061168.1
HG004180	ALG001	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061168.1
HG004181	ALG001	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061168.1
HG004188	ALG001	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061168.1
HG004200	ALG001	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061168.1
HG004558	ALG001	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061168.1
HG001714	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG001847	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG002133	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG002372	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG002373	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG002386	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG002793	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG003075	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG003087	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG003573	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG003678	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG004184	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG004201	ALG002	Emue:scaffold_0001 Astrub:NC_047063.1 Hvul_v3:NC_061169.1
HG001811	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG001814	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG001837	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG002426	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG002549	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG002897	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG002898	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG003443	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG003444	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG003447	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG004654	ALG003	Emue:scaffold_0002 Astrub:NC_047081.1 Hvul_v3:NC_061167.1
HG001334	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG001404	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG001503	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG001848	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG002170	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG002332	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG003000	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG003581	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG003584	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG003588	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG003589	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG003849	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG004495	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG004521	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG005022	ALG004	Emue:scaffold_0003 Astrub:NC_047083.1 Hvul_v3:NC_061161.1
HG001301	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG001372	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG001821	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG001903	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG001982	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG001986	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002127	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002269	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002494	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002536	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002812	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002813	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002814	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002817	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002818	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002820	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002825	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG002826	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003344	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003348	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003350	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003351	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003355	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003356	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003358	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003359	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003360	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003944	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003948	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG003951	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG004058	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG004398	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG004407	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG004408	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG004548	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG004700	ALG005	Emue:scaffold_0004 Astrub:NC_047076.1 Hvul_v3:NC_061162.1
HG001772	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002013	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002307	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002309	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002467	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002555	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002556	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002558	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002559	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002560	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002561	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002746	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002908	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002914	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002915	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002917	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002921	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG002947	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG003192	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG003471	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG003475	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG003481	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG003621	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG004046	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG004305	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG004468	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG004816	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG004877	ALG006	Emue:scaffold_0005 Astrub:NC_047077.1 Hvul_v3:NC_061167.1
HG000929	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG001148	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG001267	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG001644	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG001824	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG002044	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG002046	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG002258	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG002352	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG002541	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG002551	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG002651	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG002856	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG002907	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG003056	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG003438	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG003594	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG004173	ALG007	Emue:scaffold_0006 Astrub:NC_047078.1 Hvul_v3:NC_061159.1
HG000868	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG001381	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG001907	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG001995	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG002137	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG002275	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG002278	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG002354	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG002518	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG002519	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG002520	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG002524	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG002842	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG003384	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG003389	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG003390	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG003397	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG003431	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG003614	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG003843	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG003978	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG004432	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG004718	ALG008	Emue:scaffold_0007 Astrub:NC_047064.1 Hvul_v3:NC_061162.1
HG001608	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG001815	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG002249	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG002273	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG002511	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG002828	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG002829	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG002839	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG002840	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG003285	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG003343	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG003353	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG003363	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG003364	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG003376	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG003379	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG003964	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG003967	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG004417	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG004421	ALG009	Emue:scaffold_0008 Astrub:NC_047079.1 Hvul_v3:NC_061163.1
HG000687	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG001331	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG001632	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002028	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002031	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002034	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002164	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002165	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002327	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002584	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002600	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002603	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002605	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002933	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002954	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002966	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002971	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002975	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002978	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002979	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002981	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002983	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002988	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002989	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002990	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002997	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002998	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002999	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003241	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003269	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003396	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003519	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003525	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003526	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003528	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003537	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003546	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003551	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003552	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003553	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003557	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003559	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003560	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003561	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003562	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003564	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003566	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG003696	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004076	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004078	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004083	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004094	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004095	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004096	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004097	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004098	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004099	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004110	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004294	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004333	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004499	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004504	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004517	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004652	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004758	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG004887	ALG010	Emue:scaffold_0009 Astrub:NC_047071.1 Hvul_v3:NC_061164.1
HG002024	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG002161	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG002172	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG002318	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG002578	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG002581	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG002949	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG002951	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG003511	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG003518	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG004069	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG004072	ALG011	Emue:scaffold_0010 Astrub:NC_047064.1 Hvul_v3:NC_061160.1
HG001216	ALG012	Emue:scaffold_0011 Astrub:NC_047073.1 Hvul_v3:NC_061169.1
HG001552	ALG012	Emue:scaffold_0011 Astrub:NC_047073.1 Hvul_v3:NC_061169.1
