to	similarity	from	from_sps	to_sps
Spolac|mesocyte	0	Tadh|unknown_2	Tadh	Spolac
Nvec|cnidocyte	0.0957446808510638	TrH2|unknown_2	TrH2	Nvec
Nvec|muscle	0.0957446808510638	TrH2|unknown_2	TrH2	Nvec
Nvec|gastrodermis_muscle	0.170212765957447	TrH2|unknown_2	TrH2	Nvec
Nvec|gastrodermis	0.074468085106383	TrH2|unknown_2	TrH2	Nvec
Nvec|digestive_filaments	0.372340425531915	TrH2|unknown_2	TrH2	Nvec
Nvec|epidermis	0.24468085106383	TrH2|unknown_2	TrH2	Nvec
Nvec|precursors	0.404255319148936	TrH2|unknown_2	TrH2	Nvec
Nvec|neuron	0.127659574468085	TrH2|unknown_2	TrH2	Nvec
Nvec|gland	0.0531914893617021	TrH2|unknown_2	TrH2	Nvec
Hvul|cnidocyte	0.0493827160493827	TrH2|unknown_2	TrH2	Hvul
Hvul|gastrodermis	0.172839506172839	TrH2|unknown_2	TrH2	Hvul
Hvul|epidermis	0.172839506172839	TrH2|unknown_2	TrH2	Hvul
Hvul|germline	0.469135802469136	TrH2|unknown_2	TrH2	Hvul
Hvul|precursors	0.469135802469136	TrH2|unknown_2	TrH2	Hvul
Hvul|neuron	0.185185185185185	TrH2|unknown_2	TrH2	Hvul
Hvul|gland	0.0246913580246914	TrH2|unknown_2	TrH2	Hvul
Spis|cnidocyte	0.111111111111111	TrH2|unknown_2	TrH2	Spis
Spis|gastrodermis	0.0694444444444444	TrH2|unknown_2	TrH2	Spis
Spis|alga-hosting_cells	0.0833333333333333	TrH2|unknown_2	TrH2	Spis
Spis|mitotic_host_cells	0.0555555555555556	TrH2|unknown_2	TrH2	Spis
Spis|germline	0.555555555555556	TrH2|unknown_2	TrH2	Spis
Spis|digestive	0.0277777777777778	TrH2|unknown_2	TrH2	Spis
Spis|epidermis	0.166666666666667	TrH2|unknown_2	TrH2	Spis
Spis|calicoblast	0.111111111111111	TrH2|unknown_2	TrH2	Spis
Spis|neuron	0.0416666666666667	TrH2|unknown_2	TrH2	Spis
Spis|gland	0.0277777777777778	TrH2|unknown_2	TrH2	Spis
Spis|unknown	0.0555555555555556	TrH2|unknown_2	TrH2	Spis
Spis|immune	0.0694444444444444	TrH2|unknown_2	TrH2	Spis
Mmus|marrow	0.0922330097087379	TrH2|unknown_2	TrH2	Mmus
Mmus|vascular_cells	0.247572815533981	TrH2|unknown_2	TrH2	Mmus
Mmus|glia	0.150485436893204	TrH2|unknown_2	TrH2	Mmus
Mmus|lung	0.0145631067961165	TrH2|unknown_2	TrH2	Mmus
Mmus|liver	0.160194174757282	TrH2|unknown_2	TrH2	Mmus
Mmus|trachea	0.0339805825242718	TrH2|unknown_2	TrH2	Mmus
Mmus|limb_muscle	0.0388349514563107	TrH2|unknown_2	TrH2	Mmus
Mmus|kidney	0.242718446601942	TrH2|unknown_2	TrH2	Mmus
Mmus|tongue	0.20873786407767	TrH2|unknown_2	TrH2	Mmus
Mmus|heart_and_aorta	0.0388349514563107	TrH2|unknown_2	TrH2	Mmus
Mmus|bladder	0.0679611650485437	TrH2|unknown_2	TrH2	Mmus
Mmus|mammary_gland	0.058252427184466	TrH2|unknown_2	TrH2	Mmus
Mmus|neuron	0.262135922330097	TrH2|unknown_2	TrH2	Mmus
Mmus|spleen	0.111650485436893	TrH2|unknown_2	TrH2	Mmus
Mmus|immune_cells	0.184466019417476	TrH2|unknown_2	TrH2	Mmus
Mmus|thymus	0.325242718446602	TrH2|unknown_2	TrH2	Mmus
Dmel|Female_Reproductive_System	0.428169014084507	TrH2|unknown_2	TrH2	Dmel
Dmel|Muscle_Cell	0.115492957746479	TrH2|unknown_2	TrH2	Dmel
Dmel|Epithelial_Cell	0.0422535211267606	TrH2|unknown_2	TrH2	Dmel
Dmel|Hemocyte	0.0929577464788732	TrH2|unknown_2	TrH2	Dmel
Dmel|Glial_Cell	0.0535211267605634	TrH2|unknown_2	TrH2	Dmel
Dmel|unannotated	0.0394366197183099	TrH2|unknown_2	TrH2	Dmel
Dmel|Gland	0.115492957746479	TrH2|unknown_2	TrH2	Dmel
Dmel|Male_Reproductive_System	0.0788732394366197	TrH2|unknown_2	TrH2	Dmel
Dmel|Male_Germline_Cell	0.461971830985915	TrH2|unknown_2	TrH2	Dmel
Dmel|Adipose_System	0.0816901408450704	TrH2|unknown_2	TrH2	Dmel
Dmel|Excretory_System	0.0338028169014084	TrH2|unknown_2	TrH2	Dmel
Dmel|Gut_Cell	0.0338028169014084	TrH2|unknown_2	TrH2	Dmel
Dmel|neuron	0.0676056338028169	TrH2|unknown_2	TrH2	Dmel
Dmel|Oenocyte	0.109859154929577	TrH2|unknown_2	TrH2	Dmel
Dmel|neuron_other_cells	0.608450704225352	TrH2|unknown_2	TrH2	Dmel
Dmel|Cardial_Cell	0.047887323943662	TrH2|unknown_2	TrH2	Dmel
Dmel|Tracheal_Cell	0.0394366197183099	TrH2|unknown_2	TrH2	Dmel
Dmel|Germline_Cell	0.68169014084507	TrH2|unknown_2	TrH2	Dmel
Dmel|Pigment_Cell	0.0563380281690141	TrH2|unknown_2	TrH2	Dmel
Dmel|Female_Germline_Cell	0.707042253521127	TrH2|unknown_2	TrH2	Dmel
Mlei|digestive	0.225	TrH2|unknown_2	TrH2	Mlei
Mlei|epithelia	0.1625	TrH2|unknown_2	TrH2	Mlei
Mlei|unknown	0.075	TrH2|unknown_2	TrH2	Mlei
Mlei|neuron	0.0875	TrH2|unknown_2	TrH2	Mlei
Mlei|muscle	0.0625	TrH2|unknown_2	TrH2	Mlei
Mlei|comb	0.2375	TrH2|unknown_2	TrH2	Mlei
Mlei|lens	0.15	TrH2|unknown_2	TrH2	Mlei
Mlei|tentacle	0.2125	TrH2|unknown_2	TrH2	Mlei
Mlei|colloblast	0.225	TrH2|unknown_2	TrH2	Mlei
Spolac|archaeocyte	0.56140350877193	TrH2|unknown_2	TrH2	Spolac
Spolac|precursor	0.362573099415205	TrH2|unknown_2	TrH2	Spolac
Spolac|choanoblast	0.222222222222222	TrH2|unknown_2	TrH2	Spolac
Spolac|choanocyte	0.0701754385964912	TrH2|unknown_2	TrH2	Spolac
Spolac|apopylar_cell	0.0760233918128655	TrH2|unknown_2	TrH2	Spolac
Spolac|myopeptidocyte	0.0409356725146199	TrH2|unknown_2	TrH2	Spolac
Spolac|unknown	0.169590643274854	TrH2|unknown_2	TrH2	Spolac
Spolac|lophocyte	0.0292397660818713	TrH2|unknown_2	TrH2	Spolac
Spolac|pinacocyte	0.0584795321637427	TrH2|unknown_2	TrH2	Spolac
Spolac|sclerophorocyte	0.169590643274854	TrH2|unknown_2	TrH2	Spolac
Spolac|sclerocyte	0.350877192982456	TrH2|unknown_2	TrH2	Spolac
Spolac|granulocyte	0.198830409356725	TrH2|unknown_2	TrH2	Spolac
Spolac|metabolocyte	0.0701754385964912	TrH2|unknown_2	TrH2	Spolac
Spolac|neuroid	0.327485380116959	TrH2|unknown_2	TrH2	Spolac
Spolac|amoebocyte	0.064327485380117	TrH2|unknown_2	TrH2	Spolac
Spolac|mesocyte	0.0116959064327485	TrH2|unknown_2	TrH2	Spolac
