to	similarity	from	from_sps	to_sps
Nvec|gastrodermis_muscle	0.153846153846154	TrH2|epithelia	TrH2	Nvec
Nvec|gastrodermis	0.0769230769230769	TrH2|epithelia	TrH2	Nvec
Nvec|digestive_filaments	0.256410256410256	TrH2|epithelia	TrH2	Nvec
Nvec|epidermis	0.205128205128205	TrH2|epithelia	TrH2	Nvec
Nvec|precursors	0.128205128205128	TrH2|epithelia	TrH2	Nvec
Nvec|neuron	0.307692307692308	TrH2|epithelia	TrH2	Nvec
Nvec|gland	0.153846153846154	TrH2|epithelia	TrH2	Nvec
Hvul|cnidocyte	0.0588235294117647	TrH2|epithelia	TrH2	Hvul
Hvul|gastrodermis	0.411764705882353	TrH2|epithelia	TrH2	Hvul
Hvul|epidermis	0.352941176470588	TrH2|epithelia	TrH2	Hvul
Hvul|germline	0.0588235294117647	TrH2|epithelia	TrH2	Hvul
Hvul|precursors	0.0294117647058824	TrH2|epithelia	TrH2	Hvul
Hvul|neuron	0.5	TrH2|epithelia	TrH2	Hvul
Hvul|gland	0.0882352941176471	TrH2|epithelia	TrH2	Hvul
Spis|cnidocyte	0.0638297872340425	TrH2|epithelia	TrH2	Spis
Spis|gastrodermis	0.0851063829787234	TrH2|epithelia	TrH2	Spis
Spis|alga-hosting_cells	0.148936170212766	TrH2|epithelia	TrH2	Spis
Spis|mitotic_host_cells	0.106382978723404	TrH2|epithelia	TrH2	Spis
Spis|germline	0.127659574468085	TrH2|epithelia	TrH2	Spis
Spis|digestive	0.191489361702128	TrH2|epithelia	TrH2	Spis
Spis|epidermis	0.191489361702128	TrH2|epithelia	TrH2	Spis
Spis|calicoblast	0.127659574468085	TrH2|epithelia	TrH2	Spis
Spis|neuron	0.106382978723404	TrH2|epithelia	TrH2	Spis
Spis|gland	0.0851063829787234	TrH2|epithelia	TrH2	Spis
Spis|unknown	0.297872340425532	TrH2|epithelia	TrH2	Spis
Spis|immune	0.0212765957446809	TrH2|epithelia	TrH2	Spis
Mmus|marrow	0.0416666666666667	TrH2|epithelia	TrH2	Mmus
Mmus|vascular_cells	0.270833333333333	TrH2|epithelia	TrH2	Mmus
Mmus|glia	0.270833333333333	TrH2|epithelia	TrH2	Mmus
Mmus|lung	0.125	TrH2|epithelia	TrH2	Mmus
Mmus|liver	0.208333333333333	TrH2|epithelia	TrH2	Mmus
Mmus|trachea	0.104166666666667	TrH2|epithelia	TrH2	Mmus
Mmus|limb_muscle	0.104166666666667	TrH2|epithelia	TrH2	Mmus
Mmus|kidney	0.25	TrH2|epithelia	TrH2	Mmus
Mmus|tongue	0.0208333333333333	TrH2|epithelia	TrH2	Mmus
Mmus|heart_and_aorta	0.1875	TrH2|epithelia	TrH2	Mmus
Mmus|bladder	0.0625	TrH2|epithelia	TrH2	Mmus
Mmus|mammary_gland	0.0833333333333333	TrH2|epithelia	TrH2	Mmus
Mmus|neuron	0.145833333333333	TrH2|epithelia	TrH2	Mmus
Mmus|spleen	0.0625	TrH2|epithelia	TrH2	Mmus
Mmus|immune_cells	0.104166666666667	TrH2|epithelia	TrH2	Mmus
Mmus|thymus	0.0416666666666667	TrH2|epithelia	TrH2	Mmus
Dmel|Female_Reproductive_System	0.140625	TrH2|epithelia	TrH2	Dmel
Dmel|Muscle_Cell	0.1875	TrH2|epithelia	TrH2	Dmel
Dmel|Epithelial_Cell	0.09375	TrH2|epithelia	TrH2	Dmel
Dmel|Hemocyte	0.21875	TrH2|epithelia	TrH2	Dmel
Dmel|Glial_Cell	0.296875	TrH2|epithelia	TrH2	Dmel
Dmel|unannotated	0.234375	TrH2|epithelia	TrH2	Dmel
Dmel|Gland	0.046875	TrH2|epithelia	TrH2	Dmel
Dmel|Male_Reproductive_System	0.203125	TrH2|epithelia	TrH2	Dmel
Dmel|Male_Germline_Cell	0.171875	TrH2|epithelia	TrH2	Dmel
Dmel|Adipose_System	0.140625	TrH2|epithelia	TrH2	Dmel
Dmel|Excretory_System	0.140625	TrH2|epithelia	TrH2	Dmel
Dmel|Gut_Cell	0.109375	TrH2|epithelia	TrH2	Dmel
Dmel|neuron	0.34375	TrH2|epithelia	TrH2	Dmel
Dmel|Oenocyte	0.078125	TrH2|epithelia	TrH2	Dmel
Dmel|neuron_other_cells	0.140625	TrH2|epithelia	TrH2	Dmel
Dmel|Cardial_Cell	0.171875	TrH2|epithelia	TrH2	Dmel
Dmel|Tracheal_Cell	0.109375	TrH2|epithelia	TrH2	Dmel
Dmel|Germline_Cell	0.171875	TrH2|epithelia	TrH2	Dmel
Dmel|Pigment_Cell	0.171875	TrH2|epithelia	TrH2	Dmel
Dmel|Female_Germline_Cell	0.171875	TrH2|epithelia	TrH2	Dmel
Mlei|digestive	0.138888888888889	TrH2|epithelia	TrH2	Mlei
Mlei|epithelia	0.0555555555555556	TrH2|epithelia	TrH2	Mlei
Mlei|unknown	0.0277777777777778	TrH2|epithelia	TrH2	Mlei
Mlei|neuron	0.277777777777778	TrH2|epithelia	TrH2	Mlei
Mlei|muscle	0.25	TrH2|epithelia	TrH2	Mlei
Mlei|comb	0.305555555555556	TrH2|epithelia	TrH2	Mlei
Mlei|lens	0.0555555555555556	TrH2|epithelia	TrH2	Mlei
Mlei|tentacle	0.138888888888889	TrH2|epithelia	TrH2	Mlei
Mlei|colloblast	0.166666666666667	TrH2|epithelia	TrH2	Mlei
Spolac|archaeocyte	0.0476190476190476	TrH2|epithelia	TrH2	Spolac
Spolac|precursor	0.0476190476190476	TrH2|epithelia	TrH2	Spolac
Spolac|choanoblast	0.333333333333333	TrH2|epithelia	TrH2	Spolac
Spolac|choanocyte	0.357142857142857	TrH2|epithelia	TrH2	Spolac
Spolac|apopylar_cell	0.30952380952381	TrH2|epithelia	TrH2	Spolac
Spolac|myopeptidocyte	0.19047619047619	TrH2|epithelia	TrH2	Spolac
Spolac|unknown	0.142857142857143	TrH2|epithelia	TrH2	Spolac
Spolac|lophocyte	0.166666666666667	TrH2|epithelia	TrH2	Spolac
Spolac|pinacocyte	0.30952380952381	TrH2|epithelia	TrH2	Spolac
Spolac|sclerophorocyte	0.285714285714286	TrH2|epithelia	TrH2	Spolac
Spolac|sclerocyte	0.0476190476190476	TrH2|epithelia	TrH2	Spolac
Spolac|granulocyte	0.0952380952380952	TrH2|epithelia	TrH2	Spolac
Spolac|metabolocyte	0.0952380952380952	TrH2|epithelia	TrH2	Spolac
Spolac|neuroid	0.142857142857143	TrH2|epithelia	TrH2	Spolac
Spolac|amoebocyte	0.0238095238095238	TrH2|epithelia	TrH2	Spolac
Spolac|mesocyte	0.0238095238095238	TrH2|epithelia	TrH2	Spolac
Nvec|cnidocyte	0.1	Hhon|epithelia	Hhon	Nvec
Nvec|muscle	0.075	Hhon|epithelia	Hhon	Nvec
Nvec|gastrodermis_muscle	0.025	Hhon|epithelia	Hhon	Nvec
Nvec|gastrodermis	0.025	Hhon|epithelia	Hhon	Nvec
Nvec|digestive_filaments	0.575	Hhon|epithelia	Hhon	Nvec
Nvec|epidermis	0.25	Hhon|epithelia	Hhon	Nvec
Nvec|precursors	0.025	Hhon|epithelia	Hhon	Nvec
Nvec|neuron	0.175	Hhon|epithelia	Hhon	Nvec
Nvec|gland	0.05	Hhon|epithelia	Hhon	Nvec
Hvul|cnidocyte	0.0740740740740741	Hhon|epithelia	Hhon	Hvul
Hvul|gastrodermis	0.185185185185185	Hhon|epithelia	Hhon	Hvul
Hvul|epidermis	0.185185185185185	Hhon|epithelia	Hhon	Hvul
Hvul|germline	0.111111111111111	Hhon|epithelia	Hhon	Hvul
Hvul|precursors	0.111111111111111	Hhon|epithelia	Hhon	Hvul
Hvul|neuron	0.481481481481481	Hhon|epithelia	Hhon	Hvul
Hvul|gland	0.259259259259259	Hhon|epithelia	Hhon	Hvul
Spis|cnidocyte	0.0958904109589041	Hhon|epithelia	Hhon	Spis
Spis|gastrodermis	0	Hhon|epithelia	Hhon	Spis
Spis|alga-hosting_cells	0.0136986301369863	Hhon|epithelia	Hhon	Spis
Spis|mitotic_host_cells	0.10958904109589	Hhon|epithelia	Hhon	Spis
Spis|germline	0.506849315068493	Hhon|epithelia	Hhon	Spis
Spis|digestive	0.26027397260274	Hhon|epithelia	Hhon	Spis
Spis|epidermis	0.219178082191781	Hhon|epithelia	Hhon	Spis
Spis|calicoblast	0.0410958904109589	Hhon|epithelia	Hhon	Spis
Spis|neuron	0.0821917808219178	Hhon|epithelia	Hhon	Spis
Spis|gland	0.0136986301369863	Hhon|epithelia	Hhon	Spis
Spis|unknown	0.164383561643836	Hhon|epithelia	Hhon	Spis
Spis|immune	0.0684931506849315	Hhon|epithelia	Hhon	Spis
Mmus|marrow	0.105263157894737	Hhon|epithelia	Hhon	Mmus
Mmus|vascular_cells	0.289473684210526	Hhon|epithelia	Hhon	Mmus
Mmus|glia	0.368421052631579	Hhon|epithelia	Hhon	Mmus
Mmus|lung	0.210526315789474	Hhon|epithelia	Hhon	Mmus
Mmus|liver	0.0789473684210526	Hhon|epithelia	Hhon	Mmus
Mmus|trachea	0.131578947368421	Hhon|epithelia	Hhon	Mmus
Mmus|limb_muscle	0.131578947368421	Hhon|epithelia	Hhon	Mmus
Mmus|kidney	0.157894736842105	Hhon|epithelia	Hhon	Mmus
Mmus|tongue	0	Hhon|epithelia	Hhon	Mmus
Mmus|heart_and_aorta	0.184210526315789	Hhon|epithelia	Hhon	Mmus
Mmus|bladder	0.0789473684210526	Hhon|epithelia	Hhon	Mmus
Mmus|mammary_gland	0.0263157894736842	Hhon|epithelia	Hhon	Mmus
Mmus|neuron	0.368421052631579	Hhon|epithelia	Hhon	Mmus
Mmus|spleen	0.0526315789473684	Hhon|epithelia	Hhon	Mmus
Mmus|immune_cells	0.184210526315789	Hhon|epithelia	Hhon	Mmus
Mmus|thymus	0.105263157894737	Hhon|epithelia	Hhon	Mmus
Dmel|Female_Reproductive_System	0.145454545454545	Hhon|epithelia	Hhon	Dmel
Dmel|Muscle_Cell	0.0909090909090909	Hhon|epithelia	Hhon	Dmel
Dmel|Epithelial_Cell	0.109090909090909	Hhon|epithelia	Hhon	Dmel
Dmel|Hemocyte	0.127272727272727	Hhon|epithelia	Hhon	Dmel
Dmel|Glial_Cell	0.254545454545455	Hhon|epithelia	Hhon	Dmel
Dmel|unannotated	0.236363636363636	Hhon|epithelia	Hhon	Dmel
Dmel|Gland	0.0545454545454545	Hhon|epithelia	Hhon	Dmel
Dmel|Male_Reproductive_System	0.2	Hhon|epithelia	Hhon	Dmel
Dmel|Male_Germline_Cell	0.418181818181818	Hhon|epithelia	Hhon	Dmel
Dmel|Adipose_System	0.109090909090909	Hhon|epithelia	Hhon	Dmel
Dmel|Excretory_System	0.0181818181818182	Hhon|epithelia	Hhon	Dmel
Dmel|Gut_Cell	0.0181818181818182	Hhon|epithelia	Hhon	Dmel
Dmel|neuron	0.363636363636364	Hhon|epithelia	Hhon	Dmel
Dmel|Oenocyte	0.0363636363636364	Hhon|epithelia	Hhon	Dmel
Dmel|neuron_other_cells	0.0909090909090909	Hhon|epithelia	Hhon	Dmel
Dmel|Cardial_Cell	0.109090909090909	Hhon|epithelia	Hhon	Dmel
Dmel|Tracheal_Cell	0.0545454545454545	Hhon|epithelia	Hhon	Dmel
Dmel|Germline_Cell	0.327272727272727	Hhon|epithelia	Hhon	Dmel
Dmel|Pigment_Cell	0.109090909090909	Hhon|epithelia	Hhon	Dmel
Dmel|Female_Germline_Cell	0.127272727272727	Hhon|epithelia	Hhon	Dmel
Mlei|digestive	0.0133333333333333	Hhon|epithelia	Hhon	Mlei
Mlei|epithelia	0.0133333333333333	Hhon|epithelia	Hhon	Mlei
Mlei|unknown	0.0133333333333333	Hhon|epithelia	Hhon	Mlei
Mlei|neuron	0.453333333333333	Hhon|epithelia	Hhon	Mlei
Mlei|muscle	0.0666666666666667	Hhon|epithelia	Hhon	Mlei
Mlei|comb	0.76	Hhon|epithelia	Hhon	Mlei
Mlei|lens	0	Hhon|epithelia	Hhon	Mlei
Mlei|tentacle	0.08	Hhon|epithelia	Hhon	Mlei
Mlei|colloblast	0.0266666666666667	Hhon|epithelia	Hhon	Mlei
Spolac|archaeocyte	0.0352941176470588	Hhon|epithelia	Hhon	Spolac
Spolac|precursor	0.0588235294117647	Hhon|epithelia	Hhon	Spolac
Spolac|choanoblast	0.729411764705882	Hhon|epithelia	Hhon	Spolac
Spolac|choanocyte	0.447058823529412	Hhon|epithelia	Hhon	Spolac
Spolac|apopylar_cell	0.482352941176471	Hhon|epithelia	Hhon	Spolac
Spolac|myopeptidocyte	0.0823529411764706	Hhon|epithelia	Hhon	Spolac
Spolac|unknown	0.0588235294117647	Hhon|epithelia	Hhon	Spolac
Spolac|lophocyte	0.0235294117647059	Hhon|epithelia	Hhon	Spolac
Spolac|pinacocyte	0.129411764705882	Hhon|epithelia	Hhon	Spolac
Spolac|sclerophorocyte	0.117647058823529	Hhon|epithelia	Hhon	Spolac
Spolac|sclerocyte	0.0352941176470588	Hhon|epithelia	Hhon	Spolac
Spolac|granulocyte	0.0470588235294118	Hhon|epithelia	Hhon	Spolac
Spolac|metabolocyte	0.0705882352941176	Hhon|epithelia	Hhon	Spolac
Spolac|neuroid	0.105882352941176	Hhon|epithelia	Hhon	Spolac
Spolac|amoebocyte	0.0588235294117647	Hhon|epithelia	Hhon	Spolac
Spolac|mesocyte	0.0117647058823529	Hhon|epithelia	Hhon	Spolac
Nvec|cnidocyte	0.0810810810810811	HoiH23|epithelia	HoiH23	Nvec
Nvec|muscle	0.0810810810810811	HoiH23|epithelia	HoiH23	Nvec
Nvec|gastrodermis_muscle	0.0810810810810811	HoiH23|epithelia	HoiH23	Nvec
Nvec|gastrodermis	0.0540540540540541	HoiH23|epithelia	HoiH23	Nvec
Nvec|digestive_filaments	0.351351351351351	HoiH23|epithelia	HoiH23	Nvec
Nvec|epidermis	0.216216216216216	HoiH23|epithelia	HoiH23	Nvec
Nvec|precursors	0.108108108108108	HoiH23|epithelia	HoiH23	Nvec
Nvec|neuron	0.297297297297297	HoiH23|epithelia	HoiH23	Nvec
Nvec|gland	0.324324324324324	HoiH23|epithelia	HoiH23	Nvec
Hvul|cnidocyte	0.0384615384615385	HoiH23|epithelia	HoiH23	Hvul
Hvul|gastrodermis	0.384615384615385	HoiH23|epithelia	HoiH23	Hvul
Hvul|epidermis	0.423076923076923	HoiH23|epithelia	HoiH23	Hvul
Hvul|germline	0.0384615384615385	HoiH23|epithelia	HoiH23	Hvul
Hvul|precursors	0.0384615384615385	HoiH23|epithelia	HoiH23	Hvul
Hvul|neuron	0.423076923076923	HoiH23|epithelia	HoiH23	Hvul
Hvul|gland	0.192307692307692	HoiH23|epithelia	HoiH23	Hvul
Spis|cnidocyte	0.0294117647058824	HoiH23|epithelia	HoiH23	Spis
Spis|gastrodermis	0.0294117647058824	HoiH23|epithelia	HoiH23	Spis
Spis|alga-hosting_cells	0.0294117647058824	HoiH23|epithelia	HoiH23	Spis
Spis|mitotic_host_cells	0.0882352941176471	HoiH23|epithelia	HoiH23	Spis
Spis|germline	0.382352941176471	HoiH23|epithelia	HoiH23	Spis
Spis|digestive	0.117647058823529	HoiH23|epithelia	HoiH23	Spis
Spis|epidermis	0.205882352941176	HoiH23|epithelia	HoiH23	Spis
Spis|calicoblast	0.117647058823529	HoiH23|epithelia	HoiH23	Spis
Spis|neuron	0.176470588235294	HoiH23|epithelia	HoiH23	Spis
Spis|gland	0.0294117647058824	HoiH23|epithelia	HoiH23	Spis
Spis|unknown	0.117647058823529	HoiH23|epithelia	HoiH23	Spis
Spis|immune	0.0882352941176471	HoiH23|epithelia	HoiH23	Spis
Mmus|marrow	0.0285714285714286	HoiH23|epithelia	HoiH23	Mmus
Mmus|vascular_cells	0.371428571428571	HoiH23|epithelia	HoiH23	Mmus
Mmus|glia	0.342857142857143	HoiH23|epithelia	HoiH23	Mmus
Mmus|lung	0.171428571428571	HoiH23|epithelia	HoiH23	Mmus
Mmus|liver	0.0857142857142857	HoiH23|epithelia	HoiH23	Mmus
Mmus|trachea	0.285714285714286	HoiH23|epithelia	HoiH23	Mmus
Mmus|limb_muscle	0.228571428571429	HoiH23|epithelia	HoiH23	Mmus
Mmus|kidney	0.257142857142857	HoiH23|epithelia	HoiH23	Mmus
Mmus|tongue	0.0857142857142857	HoiH23|epithelia	HoiH23	Mmus
Mmus|heart_and_aorta	0.171428571428571	HoiH23|epithelia	HoiH23	Mmus
Mmus|bladder	0.228571428571429	HoiH23|epithelia	HoiH23	Mmus
Mmus|mammary_gland	0	HoiH23|epithelia	HoiH23	Mmus
Mmus|neuron	0.257142857142857	HoiH23|epithelia	HoiH23	Mmus
Mmus|spleen	0.0571428571428571	HoiH23|epithelia	HoiH23	Mmus
Mmus|immune_cells	0.2	HoiH23|epithelia	HoiH23	Mmus
Mmus|thymus	0.0857142857142857	HoiH23|epithelia	HoiH23	Mmus
Dmel|Female_Reproductive_System	0.128205128205128	HoiH23|epithelia	HoiH23	Dmel
Dmel|Muscle_Cell	0.0256410256410256	HoiH23|epithelia	HoiH23	Dmel
Dmel|Epithelial_Cell	0.128205128205128	HoiH23|epithelia	HoiH23	Dmel
Dmel|Hemocyte	0.153846153846154	HoiH23|epithelia	HoiH23	Dmel
Dmel|Glial_Cell	0.256410256410256	HoiH23|epithelia	HoiH23	Dmel
Dmel|unannotated	0.307692307692308	HoiH23|epithelia	HoiH23	Dmel
Dmel|Gland	0.0256410256410256	HoiH23|epithelia	HoiH23	Dmel
Dmel|Male_Reproductive_System	0.230769230769231	HoiH23|epithelia	HoiH23	Dmel
Dmel|Male_Germline_Cell	0.282051282051282	HoiH23|epithelia	HoiH23	Dmel
Dmel|Adipose_System	0.0512820512820513	HoiH23|epithelia	HoiH23	Dmel
Dmel|Excretory_System	0.0512820512820513	HoiH23|epithelia	HoiH23	Dmel
Dmel|Gut_Cell	0.102564102564103	HoiH23|epithelia	HoiH23	Dmel
Dmel|neuron	0.307692307692308	HoiH23|epithelia	HoiH23	Dmel
Dmel|Oenocyte	0.153846153846154	HoiH23|epithelia	HoiH23	Dmel
Dmel|neuron_other_cells	0.153846153846154	HoiH23|epithelia	HoiH23	Dmel
Dmel|Cardial_Cell	0.0256410256410256	HoiH23|epithelia	HoiH23	Dmel
Dmel|Tracheal_Cell	0.0512820512820513	HoiH23|epithelia	HoiH23	Dmel
Dmel|Germline_Cell	0.358974358974359	HoiH23|epithelia	HoiH23	Dmel
Dmel|Pigment_Cell	0.179487179487179	HoiH23|epithelia	HoiH23	Dmel
Dmel|Female_Germline_Cell	0.205128205128205	HoiH23|epithelia	HoiH23	Dmel
Mlei|digestive	0.125	HoiH23|epithelia	HoiH23	Mlei
Mlei|epithelia	0.0625	HoiH23|epithelia	HoiH23	Mlei
Mlei|unknown	0	HoiH23|epithelia	HoiH23	Mlei
Mlei|neuron	0.3125	HoiH23|epithelia	HoiH23	Mlei
Mlei|muscle	0.09375	HoiH23|epithelia	HoiH23	Mlei
Mlei|comb	0.5	HoiH23|epithelia	HoiH23	Mlei
Mlei|lens	0.03125	HoiH23|epithelia	HoiH23	Mlei
Mlei|tentacle	0.25	HoiH23|epithelia	HoiH23	Mlei
Mlei|colloblast	0.09375	HoiH23|epithelia	HoiH23	Mlei
Spolac|archaeocyte	0.0434782608695652	HoiH23|epithelia	HoiH23	Spolac
Spolac|precursor	0.0434782608695652	HoiH23|epithelia	HoiH23	Spolac
Spolac|choanoblast	0.478260869565217	HoiH23|epithelia	HoiH23	Spolac
Spolac|choanocyte	0.347826086956522	HoiH23|epithelia	HoiH23	Spolac
Spolac|apopylar_cell	0.456521739130435	HoiH23|epithelia	HoiH23	Spolac
Spolac|myopeptidocyte	0.130434782608696	HoiH23|epithelia	HoiH23	Spolac
Spolac|unknown	0.0217391304347826	HoiH23|epithelia	HoiH23	Spolac
Spolac|lophocyte	0.108695652173913	HoiH23|epithelia	HoiH23	Spolac
Spolac|pinacocyte	0.217391304347826	HoiH23|epithelia	HoiH23	Spolac
Spolac|sclerophorocyte	0.217391304347826	HoiH23|epithelia	HoiH23	Spolac
Spolac|sclerocyte	0.0217391304347826	HoiH23|epithelia	HoiH23	Spolac
Spolac|granulocyte	0.0869565217391304	HoiH23|epithelia	HoiH23	Spolac
Spolac|metabolocyte	0.0652173913043478	HoiH23|epithelia	HoiH23	Spolac
Spolac|neuroid	0.0652173913043478	HoiH23|epithelia	HoiH23	Spolac
Spolac|amoebocyte	0.0434782608695652	HoiH23|epithelia	HoiH23	Spolac
Spolac|mesocyte	0	HoiH23|epithelia	HoiH23	Spolac
