to	similarity	from	from_sps	to_sps
Dmel|Gut_Cell	0.19047619047619	Tadh|gland	Tadh	Dmel
Dmel|neuron	0.0476190476190476	Tadh|gland	Tadh	Dmel
Dmel|Oenocyte	0.0952380952380952	Tadh|gland	Tadh	Dmel
Dmel|neuron_other_cells	0.476190476190476	Tadh|gland	Tadh	Dmel
Dmel|Cardial_Cell	0.0476190476190476	Tadh|gland	Tadh	Dmel
Dmel|Tracheal_Cell	0.238095238095238	Tadh|gland	Tadh	Dmel
Dmel|Germline_Cell	0.380952380952381	Tadh|gland	Tadh	Dmel
Dmel|Pigment_Cell	0.19047619047619	Tadh|gland	Tadh	Dmel
Dmel|Female_Germline_Cell	0.571428571428571	Tadh|gland	Tadh	Dmel
Mlei|digestive	0.0833333333333333	Tadh|gland	Tadh	Mlei
Mlei|epithelia	0.416666666666667	Tadh|gland	Tadh	Mlei
Mlei|unknown	0.0833333333333333	Tadh|gland	Tadh	Mlei
Mlei|neuron	0.25	Tadh|gland	Tadh	Mlei
Mlei|muscle	0	Tadh|gland	Tadh	Mlei
Mlei|comb	0.166666666666667	Tadh|gland	Tadh	Mlei
Mlei|lens	0.0833333333333333	Tadh|gland	Tadh	Mlei
Mlei|tentacle	0.166666666666667	Tadh|gland	Tadh	Mlei
Mlei|colloblast	0.0833333333333333	Tadh|gland	Tadh	Mlei
Spolac|archaeocyte	0.4	Tadh|gland	Tadh	Spolac
Spolac|precursor	0.133333333333333	Tadh|gland	Tadh	Spolac
Spolac|choanoblast	0.2	Tadh|gland	Tadh	Spolac
Spolac|choanocyte	0.266666666666667	Tadh|gland	Tadh	Spolac
Spolac|apopylar_cell	0.266666666666667	Tadh|gland	Tadh	Spolac
Spolac|myopeptidocyte	0.2	Tadh|gland	Tadh	Spolac
Spolac|unknown	0.2	Tadh|gland	Tadh	Spolac
Spolac|lophocyte	0.0666666666666667	Tadh|gland	Tadh	Spolac
Spolac|pinacocyte	0.0666666666666667	Tadh|gland	Tadh	Spolac
Spolac|sclerophorocyte	0.2	Tadh|gland	Tadh	Spolac
Spolac|sclerocyte	0.266666666666667	Tadh|gland	Tadh	Spolac
Spolac|granulocyte	0.0666666666666667	Tadh|gland	Tadh	Spolac
Spolac|metabolocyte	0.2	Tadh|gland	Tadh	Spolac
Spolac|neuroid	0	Tadh|gland	Tadh	Spolac
Spolac|amoebocyte	0	Tadh|gland	Tadh	Spolac
Spolac|mesocyte	0	Tadh|gland	Tadh	Spolac
Nvec|cnidocyte	0.08	TrH2|gland	TrH2	Nvec
Nvec|muscle	0	TrH2|gland	TrH2	Nvec
Nvec|gastrodermis_muscle	0.08	TrH2|gland	TrH2	Nvec
Nvec|gastrodermis	0.16	TrH2|gland	TrH2	Nvec
Nvec|digestive_filaments	0.4	TrH2|gland	TrH2	Nvec
Nvec|epidermis	0.28	TrH2|gland	TrH2	Nvec
Nvec|precursors	0.2	TrH2|gland	TrH2	Nvec
Nvec|neuron	0.04	TrH2|gland	TrH2	Nvec
Nvec|gland	0.16	TrH2|gland	TrH2	Nvec
Hvul|cnidocyte	0.05	TrH2|gland	TrH2	Hvul
Hvul|gastrodermis	0.3	TrH2|gland	TrH2	Hvul
Hvul|epidermis	0.25	TrH2|gland	TrH2	Hvul
Hvul|germline	0.1	TrH2|gland	TrH2	Hvul
Hvul|precursors	0.25	TrH2|gland	TrH2	Hvul
Hvul|neuron	0.1	TrH2|gland	TrH2	Hvul
Hvul|gland	0.2	TrH2|gland	TrH2	Hvul
Spis|cnidocyte	0.0588235294117647	TrH2|gland	TrH2	Spis
Spis|gastrodermis	0.235294117647059	TrH2|gland	TrH2	Spis
Spis|alga-hosting_cells	0.294117647058824	TrH2|gland	TrH2	Spis
Spis|mitotic_host_cells	0.117647058823529	TrH2|gland	TrH2	Spis
Spis|germline	0.235294117647059	TrH2|gland	TrH2	Spis
Spis|digestive	0.176470588235294	TrH2|gland	TrH2	Spis
Spis|epidermis	0.235294117647059	TrH2|gland	TrH2	Spis
Spis|calicoblast	0.176470588235294	TrH2|gland	TrH2	Spis
Spis|neuron	0	TrH2|gland	TrH2	Spis
Spis|gland	0.0588235294117647	TrH2|gland	TrH2	Spis
Spis|unknown	0.176470588235294	TrH2|gland	TrH2	Spis
Spis|immune	0.117647058823529	TrH2|gland	TrH2	Spis
Mmus|marrow	0.03125	TrH2|gland	TrH2	Mmus
Mmus|vascular_cells	0.1875	TrH2|gland	TrH2	Mmus
Mmus|glia	0.1875	TrH2|gland	TrH2	Mmus
Mmus|lung	0.15625	TrH2|gland	TrH2	Mmus
Mmus|liver	0.1875	TrH2|gland	TrH2	Mmus
Mmus|trachea	0.15625	TrH2|gland	TrH2	Mmus
Mmus|limb_muscle	0.125	TrH2|gland	TrH2	Mmus
Mmus|kidney	0.15625	TrH2|gland	TrH2	Mmus
Mmus|tongue	0.1875	TrH2|gland	TrH2	Mmus
Mmus|heart_and_aorta	0.15625	TrH2|gland	TrH2	Mmus
Mmus|bladder	0.21875	TrH2|gland	TrH2	Mmus
Mmus|mammary_gland	0.09375	TrH2|gland	TrH2	Mmus
Mmus|neuron	0.125	TrH2|gland	TrH2	Mmus
Mmus|spleen	0.21875	TrH2|gland	TrH2	Mmus
Mmus|immune_cells	0.21875	TrH2|gland	TrH2	Mmus
Mmus|thymus	0.25	TrH2|gland	TrH2	Mmus
Dmel|Female_Reproductive_System	0.466666666666667	TrH2|gland	TrH2	Dmel
Dmel|Muscle_Cell	0.166666666666667	TrH2|gland	TrH2	Dmel
Dmel|Epithelial_Cell	0.133333333333333	TrH2|gland	TrH2	Dmel
Dmel|Hemocyte	0.133333333333333	TrH2|gland	TrH2	Dmel
Dmel|Glial_Cell	0.0333333333333333	TrH2|gland	TrH2	Dmel
Dmel|unannotated	0.1	TrH2|gland	TrH2	Dmel
Dmel|Gland	0.233333333333333	TrH2|gland	TrH2	Dmel
Dmel|Male_Reproductive_System	0.1	TrH2|gland	TrH2	Dmel
Dmel|Male_Germline_Cell	0.266666666666667	TrH2|gland	TrH2	Dmel
Dmel|Adipose_System	0.0666666666666667	TrH2|gland	TrH2	Dmel
Dmel|Excretory_System	0.0666666666666667	TrH2|gland	TrH2	Dmel
Dmel|Gut_Cell	0.166666666666667	TrH2|gland	TrH2	Dmel
Dmel|neuron	0.133333333333333	TrH2|gland	TrH2	Dmel
Dmel|Oenocyte	0.0333333333333333	TrH2|gland	TrH2	Dmel
Dmel|neuron_other_cells	0.566666666666667	TrH2|gland	TrH2	Dmel
Dmel|Cardial_Cell	0.0666666666666667	TrH2|gland	TrH2	Dmel
Dmel|Tracheal_Cell	0.133333333333333	TrH2|gland	TrH2	Dmel
Dmel|Germline_Cell	0.533333333333333	TrH2|gland	TrH2	Dmel
Dmel|Pigment_Cell	0.2	TrH2|gland	TrH2	Dmel
Dmel|Female_Germline_Cell	0.633333333333333	TrH2|gland	TrH2	Dmel
Mlei|digestive	0.19047619047619	TrH2|gland	TrH2	Mlei
Mlei|epithelia	0.19047619047619	TrH2|gland	TrH2	Mlei
Mlei|unknown	0	TrH2|gland	TrH2	Mlei
Mlei|neuron	0.285714285714286	TrH2|gland	TrH2	Mlei
Mlei|muscle	0	TrH2|gland	TrH2	Mlei
Mlei|comb	0.333333333333333	TrH2|gland	TrH2	Mlei
Mlei|lens	0.0476190476190476	TrH2|gland	TrH2	Mlei
Mlei|tentacle	0.238095238095238	TrH2|gland	TrH2	Mlei
Mlei|colloblast	0.142857142857143	TrH2|gland	TrH2	Mlei
Spolac|archaeocyte	0.357142857142857	TrH2|gland	TrH2	Spolac
Spolac|precursor	0.142857142857143	TrH2|gland	TrH2	Spolac
Spolac|choanoblast	0.214285714285714	TrH2|gland	TrH2	Spolac
Spolac|choanocyte	0.285714285714286	TrH2|gland	TrH2	Spolac
Spolac|apopylar_cell	0.285714285714286	TrH2|gland	TrH2	Spolac
Spolac|myopeptidocyte	0.214285714285714	TrH2|gland	TrH2	Spolac
Spolac|unknown	0.214285714285714	TrH2|gland	TrH2	Spolac
Spolac|lophocyte	0.0714285714285714	TrH2|gland	TrH2	Spolac
Spolac|pinacocyte	0.142857142857143	TrH2|gland	TrH2	Spolac
Spolac|sclerophorocyte	0.25	TrH2|gland	TrH2	Spolac
Spolac|sclerocyte	0.285714285714286	TrH2|gland	TrH2	Spolac
Spolac|granulocyte	0.0714285714285714	TrH2|gland	TrH2	Spolac
Spolac|metabolocyte	0.25	TrH2|gland	TrH2	Spolac
Spolac|neuroid	0.142857142857143	TrH2|gland	TrH2	Spolac
Spolac|amoebocyte	0	TrH2|gland	TrH2	Spolac
Spolac|mesocyte	0	TrH2|gland	TrH2	Spolac
Nvec|cnidocyte	0	Hhon|gland	Hhon	Nvec
Nvec|muscle	0.125	Hhon|gland	Hhon	Nvec
Nvec|gastrodermis_muscle	0.3125	Hhon|gland	Hhon	Nvec
Nvec|gastrodermis	0.375	Hhon|gland	Hhon	Nvec
Nvec|digestive_filaments	0.1875	Hhon|gland	Hhon	Nvec
Nvec|epidermis	0.1875	Hhon|gland	Hhon	Nvec
Nvec|precursors	0	Hhon|gland	Hhon	Nvec
Nvec|neuron	0	Hhon|gland	Hhon	Nvec
Nvec|gland	0.25	Hhon|gland	Hhon	Nvec
Hvul|cnidocyte	0.0769230769230769	Hhon|gland	Hhon	Hvul
Hvul|gastrodermis	0.153846153846154	Hhon|gland	Hhon	Hvul
Hvul|epidermis	0.0769230769230769	Hhon|gland	Hhon	Hvul
Hvul|germline	0.153846153846154	Hhon|gland	Hhon	Hvul
Hvul|precursors	0.307692307692308	Hhon|gland	Hhon	Hvul
Hvul|neuron	0	Hhon|gland	Hhon	Hvul
Hvul|gland	0.384615384615385	Hhon|gland	Hhon	Hvul
Spis|cnidocyte	0.1	Hhon|gland	Hhon	Spis
Spis|gastrodermis	0.15	Hhon|gland	Hhon	Spis
Spis|alga-hosting_cells	0.3	Hhon|gland	Hhon	Spis
Spis|mitotic_host_cells	0	Hhon|gland	Hhon	Spis
Spis|germline	0.1	Hhon|gland	Hhon	Spis
Spis|digestive	0.2	Hhon|gland	Hhon	Spis
Spis|epidermis	0.3	Hhon|gland	Hhon	Spis
Spis|calicoblast	0.2	Hhon|gland	Hhon	Spis
Spis|neuron	0.05	Hhon|gland	Hhon	Spis
Spis|gland	0.05	Hhon|gland	Hhon	Spis
Spis|unknown	0.4	Hhon|gland	Hhon	Spis
Spis|immune	0.1	Hhon|gland	Hhon	Spis
Mmus|marrow	0.111111111111111	Hhon|gland	Hhon	Mmus
Mmus|vascular_cells	0.111111111111111	Hhon|gland	Hhon	Mmus
Mmus|glia	0.111111111111111	Hhon|gland	Hhon	Mmus
Mmus|lung	0.277777777777778	Hhon|gland	Hhon	Mmus
Mmus|liver	0.388888888888889	Hhon|gland	Hhon	Mmus
Mmus|trachea	0.0555555555555556	Hhon|gland	Hhon	Mmus
Mmus|limb_muscle	0.0555555555555556	Hhon|gland	Hhon	Mmus
Mmus|kidney	0.111111111111111	Hhon|gland	Hhon	Mmus
Mmus|tongue	0.222222222222222	Hhon|gland	Hhon	Mmus
Mmus|heart_and_aorta	0.222222222222222	Hhon|gland	Hhon	Mmus
Mmus|bladder	0.166666666666667	Hhon|gland	Hhon	Mmus
Mmus|mammary_gland	0	Hhon|gland	Hhon	Mmus
Mmus|neuron	0.0555555555555556	Hhon|gland	Hhon	Mmus
Mmus|spleen	0.222222222222222	Hhon|gland	Hhon	Mmus
Mmus|immune_cells	0.166666666666667	Hhon|gland	Hhon	Mmus
Mmus|thymus	0.222222222222222	Hhon|gland	Hhon	Mmus
Dmel|Female_Reproductive_System	0.388888888888889	Hhon|gland	Hhon	Dmel
Dmel|Muscle_Cell	0.222222222222222	Hhon|gland	Hhon	Dmel
Dmel|Epithelial_Cell	0.277777777777778	Hhon|gland	Hhon	Dmel
Dmel|Hemocyte	0.111111111111111	Hhon|gland	Hhon	Dmel
Dmel|Glial_Cell	0.166666666666667	Hhon|gland	Hhon	Dmel
Dmel|unannotated	0.166666666666667	Hhon|gland	Hhon	Dmel
Dmel|Gland	0.166666666666667	Hhon|gland	Hhon	Dmel
Dmel|Male_Reproductive_System	0.166666666666667	Hhon|gland	Hhon	Dmel
Dmel|Male_Germline_Cell	0.0555555555555556	Hhon|gland	Hhon	Dmel
Dmel|Adipose_System	0.0555555555555556	Hhon|gland	Hhon	Dmel
Dmel|Excretory_System	0.0555555555555556	Hhon|gland	Hhon	Dmel
Dmel|Gut_Cell	0.222222222222222	Hhon|gland	Hhon	Dmel
Dmel|neuron	0.222222222222222	Hhon|gland	Hhon	Dmel
Dmel|Oenocyte	0.111111111111111	Hhon|gland	Hhon	Dmel
Dmel|neuron_other_cells	0.333333333333333	Hhon|gland	Hhon	Dmel
Dmel|Cardial_Cell	0.0555555555555556	Hhon|gland	Hhon	Dmel
Dmel|Tracheal_Cell	0.333333333333333	Hhon|gland	Hhon	Dmel
Dmel|Germline_Cell	0.166666666666667	Hhon|gland	Hhon	Dmel
Dmel|Pigment_Cell	0.222222222222222	Hhon|gland	Hhon	Dmel
Dmel|Female_Germline_Cell	0.388888888888889	Hhon|gland	Hhon	Dmel
Mlei|digestive	0	Hhon|gland	Hhon	Mlei
Mlei|epithelia	0.375	Hhon|gland	Hhon	Mlei
Mlei|unknown	0	Hhon|gland	Hhon	Mlei
Mlei|neuron	0.25	Hhon|gland	Hhon	Mlei
Mlei|muscle	0.125	Hhon|gland	Hhon	Mlei
Mlei|comb	0.125	Hhon|gland	Hhon	Mlei
Mlei|lens	0.375	Hhon|gland	Hhon	Mlei
Mlei|tentacle	0.25	Hhon|gland	Hhon	Mlei
Mlei|colloblast	0	Hhon|gland	Hhon	Mlei
Spolac|archaeocyte	0.153846153846154	Hhon|gland	Hhon	Spolac
Spolac|precursor	0.0769230769230769	Hhon|gland	Hhon	Spolac
Spolac|choanoblast	0.0769230769230769	Hhon|gland	Hhon	Spolac
Spolac|choanocyte	0	Hhon|gland	Hhon	Spolac
Spolac|apopylar_cell	0	Hhon|gland	Hhon	Spolac
Spolac|myopeptidocyte	0.153846153846154	Hhon|gland	Hhon	Spolac
Spolac|unknown	0.153846153846154	Hhon|gland	Hhon	Spolac
Spolac|lophocyte	0.384615384615385	Hhon|gland	Hhon	Spolac
Spolac|pinacocyte	0.153846153846154	Hhon|gland	Hhon	Spolac
Spolac|sclerophorocyte	0.461538461538462	Hhon|gland	Hhon	Spolac
Spolac|sclerocyte	0.0769230769230769	Hhon|gland	Hhon	Spolac
Spolac|granulocyte	0.153846153846154	Hhon|gland	Hhon	Spolac
Spolac|metabolocyte	0.307692307692308	Hhon|gland	Hhon	Spolac
Spolac|neuroid	0.0769230769230769	Hhon|gland	Hhon	Spolac
Spolac|amoebocyte	0	Hhon|gland	Hhon	Spolac
Spolac|mesocyte	0.0769230769230769	Hhon|gland	Hhon	Spolac
Nvec|cnidocyte	0	HoiH23|gland	HoiH23	Nvec
Nvec|muscle	0.0740740740740741	HoiH23|gland	HoiH23	Nvec
Nvec|gastrodermis_muscle	0.148148148148148	HoiH23|gland	HoiH23	Nvec
Nvec|gastrodermis	0.148148148148148	HoiH23|gland	HoiH23	Nvec
Nvec|digestive_filaments	0.333333333333333	HoiH23|gland	HoiH23	Nvec
Nvec|epidermis	0.259259259259259	HoiH23|gland	HoiH23	Nvec
Nvec|precursors	0.111111111111111	HoiH23|gland	HoiH23	Nvec
Nvec|neuron	0	HoiH23|gland	HoiH23	Nvec
Nvec|gland	0.296296296296296	HoiH23|gland	HoiH23	Nvec
Hvul|cnidocyte	0.133333333333333	HoiH23|gland	HoiH23	Hvul
Hvul|gastrodermis	0	HoiH23|gland	HoiH23	Hvul
Hvul|epidermis	0.133333333333333	HoiH23|gland	HoiH23	Hvul
Hvul|germline	0.0666666666666667	HoiH23|gland	HoiH23	Hvul
Hvul|precursors	0.4	HoiH23|gland	HoiH23	Hvul
Hvul|neuron	0.133333333333333	HoiH23|gland	HoiH23	Hvul
Hvul|gland	0.266666666666667	HoiH23|gland	HoiH23	Hvul
Spis|cnidocyte	0.117647058823529	HoiH23|gland	HoiH23	Spis
Spis|gastrodermis	0.117647058823529	HoiH23|gland	HoiH23	Spis
Spis|alga-hosting_cells	0	HoiH23|gland	HoiH23	Spis
Spis|mitotic_host_cells	0	HoiH23|gland	HoiH23	Spis
Spis|germline	0.235294117647059	HoiH23|gland	HoiH23	Spis
Spis|digestive	0.235294117647059	HoiH23|gland	HoiH23	Spis
Spis|epidermis	0.294117647058824	HoiH23|gland	HoiH23	Spis
Spis|calicoblast	0	HoiH23|gland	HoiH23	Spis
Spis|neuron	0	HoiH23|gland	HoiH23	Spis
Spis|gland	0.117647058823529	HoiH23|gland	HoiH23	Spis
Spis|unknown	0.294117647058824	HoiH23|gland	HoiH23	Spis
Spis|immune	0.0588235294117647	HoiH23|gland	HoiH23	Spis
Mmus|marrow	0.0384615384615385	HoiH23|gland	HoiH23	Mmus
Mmus|vascular_cells	0.153846153846154	HoiH23|gland	HoiH23	Mmus
Mmus|glia	0.0384615384615385	HoiH23|gland	HoiH23	Mmus
Mmus|lung	0.0384615384615385	HoiH23|gland	HoiH23	Mmus
Mmus|liver	0.230769230769231	HoiH23|gland	HoiH23	Mmus
Mmus|trachea	0.153846153846154	HoiH23|gland	HoiH23	Mmus
Mmus|limb_muscle	0.0769230769230769	HoiH23|gland	HoiH23	Mmus
Mmus|kidney	0.230769230769231	HoiH23|gland	HoiH23	Mmus
Mmus|tongue	0.192307692307692	HoiH23|gland	HoiH23	Mmus
Mmus|heart_and_aorta	0.0769230769230769	HoiH23|gland	HoiH23	Mmus
Mmus|bladder	0.269230769230769	HoiH23|gland	HoiH23	Mmus
Mmus|mammary_gland	0.0769230769230769	HoiH23|gland	HoiH23	Mmus
Mmus|neuron	0.0384615384615385	HoiH23|gland	HoiH23	Mmus
Mmus|spleen	0.192307692307692	HoiH23|gland	HoiH23	Mmus
Mmus|immune_cells	0.115384615384615	HoiH23|gland	HoiH23	Mmus
Mmus|thymus	0.269230769230769	HoiH23|gland	HoiH23	Mmus
Dmel|Female_Reproductive_System	0.32	HoiH23|gland	HoiH23	Dmel
Dmel|Muscle_Cell	0.12	HoiH23|gland	HoiH23	Dmel
Dmel|Epithelial_Cell	0.24	HoiH23|gland	HoiH23	Dmel
Dmel|Hemocyte	0.08	HoiH23|gland	HoiH23	Dmel
Dmel|Glial_Cell	0.16	HoiH23|gland	HoiH23	Dmel
Dmel|unannotated	0.16	HoiH23|gland	HoiH23	Dmel
Dmel|Gland	0.16	HoiH23|gland	HoiH23	Dmel
Dmel|Male_Reproductive_System	0.16	HoiH23|gland	HoiH23	Dmel
Dmel|Male_Germline_Cell	0.28	HoiH23|gland	HoiH23	Dmel
Dmel|Adipose_System	0.24	HoiH23|gland	HoiH23	Dmel
Dmel|Excretory_System	0.04	HoiH23|gland	HoiH23	Dmel
Dmel|Gut_Cell	0.08	HoiH23|gland	HoiH23	Dmel
Dmel|neuron	0.12	HoiH23|gland	HoiH23	Dmel
Dmel|Oenocyte	0.08	HoiH23|gland	HoiH23	Dmel
Dmel|neuron_other_cells	0.32	HoiH23|gland	HoiH23	Dmel
Dmel|Cardial_Cell	0.08	HoiH23|gland	HoiH23	Dmel
Dmel|Tracheal_Cell	0.24	HoiH23|gland	HoiH23	Dmel
Dmel|Germline_Cell	0.4	HoiH23|gland	HoiH23	Dmel
Dmel|Pigment_Cell	0.12	HoiH23|gland	HoiH23	Dmel
Dmel|Female_Germline_Cell	0.4	HoiH23|gland	HoiH23	Dmel
Mlei|digestive	0.0714285714285714	HoiH23|gland	HoiH23	Mlei
Mlei|epithelia	0.142857142857143	HoiH23|gland	HoiH23	Mlei
Mlei|unknown	0	HoiH23|gland	HoiH23	Mlei
Mlei|neuron	0.285714285714286	HoiH23|gland	HoiH23	Mlei
Mlei|muscle	0.142857142857143	HoiH23|gland	HoiH23	Mlei
Mlei|comb	0.214285714285714	HoiH23|gland	HoiH23	Mlei
Mlei|lens	0	HoiH23|gland	HoiH23	Mlei
Mlei|tentacle	0.214285714285714	HoiH23|gland	HoiH23	Mlei
Mlei|colloblast	0.142857142857143	HoiH23|gland	HoiH23	Mlei
Spolac|archaeocyte	0.272727272727273	HoiH23|gland	HoiH23	Spolac
Spolac|precursor	0.0454545454545455	HoiH23|gland	HoiH23	Spolac
Spolac|choanoblast	0.272727272727273	HoiH23|gland	HoiH23	Spolac
Spolac|choanocyte	0.272727272727273	HoiH23|gland	HoiH23	Spolac
Spolac|apopylar_cell	0.272727272727273	HoiH23|gland	HoiH23	Spolac
Spolac|myopeptidocyte	0.0909090909090909	HoiH23|gland	HoiH23	Spolac
Spolac|unknown	0.181818181818182	HoiH23|gland	HoiH23	Spolac
Spolac|lophocyte	0.136363636363636	HoiH23|gland	HoiH23	Spolac
Spolac|pinacocyte	0.136363636363636	HoiH23|gland	HoiH23	Spolac
Spolac|sclerophorocyte	0.318181818181818	HoiH23|gland	HoiH23	Spolac
Spolac|sclerocyte	0.227272727272727	HoiH23|gland	HoiH23	Spolac
Spolac|granulocyte	0.0909090909090909	HoiH23|gland	HoiH23	Spolac
Spolac|metabolocyte	0.136363636363636	HoiH23|gland	HoiH23	Spolac
Spolac|neuroid	0.0454545454545455	HoiH23|gland	HoiH23	Spolac
Spolac|amoebocyte	0.0454545454545455	HoiH23|gland	HoiH23	Spolac
Spolac|mesocyte	0.0454545454545455	HoiH23|gland	HoiH23	Spolac
