metacell	cell_type	color	transferred_annotation
103	2_darkorange1	#FF7D10	Gland
104	2_darkorange1	#FF7D10	Gland
105	2_darkorange1	#FF7D10	Gland
106	3_palegreen	#AAF386	Lipophil
107	3_palegreen	#AAF386	Lipophil
108	3_palegreen	#AAF386	Lipophil
109	3_palegreen	#AAF386	Lipophil
110	3_palegreen	#AAF386	Lipophil
111	3_palegreen	#AAF386	Lipophil
112	3_palegreen	#AAF386	Lipophil
113	3_palegreen	#AAF386	Lipophil
114	3_palegreen	#AAF386	Lipophil
115	3_palegreen	#AAF386	Lipophil
116	3_palegreen	#AAF386	Lipophil
117	3_palegreen	#AAF386	Lipophil
118	3_palegreen	#AAF386	Lipophil
119	3_palegreen	#AAF386	Lipophil
120	3_palegreen	#AAF386	Lipophil
121	3_palegreen	#AAF386	Lipophil
122	3_palegreen	#AAF386	Lipophil
123	3_palegreen	#AAF386	Lipophil
124	3_palegreen	#AAF386	Lipophil
125	3_palegreen	#AAF386	Lipophil
126	3_palegreen	#AAF386	Lipophil
127	3_palegreen	#AAF386	Lipophil
128	4_darkgreen	#006400	Peptidergic
129	4_darkgreen	#006400	Peptidergic
130	4_darkgreen	#006400	Peptidergic
131	4_darkgreen	#006400	Epithelial
132	4_darkgreen	#006400	Peptidergic
133	4_darkgreen	#006400	Peptidergic
134	4_darkgreen	#006400	Peptidergic
135	4_darkgreen	#006400	Epithelial
136	4_darkgreen	#006400	Peptidergic
137	4_darkgreen	#006400	Peptidergic
138	4_darkgreen	#006400	Peptidergic
139	4_darkgreen	#006400	Peptidergic
140	4_darkgreen	#006400	Peptidergic
141	4_darkgreen	#006400	Peptidergic
142	4_darkgreen	#006400	Peptidergic
143	4_darkgreen	#006400	Peptidergic
144	4_darkgreen	#006400	Peptidergic
145	4_darkgreen	#006400	Lipophil
146	4_darkgreen	#006400	Epithelial
147	4_darkgreen	#006400	Lipophil
148	4_darkgreen	#006400	Epithelial
149	4_darkgreen	#006400	Peptidergic
150	5_skyblue1	#65E2FF	Lipophil
151	5_skyblue1	#65E2FF	Lipophil
152	5_skyblue1	#65E2FF	Lipophil
153	5_skyblue1	#65E2FF	Lipophil
154	5_skyblue1	#65E2FF	Lipophil
155	5_skyblue1	#65E2FF	Lipophil
156	5_skyblue1	#65E2FF	Lipophil
157	5_skyblue1	#65E2FF	Lipophil
158	5_skyblue1	#65E2FF	Lipophil
159	5_skyblue1	#65E2FF	Lipophil
160	5_skyblue1	#65E2FF	Lipophil
161	5_skyblue1	#65E2FF	Lipophil
162	5_skyblue1	#65E2FF	Lipophil
163	5_skyblue1	#65E2FF	Lipophil
164	5_skyblue1	#65E2FF	Lipophil
165	5_skyblue1	#65E2FF	Lipophil
166	5_skyblue1	#65E2FF	Lipophil
167	6_blue3	#3100CF	Lipophil
168	6_blue3	#3100CF	Gland
169	6_blue3	#3100CF	Gland
170	6_blue3	#3100CF	Gland
171	6_blue3	#3100CF	Peptidergic
172	6_blue3	#3100CF	Fiber
173	6_blue3	#3100CF	Gland
174	6_blue3	#3100CF	Peptidergic
175	6_blue3	#3100CF	Peptidergic
176	6_blue3	#3100CF	Gland
177	6_blue3	#3100CF	Gland
178	6_blue3	#3100CF	Gland
179	6_blue3	#3100CF	Gland
180	6_blue3	#3100CF	Gland
181	6_blue3	#3100CF	Gland
182	6_blue3	#3100CF	Peptidergic
183	6_blue3	#3100CF	Peptidergic
184	6_blue3	#3100CF	Peptidergic
185	6_blue3	#3100CF	Peptidergic
186	6_blue3	#3100CF	Gland
187	6_blue3	#3100CF	Peptidergic
188	6_blue3	#3100CF	Peptidergic
189	6_blue3	#3100CF	Peptidergic
190	7_violet	#EE82EE	Epithelial
191	7_violet	#EE82EE	Epithelial
192	7_violet	#EE82EE	Epithelial
193	7_violet	#EE82EE	Epithelial
194	7_violet	#EE82EE	Epithelial
195	7_violet	#EE82EE	Epithelial
196	7_violet	#EE82EE	Epithelial
197	7_violet	#EE82EE	Peptidergic
198	7_violet	#EE82EE	Epithelial
199	7_violet	#EE82EE	Epithelial
200	7_violet	#EE82EE	Epithelial
201	7_violet	#EE82EE	Epithelial
202	7_violet	#EE82EE	Epithelial
203	7_violet	#EE82EE	Epithelial
204	7_violet	#EE82EE	Epithelial
205	7_violet	#EE82EE	Epithelial
206	7_violet	#EE82EE	Epithelial
207	7_violet	#EE82EE	Epithelial
208	7_violet	#EE82EE	Epithelial
209	7_violet	#EE82EE	Epithelial
210	7_violet	#EE82EE	Epithelial
211	7_violet	#EE82EE	Epithelial
212	7_violet	#EE82EE	Epithelial
213	7_violet	#EE82EE	Epithelial
214	7_violet	#EE82EE	Epithelial
215	7_violet	#EE82EE	Epithelial
216	7_violet	#EE82EE	Epithelial
217	7_violet	#EE82EE	Epithelial
218	7_violet	#EE82EE	Epithelial
219	7_violet	#EE82EE	Epithelial
220	7_violet	#EE82EE	Epithelial
221	7_violet	#EE82EE	Epithelial
222	7_violet	#EE82EE	Epithelial
223	7_violet	#EE82EE	
224	7_violet	#EE82EE	Epithelial
225	7_violet	#EE82EE	Epithelial
226	7_violet	#EE82EE	Epithelial
227	7_violet	#EE82EE	Epithelial
228	7_violet	#EE82EE	Epithelial
229	7_violet	#EE82EE	Epithelial
230	7_violet	#EE82EE	Peptidergic
231	7_violet	#EE82EE	Peptidergic
232	7_violet	#EE82EE	Peptidergic
233	7_violet	#EE82EE	Peptidergic
234	7_violet	#EE82EE	Peptidergic
235	7_violet	#EE82EE	Peptidergic
236	7_violet	#EE82EE	Peptidergic
237	7_violet	#EE82EE	Epithelial
238	7_violet	#EE82EE	Peptidergic
239	7_violet	#EE82EE	Lipophil
240	7_violet	#EE82EE	Peptidergic
241	7_violet	#EE82EE	Peptidergic
242	7_violet	#EE82EE	Peptidergic
243	7_violet	#EE82EE	Lipophil
244	7_violet	#EE82EE	Peptidergic
245	7_violet	#EE82EE	Lipophil
246	7_violet	#EE82EE	Lipophil
247	7_violet	#EE82EE	Lipophil
248	7_violet	#EE82EE	Lipophil
249	7_violet	#EE82EE	Lipophil
250	7_violet	#EE82EE	Lipophil
251	7_violet	#EE82EE	Lipophil
252	7_violet	#EE82EE	Lipophil
253	7_violet	#EE82EE	Lipophil
254	7_violet	#EE82EE	Epithelial
255	7_violet	#EE82EE	Lipophil
256	7_violet	#EE82EE	Lipophil
