peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu
HoiH23_PlH23_000023	0.0975305270549682	0.0664532778079279	0.053833546673685	0.0515658840111382	0.00472985436778402	0.0246194247261089	0.0352188459958129	0.0402881948874281	0.0663796117235245	0.0228015505054344	0.0393039274449499	0.0347935005740928	0.020835286641456
HoiH23_PlH23_000025	0.0390122108219873	0.0221510926026426	0.005981505185965	0.0171886280037127	0.00472985436778402	0.0328258996348119	0.0430452562171046	0.0335734957395234	0.0177012297929399	0.0532036178460135	0.00491299093061874	0.0347935005740928	0.010417643320728
HoiH23_PlH23_000029	0.0975305270549682	0.0775288241092492	0.041870536301755	0.171886280037127	0.00945970873556803	0.0164129498174059	0.0782641022129175	0.127579283810189	0.0486783819305846	0.0456031010108687	0.0442169183755687	0.0695870011481855	0.0937587898865519
HoiH23_PlH23_000030	0	0.0110755463013213	0.029907525929825	0.0343772560074255	0.00472985436778402	0.00820647490870297	0.0117396153319376	0.00671469914790468	0.0132759223447049	0.00760051683514479	0.0147389727918562	0.0115978335246976	0.031252929962184
HoiH23_PlH23_000033	0.0195061054109936	0.0443021852052852	0.029907525929825	0.0515658840111382	0.00236492718389201	0.0246194247261089	0.0156528204425835	0.0335734957395234	0.0354024595858797	0.0304020673405792	0.0343909365143312	0.0463913340987903	0
HoiH23_PlH23_000035	0	0	0.02392602074386	0.0343772560074255	0.00472985436778402	0.00820647490870297	0.031305640885167	0.020144097443714	0.00885061489646993	0.00760051683514479	0.019651963722475	0.0115978335246976	0.020835286641456
HoiH23_PlH23_000037	0.0390122108219873	0.0553777315066066	0.07177806223158	0.154697652033415	0.0189194174711361	0	0.0821773073235634	0.0470028940353327	0.0354024595858797	0.0456031010108687	0.0638688820980436	0.0231956670493952	0
HoiH23_PlH23_000039	0	0	0	0	0	0	0	0.00671469914790468	0	0	0	0	0
HoiH23_PlH23_000041	0.0390122108219873	0.0221510926026426	0.04785204148772	0.0171886280037127	0.0165544902872441	0.0410323745435148	0.0665244868809799	0.0671469914790468	0.0309771521376448	0.00760051683514479	0.0491299093061874	0.0927826681975807	0.0520882166036399
HoiH23_orphan_5	0.0585183162329809	0.0886043704105705	0.0777595674175449	0.103131768022276	0.0449336164939481	0.0328258996348119	0.0900037175448551	0.11414988551438	0.0708049191717595	0.0608041346811583	0.0638688820980436	0.0347935005740928	0.0729235032450959
HoiH23_PlH23_000046	0.0390122108219873	0.0664532778079279	0.065796557045615	0.0515658840111382	0.00709478155167602	0.0410323745435148	0.062611281770334	0.020144097443714	0.0575289968270546	0.0760051683514479	0.0589558911674249	0.0579891676234879	0.0625058599243679
HoiH23_PlH23_000049	0	0.0332266389039639	0.0777595674175449	0.103131768022276	0.0165544902872441	0	0.0547848715490422	0.0805763897748561	0.0398277670341147	0.0684046515163031	0.0491299093061874	0.0579891676234879	0.0625058599243679
HoiH23_orphan_6	0	0.0110755463013213	0	0.0171886280037127	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_000051	0.0975305270549682	0.0553777315066066	0.161500640021055	0.206263536044553	0.0472985436778402	0.0574453243609208	0.125222563540668	0.261873266768282	0.199138835170573	0.205213954548909	0.11791178233485	0.104380501722278	0.10417643320728
HoiH23_PlH23_000053	0.117036632465962	0.0664532778079279	0.149537629649125	0.137509024029702	0.0402037621261641	0.0492388494522178	0.136962178872606	0.107435186366475	0.0796555340682294	0.0456031010108687	0.0736948639592811	0.0811848346728831	0.0416705732829119
HoiH23_PlH23_000056	0	0.0110755463013213	0.04785204148772	0.103131768022276	0.00472985436778402	0.0246194247261089	0.0586980766596881	0.0335734957395234	0.0354024595858797	0.0760051683514479	0.0491299093061874	0.0347935005740928	0.020835286641456
HoiH23_PlH23_000058	0.136542737876955	0.0664532778079279	0.0777595674175449	0.154697652033415	0.0212843446550281	0.0164129498174059	0.0586980766596881	0.0738616906269515	0.0619543042752895	0.0304020673405792	0.0442169183755687	0.0695870011481855	0.031252929962184
HoiH23_PlH23_000060	0.0390122108219873	0.177208740821141	0.113648598533335	0.292206676063117	0.0260141990228121	0.0328258996348119	0.0665244868809799	0.134293982958094	0.0663796117235245	0.0912062020217375	0.0638688820980436	0.0695870011481855	0.0729235032450959
HoiH23_PlH23_000062	0	0	0.005981505185965	0.0515658840111382	0	0	0.00391320511064587	0	0.0309771521376448	0.0152010336702896	0.00982598186123748	0.0115978335246976	0
HoiH23_PlH23_000063	0.156048843287949	0.121831009314534	0.125611608905265	0.120320396025989	0	0.0246194247261089	0.0743508971022716	0.0671469914790468	0.0354024595858797	0.0912062020217375	0.0393039274449499	0.0463913340987903	0.114594076528008
HoiH23_orphan_7	0	0.0221510926026426	0.017944515557895	0	0.00709478155167602	0	0.0117396153319376	0.0268587965916187	0.00442530744823497	0.0152010336702896	0.0147389727918562	0.0347935005740928	0.010417643320728
HoiH23_PlH23_000065	0.370616002808879	0.398719666847567	0.400760847459655	0.412527072089106	0.0875023058040043	0.188748922900168	0.293490383298441	0.382737851430567	0.385001747996442	0.494033594284411	0.309518428628981	0.324739338691532	0.218770509735288
HoiH23_PlH23_000066	0.312097686575898	0.188284287122462	0.137574619277195	0.171886280037127	0.0520283980456242	0.0984776989044356	0.148701794204543	0.154438080401808	0.177012297929399	0.243216538724633	0.186693655363512	0.0927826681975807	0.0937587898865519
HoiH23_PlH23_000067	0.0585183162329809	0.0332266389039639	0.0897225777894749	0.068754512014851	0.0236492718389201	0.0328258996348119	0.0391320511064587	0.0671469914790468	0.0708049191717595	0.0380025841757239	0.0884338367511374	0.0347935005740928	0.0520882166036399
HoiH23_PlH23_000070	0.21456715952093	0.188284287122462	0.113648598533335	0.103131768022276	0.0733127427006522	0.0738582741783267	0.18000743508971	0.020144097443714	0.123908608550579	0.0532036178460135	0.225997582808462	0.324739338691532	0.281276369659656
HoiH23_PlH23_000072	0.0585183162329809	0.0886043704105705	0.02392602074386	0.068754512014851	0.00945970873556803	0.00820647490870297	0.0469584613277505	0.0537175931832374	0.0354024595858797	0.0152010336702896	0.0589558911674249	0.0231956670493952	0.0416705732829119
HoiH23_PlH23_000074	0.175554948698943	0.16613319451982	0.281130743740355	0.275018048059404	0.0851373786201123	0.196955397808871	0.309143203741024	0.396167249726376	0.349599288410562	0.448430493273543	0.230910573739081	0.185565336395161	0.239605796376744
HoiH23_PlH23_000076	0.136542737876955	0.243662018629069	0.14355612446316	0.206263536044553	0.0898672329878963	0.106684173813139	0.168267819757773	0.20144097443714	0.216840064963513	0.220414988219199	0.181780664432893	0.104380501722278	0.114594076528008
HoiH23_orphan_9	0	0.0110755463013213	0	0	0	0	0.00782641022129175	0	0	0	0.00491299093061874	0	0
HoiH23_PlH23_000079	0	0.0553777315066066	0.041870536301755	0.0343772560074255	0.00709478155167602	0.0328258996348119	0.0391320511064587	0.0268587965916187	0.0486783819305846	0.0684046515163031	0.0393039274449499	0.0347935005740928	0.031252929962184
HoiH23_PlH23_000081	0.0975305270549682	0.0664532778079279	0.10766709334737	0.120320396025989	0.0212843446550281	0.0738582741783267	0.0547848715490422	0.10072048721857	0.0619543042752895	0.0380025841757239	0.0687818730286624	0.0579891676234879	0.0833411465658239
HoiH23_PlH23_000083	0.0390122108219873	0	0.07177806223158	0.068754512014851	0.014189563103352	0.0164129498174059	0.0273924357745211	0.0134293982958094	0.0531036893788196	0.0152010336702896	0.0245649546530937	0.0115978335246976	0.020835286641456
HoiH23_PlH23_000085	0.117036632465962	0.0664532778079279	0.053833546673685	0.0515658840111382	0.0307440533905961	0.0820647490870297	0.0743508971022716	0.0537175931832374	0.0663796117235245	0.144409819867751	0.0393039274449499	0.0231956670493952	0.0729235032450959
HoiH23_PlH23_000086	0.21456715952093	0.210435379725105	0.19140816595088	0.240640792051978	0.0449336164939481	0.131303598539247	0.156528204425835	0.134293982958094	0.0929314564129343	0.136809303032606	0.1572157097798	0.162369669345766	0.0937587898865519
HoiH23_PlH23_000088	0.0975305270549682	0.0110755463013213	0.149537629649125	0.103131768022276	0	0	0.0508716664383964	0.154438080401808	0.0973567638611693	0.0380025841757239	0.0491299093061874	0.0231956670493952	0.166682293131648
HoiH23_PlH23_000090	0.175554948698943	0.0664532778079279	0.10766709334737	0.154697652033415	0.0212843446550281	0.0656517992696237	0.093916922655501	0.0537175931832374	0.0840808415164644	0.0456031010108687	0.103172809542994	0.0811848346728831	0.0833411465658239
HoiH23_PlH23_000093	0.0975305270549682	0.110755463013213	0.14355612446316	0.103131768022276	0.0307440533905961	0.0492388494522178	0.0900037175448551	0.0940057880706655	0.110632686205874	0.0608041346811583	0.0687818730286624	0.0811848346728831	0.0520882166036399
HoiH23_PlH23_000094	0.21456715952093	0.155057648218498	0.209352681508775	0.223452164048266	0.0472985436778402	0.147716548356653	0.140875383983251	0.167867478697617	0.115057993654109	0.182412404043475	0.211258610016606	0.139174002296371	0.145847006490192
HoiH23_PlH23_000096	0.721725900206765	1.12970572273477	0.45459439413334	0.240640792051978	0.0402037621261641	0.164129498174059	0.24653192197069	0.255158567620378	0.243391909652923	0.425628942768108	0.309518428628981	0.33633717221623	0.291694012980384
HoiH23_PlH23_000098	0	0.0110755463013213	0.13159311409123	0.240640792051978	0.0283791262067041	0.0246194247261089	0.0586980766596881	0.0604322923311421	0.0531036893788196	0.0456031010108687	0.0786078548898999	0.0115978335246976	0.020835286641456
HoiH23_orphan_10	0	0	0	0	0	0	0	0	0	0	0	0	0.020835286641456
HoiH23_PlH23_000100	0	0	0.005981505185965	0.0171886280037127	0.00709478155167602	0.0246194247261089	0.00782641022129175	0.00671469914790468	0.00442530744823497	0.00760051683514479	0.0442169183755687	0.0115978335246976	0.020835286641456
HoiH23_orphan_11	0	0	0.005981505185965	0	0	0	0	0.00671469914790468	0	0	0	0	0
HoiH23_PlH23_000102	0.0780244216439746	0.0664532778079279	0.065796557045615	0.103131768022276	0.0165544902872441	0.0164129498174059	0.0821773073235634	0.10072048721857	0.0398277670341147	0.0304020673405792	0.0245649546530937	0.0579891676234879	0.010417643320728
HoiH23_PlH23_000104	0	0.0221510926026426	0.02392602074386	0.0171886280037127	0.00709478155167602	0	0.0117396153319376	0.00671469914790468	0.00442530744823497	0.00760051683514479	0.00982598186123748	0	0.010417643320728
HoiH23_PlH23_000105	0.0390122108219873	0.0553777315066066	0.05981505185965	0.0515658840111382	0.00709478155167602	0.0164129498174059	0.0430452562171046	0.0402881948874281	0.0132759223447049	0.0228015505054344	0.0294779455837125	0.0463913340987903	0.031252929962184
HoiH23_PlH23_000107	0.156048843287949	0.276888657533033	0.245241712624565	0.137509024029702	0.0543933252295162	0.0492388494522178	0.211313075974877	0.402881948874281	0.110632686205874	0.212814471384054	0.171954682571656	0.185565336395161	0.114594076528008
HoiH23_PlH23_000109	0.741232005617758	0.542701768764744	1.00489287124212	1.03131768022276	0.137165776665736	0.311846046530713	0.547848715490422	1.07435186366475	0.672646732131715	0.836056851865927	0.751687612384668	0.591489509759577	0.697982102488775
HoiH23_PlH23_000111	0.702219794795771	0.753137148489849	0.867318251964924	0.18907490804084	0.0331089805744881	0.0738582741783267	0.0704376919916257	0.335734957395234	0.0973567638611693	0.418028425932963	0.181780664432893	0.0115978335246976	0.0416705732829119
HoiH23_PlH23_000112	0	0.0110755463013213	0.041870536301755	0.0343772560074255	0.0307440533905961	0.0164129498174059	0.117396153319376	0.0872910889227608	0.0708049191717595	0.0228015505054344	0.0343909365143312	0.104380501722278	0.0833411465658239
HoiH23_PlH23_000114	0.0780244216439746	0.0553777315066066	0.07177806223158	0.0343772560074255	0.01182463591946	0.0164129498174059	0.0391320511064587	0.0335734957395234	0.0486783819305846	0.0456031010108687	0.0245649546530937	0	0.010417643320728
HoiH23_orphan_12	0	0	0	0	0	0	0.00391320511064587	0	0	0	0	0	0
HoiH23_orphan_13	0	0	0	0	0	0	0	0.0134293982958094	0	0	0	0	0
HoiH23_PlH23_000120	0.0390122108219873	0.121831009314534	0.17944515557895	0.120320396025989	0.00472985436778402	0.0164129498174059	0.13304897376196	0.120864584662284	0.150460453239989	0.159610853538041	0.0343909365143312	0.0579891676234879	0.0416705732829119
HoiH23_PlH23_000121	0.195061054109936	0.0886043704105705	0.58618750822457	0.309395304066829	0.0685828883328682	0.0820647490870297	0.4265393570604	0.20144097443714	0.393852362892912	0.448430493273543	0.407778247241356	0.347935005740928	0.322946942942568
HoiH23_PlH23_000123	0.175554948698943	0.155057648218498	0.245241712624565	0.206263536044553	0.0851373786201123	0.155923023265356	0.176094229979064	0.241729169324568	0.269943754342333	0.357224291251805	0.216171600947225	0.150771835821069	0.145847006490192
HoiH23_orphan_14	0	0	0	0	0	0	0	0.167867478697617	0	0	0.00982598186123748	0	0
HoiH23_PlH23_000127	0	0.0221510926026426	0	0	0.00236492718389201	0	0.0352188459958129	0.0335734957395234	0.0132759223447049	0.0152010336702896	0.019651963722475	0.0115978335246976	0.010417643320728
HoiH23_PlH23_000128	0	0	0.01196301037193	0	0	0	0.00391320511064587	0	0	0	0	0	0
HoiH23_PlH23_000130	0	0	0.005981505185965	0	0	0	0	0.0134293982958094	0.0132759223447049	0.00760051683514479	0.00982598186123748	0	0
HoiH23_PlH23_000131	0.0975305270549682	0.0221510926026426	0.04785204148772	0.0515658840111382	0.0283791262067041	0.0656517992696237	0.0665244868809799	0.107435186366475	0.0840808415164644	0.0532036178460135	0.0687818730286624	0.0927826681975807	0.0520882166036399
HoiH23_orphan_15	0	0	0	0	0	0	0.0117396153319376	0	0	0	0.00982598186123748	0	0
HoiH23_PlH23_000133	0.0975305270549682	0.110755463013213	0.1196301037193	0.137509024029702	0.01182463591946	0.0738582741783267	0.187833845311002	0.302161461655711	0.141609838343519	0.0760051683514479	0.11791178233485	0.220358836969254	0.177099936452376
HoiH23_PlH23_000134	0	0.0332266389039639	0.029907525929825	0.068754512014851	0.014189563103352	0.0164129498174059	0.0156528204425835	0.0335734957395234	0.0265518446894098	0.0608041346811583	0.0147389727918562	0.0347935005740928	0
HoiH23_PlH23_000138	0	0.0110755463013213	0.01196301037193	0.0343772560074255	0.00709478155167602	0	0.00391320511064587	0	0.00885061489646993	0.0380025841757239	0.0147389727918562	0.0115978335246976	0.010417643320728
HoiH23_orphan_16	0	0	0	0	0	0	0.00391320511064587	0	0	0.00760051683514479	0	0	0.010417643320728
HoiH23_PlH23_000140	0	0.0110755463013213	0.041870536301755	0.0171886280037127	0.00236492718389201	0	0.0195660255532294	0	0.0177012297929399	0.0152010336702896	0.019651963722475	0.0115978335246976	0.010417643320728
HoiH23_PlH23_000143	0	0	0.005981505185965	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_000145	0	0.0110755463013213	0.01196301037193	0.0343772560074255	0.00236492718389201	0	0.00782641022129175	0	0.00442530744823497	0	0.00982598186123748	0	0.010417643320728
HoiH23_orphan_17	0	0	0.02392602074386	0	0.00236492718389201	0.00820647490870297	0	0.020144097443714	0	0.00760051683514479	0	0	0.010417643320728
HoiH23_PlH23_000146	0	0.0221510926026426	0.03588903111579	0.0859431400185637	0.0236492718389201	0.0164129498174059	0.0391320511064587	0.0335734957395234	0.00885061489646993	0	0.0245649546530937	0.0231956670493952	0
HoiH23_PlH23_000147	0	0	0	0.0171886280037127	0.00236492718389201	0.00820647490870297	0.0156528204425835	0.0134293982958094	0.0354024595858797	0	0.00491299093061874	0	0.010417643320728
HoiH23_PlH23_000148	0	0	0.005981505185965	0	0	0	0	0.0268587965916187	0	0.00760051683514479	0.00982598186123748	0	0.020835286641456
HoiH23_PlH23_000149	0	0.0110755463013213	0.01196301037193	0.0171886280037127	0.00236492718389201	0.00820647490870297	0.0117396153319376	0.020144097443714	0.00885061489646993	0	0.00491299093061874	0.0347935005740928	0
HoiH23_orphan_18	0	0	0.017944515557895	0	0	0	0	0	0.00885061489646993	0	0	0	0
HoiH23_PlH23_000152	0.156048843287949	0.276888657533033	0.0777595674175449	0.154697652033415	0.0354739077583801	0.0492388494522178	0.105656537987439	0.0335734957395234	0.123908608550579	0.0228015505054344	0.0638688820980436	0.0811848346728831	0.239605796376744
HoiH23_PlH23_000153	0	0	0	0	0	0	0.00391320511064587	0	0	0	0	0	0
HoiH23_PlH23_000154	0	0	0	0	0	0	0.031305640885167	0	0.00442530744823497	0	0	0	0
HoiH23_PlH23_000155	0	0	0	0	0	0	0.00391320511064587	0.0268587965916187	0.00885061489646993	0	0	0.0695870011481855	0.020835286641456
HoiH23_PlH23_000156	0	0	0	0	0	0	0.0156528204425835	0	0	0	0	0	0
HoiH23_PlH23_000157	0	0	0	0	0	0	0.148701794204543	0.0268587965916187	0.0265518446894098	0	0	0	0.020835286641456
HoiH23_PlH23_000158	0	0	0.173463650392985	0.0859431400185637	0	0	0	0	0.00885061489646993	0.00760051683514479	0.019651963722475	0	0.031252929962184
HoiH23_PlH23_000159	0	0	0.01196301037193	0	0.00236492718389201	0.0164129498174059	0.00391320511064587	0	0	0.00760051683514479	0	0	0.0416705732829119
HoiH23_PlH23_000160	0	0.0110755463013213	0.04785204148772	0	0	0	0.00782641022129175	0	0	0	0.0147389727918562	0.0115978335246976	0.020835286641456
HoiH23_PlH23_000161	0	0	0.01196301037193	0	0	0	0.00391320511064587	0	0	0	0	0.0115978335246976	0
HoiH23_PlH23_000162	0	0	0.01196301037193	0	0	0	0.00782641022129175	0	0.00885061489646993	0	0	0	0.010417643320728
HoiH23_PlH23_000163	0	0	0	0	0.00709478155167602	0	0.00391320511064587	0.00671469914790468	0.00442530744823497	0	0	0	0
HoiH23_PlH23_000164	0	0	0.005981505185965	0	0	0	0.00782641022129175	0.0268587965916187	0	0.0152010336702896	0.00491299093061874	0.0115978335246976	0
HoiH23_PlH23_000165	0	0.0110755463013213	0	0	0.00236492718389201	0	0.0195660255532294	0.0872910889227608	0.00885061489646993	0	0	0	0.010417643320728
HoiH23_PlH23_000166	0	0	0	0	0.00236492718389201	0	0.00782641022129175	0.00671469914790468	0.00885061489646993	0	0.00491299093061874	0	0
HoiH23_PlH23_000167	0	0.0110755463013213	0.01196301037193	0	0.00236492718389201	0	0.00391320511064587	0.00671469914790468	0	0	0.00491299093061874	0	0.010417643320728
HoiH23_PlH23_000169	0	0	0.005981505185965	0	0.00472985436778402	0	0.00391320511064587	0.00671469914790468	0	0	0	0	0
HoiH23_orphan_19	0	0.0221510926026426	0.041870536301755	0.0171886280037127	0	0	0.0117396153319376	0.0268587965916187	0.0752302266199944	0.0152010336702896	0.0147389727918562	0	0
HoiH23_PlH23_000172	0	0.0332266389039639	0.017944515557895	0	0.01182463591946	0	0.00391320511064587	0	0.0177012297929399	0.00760051683514479	0.00491299093061874	0.0115978335246976	0
HoiH23_orphan_20	0	0	0.005981505185965	0	0	0.0164129498174059	0.0195660255532294	0.00671469914790468	0	0	0.00491299093061874	0.0115978335246976	0
HoiH23_PlH23_000174	0	0	0.01196301037193	0.068754512014851	0	0.0246194247261089	0.164354614647127	0.0134293982958094	0	0.0152010336702896	0.00491299093061874	0	0
HoiH23_PlH23_000176	0	0.0110755463013213	0.005981505185965	0.0171886280037127	0	0.00820647490870297	0.00391320511064587	0.00671469914790468	0.00442530744823497	0.00760051683514479	0.0147389727918562	0	0
HoiH23_PlH23_000002	0	0.0110755463013213	0.029907525929825	0	0.00236492718389201	0	0.00391320511064587	0	0.0132759223447049	0.0760051683514479	0	0	0
HoiH23_PlH23_000003	0.0585183162329809	0.0221510926026426	0.01196301037193	0.0171886280037127	0.00472985436778402	0.00820647490870297	0.0156528204425835	0.174582177845522	0.0221265372411748	0.0152010336702896	0.00982598186123748	0.0115978335246976	0.114594076528008
HoiH23_PlH23_000004	0.0780244216439746	0.0553777315066066	0.05981505185965	0.068754512014851	0.00472985436778402	0.0164129498174059	0.0156528204425835	0.0738616906269515	0.0309771521376448	0.0228015505054344	0.0294779455837125	0.0231956670493952	0.031252929962184
HoiH23_PlH23_000007	0	0.0221510926026426	0.005981505185965	0	0.00236492718389201	0.00820647490870297	0.00782641022129175	0.0402881948874281	0.00885061489646993	0.00760051683514479	0.00982598186123748	0.0231956670493952	0
HoiH23_PlH23_000009	0	0.0110755463013213	0	0	0.00472985436778402	0	0.00782641022129175	0	0	0.0152010336702896	0.019651963722475	0.0115978335246976	0
HoiH23_PlH23_000010	0	0.0221510926026426	0.0777595674175449	0.068754512014851	0.014189563103352	0.0246194247261089	0.0391320511064587	0.020144097443714	0.0265518446894098	0.0456031010108687	0.019651963722475	0.0115978335246976	0.0416705732829119
HoiH23_PlH23_000012	0.0195061054109936	0.0332266389039639	0.041870536301755	0.0515658840111382	0.0165544902872441	0.0328258996348119	0.0508716664383964	0.0940057880706655	0.0796555340682294	0.121608269362317	0.0491299093061874	0.0231956670493952	0.0520882166036399
HoiH23_PlH23_000014	0.0585183162329809	0.0996799167118918	0.05981505185965	0.120320396025989	0.0331089805744881	0.0410323745435148	0.0704376919916257	0.0872910889227608	0.0885061489646993	0.114007752527172	0.0786078548898999	0.0463913340987903	0.0729235032450959
HoiH23_PlH23_000017	0.0195061054109936	0.0110755463013213	0.01196301037193	0	0.00472985436778402	0.00820647490870297	0.0156528204425835	0.0134293982958094	0.0265518446894098	0.0304020673405792	0.019651963722475	0.0231956670493952	0
HoiH23_PlH23_000019	0.0975305270549682	0.110755463013213	0.1196301037193	0.37814981608168	0.0212843446550281	0.0984776989044356	0.140875383983251	0.194726275289236	0.128333915998814	0.0836056851865927	0.127737764196087	0.208761003444557	0.177099936452376
HoiH23_PlH23_000021	0	0.0221510926026426	0.017944515557895	0.0343772560074255	0.00709478155167602	0.00820647490870297	0.0117396153319376	0.0134293982958094	0.00442530744823497	0	0.00982598186123748	0.0115978335246976	0.010417643320728
HoiH23_PlH23_000022	0.877774743494714	0.708834963284564	1.0766709334737	0.721922376155935	0.241222572756985	0.262607197078495	0.7591617914653	0.61775232160723	0.566439353374076	0.88926046971194	0.633775830049818	0.463913340987903	0.364617516225479
HoiH23_PlH23_000024	0	0.0996799167118918	0.005981505185965	0.0343772560074255	0.00472985436778402	0.0164129498174059	0.0430452562171046	0.0268587965916187	0.0309771521376448	0.0152010336702896	0.0147389727918562	0.0231956670493952	0.020835286641456
HoiH23_PlH23_000026	0.21456715952093	1.06325244492685	0.065796557045615	0.068754512014851	0.0993269417234643	0.205161872717574	0.093916922655501	0.0805763897748561	0.168161683032929	0.129208786197461	0.265301510253412	0.0347935005740928	0.572970382640039
HoiH23_PlH23_000027	0.0390122108219873	0.0553777315066066	0.041870536301755	0.0343772560074255	0.00945970873556803	0.0656517992696237	0.0704376919916257	0.0470028940353327	0.0398277670341147	0.0456031010108687	0.0393039274449499	0.0347935005740928	0.031252929962184
HoiH23_PlH23_000028	0.175554948698943	0.110755463013213	0.0957040829754399	0.0859431400185637	0.0165544902872441	0.0738582741783267	0.0704376919916257	0.107435186366475	0.106207378757639	0.00760051683514479	0.0736948639592811	0.0927826681975807	0.0416705732829119
HoiH23_orphan_21	0	0	0	0	0	0	0.00782641022129175	0	0	0	0	0	0
HoiH23_PlH23_000031	0	0	0.005981505185965	0	0	0	0	0	0	0	0.00491299093061874	0	0
HoiH23_PlH23_000032	0	0	0.017944515557895	0.0515658840111382	0	0	0.00782641022129175	0.0268587965916187	0.00442530744823497	0	0.00982598186123748	0	0
HoiH23_PlH23_000034	0.0195061054109936	0.0664532778079279	0.065796557045615	0.0859431400185637	0.00945970873556803	0.0246194247261089	0.062611281770334	0.0805763897748561	0.0531036893788196	0.0380025841757239	0.0343909365143312	0.0347935005740928	0.020835286641456
HoiH23_PlH23_000036	0.0195061054109936	0.0664532778079279	0.029907525929825	0.0515658840111382	0.00945970873556803	0	0.0117396153319376	0.0537175931832374	0.0132759223447049	0.0380025841757239	0.00982598186123748	0	0.010417643320728
HoiH23_PlH23_000038	0	0.0553777315066066	0.03588903111579	0.0171886280037127	0.0212843446550281	0.00820647490870297	0.031305640885167	0.0268587965916187	0.0398277670341147	0	0.0393039274449499	0.0463913340987903	0
HoiH23_PlH23_000040	0.0390122108219873	0.0221510926026426	0.03588903111579	0.120320396025989	0.0165544902872441	0.0246194247261089	0.031305640885167	0.0604322923311421	0.0531036893788196	0.0456031010108687	0.0393039274449499	0.0463913340987903	0.031252929962184
HoiH23_PlH23_000042	0.0975305270549682	0.0443021852052852	0.005981505185965	0.0515658840111382	0.00236492718389201	0.0164129498174059	0.0156528204425835	0.0268587965916187	0.0309771521376448	0.0152010336702896	0.019651963722475	0	0.020835286641456
HoiH23_PlH23_000043	0	0	0	0.0171886280037127	0	0	0	0	0	0	0.00491299093061874	0	0
HoiH23_PlH23_000044	1.26789685171459	0.952496981913633	0.855355241592994	1.28914710027846	0.00236492718389201	0.0410323745435148	0.51262986949461	1.35636922787674	0.610692427856425	0.570038762635859	0.771339576107143	0.463913340987903	0.447958662791303
HoiH23_PlH23_000045	0.312097686575898	0.276888657533033	0.257204722996495	0.412527072089106	0.0260141990228121	0.0820647490870297	0.148701794204543	0.174582177845522	0.154885760688224	0.182412404043475	0.127737764196087	0.115978335246976	0.0729235032450959
HoiH23_PlH23_000047	0.0585183162329809	0.110755463013213	0.05981505185965	0.0515658840111382	0	0.0328258996348119	0.0273924357745211	0.0268587965916187	0.0929314564129343	0.0608041346811583	0.0589558911674249	0.0231956670493952	0.031252929962184
