peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_omicron	peptidergic_other_1	peptidergic_other_2
Hhon_g00026.t1	0.240805897068857	0.0843976818770044	0.105440742302826	0.164036612972015	0.138975748731846	0.240847784200385	0.0657537280633451	0.0818133938752448	0.0464199538957018	0.252305794623083	0.203867660764212	0.0964401528576423	0.060575466935891	0.0963377878091411	0.126310471138057
Hhon_g00028.t1	0.0133781053927143	0.0140662803128341	0	0.0328073225944031	0.0173719685914808	0.0321130378933847	0.0173036126482487	0.0051133371172028	0.00464199538957018	0.0280339771803426	0.0485399192295744	0.0120550191072053	0.0302877334679455	0.0137625411155916	0.094732853353543
Hhon_g00029.t1	0.0133781053927143	0.0234438005213901	0.0140587656403768	0.0656146451888061	0.0521159057744424	0.0160565189466924	0.00346072252964974	0.0153400113516084	0.00371359631165614	0.0560679543606852	0.0388319353836595	0.0602750955360264	0	0.0688127055779579	0
Hhon_g00031.t1	0.133781053927143	0.0843976818770044	0.0421762969211303	0.0656146451888061	0.121603780140366	0.0642260757867694	0.0588322830040456	0.0204533484688112	0.0417779585061316	0.11213590872137	0.116495806150979	0.20493532482249	0.100959111559818	0.0550501644623663	0.0315776177845143
Hhon_g00034.t1	0.0535124215708571	0.0234438005213901	0.0140587656403768	0	0.0173719685914808	0.0481695568400771	0.0242250577075482	0.0102266742344056	0.0129975870907965	0.0841019315410277	0.0485399192295744	0.0361650573216159	0.0100959111559818	0.0137625411155916	0.0631552355690287
Hhon_orphan_6	0.0133781053927143	0	0	0	0	0	0	0	0	0.0280339771803426	0	0.0120550191072053	0	0.0137625411155916	0
Hhon_g00036.t1	0.147159159319857	0.126596522815507	0.0210881484605652	0	0.104231811548885	0.0321130378933847	0.0415286703557969	0.025566685586014	0.0139259861687105	0.0280339771803426	0.0970798384591488	0.0602750955360264	0.0201918223119637	0.0137625411155916	0.0315776177845143
Hhon_g00037.t1	0.0133781053927143	0.0375100808342242	0.0632644453816955	0.0656146451888061	0.0347439371829616	0.0321130378933847	0.0276857802371979	0.025566685586014	0.0213531787920228	0.0560679543606852	0.0291239515377446	0	0.0100959111559818	0.0275250822311832	0.0315776177845143
Hhon_g00038.t1	0.0133781053927143	0.0281325606256681	0.0140587656403768	0.0656146451888061	0.0347439371829616	0.0321130378933847	0.0346072252964974	0.0051133371172028	0.0111407889349684	0.0841019315410277	0.0582479030754893	0.0482200764288211	0.0201918223119637	0	0
Hhon_g00039.t1	0.280940213247	0.497008571053471	0.372557289469985	0.0984219677832092	0.191091654506289	0.160565189466924	0.152271791304589	0.0920400681096504	0.0529187474411	0.224271817442741	0.223283628456042	0.241100382144106	0.0807672892478546	0.0825752466935495	0.126310471138057
Hhon_g00040.t1	0.0401343161781429	0.121907762711229	0.0421762969211303	0.0328073225944031	0.0173719685914808	0	0.013842890118599	0.0102266742344056	0.000928399077914036	0.0841019315410277	0	0.0241100382144106	0	0	0.0315776177845143
Hhon_g00042.t1	0.0535124215708571	0.0562651212513363	0.112470125123014	0.131229290377612	0.173719685914808	0.112395632626847	0.0899787857708932	0.0409066969376224	0.0454915548177878	0.11213590872137	0.0970798384591488	0.132605210179258	0.0706713780918728	0.0412876233467748	0
Hhon_g00043.t1	0.0267562107854286	0.0328213207299462	0.0210881484605652	0.0328073225944031	0.0347439371829616	0.0160565189466924	0.0276857802371979	0.0204533484688112	0.00742719262331229	0.11213590872137	0.0388319353836595	0.0361650573216159	0.0100959111559818	0.0137625411155916	0.0315776177845143
Hhon_g00047.t1	0.0133781053927143	0.00937752020855605	0.00702938282018839	0.0328073225944031	0	0	0	0.0051133371172028	0.00278519723374211	0.0280339771803426	0	0	0	0.0137625411155916	0
Hhon_orphan_7	0	0.00468876010427802	0.0421762969211303	0	0.0347439371829616	0	0	0	0	0.11213590872137	0.0485399192295744	0.0120550191072053	0.0100959111559818	0.0688127055779579	0
Hhon_g00051.t1	0.0133781053927143	0.00468876010427802	0	0	0	0	0	0	0.00185679815582807	0	0.0485399192295744	0	0	0.0137625411155916	0
Hhon_g00053.t1	0	0	0.00702938282018839	0	0	0	0.00692144505929948	0.0051133371172028	0.000928399077914036	0	0	0.0241100382144106	0.0100959111559818	0.0137625411155916	0
Hhon_g00056.t1	0.0133781053927143	0.0234438005213901	0.0140587656403768	0	0	0.0321130378933847	0.00346072252964974	0.0051133371172028	0.0139259861687105	0.0280339771803426	0.0388319353836595	0.0361650573216159	0	0.0550501644623663	0
Hhon_g00058.t1	0.0133781053927143	0.00468876010427802	0	0	0	0	0.0103821675889492	0	0	0	0	0.0120550191072053	0.0100959111559818	0	0
Hhon_orphan_9	0	0.0562651212513363	0.407704203570926	0	0	0	0.00692144505929948	0	0.00278519723374211	0	0.00970798384591488	0.0482200764288211	0.0706713780918728	0	0
Hhon_g00065.t1	0	0.0562651212513363	0.337410375369043	0	0.0173719685914808	0	0.00692144505929948	0	0.00371359631165614	0	0	0.0120550191072053	0.1110550227158	0	0
Hhon_orphan_10	0	0	0	0	0	0	0	0	0	0.0280339771803426	0.00970798384591488	0	0	0	0
Hhon_g00066.t1	0	0.00937752020855605	0.00702938282018839	0	0	0	0.00346072252964974	0	0.00371359631165614	0.0280339771803426	0.0194159676918298	0	0	0	0
Hhon_g00068.t1	0	0	0	0	0	0	0	0	0.000928399077914036	0	0.0194159676918298	0	0	0	0
Hhon_g00071.t1	0.240805897068857	0.318835687090906	0.147617039223956	0.262458580755225	0.0868598429574039	0.112395632626847	0.117664566008091	0.112493416578462	0.0631311372981544	0.196237840262398	0.252407579993787	0.289320458572927	0.141342756183746	0.206438116733874	0.126310471138057
Hhon_g00073.t1	0.0133781053927143	0.0515763611470583	0.0140587656403768	0.0328073225944031	0.0173719685914808	0	0.00346072252964974	0.0153400113516084	0.00464199538957018	0.0280339771803426	0	0.0482200764288211	0.0201918223119637	0.0275250822311832	0.094732853353543
Hhon_g00074.t1	0	0.0187550404171121	0.0281175312807536	0.0328073225944031	0	0.0802825947334618	0.013842890118599	0.0153400113516084	0.00464199538957018	0.0841019315410277	0.00970798384591488	0.0120550191072053	0.0201918223119637	0.0137625411155916	0.0315776177845143
Hhon_g00078.t1	0	0	0.0140587656403768	0	0.0173719685914808	0.0160565189466924	0.013842890118599	0.0153400113516084	0.00371359631165614	0	0.00970798384591488	0.0482200764288211	0	0	0
Hhon_orphan_11	0	0.00468876010427802	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g00079.t1	0	0	0.00702938282018839	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g00082.t1	0.120402948534429	0.323524447195184	0.105440742302826	0.0984219677832092	0.312695434646654	0.224791265253693	0.117664566008091	0.102266742344056	0.0798423207006071	0.140169885901713	0.262115563839702	0.313430496787337	0.0908632004038364	0.247725740080648	0.284198560060629
Hhon_g00084.t1	0	0	0	0	0	0	0.00346072252964974	0	0	0	0	0	0	0.0137625411155916	0
Hhon_g00086.t1	0.0133781053927143	0.0140662803128341	0.0351469141009419	0	0	0.0321130378933847	0.0242250577075482	0	0.00464199538957018	0.0560679543606852	0.00970798384591488	0.0120550191072053	0.0403836446239273	0	0.0315776177845143
Hhon_g00088.t1	0.0401343161781429	0.0421988409385022	0.0421762969211303	0.0656146451888061	0.0173719685914808	0.0321130378933847	0.013842890118599	0.0204533484688112	0.0278519723374211	0.0841019315410277	0.077663870767319	0.0602750955360264	0.0100959111559818	0.0412876233467748	0
Hhon_g00089.t1	0.0133781053927143	0.0234438005213901	0.0140587656403768	0.0984219677832092	0.104231811548885	0.0642260757867694	0.0415286703557969	0.0306800227032168	0.0102123898570544	0.0560679543606852	0.0291239515377446	0.0482200764288211	0.0706713780918728	0.0275250822311832	0
Hhon_g00091.t1	0.0267562107854286	0.0515763611470583	0.0773232110220723	0.0328073225944031	0.416927246195539	0.112395632626847	0.0761358956522943	0.0306800227032168	0.0427063575840456	0.0841019315410277	0.0873718546132339	0.120550191072053	0.0706713780918728	0.0963377878091411	0.0631552355690287
Hhon_g00092.t1	4.70909309823543	1.88019280181549	1.42696471249824	2.23089793641941	2.67528316308804	4.43159922928709	2.37751637786937	1.69762792291133	0.921900284368638	1.76614056236158	1.79597701149425	1.54304244572228	1.63553760726906	1.45882935825271	1.7683465959328
Hhon_g00094.t1	0.0133781053927143	0.00468876010427802	0.00702938282018839	0	0	0.0321130378933847	0.013842890118599	0.0051133371172028	0.00278519723374211	0.224271817442741	0.0485399192295744	0.0482200764288211	0	0.0137625411155916	0.0315776177845143
Hhon_g00095.t1	0	0.00937752020855605	0.0140587656403768	0.0328073225944031	0.0347439371829616	0.0321130378933847	0.013842890118599	0.0051133371172028	0.00649879354539825	0	0.00970798384591488	0.0241100382144106	0.0201918223119637	0.0137625411155916	0.0631552355690287
Hhon_g00097.t1	0.0267562107854286	0.00468876010427802	0.00702938282018839	0	0	0	0.0103821675889492	0	0.00742719262331229	0.0560679543606852	0	0.0120550191072053	0	0.0275250822311832	0
Hhon_g00100.t1	0	0.00937752020855605	0	0	0	0	0.00692144505929948	0	0.00185679815582807	0	0	0.0241100382144106	0	0.0137625411155916	0
Hhon_orphan_12	0	0	0.00702938282018839	0	0	0	0.00346072252964974	0.0051133371172028	0.000928399077914036	0	0.00970798384591488	0	0	0.0137625411155916	0
Hhon_g00103.t1	0.0267562107854286	0.0890864419812825	0.0843525938422607	0.196843935566418	0.138975748731846	0.0321130378933847	0.0415286703557969	0.0409066969376224	0.0232099769478509	0.196237840262398	0.0582479030754893	0.168770267500874	0.141342756183746	0.110100328924733	0
Hhon_g00104.t1	0	0	0.00702938282018839	0	0.0173719685914808	0	0	0	0	0	0	0	0.0100959111559818	0	0
Hhon_g00106.t1	0.0133781053927143	0.0234438005213901	0.00702938282018839	0.0328073225944031	0	0.0963391136801541	0.0173036126482487	0	0.0120691880128825	0	0	0.0120550191072053	0.0201918223119637	0.151387952271507	0.189465706707086
Hhon_g00108.t1	0.0267562107854286	0.0187550404171121	0.00702938282018839	0	0	0	0.00692144505929948	0	0.00649879354539825	0	0.00970798384591488	0.0120550191072053	0	0.0275250822311832	0.0315776177845143
Hhon_g00110.t1	0.0267562107854286	0.0281325606256681	0.0210881484605652	0	0.0521159057744424	0.0642260757867694	0.0346072252964974	0.0102266742344056	0.0167111834024526	0	0.0582479030754893	0.156715248393669	0.0100959111559818	0.0550501644623663	0.126310471138057
Hhon_g00112.t1	0	0.0562651212513363	0.133558273583579	0.131229290377612	0.0521159057744424	0.112395632626847	0.079596618181944	0.0102266742344056	0.0167111834024526	0.252305794623083	0.135911773842808	0.20493532482249	0.0504795557799091	0.0412876233467748	0.126310471138057
Hhon_g00115.t1	0.0401343161781429	0.0656426414598923	0.231969633066217	0.0328073225944031	0.104231811548885	0.128452151573539	0.141889623715639	0.0818133938752448	0.0668447336098106	0.308373748983768	0.213575644610127	0.241100382144106	0.181726400807673	0.220200657849465	0.157888088922572
Hhon_g00116.t1	0	0.0421988409385022	0.0562350625615071	0	0	0.0160565189466924	0.256093467194081	0	0.00371359631165614	0.196237840262398	0.165035725380553	0.0482200764288211	0.232205956587582	0.0275250822311832	0.410509031198686
Hhon_g00117.t1	0	0	0.00702938282018839	0	0	0.0160565189466924	0	0	0.00557039446748421	0.0280339771803426	0.00970798384591488	0.0120550191072053	0	0.0137625411155916	0
Hhon_g00118.t1	0	0.00468876010427802	0	0	0	0	0	0	0.000928399077914036	0	0.0485399192295744	0.0120550191072053	0.0100959111559818	0	0
Hhon_g00119.t1	2.86291455404086	1.8567490012941	1.01926050892732	1.60755880712575	1.25078173858662	1.18818240205523	1.15242060237336	1.33969432470713	1.50214970806491	1.79417453954192	2.12604846225536	2.23017853483298	1.30237253912166	1.88546813283605	1.92623468485537
Hhon_g00120.t1	0	0.00468876010427802	0.0140587656403768	0	0.0347439371829616	0.0160565189466924	0.013842890118599	0	0.194963806361948	0	0.0194159676918298	0	0	0	0
Hhon_orphan_13	0	0.00937752020855605	0.00702938282018839	0	0	0.0481695568400771	0	0	0.000928399077914036	0	0	0	0	0.0137625411155916	0.0315776177845143
Hhon_g00122.t1	0.0267562107854286	0.0515763611470583	0.0210881484605652	0	0.0347439371829616	0.0642260757867694	0.0622930055336953	0.0460200340548252	0.0102123898570544	0.0280339771803426	0.0291239515377446	0	0.0100959111559818	0.0688127055779579	0.0315776177845143
Hhon_g00124.t1	0	0	0	0	0	0	0	0	0	0.0280339771803426	0	0	0	0.0137625411155916	0
Hhon_g00126.t1	0	0.0562651212513363	0.344439758189231	0	0.138975748731846	0.27296082209377	0.491422599210263	0.0306800227032168	0.0835559170122632	0.504611589246166	0.41744330537434	0.144660229286463	0.959111559818274	0	0
Hhon_g00128.t1	0.0401343161781429	0.0140662803128341	0	0	0	0	0.00692144505929948	0.0102266742344056	0.00557039446748421	0	0.00970798384591488	0.0361650573216159	0.0100959111559818	0.0137625411155916	0.0315776177845143
Hhon_g00132.t1	0.093646737749	0.0750201616684484	0.0632644453816955	0.0984219677832092	0.0347439371829616	0.0160565189466924	0.0899787857708932	0.0204533484688112	0.025995174181593	0.0841019315410277	0.106787822305064	0.108495171964848	0.0504795557799091	0.0825752466935495	0.094732853353543
Hhon_g00134.t1	0.0133781053927143	0.0328213207299462	0.0210881484605652	0.0328073225944031	0	0.0481695568400771	0.0207643351778984	0	0.00464199538957018	0.0560679543606852	0	0.0482200764288211	0	0.0275250822311832	0.0315776177845143
Hhon_g00136.t1	0	0.00937752020855605	0	0	0	0.0321130378933847	0.0103821675889492	0	0.00278519723374211	0	0.00970798384591488	0	0.0100959111559818	0.0412876233467748	0
Hhon_g00138.t1	0	0.0656426414598923	0.0702938282018839	0	0.0173719685914808	0.0321130378933847	0.0207643351778984	0	0.0102123898570544	0.0560679543606852	0.0388319353836595	0.0361650573216159	0.0100959111559818	0.0688127055779579	0.189465706707086
Hhon_g00141.t1	0.280940213247	0.351657007820852	0.147617039223956	0.131229290377612	0.364811340421097	0.256904303147078	0.155732513834238	0.0971534052268532	0.0863411142460053	0.140169885901713	0.184451693072383	0.373705592323364	0.100959111559818	0.302775904543015	0.315776177845143
Hhon_g00144.t1	0	0	0	0	0	0	0	0	0.00371359631165614	0	0	0	0	0	0
Hhon_g00145.t1	0	0	0	0	0	0	0.00346072252964974	0.0051133371172028	0	0	0	0	0	0.0275250822311832	0
Hhon_orphan_14	0	0	0	0	0	0	0	0	0	0	0.0194159676918298	0	0	0.0275250822311832	0
Hhon_g00149.t1	0.0267562107854286	0.0234438005213901	0.0210881484605652	0	0	0.0963391136801541	0.00346072252964974	0.0102266742344056	0.00742719262331229	0.0560679543606852	0.0291239515377446	0.0482200764288211	0	0.0275250822311832	0
Hhon_g00152.t1	0	0.0140662803128341	0	0	0	0	0.00346072252964974	0.0102266742344056	0.00371359631165614	0.0841019315410277	0.0291239515377446	0.0361650573216159	0.0302877334679455	0.0137625411155916	0
Hhon_orphan_15	0	0.0187550404171121	0.0281175312807536	0	0	0	0.0103821675889492	0.0051133371172028	0.00185679815582807	0.0560679543606852	0.0485399192295744	0.0723301146432317	0.0100959111559818	0.0137625411155916	0
Hhon_g00156.t1	0.160537264712571	0.145351563232619	0.182763953324898	0	0.0347439371829616	0.128452151573539	0.107282398419142	0.0460200340548252	0.0352791649607334	0.0560679543606852	0.116495806150979	0.144660229286463	0.0706713780918728	0.0412876233467748	0.094732853353543
Hhon_g00159.t1	0.923089272097286	0.862731859187157	0.948966680725432	0.85299038745448	0.608018900701828	0.738599871547848	0.53295126956606	0.634053802533147	0.273877727984641	0.728883406688907	0.708682820751786	0.63891601268188	0.514891468955073	1.04595312478496	0.694707591259315
Hhon_g00161.t1	0.0401343161781429	0.0421988409385022	0.0281175312807536	0.0328073225944031	0	0.0481695568400771	0.0242250577075482	0.0102266742344056	0.00742719262331229	0.0280339771803426	0.0679558869214042	0.108495171964848	0.0100959111559818	0.0550501644623663	0
Hhon_g00162.t1	0.0267562107854286	0.0234438005213901	0.0140587656403768	0.0328073225944031	0.0173719685914808	0.0160565189466924	0.0207643351778984	0.0204533484688112	0.0111407889349684	0.11213590872137	0.145619757688723	0.0120550191072053	0.0302877334679455	0.0550501644623663	0
Hhon_g00164.t1	0.0401343161781429	0.145351563232619	0.0492056797413187	0.0328073225944031	0.0694878743659231	0.0321130378933847	0.0346072252964974	0.0715867196408392	0.025995174181593	0.0841019315410277	0.126203789996893	0.0964401528576423	0.0504795557799091	0.0550501644623663	0.0315776177845143
Hhon_g00166.t1	0.0133781053927143	0.0140662803128341	0.0281175312807536	0.0328073225944031	0	0.0160565189466924	0.0173036126482487	0.0051133371172028	0.0102123898570544	0.140169885901713	0.0388319353836595	0.0482200764288211	0.0201918223119637	0.0137625411155916	0
Hhon_g00169.t1	0.0267562107854286	0.00468876010427802	0.00702938282018839	0.0656146451888061	0	0.0481695568400771	0.0103821675889492	0.0051133371172028	0.00371359631165614	0	0.0388319353836595	0.0241100382144106	0	0.0275250822311832	0
Hhon_g00171.t1	0.0133781053927143	0.00937752020855605	0.0140587656403768	0	0.0347439371829616	0.0963391136801541	0.0346072252964974	0.0102266742344056	0.0120691880128825	0.0280339771803426	0.077663870767319	0	0	0.0137625411155916	0.0315776177845143
Hhon_g00172.t1	0.0668905269635714	0.0375100808342242	0.091381976662449	0.229651258160821	0.121603780140366	0.176621708413616	0.0692144505929948	0.025566685586014	0.0297087704932491	0.224271817442741	0.116495806150979	0.0482200764288211	0.0403836446239273	0.0412876233467748	0.094732853353543
Hhon_g00173.t1	0.0133781053927143	0.0140662803128341	0.0210881484605652	0.0328073225944031	0.0521159057744424	0.0642260757867694	0.0276857802371979	0.0102266742344056	0.0102123898570544	0.0280339771803426	0.0388319353836595	0.156715248393669	0	0.0412876233467748	0.0315776177845143
Hhon_g00176.t1	0.0668905269635714	0.0609538813556143	0.0562350625615071	0.164036612972015	0.104231811548885	0.112395632626847	0.0346072252964974	0.0153400113516084	0.0278519723374211	0.0560679543606852	0.0582479030754893	0.0964401528576423	0.0302877334679455	0.0963377878091411	0.157888088922572
Hhon_g00180.t1	0	0	0	0	0	0	0	0	0.0139259861687105	0	0	0.0241100382144106	0	0	0
Hhon_orphan_16	0	0.00468876010427802	0	0	0	0	0.00346072252964974	0.0102266742344056	0.0492051511294439	0.0280339771803426	0.0194159676918298	0	0	0	0
Hhon_g00181.t1	0.0401343161781429	0.0468876010427802	0.091381976662449	0	0.0173719685914808	0	0.00692144505929948	0.0051133371172028	0.00835559170122632	0.0841019315410277	0.0194159676918298	0	0.0100959111559818	0	0
Hhon_g00182.t1	0.294318318639714	0.210994204692511	0.358498523829608	0.0328073225944031	0.0868598429574039	0.128452151573539	0.110743120948792	0.0715867196408392	0.103980696726372	0.336407726164111	0.145619757688723	0.0723301146432317	0.0908632004038364	0.0137625411155916	0.126310471138057
Hhon_orphan_17	0.0133781053927143	0.00468876010427802	0	0	0	0	0.093439508300543	0.051133371172028	0.0167111834024526	0	0	0.0241100382144106	0.0100959111559818	0.0412876233467748	0.157888088922572
Hhon_orphan_18	0.307696424032429	0.271948086048125	0.400674820750738	0.0984219677832092	0.312695434646654	0.706486833654464	0.39798309090972	0.378386946673007	0.10119549949263	0.196237840262398	0.271823547685617	0.277265439465722	0.777385159010601	1.22486615928765	2.11570039156246
Hhon_g00183.t1	0.602014742672143	0.389167088655076	0.513144945873752	0.262458580755225	0.277951497463693	1.70199100834939	0.487961876680613	0.455087003431049	0.151329049699988	0.336407726164111	0.524231127679403	0.421925668752185	0.837960625946492	1.56892968717744	1.7683465959328
Hhon_g00184.t1	0.107024843141714	0.210994204692511	0.091381976662449	0.295265903349628	0.156347717323327	0.0481695568400771	0.190339739130736	0.117606753695664	0.0649879354539825	0.897087269770962	0.349487418452936	0.216990343929695	0.121150933871782	0.275250822311832	0.126310471138057
Hhon_g00186.t1	0.0133781053927143	0.0375100808342242	0.0632644453816955	0	0.104231811548885	0.0642260757867694	0.013842890118599	0.0153400113516084	0.0139259861687105	0.0280339771803426	0.0388319353836595	0.0602750955360264	0	0.0412876233467748	0.157888088922572
Hhon_g00188.t1	0	0	0	0	0	0.0160565189466924	0	0	0.00185679815582807	0	0	0	0	0.0137625411155916	0
Hhon_orphan_19	0.0133781053927143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g00191.t1	0	0.0234438005213901	0	0	0.0347439371829616	0.0802825947334618	0.0103821675889492	0.0153400113516084	0.0111407889349684	0.0560679543606852	0.0291239515377446	0.0602750955360264	0.0403836446239273	0	0
Hhon_orphan_20	0.120402948534429	0.0703314015641704	0.0562350625615071	0	0	0	0.079596618181944	0.0204533484688112	0.00557039446748421	0	0.00970798384591488	0.0120550191072053	0.888440181726401	0	0
Hhon_g00193.t1	0.120402948534429	0.0656426414598923	0.0492056797413187	0	0	0	0.0346072252964974	0.0153400113516084	0.0102123898570544	0	0	0.0241100382144106	0.424028268551237	0.0137625411155916	0
Hhon_g00194.t1	0	0.00468876010427802	0	0	0	0	0.00346072252964974	0.0051133371172028	0	0	0	0	0	0	0
Hhon_g00195.t1	0.200671580890714	0.28601436636096	0.576409391255448	0.295265903349628	0.781738586616635	0.192678227360308	0.193800461660385	0.21987349603972	0.077985522544779	0.224271817442741	0.194159676918298	0.349595554108953	0.121150933871782	0.26148828119624	0.157888088922572
Hhon_orphan_21	0	0.00937752020855605	0	0	0	0	0	0.0051133371172028	0	0	0	0	0	0	0
Hhon_g00198.t1	0	0.00468876010427802	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g00199.t1	0.0133781053927143	0.0140662803128341	0.0210881484605652	0	0.0173719685914808	0	0.0103821675889492	0.0102266742344056	0.00371359631165614	0.11213590872137	0	0.0120550191072053	0	0.0137625411155916	0.0315776177845143
Hhon_g00201.t1	0.0267562107854286	0.0328213207299462	0.0492056797413187	0.0984219677832092	0.0347439371829616	0	0.0207643351778984	0.0051133371172028	0.0148543852466246	0.0560679543606852	0.0582479030754893	0.0482200764288211	0.0201918223119637	0.0963377878091411	0
Hhon_g00203.t1	0	0	0	0	0	0	0.00346072252964974	0	0.000928399077914036	0.0280339771803426	0	0	0	0	0
Hhon_g00205.t1	0	0.00937752020855605	0.00702938282018839	0	0	0	0.00346072252964974	0.0051133371172028	0.000928399077914036	0.0280339771803426	0.00970798384591488	0.0120550191072053	0	0.0137625411155916	0
Hhon_g00209.t1	0.0267562107854286	0.0703314015641704	0.0140587656403768	0.0656146451888061	0.0521159057744424	0.0321130378933847	0.0415286703557969	0.0306800227032168	0.0232099769478509	0.420509657705139	0.0873718546132339	0.0602750955360264	0.0302877334679455	0.0825752466935495	0.094732853353543
Hhon_g00210.t1	0	0	0	0	0	0.0160565189466924	0	0	0	0	0	0	0	0	0.0315776177845143
Hhon_orphan_22	0	0.00937752020855605	0	0	0	0	0	0	0	0	0.00970798384591488	0.0241100382144106	0	0	0
Hhon_g00212.t1	0.0267562107854286	0.00468876010427802	0.0140587656403768	0.0328073225944031	0	0	0.00692144505929948	0	0.00928399077914036	0	0.0388319353836595	0.0361650573216159	0.0100959111559818	0	0.0315776177845143
Hhon_g00215.t1	0	0.00468876010427802	0	0.0656146451888061	0	0	0.0103821675889492	0	0.00185679815582807	0	0.00970798384591488	0	0	0	0
Hhon_g00219.t1	0.0133781053927143	0.0281325606256681	0.0351469141009419	0.0656146451888061	0.138975748731846	0.128452151573539	0.0657537280633451	0.0204533484688112	0.0111407889349684	0.140169885901713	0	0.0602750955360264	0.0908632004038364	0.0412876233467748	0.094732853353543
Hhon_g00221.t1	0.0401343161781429	0.0421988409385022	0	0	0	0.0160565189466924	0.00692144505929948	0.0102266742344056	0.00464199538957018	0	0.0194159676918298	0.0361650573216159	0	0.0137625411155916	0
Hhon_g00222.t1	0.0267562107854286	0.00937752020855605	0.0210881484605652	0.0328073225944031	0	0.0321130378933847	0.00692144505929948	0.0153400113516084	0.00835559170122632	0.0841019315410277	0	0.253155401251311	0.0201918223119637	0	0
Hhon_g00223.t1	0	0	0	0	0	0	0	0	0.000928399077914036	0	0	0.0120550191072053	0	0	0
Hhon_g00224.t1	0.107024843141714	0.0656426414598923	0.0843525938422607	0	0.0694878743659231	0.0160565189466924	0.0346072252964974	0.0357933598204196	0.00928399077914036	0.0280339771803426	0.0291239515377446	0.108495171964848	0.0504795557799091	0.0412876233467748	0.0315776177845143
Hhon_g00226.t1	0.0535124215708571	0.0562651212513363	0.091381976662449	0.131229290377612	0.0694878743659231	0.0481695568400771	0.0553715604743958	0.0715867196408392	0.0436347566619597	0.0560679543606852	0.135911773842808	0.325485515894543	0.0908632004038364	0.137625411155916	0.0315776177845143
Hhon_orphan_24	0.133781053927143	0.0187550404171121	0.0773232110220723	0	0	0	0.00346072252964974	0.0051133371172028	0.000928399077914036	0	0.0194159676918298	0	0	0	0
Hhon_g00230.t1	0.120402948534429	0.35634576792513	0.639673836637143	0.164036612972015	0.243207560280731	0.481695568400771	0.110743120948792	0.0204533484688112	0.0482767520515299	0.11213590872137	0.427151289220255	0.0361650573216159	0.151438667339727	0.0412876233467748	0.094732853353543
