metacell	cell_type	color	broad_cell_type	metacell_it2
138	epithelia_ventral	orchid1	epithelia	138
139	epithelia_ventral	orchid1	epithelia	139
140	epithelia_ventral	orchid1	epithelia	140
141	epithelia_ventral	orchid1	epithelia	141
142	epithelia_ventral	orchid1	epithelia	142
143	epithelia_ventral	orchid1	epithelia	143
144	epithelia_ventral	orchid1	epithelia	144
145	epithelia_ventral	orchid1	epithelia	145
146	epithelia_ventral	orchid1	epithelia	146
147	epithelia_ventral	orchid1	epithelia	147
148	epithelia_ventral	orchid1	epithelia	148
149	epithelia_ventral	orchid1	epithelia	149
150	epithelia_ventral	orchid1	epithelia	150
151	epithelia_ventral	orchid1	epithelia	151
152	epithelia_ventral	orchid1	epithelia	152
153	epithelia_ventral	orchid1	epithelia	153
154	epithelia_ventral	orchid1	epithelia	154
155	epithelia_ventral	orchid1	epithelia	155
156	epithelia_ventral	orchid1	epithelia	156
157	epithelia_ventral	orchid1	epithelia	157
158	epithelia_ventral	orchid1	epithelia	158
159	epithelia_ventral	orchid1	epithelia	159
160	epithelia_ventral	orchid1	epithelia	160
161	epithelia_ventral	orchid1	epithelia	161
162	epithelia_ventral	orchid1	epithelia	162
163	epithelia_ventral	orchid1	epithelia	163
164	epithelia_ventral	orchid1	epithelia	164
165	epithelia_ventral	orchid1	epithelia	165
166	epithelia_ventral	orchid1	epithelia	166
167	epithelia_ventral	orchid1	epithelia	167
168	epithelia_ventral	orchid1	epithelia	168
169	epithelia_ventral	orchid1	epithelia	169
170	epithelia_ventral	orchid1	epithelia	170
171	epithelia_ventral	orchid1	epithelia	171
172	epithelia_ventral	orchid1	epithelia	172
173	epithelia_ventral	orchid1	epithelia	173
174	epithelia_ventral	orchid1	epithelia	174
175	epithelia_unknown	plum3	epithelia	175
176	epithelia_unknown	plum3	epithelia	176
177	epithelia_unknown	plum3	epithelia	177
178	epithelia_unknown	plum3	epithelia	178
179	epithelia_unknown	plum3	epithelia	179
180	epithelia_unknown	plum3	epithelia	180
181	epithelia_unknown	plum3	epithelia	181
182	epithelia_unknown	plum3	epithelia	182
183	epithelia_unknown	plum3	epithelia	183
184	epithelia_unknown	plum3	epithelia	184
185	trans_epithelia_dorsal_ventral	gray95	trans	185
186	trans_epithelia_dorsal_ventral	gray95	trans	186
187	trans_epithelia_dorsal_ventral	gray95	trans	187
188	epithelia_dorsal	mediumorchid3	epithelia	188
189	epithelia_dorsal	mediumorchid3	epithelia	189
190	epithelia_dorsal	mediumorchid3	epithelia	190
191	epithelia_dorsal	mediumorchid3	epithelia	191
192	epithelia_dorsal	mediumorchid3	epithelia	192
193	epithelia_dorsal	mediumorchid3	epithelia	193
194	epithelia_dorsal	mediumorchid3	epithelia	194
195	epithelia_dorsal	mediumorchid3	epithelia	195
196	epithelia_dorsal	mediumorchid3	epithelia	196
197	epithelia_dorsal	mediumorchid3	epithelia	197
198	epithelia_dorsal	mediumorchid3	epithelia	198
199	epithelia_dorsal	mediumorchid3	epithelia	199
200	epithelia_dorsal	mediumorchid3	epithelia	200
201	epithelia_dorsal	mediumorchid3	epithelia	201
202	epithelia_dorsal	mediumorchid3	epithelia	202
203	epithelia_dorsal	mediumorchid3	epithelia	203
204	epithelia_dorsal	mediumorchid3	epithelia	204
205	epithelia_dorsal	mediumorchid3	epithelia	205
206	epithelia_dorsal	mediumorchid3	epithelia	206
207	epithelia_dorsal	mediumorchid3	epithelia	207
208	epithelia_dorsal	mediumorchid3	epithelia	208
209	epithelia_dorsal	mediumorchid3	epithelia	209
210	peptidergic_progenitors	blueviolet	peptidergic	210
211	peptidergic_progenitors	blueviolet	peptidergic	211
212	peptidergic_alpha	dodgerblue1	peptidergic	244
213	peptidergic_alpha	dodgerblue1	peptidergic	245
214	peptidergic_alpha	dodgerblue1	peptidergic	246
215	peptidergic_alpha	dodgerblue1	peptidergic	247
216	peptidergic_alpha	dodgerblue1	peptidergic	248
217	peptidergic_alpha	dodgerblue1	peptidergic	249
218	peptidergic_alpha	dodgerblue1	peptidergic	250
219	peptidergic_beta	dodgerblue3	peptidergic	251
220	peptidergic_beta	dodgerblue3	peptidergic	252
221	peptidergic_beta	dodgerblue3	peptidergic	253
222	peptidergic_beta	dodgerblue3	peptidergic	254
223	peptidergic_gamma	skyblue1	peptidergic	255
224	peptidergic_gamma_like	skyblue1	peptidergic	234
225	peptidergic_delta	skyblue3	peptidergic	236
226	peptidergic_delta	skyblue3	peptidergic	237
227	peptidergic_epsilon	steelblue1	peptidergic	213
228	peptidergic_epsilon_like	steelblue1	peptidergic	212
229	peptidergic_zeta	steelblue3	peptidergic	231
230	peptidergic_eta	royalblue1	peptidergic	216
231	peptidergic_eta	royalblue1	peptidergic	217
232	peptidergic_eta	royalblue1	peptidergic	218
233	peptidergic_eta	royalblue1	peptidergic	219
234	peptidergic_eta	royalblue1	peptidergic	221
235	peptidergic_theta	royalblue3	peptidergic	227
236	peptidergic_theta	royalblue3	peptidergic	228
237	peptidergic_theta_like	royalblue3	peptidergic	220
238	peptidergic_iota	deepskyblue1	peptidergic	238
239	peptidergic_iota	deepskyblue1	peptidergic	239
240	peptidergic_iota	deepskyblue1	peptidergic	240
241	peptidergic_iota	deepskyblue1	peptidergic	241
242	peptidergic_iota	deepskyblue1	peptidergic	242
243	peptidergic_iota	deepskyblue1	peptidergic	243
244	peptidergic_iota_like	deepskyblue1	peptidergic	232
245	peptidergic_kappa	deepskyblue3	peptidergic	229
246	peptidergic_lambda	cyan2	peptidergic	235
247	peptidergic_lambda	cyan2	peptidergic	230
248	peptidergic_mu	cyan3	peptidergic	222
249	peptidergic_mu	cyan3	peptidergic	223
250	peptidergic_mu_like	cyan3	peptidergic	224
251	peptidergic_mu_like	cyan3	peptidergic	225
252	peptidergic_mu_like	cyan3	peptidergic	226
253	peptidergic_omicron	lightskyblue	peptidergic	215
254	peptidergic_other_1	paleturquoise3	peptidergic	214
255	peptidergic_other_2	paleturquoise3	peptidergic	233
