metacell	cell_type	color	broad_cell_type	metacell_it2
122	epithelia_gland_like	orange	epithelia_gland_like	157
123	epithelia_gland_like	orange	epithelia_gland_like	158
124	epithelia_gland_like	orange	epithelia_gland_like	159
125	epithelia_gland_like	orange	epithelia_gland_like	160
126	epithelia_gland_like	orange	epithelia_gland_like	161
127	epithelia_gland_like	orange	epithelia_gland_like	162
128	epithelia_gland_like	orange	epithelia_gland_like	163
129	epithelia_ventral	orchid1	epithelia	87
130	epithelia_ventral	orchid1	epithelia	88
131	epithelia_ventral	orchid1	epithelia	89
132	epithelia_ventral	orchid1	epithelia	90
133	epithelia_ventral	orchid1	epithelia	91
134	epithelia_ventral	orchid1	epithelia	92
135	epithelia_ventral	orchid1	epithelia	93
136	epithelia_ventral	orchid1	epithelia	94
137	epithelia_ventral	orchid1	epithelia	95
138	epithelia_ventral	orchid1	epithelia	96
139	epithelia_ventral	orchid1	epithelia	97
140	epithelia_ventral	orchid1	epithelia	98
141	epithelia_ventral	orchid1	epithelia	99
142	epithelia_ventral	orchid1	epithelia	100
143	epithelia_ventral	orchid1	epithelia	101
144	epithelia_ventral	orchid1	epithelia	102
145	epithelia_ventral	orchid1	epithelia	103
146	epithelia_ventral	orchid1	epithelia	104
147	epithelia_ventral	orchid1	epithelia	105
148	epithelia_ventral	orchid1	epithelia	106
149	epithelia_ventral	orchid1	epithelia	107
150	epithelia_ventral	orchid1	epithelia	108
151	epithelia_ventral	orchid1	epithelia	109
152	epithelia_ventral	orchid1	epithelia	113
153	epithelia_ventral	orchid1	epithelia	114
154	epithelia_ventral	orchid1	epithelia	115
155	epithelia_ventral	orchid1	epithelia	116
156	epithelia_ventral	orchid1	epithelia	117
157	epithelia_ventral	orchid1	epithelia	118
158	epithelia_ventral	orchid1	epithelia	119
159	epithelia_ventral	orchid1	epithelia	120
160	epithelia_ventral	orchid1	epithelia	121
161	epithelia_unknown	plum3	epithelia	232
162	epithelia_unknown	plum3	epithelia	186
163	epithelia_unknown	plum3	epithelia	187
164	epithelia_unknown	plum3	epithelia	188
165	epithelia_unknown	plum3	epithelia	189
166	epithelia_unknown	plum3	epithelia	190
167	epithelia_unknown	plum3	epithelia	191
168	epithelia_unknown	plum3	epithelia	192
169	epithelia_unknown	plum3	epithelia	193
170	epithelia_unknown	plum3	epithelia	194
171	epithelia_unknown	plum3	epithelia	195
172	epithelia_unknown	plum3	epithelia	196
173	epithelia_unknown	plum3	epithelia	197
174	epithelia_unknown	plum3	epithelia	198
175	epithelia_unknown	plum3	epithelia	199
176	epithelia_unknown	plum3	epithelia	200
177	epithelia_dorsal	mediumorchid3	epithelia	56
178	epithelia_dorsal	mediumorchid3	epithelia	57
179	epithelia_dorsal	mediumorchid3	epithelia	58
180	epithelia_dorsal	mediumorchid3	epithelia	59
181	epithelia_dorsal	mediumorchid3	epithelia	60
182	epithelia_dorsal	mediumorchid3	epithelia	61
183	epithelia_dorsal	mediumorchid3	epithelia	62
184	epithelia_dorsal	mediumorchid3	epithelia	63
185	epithelia_dorsal	mediumorchid3	epithelia	64
186	epithelia_dorsal	mediumorchid3	epithelia	65
187	epithelia_dorsal	mediumorchid3	epithelia	66
188	epithelia_dorsal	mediumorchid3	epithelia	67
189	epithelia_dorsal	mediumorchid3	epithelia	68
190	epithelia_dorsal	mediumorchid3	epithelia	69
191	epithelia_dorsal	mediumorchid3	epithelia	70
192	epithelia_dorsal	mediumorchid3	epithelia	71
193	epithelia_dorsal	mediumorchid3	epithelia	72
194	epithelia_dorsal	mediumorchid3	epithelia	73
195	epithelia_dorsal	mediumorchid3	epithelia	74
196	epithelia_dorsal	mediumorchid3	epithelia	75
197	epithelia_dorsal	mediumorchid3	epithelia	76
198	epithelia_dorsal	mediumorchid3	epithelia	77
199	epithelia_dorsal	mediumorchid3	epithelia	78
200	epithelia_dorsal	mediumorchid3	epithelia	79
201	epithelia_dorsal	mediumorchid3	epithelia	80
202	epithelia_dorsal	mediumorchid3	epithelia	81
203	epithelia_dorsal	mediumorchid3	epithelia	82
204	epithelia_dorsal	mediumorchid3	epithelia	83
205	epithelia_dorsal	mediumorchid3	epithelia	85
206	epithelia_dorsal	mediumorchid3	epithelia	86
207	peptidergic_progenitors	blueviolet	peptidergic	201
208	peptidergic_progenitors	blueviolet	peptidergic	202
230	peptidergic_alpha	dodgerblue1	peptidergic	203
231	peptidergic_alpha	dodgerblue1	peptidergic	204
232	peptidergic_beta	dodgerblue3	peptidergic	207
233	peptidergic_beta	dodgerblue3	peptidergic	208
234	peptidergic_gamma	skyblue1	peptidergic	206
209	peptidergic_gamma_like	skyblue1	peptidergic	205
223	peptidergic_epsilon	steelblue1	peptidergic	231
225	peptidergic_zeta	steelblue3	peptidergic	234
218	peptidergic_zeta_like	steelblue3	peptidergic	225
219	peptidergic_zeta_like	steelblue3	peptidergic	226
215	peptidergic_zeta_like	steelblue3	peptidergic	219
216	peptidergic_zeta_like	steelblue3	peptidergic	220
224	peptidergic_zeta_like	steelblue3	peptidergic	233
220	peptidergic_eta	royalblue1	peptidergic	227
221	peptidergic_eta	royalblue1	peptidergic	228
217	peptidergic_theta	royalblue3	peptidergic	221
227	peptidergic_iota	deepskyblue1	peptidergic	222
228	peptidergic_iota	deepskyblue1	peptidergic	223
229	peptidergic_iota	deepskyblue1	peptidergic	224
210	peptidergic_kappa	deepskyblue3	peptidergic	209
211	peptidergic_kappa	deepskyblue3	peptidergic	210
226	peptidergic_lambda	cyan2	peptidergic	230
222	peptidergic_lambda	cyan2	peptidergic	229
212	peptidergic_mu	cyan3	peptidergic	211
213	peptidergic_mu_like	cyan3	peptidergic	212
214	peptidergic_nu	cyan4	peptidergic	213
