lipophil	trans	unknown_1	fibre	gland	epithelia_gland_like	epithelia	peptidergic
HoiH23_PlH23_000131	335	187	57	128	603	247	1106	402
HoiH23_orphan_15	20	10	1	10	42	15	53	11
HoiH23_PlH23_000133	873	463	133	397	1886	741	3329	1061
HoiH23_PlH23_000134	124	56	13	50	217	62	369	124
HoiH23_PlH23_000138	42	29	5	20	94	37	167	58
HoiH23_orphan_16	5	2	1	2	14	2	15	1
HoiH23_PlH23_000140	92	68	14	41	177	73	344	100
HoiH23_PlH23_000143	37	17	0	22	73	21	108	46
HoiH23_PlH23_000145	71	36	9	37	139	54	214	81
HoiH23_orphan_17	39	8	4	6	58	17	86	22
HoiH23_PlH23_000146	116	54	17	36	236	83	364	113
HoiH23_PlH23_000147	338	181	41	148	665	202	1022	353
HoiH23_PlH23_000148	60	24	6	13	94	36	138	55
HoiH23_PlH23_000149	69	38	14	40	172	54	228	88
HoiH23_orphan_18	1	0	0	0	3	2	2	2
HoiH23_PlH23_000152	40	28	5	26	91	47	193	50
HoiH23_PlH23_000153	10	6	2	8	24	4	35	7
HoiH23_PlH23_000154	59	35	5	19	85	29	162	50
HoiH23_PlH23_000155	21	10	7	6	20	3	56	12
HoiH23_PlH23_000156	23	13	4	5	41	26	94	24
HoiH23_PlH23_000157	4	10	5	3	11	6	24	19
HoiH23_PlH23_000158	29	10	6	24	71	32	157	55
HoiH23_PlH23_000159	32	15	1	11	64	19	96	40
HoiH23_PlH23_000160	22	7	3	7	18	5	46	24
HoiH23_PlH23_000161	4	1	0	1	9	2	23	3
HoiH23_PlH23_000162	22	23	0	10	54	20	98	19
HoiH23_PlH23_000163	17	17	1	8	57	30	95	33
HoiH23_PlH23_000164	61	35	7	26	138	39	171	58
HoiH23_PlH23_000165	120	71	5	62	228	63	335	105
HoiH23_PlH23_000166	26	13	4	15	44	9	85	16
HoiH23_PlH23_000167	36	24	6	23	94	30	166	45
HoiH23_PlH23_000169	20	7	1	20	48	24	83	23
HoiH23_orphan_19	60	25	6	17	92	21	150	59
HoiH23_PlH23_000172	85	45	21	38	162	55	279	99
HoiH23_orphan_20	17	16	6	8	45	18	45	12
HoiH23_PlH23_000174	95	51	12	39	169	46	264	77
HoiH23_PlH23_000176	30	19	7	16	80	24	89	37
HoiH23_PlH23_000002	220	132	11	94	412	96	568	178
HoiH23_PlH23_000003	129	63	12	57	241	109	349	118
HoiH23_PlH23_000004	172	73	22	71	354	110	550	148
HoiH23_PlH23_000007	46	33	9	25	118	26	168	67
HoiH23_PlH23_000009	61	41	11	17	141	51	239	67
HoiH23_PlH23_000010	97	68	17	55	213	66	315	113
HoiH23_PlH23_000012	219	130	19	100	449	153	695	234
HoiH23_PlH23_000014	198	97	21	92	343	122	512	148
HoiH23_PlH23_000017	71	44	11	29	153	43	192	72
HoiH23_PlH23_000019	118	84	26	51	290	81	458	151
HoiH23_PlH23_000021	1936	1316	191	965	3807	683	4212	1384
HoiH23_PlH23_000022	10033	5671	1137	4064	18601	5511	28203	8702
HoiH23_PlH23_000024	159	103	26	57	287	119	512	168
HoiH23_PlH23_000026	627	342	64	300	1227	393	1662	557
HoiH23_PlH23_000027	107	45	15	42	215	66	381	137
HoiH23_PlH23_000028	402	244	71	180	751	252	1301	433
HoiH23_orphan_21	3	2	0	0	3	2	8	4
HoiH23_PlH23_000031	0	0	0	0	0	0	1	1
HoiH23_PlH23_000032	17	10	2	6	24	14	53	17
HoiH23_PlH23_000034	514	286	87	213	960	413	1858	579
HoiH23_PlH23_000036	171	96	25	63	347	134	598	190
HoiH23_PlH23_000038	258	158	46	112	544	202	856	274
HoiH23_PlH23_000040	192	115	40	72	383	152	693	212
HoiH23_PlH23_000042	55	32	8	26	89	30	144	53
HoiH23_PlH23_000043	136	79	12	72	296	47	253	84
HoiH23_PlH23_000044	576	313	125	213	1234	474	1992	677
HoiH23_PlH23_000045	366	208	54	165	736	271	1175	375
HoiH23_PlH23_000047	184	91	26	51	365	116	566	165
HoiH23_PlH23_000048	341	182	58	120	747	259	1136	428
HoiH23_PlH23_000050	460	262	77	222	873	320	1436	467
HoiH23_PlH23_000052	182	105	34	71	404	129	680	219
HoiH23_PlH23_000054	246	175	37	118	481	175	695	244
HoiH23_PlH23_000055	4006	2252	621	1657	7979	3054	13530	4526
HoiH23_PlH23_000057	443	284	92	167	865	358	1530	536
HoiH23_PlH23_000059	552	289	90	229	1099	458	2011	735
HoiH23_PlH23_000061	96	75	9	45	204	57	284	96
HoiH23_orphan_22	9	8	0	4	31	12	46	14
HoiH23_PlH23_000064	88	50	16	38	162	51	246	101
HoiH23_orphan_23	11	7	1	9	36	10	35	15
HoiH23_orphan_24	353	181	73	158	709	236	1194	402
HoiH23_PlH23_000068	182	103	35	84	354	131	640	209
HoiH23_orphan_25	16	15	1	10	30	10	48	16
HoiH23_PlH23_000069	70	31	7	35	147	39	185	62
HoiH23_orphan_26	3	2	1	0	14	11	22	10
HoiH23_PlH23_000071	137	84	23	54	292	110	463	172
HoiH23_PlH23_000073	479	280	59	176	972	374	1550	487
HoiH23_PlH23_000075	330	167	44	98	628	230	1070	341
HoiH23_PlH23_000077	163	104	25	73	319	141	586	188
HoiH23_PlH23_000078	13	7	2	7	49	8	72	32
HoiH23_orphan_27	15	11	4	3	28	9	47	16
HoiH23_PlH23_000080	49	22	11	21	71	52	188	60
HoiH23_PlH23_000082	817	481	90	298	1534	561	2615	802
HoiH23_PlH23_000084	11338	6637	1871	5185	23065	8364	38636	12922
HoiH23_PlH23_000087	364	146	16	121	600	240	814	245
HoiH23_PlH23_000089	149	73	28	39	246	124	503	177
HoiH23_PlH23_000091	12	15	1	5	33	13	50	16
HoiH23_PlH23_000092	147	85	29	85	284	108	547	190
HoiH23_orphan_28	6	9	2	5	30	11	42	23
HoiH23_PlH23_000095	99	69	16	41	216	83	347	102
HoiH23_orphan_29	0	4	0	2	15	1	20	4
HoiH23_PlH23_000097	369	158	55	134	675	284	1209	376
HoiH23_PlH23_000099	252	144	38	95	390	142	610	231
HoiH23_PlH23_000101	68	52	14	23	153	49	220	77
HoiH23_PlH23_000103	74	44	7	34	162	61	275	108
HoiH23_PlH23_000106	48	30	7	14	109	40	169	58
HoiH23_PlH23_000108	125	77	14	49	290	86	446	162
HoiH23_PlH23_000110	64	54	7	44	145	19	206	31
HoiH23_orphan_30	1	3	0	2	5	2	12	1
HoiH23_PlH23_000113	257	154	47	110	511	154	830	274
HoiH23_PlH23_000115	130	68	12	45	235	92	357	132
HoiH23_orphan_31	7	2	1	3	13	2	14	8
HoiH23_PlH23_000116	1887	1193	319	810	3740	1726	7001	2349
HoiH23_PlH23_000117	2531	1674	364	1143	4661	2255	8804	2978
HoiH23_PlH23_000118	392	224	51	143	683	306	1220	390
HoiH23_PlH23_000119	910	513	168	323	1725	687	3207	1038
HoiH23_PlH23_000122	126	107	26	142	414	160	532	153
HoiH23_PlH23_000124	84	48	15	40	135	47	258	85
HoiH23_PlH23_000125	6	2	2	6	25	5	26	10
HoiH23_PlH23_000126	79	49	13	48	151	69	244	76
HoiH23_PlH23_000129	438	269	82	169	858	341	1476	499
HoiH23_PlH23_000132	91	40	13	31	180	59	337	99
HoiH23_orphan_32	18	11	6	10	43	17	75	36
HoiH23_PlH23_000135	110	62	21	43	217	84	408	127
HoiH23_PlH23_000136	81	51	13	41	172	47	287	98
HoiH23_PlH23_000137	176	102	26	86	366	146	598	195
HoiH23_PlH23_000139	116	94	29	68	264	81	405	129
HoiH23_PlH23_000141	27	27	1	12	53	9	83	24
HoiH23_PlH23_000142	181	99	37	62	321	117	533	194
HoiH23_PlH23_000144	84	51	14	45	195	63	286	91
HoiH23_orphan_33	5	3	1	4	8	0	20	2
HoiH23_PlH23_000150	263	184	58	96	556	175	843	289
HoiH23_PlH23_000151	131	75	10	45	274	103	440	132
HoiH23_orphan_34	2	0	0	2	1	0	1	2
HoiH23_PlH23_000170	471	261	58	166	888	300	1471	520
HoiH23_PlH23_000171	120	69	21	41	211	71	318	104
HoiH23_PlH23_000173	16	11	2	5	45	6	49	15
HoiH23_PlH23_000175	1250	662	219	459	2511	1016	4417	1504
HoiH23_PlH23_000177	0	0	0	0	0	1	1	0
HoiH23_orphan_35	3	3	0	0	4	3	10	4
HoiH23_PlH23_000178	26	4	1	4	35	16	69	19
HoiH23_PlH23_000179	0	0	0	0	0	0	2	0
HoiH23_PlH23_000180	3	3	0	4	9	4	16	5
HoiH23_PlH23_000181	8	0	2	4	15	2	26	13
HoiH23_PlH23_000182	2	0	2	0	0	0	2	0
HoiH23_PlH23_000183	1	0	1	0	2	0	2	1
HoiH23_orphan_36	90	56	11	36	187	52	282	93
HoiH23_PlH23_000708	564	287	97	187	995	432	2006	711
HoiH23_PlH23_000709	833	493	156	301	1639	590	2880	1008
HoiH23_PlH23_000710	32	23	5	14	61	24	96	29
HoiH23_PlH23_000713	565	297	86	196	1058	417	1850	602
HoiH23_PlH23_000716	17	10	2	7	41	12	41	11
HoiH23_PlH23_000721	134	73	22	55	229	112	448	141
HoiH23_PlH23_000722	47	33	13	29	108	30	166	51
HoiH23_PlH23_000724	31	24	0	15	76	30	133	24
HoiH23_PlH23_000732	828	472	106	280	1494	512	2463	753
HoiH23_PlH23_000734	37	19	3	19	79	31	116	30
HoiH23_PlH23_000736	139	78	25	63	281	77	401	130
HoiH23_PlH23_000739	88	46	8	38	141	46	218	78
HoiH23_PlH23_000741	274	149	40	117	547	187	883	276
HoiH23_PlH23_000748	300	176	57	150	624	244	1088	374
HoiH23_PlH23_000749	282	157	57	114	583	202	1076	327
HoiH23_PlH23_000753	146	82	29	51	283	117	488	177
HoiH23_PlH23_000754	64	49	14	25	114	38	222	81
HoiH23_PlH23_000755	23	10	1	4	31	16	70	42
HoiH23_PlH23_000757	119	66	10	65	247	59	344	109
HoiH23_PlH23_000759	214	110	38	98	411	163	759	241
HoiH23_PlH23_000761	34	17	7	16	68	31	124	43
HoiH23_PlH23_000763	4	3	0	1	10	4	15	4
HoiH23_PlH23_000765	274	149	44	112	521	248	1000	343
HoiH23_PlH23_000769	130	55	11	39	185	78	356	132
HoiH23_PlH23_000770	470	272	65	207	988	365	1613	536
HoiH23_PlH23_000771	21	6	1	6	23	11	51	14
HoiH23_PlH23_000774	141	97	37	74	340	120	539	182
HoiH23_PlH23_000776	259	179	39	126	523	167	759	274
HoiH23_PlH23_000779	241	125	42	67	434	191	763	252
HoiH23_PlH23_000781	44	15	6	19	89	28	142	43
HoiH23_PlH23_000782	0	0	0	0	1	0	0	0
HoiH23_PlH23_000784	116	73	16	42	249	97	436	118
HoiH23_PlH23_000785	220	146	35	96	416	142	751	240
HoiH23_PlH23_000787	172	93	36	63	371	124	578	181
HoiH23_PlH23_000789	57	26	9	28	97	34	165	59
HoiH23_PlH23_000791	237	139	30	104	512	143	743	272
HoiH23_PlH23_000793	105	61	16	38	185	73	317	133
HoiH23_PlH23_000797	167	98	26	68	318	135	531	179
HoiH23_orphan_37	3	1	0	0	3	0	11	1
HoiH23_PlH23_000799	22	17	6	5	32	12	83	18
HoiH23_PlH23_000707	116	75	16	51	217	76	360	127
HoiH23_orphan_38	5	0	2	0	8	1	4	3
HoiH23_PlH23_000711	84	78	17	51	204	45	207	85
HoiH23_PlH23_000712	268	152	45	94	474	160	713	219
HoiH23_PlH23_000714	33	11	4	9	64	24	110	37
HoiH23_PlH23_000715	408	225	70	152	827	287	1373	458
HoiH23_orphan_39	1	2	0	2	4	2	6	0
HoiH23_PlH23_000717	0	0	0	0	0	0	3	0
HoiH23_PlH23_000718	6	1	0	1	9	2	14	3
HoiH23_PlH23_000719	23	8	3	6	53	8	83	23
HoiH23_PlH23_000720	13	8	0	2	27	5	32	7
HoiH23_PlH23_000723	42	38	9	18	87	31	132	52
HoiH23_PlH23_000725	16	6	3	4	34	9	64	24
HoiH23_PlH23_000726	104	57	14	35	175	64	310	110
HoiH23_PlH23_000727	58	32	10	22	102	35	157	53
HoiH23_PlH23_000728	43	32	9	27	106	35	182	58
HoiH23_PlH23_000729	32	20	1	20	80	20	106	31
HoiH23_PlH23_000730	64	84	44	18	88	90	538	41
HoiH23_PlH23_000731	122	67	24	55	265	85	437	139
HoiH23_PlH23_000733	199	85	28	76	378	119	590	198
HoiH23_PlH23_000735	135	53	16	56	213	80	359	126
HoiH23_PlH23_000737	28	17	6	14	84	22	79	30
HoiH23_PlH23_000738	100	56	8	54	206	71	301	103
HoiH23_PlH23_000740	285	150	57	110	531	232	1014	334
HoiH23_PlH23_000742	69	41	14	34	147	39	244	69
HoiH23_PlH23_000743	6	3	0	0	12	6	34	10
HoiH23_PlH23_000744	27	14	1	7	53	20	108	32
HoiH23_orphan_40	1	1	1	0	2	2	5	3
HoiH23_PlH23_000745	45	25	10	16	116	22	170	61
HoiH23_PlH23_000746	130	77	22	52	238	74	444	133
HoiH23_PlH23_000747	102	56	13	53	175	56	281	97
HoiH23_orphan_41	4	1	0	0	10	3	9	4
HoiH23_PlH23_000750	2239	1309	218	916	4224	1288	6130	2033
HoiH23_PlH23_000751	158	113	23	74	341	136	611	218
HoiH23_PlH23_000752	39	22	5	20	59	24	128	34
HoiH23_orphan_42	2	1	0	0	0	2	4	0
HoiH23_PlH23_000756	58	30	6	18	111	48	195	46
HoiH23_PlH23_000758	61	30	12	43	108	51	178	71
HoiH23_PlH23_000760	273	167	42	98	599	215	960	317
HoiH23_PlH23_000762	274	150	42	101	522	226	912	344
HoiH23_PlH23_000764	62	46	10	24	123	39	222	82
HoiH23_PlH23_000766	71	46	11	38	138	50	232	78
HoiH23_PlH23_000767	111	63	19	40	258	77	357	135
HoiH23_orphan_43	12	5	3	4	24	5	36	10
HoiH23_PlH23_000768	125	76	15	63	289	105	449	162
HoiH23_orphan_44	484	281	72	214	929	368	1686	553
HoiH23_PlH23_000772	119	63	21	49	253	100	467	192
HoiH23_PlH23_000773	71	43	16	18	112	40	233	73
HoiH23_PlH23_000775	94	54	13	30	174	76	319	111
HoiH23_PlH23_000777	103	41	13	40	133	61	315	105
HoiH23_PlH23_000778	27	11	5	8	64	27	110	35
HoiH23_PlH23_000780	29	16	5	18	67	22	97	33
HoiH23_PlH23_000783	69	62	17	34	196	71	287	107
HoiH23_orphan_46	4	3	0	2	7	4	12	6
HoiH23_PlH23_000786	104	63	9	42	167	68	300	78
HoiH23_PlH23_000788	24	17	5	11	63	23	105	22
HoiH23_PlH23_000790	168	87	28	69	315	93	527	155
HoiH23_PlH23_000792	131	92	19	52	248	78	408	141
HoiH23_PlH23_000794	27	16	3	11	39	10	90	34
HoiH23_PlH23_000795	119	58	19	47	236	82	400	133
HoiH23_PlH23_000796	67	35	9	40	117	31	175	53
HoiH23_PlH23_000798	539	321	55	215	1044	317	1512	485
HoiH23_orphan_47	2	1	1	2	4	8	14	1
HoiH23_PlH23_004819	201	102	19	93	380	135	607	201
HoiH23_orphan_48	20	11	3	8	36	13	67	17
HoiH23_PlH23_004821	236	114	42	79	413	175	763	270
HoiH23_PlH23_004827	65	29	9	36	114	43	167	62
HoiH23_PlH23_004828	1128	587	197	406	2203	874	4088	1327
HoiH23_PlH23_004831	60	32	5	30	115	33	185	83
HoiH23_PlH23_004833	1	0	0	0	0	0	1	1
HoiH23_orphan_49	838	513	118	275	1658	500	2664	835
HoiH23_PlH23_004835	67	36	7	25	127	43	189	73
HoiH23_PlH23_004836	278	154	33	123	519	228	838	307
HoiH23_PlH23_004838	67	24	10	13	102	34	171	45
HoiH23_PlH23_004839	125	65	25	61	317	86	439	148
HoiH23_PlH23_004840	18589	6186	3031	8682	29207	12095	55640	23570
HoiH23_PlH23_004842	743	405	105	284	1410	512	2335	749
HoiH23_PlH23_004843	192	126	23	83	375	144	636	222
HoiH23_PlH23_004846	9	7	3	1	16	4	31	13
HoiH23_PlH23_004848	184	87	28	69	357	153	691	189
HoiH23_PlH23_004849	59	57	6	25	129	16	122	40
HoiH23_PlH23_004850	255	170	18	101	459	113	614	200
HoiH23_PlH23_004852	54	30	5	19	87	47	159	59
HoiH23_PlH23_004818	8	7	0	6	18	9	30	12
HoiH23_PlH23_004820	293	163	32	122	563	230	956	338
HoiH23_PlH23_004822	261	147	51	93	435	187	925	304
HoiH23_PlH23_004823	49	34	9	19	97	29	171	43
HoiH23_PlH23_004825	149	72	24	47	207	86	376	137
HoiH23_PlH23_004826	110	58	26	44	215	82	358	116
HoiH23_PlH23_004829	189	91	27	69	319	118	546	164
HoiH23_PlH23_004830	42	25	4	13	72	20	127	44
HoiH23_orphan_50	0	0	0	1	0	2	9	0
HoiH23_PlH23_004834	14	9	4	6	15	14	39	26
HoiH23_PlH23_004837	128	75	24	61	237	108	420	148
HoiH23_orphan_51	45	35	16	26	81	26	219	72
HoiH23_orphan_52	1	1	0	1	0	0	4	1
HoiH23_PlH23_004841	606	351	74	218	1081	385	1837	553
HoiH23_PlH23_004844	151	84	36	53	274	106	527	160
HoiH23_PlH23_004845	108	46	13	23	191	73	396	134
HoiH23_PlH23_004847	13	13	2	1	28	14	60	17
HoiH23_orphan_53	2	2	1	1	4	1	7	2
HoiH23_PlH23_004851	96	56	16	34	176	61	267	90
HoiH23_PlH23_004853	446	275	60	211	893	308	1370	483
HoiH23_orphan_54	30	26	1	12	51	16	89	25
HoiH23_PlH23_011633	634	357	102	216	1190	508	2296	770
HoiH23_PlH23_011731	2	2	0	3	7	1	12	6
HoiH23_PlH23_011527	2	0	0	0	2	1	10	4
HoiH23_PlH23_011857	1	0	0	0	0	0	0	0
HoiH23_PlH23_011631	3	1	1	1	4	1	9	9
HoiH23_PlH23_011632	2	0	0	0	1	1	2	1
HoiH23_PlH23_011981	0	1	0	1	2	0	3	1
HoiH23_PlH23_006899	51	38	6	23	67	24	146	49
HoiH23_PlH23_006900	12	7	2	6	28	16	57	21
HoiH23_PlH23_006901	105	53	13	51	175	65	339	99
HoiH23_PlH23_006903	144	101	31	53	284	108	535	170
HoiH23_PlH23_006904	92	48	21	35	187	56	345	99
HoiH23_PlH23_006905	158	88	31	61	329	147	586	199
HoiH23_orphan_57	3	1	0	2	2	2	5	5
HoiH23_PlH23_006906	17	6	4	4	21	6	59	25
HoiH23_PlH23_006907	40	28	11	28	101	28	180	56
HoiH23_PlH23_006908	38	20	6	18	86	21	101	38
HoiH23_PlH23_006909	271	130	28	78	456	175	812	285
HoiH23_orphan_58	5	3	1	1	11	5	27	19
HoiH23_PlH23_006914	32	22	5	20	69	25	105	48
HoiH23_PlH23_006915	45	32	4	17	74	24	140	49
HoiH23_orphan_59	1	0	0	0	4	0	10	2
HoiH23_PlH23_006922	30	15	1	10	47	17	78	33
HoiH23_PlH23_006923	77	41	17	21	131	65	263	72
HoiH23_PlH23_006924	2	0	0	0	2	3	3	1
HoiH23_PlH23_006926	21	16	1	7	50	19	78	24
HoiH23_PlH23_006928	13152	7516	1973	5553	26112	9773	44058	14899
HoiH23_PlH23_006902	5	7	1	1	7	4	12	9
HoiH23_orphan_60	17	8	2	5	28	16	61	30
HoiH23_orphan_61	3	1	2	0	12	3	14	5
HoiH23_orphan_62	8	3	1	8	37	7	36	15
HoiH23_orphan_63	5	4	1	2	3	3	20	3
HoiH23_orphan_64	3	0	1	5	8	0	8	8
HoiH23_PlH23_006910	8	3	0	4	7	3	15	7
HoiH23_PlH23_006911	4	3	0	0	9	0	7	8
HoiH23_PlH23_006912	3	2	0	3	17	6	43	15
HoiH23_PlH23_006913	412	216	75	139	770	327	1347	450
HoiH23_orphan_65	1	2	0	0	6	1	5	1
HoiH23_orphan_66	2	1	0	3	6	1	11	4
HoiH23_PlH23_006916	132	80	14	46	224	61	355	107
HoiH23_PlH23_006917	62	29	6	26	90	48	207	67
HoiH23_PlH23_006918	16	19	1	10	26	13	65	20
HoiH23_PlH23_006919	92	52	16	37	184	74	291	101
HoiH23_PlH23_006920	32	12	1	14	63	16	87	30
HoiH23_PlH23_006921	46	40	10	16	129	51	218	78
HoiH23_orphan_67	18	8	1	5	18	12	49	20
HoiH23_orphan_68	0	0	0	0	0	1	0	0
HoiH23_PlH23_006927	42	27	10	22	89	30	154	54
HoiH23_orphan_69	2	1	0	3	11	2	8	2
HoiH23_PlH23_011579	1	1	0	1	2	0	9	2
HoiH23_orphan_70	34	17	10	18	64	10	100	52
HoiH23_PlH23_011727	1	2	0	2	1	0	2	1
HoiH23_PlH23_011728	0	0	2	0	1	0	5	0
HoiH23_PlH23_011328	138	73	15	61	296	102	469	152
HoiH23_PlH23_011935	11	4	1	0	13	3	23	7
HoiH23_PlH23_011837	0	0	0	0	0	0	1	0
HoiH23_PlH23_011838	0	1	0	0	0	0	0	0
HoiH23_PlH23_011482	7	8	0	7	22	4	27	5
HoiH23_PlH23_011702	20	11	1	1	24	15	55	15
HoiH23_orphan_73	25	6	7	12	46	17	81	21
HoiH23_PlH23_011584	569	277	92	190	1076	382	1807	590
HoiH23_PlH23_005169	11	6	2	4	21	8	44	12
HoiH23_PlH23_005172	151	61	22	58	324	111	503	175
HoiH23_PlH23_005174	55	21	9	22	89	35	134	33
HoiH23_PlH23_005176	58	36	7	25	120	47	158	57
HoiH23_PlH23_005177	61	50	6	24	102	27	174	65
HoiH23_PlH23_005178	12	8	0	7	24	8	40	5
HoiH23_PlH23_005179	47	41	9	30	126	42	178	81
HoiH23_PlH23_005181	110	55	19	42	216	75	328	102
HoiH23_orphan_74	33	17	8	17	84	17	125	23
HoiH23_PlH23_005186	89	57	18	43	165	55	262	106
HoiH23_PlH23_005187	288	148	50	105	510	191	837	292
HoiH23_orphan_75	3	0	2	0	4	2	9	3
HoiH23_PlH23_005191	26	19	5	25	70	14	84	27
HoiH23_PlH23_005192	34	34	1	24	104	16	91	23
HoiH23_PlH23_005193	93	64	20	42	226	87	416	135
HoiH23_PlH23_005170	15	15	2	9	37	13	57	11
HoiH23_PlH23_005171	94	59	17	35	198	60	277	106
HoiH23_PlH23_005173	5	4	0	6	22	6	21	6
HoiH23_PlH23_005175	113	55	12	43	197	60	286	84
HoiH23_orphan_76	4	2	0	1	6	1	9	0
HoiH23_orphan_77	6	2	2	1	12	2	26	8
HoiH23_PlH23_005180	131	63	22	35	251	114	448	139
HoiH23_PlH23_005182	98	54	11	42	195	66	332	118
HoiH23_PlH23_005183	5	2	1	1	9	0	16	3
HoiH23_PlH23_005184	18	12	3	6	42	12	52	23
HoiH23_PlH23_005185	37	41	6	14	71	30	117	47
HoiH23_PlH23_005188	14	11	5	16	42	13	79	35
HoiH23_PlH23_005189	34	17	3	14	72	28	113	34
HoiH23_PlH23_005190	31	39	6	12	71	23	117	40
HoiH23_orphan_78	7	5	2	3	11	7	23	8
HoiH23_PlH23_011648	4	18	7	10	32	4	92	5
HoiH23_PlH23_011753	7	3	0	1	11	2	14	10
HoiH23_PlH23_011754	17	7	4	5	26	11	35	15
HoiH23_PlH23_012007	0	0	0	0	2	0	2	0
HoiH23_orphan_79	118	44	19	28	185	71	318	106
HoiH23_PlH23_011569	83	44	8	26	137	30	230	66
HoiH23_orphan_80	11	9	2	3	36	10	67	17
HoiH23_PlH23_011755	0	0	0	0	0	0	1	0
HoiH23_PlH23_011853	0	0	0	0	1	0	1	0
