metacell	cell_type	color	broad_cell_type	metacell_it2
86	epithelia_gland_like	orange	epithelia_gland_like	76
87	epithelia_gland_like	orange	epithelia_gland_like	50
88	epithelia_unknown_1	plum3	epithelia	51
89	epithelia_unknown_2	plum3	epithelia	53
90	epithelia_unknown_2	plum3	epithelia	55
91	epithelia_unknown_2	plum3	epithelia	52
92	epithelia_unknown_2	plum3	epithelia	56
93	epithelia_unknown_2	plum3	epithelia	57
94	epithelia_unknown_2	plum3	epithelia	54
95	epithelia_unknown_2	plum3	epithelia	58
96	epithelia_unknown_2	plum3	epithelia	41
97	epithelia_unknown_2	plum3	epithelia	59
98	epithelia_unknown_2	plum3	epithelia	70
99	epithelia_unknown_3	plum3	epithelia	71
100	epithelia_unknown_3	plum3	epithelia	60
101	epithelia_unknown_3	plum3	epithelia	62
102	epithelia_unknown_3	plum3	epithelia	61
103	epithelia_unknown_3	plum3	epithelia	63
104	epithelia_unknown_3	plum3	epithelia	64
105	epithelia_ventral	orchid1	epithelia	85
106	epithelia_ventral	orchid1	epithelia	81
107	epithelia_ventral	orchid1	epithelia	80
108	epithelia_ventral	orchid1	epithelia	83
109	epithelia_ventral	orchid1	epithelia	84
110	epithelia_ventral	orchid1	epithelia	78
111	epithelia_ventral	orchid1	epithelia	95
112	epithelia_ventral	orchid1	epithelia	82
113	epithelia_ventral	orchid1	epithelia	77
114	epithelia_ventral	orchid1	epithelia	98
115	epithelia_ventral	orchid1	epithelia	88
116	epithelia_ventral	orchid1	epithelia	87
117	epithelia_ventral	orchid1	epithelia	86
118	epithelia_ventral	orchid1	epithelia	89
119	epithelia_ventral	orchid1	epithelia	75
120	epithelia_ventral	orchid1	epithelia	96
121	epithelia_ventral	orchid1	epithelia	74
122	epithelia_ventral	orchid1	epithelia	69
123	epithelia_ventral	orchid1	epithelia	73
124	epithelia_ventral	orchid1	epithelia	47
125	epithelia_ventral	orchid1	epithelia	79
126	epithelia_ventral	orchid1	epithelia	91
127	epithelia_ventral	orchid1	epithelia	92
128	epithelia_ventral	orchid1	epithelia	93
129	epithelia_ventral	orchid1	epithelia	94
130	epithelia_ventral	orchid1	epithelia	99
131	epithelia_ventral	orchid1	epithelia	97
132	trans_epithelia_dorsal_ventral	gray95	trans	72
133	trans_epithelia_dorsal_ventral	gray95	trans	65
134	trans_epithelia_dorsal_ventral	gray95	trans	66
135	trans_epithelia_dorsal_ventral	gray95	trans	68
136	trans_epithelia_dorsal_ventral	gray95	trans	113
137	trans_epithelia_dorsal_ventral	gray95	trans	114
138	trans_epithelia_dorsal_ventral	gray95	trans	67
139	trans_epithelia_dorsal_ventral	gray95	trans	105
140	epithelia_dorsal	mediumorchid3	epithelia	111
141	epithelia_dorsal	mediumorchid3	epithelia	112
142	epithelia_dorsal	mediumorchid3	epithelia	102
143	epithelia_dorsal	mediumorchid3	epithelia	119
144	epithelia_dorsal	mediumorchid3	epithelia	101
145	epithelia_dorsal	mediumorchid3	epithelia	100
146	epithelia_dorsal	mediumorchid3	epithelia	104
147	epithelia_dorsal	mediumorchid3	epithelia	103
148	epithelia_dorsal	mediumorchid3	epithelia	106
149	epithelia_dorsal	mediumorchid3	epithelia	110
150	epithelia_dorsal	mediumorchid3	epithelia	109
151	epithelia_dorsal	mediumorchid3	epithelia	118
152	epithelia_dorsal	mediumorchid3	epithelia	108
153	epithelia_dorsal	mediumorchid3	epithelia	107
154	epithelia_dorsal	mediumorchid3	epithelia	117
155	epithelia_dorsal	mediumorchid3	epithelia	116
156	epithelia_dorsal	mediumorchid3	epithelia	120
157	epithelia_dorsal	mediumorchid3	epithelia	121
158	epithelia_dorsal	mediumorchid3	epithelia	122
159	epithelia_dorsal	mediumorchid3	epithelia	115
160	peptidergic_progenitors	blueviolet	peptidergic	90
176	peptidergic_progenitors	blueviolet	peptidergic	143
183	peptidergic_alpha	dodgerblue1	peptidergic	188
184	peptidergic_alpha	dodgerblue1	peptidergic	189
185	peptidergic_beta	dodgerblue3	peptidergic	142
186	peptidergic_gamma	skyblue1	peptidergic	144
177	peptidergic_gamma_like	skyblue1	peptidergic	146
179	peptidergic_delta	skyblue3	peptidergic	137
174	peptidergic_epsilon	steelblue1	peptidergic	133
167	peptidergic_zeta	steelblue3	peptidergic	129
168	peptidergic_zeta	steelblue3	peptidergic	130
172	peptidergic_eta	royalblue1	peptidergic	136
175	peptidergic_eta	royalblue1	peptidergic	134
171	peptidergic_theta	royalblue3	peptidergic	135
180	peptidergic_iota	deepskyblue1	peptidergic	128
181	peptidergic_iota	deepskyblue1	peptidergic	127
182	peptidergic_iota	deepskyblue1	peptidergic	126
173	peptidergic_kappa	deepskyblue3	peptidergic	132
178	peptidergic_lambda	cyan2	peptidergic	138
170	peptidergic_lambda	cyan2	peptidergic	139
166	peptidergic_mu	cyan3	peptidergic	140
161	peptidergic_mu_like	cyan3	peptidergic	124
162	peptidergic_mu_like	cyan3	peptidergic	125
163	peptidergic_mu_like	cyan3	peptidergic	123
165	peptidergic_mu_like	cyan3	peptidergic	145
164	peptidergic_nu	cyan4	peptidergic	141
169	peptidergic_omicron	lightskyblue	peptidergic	131
