metacell	cell_type	color	broad_cell_type	metacell_it2
168	epithelia_dorsal	mediumorchid3	epithelia	105
169	epithelia_dorsal	mediumorchid3	epithelia	106
170	epithelia_dorsal	mediumorchid3	epithelia	107
171	epithelia_dorsal	mediumorchid3	epithelia	108
172	epithelia_dorsal	mediumorchid3	epithelia	109
173	epithelia_dorsal	mediumorchid3	epithelia	110
174	epithelia_dorsal	mediumorchid3	epithelia	111
175	epithelia_dorsal	mediumorchid3	epithelia	112
176	epithelia_dorsal	mediumorchid3	epithelia	113
177	epithelia_dorsal	mediumorchid3	epithelia	114
178	epithelia_dorsal	mediumorchid3	epithelia	115
179	epithelia_dorsal	mediumorchid3	epithelia	116
180	epithelia_dorsal	mediumorchid3	epithelia	117
181	peptidergic_progenitors	blueviolet	peptidergic	157
201	peptidergic_alpha	dodgerblue1	peptidergic	142
202	peptidergic_alpha	dodgerblue1	peptidergic	143
203	peptidergic_beta	dodgerblue3	peptidergic	197
204	peptidergic_gamma	skyblue1	peptidergic	199
195	peptidergic_gamma_like	skyblue1	peptidergic	198
197	peptidergic_delta	skyblue3	peptidergic	193
187	peptidergic_epsilon	steelblue1	peptidergic	187
194	peptidergic_zeta	steelblue3	peptidergic	191
185	peptidergic_eta	royalblue1	peptidergic	185
186	peptidergic_eta	royalblue1	peptidergic	186
191	peptidergic_theta	royalblue3	peptidergic	194
198	peptidergic_iota	deepskyblue1	peptidergic	179
199	peptidergic_iota	deepskyblue1	peptidergic	180
200	peptidergic_iota	deepskyblue1	peptidergic	181
183	peptidergic_iota_like	deepskyblue1	peptidergic	183
189	peptidergic_iota_like	deepskyblue1	peptidergic	189
192	peptidergic_kappa	deepskyblue3	peptidergic	195
193	peptidergic_kappa	deepskyblue3	peptidergic	196
196	peptidergic_lambda	cyan2	peptidergic	192
182	peptidergic_mu	cyan3	peptidergic	182
184	peptidergic_mu_like	cyan3	peptidergic	184
190	peptidergic_nu	cyan4	peptidergic	190
188	peptidergic_omicron	lightskyblue	peptidergic	188
