orthogroup	genes_input	genes_output	species_input	species_output	occupancy_output	kept_orthogroup	occupancy_in_interest_clades	n_species_in_interest_clades	check_global_completeness	check_seq_length	check_taxon_wise_completeness	compositional_homogeneity_test	compositional_homogeneity_test_pass
OG_107	70	47	61	47	0.580246913580247	OG0	0.580246913580247	47	FALSE	TRUE	FALSE	0.902	TRUE
OG_1071	83	54	71	54	0.666666666666667	OG1	0.666666666666667	54	FALSE	TRUE	FALSE	0	FALSE
OG_1072	117	78	79	78	0.962962962962963	OG0	0.962962962962963	78	TRUE	TRUE	TRUE	0.081	TRUE
OG_1073	94	74	75	74	0.91358024691358	OG0	0.91358024691358	74	TRUE	TRUE	TRUE	0	FALSE
OG_1074	78	65	67	65	0.802469135802469	OG0	0.802469135802469	65	TRUE	TRUE	TRUE	0.054	TRUE
OG_1075	85	67	70	67	0.827160493827161	OG0	0.827160493827161	67	TRUE	TRUE	TRUE	0	FALSE
OG_1076	85	75	77	75	0.925925925925926	OG0	0.925925925925926	75	TRUE	TRUE	TRUE	0.594	TRUE
OG_1077	89	70	70	70	0.864197530864197	OG0	0.851851851851852	69	TRUE	TRUE	TRUE	0	FALSE
OG_1079	92	55	74	55	0.679012345679012	OG1	0.679012345679012	55	FALSE	TRUE	FALSE	0	FALSE
OG_108	186	31	66	31	0.382716049382716	OG3	0.382716049382716	31	FALSE	TRUE	FALSE	0.442	TRUE
OG_1080	119	77	78	77	0.950617283950617	OG0	0.950617283950617	77	TRUE	TRUE	TRUE	0.005	FALSE
OG_1081	92	50	73	50	0.617283950617284	OG1	0.617283950617284	50	FALSE	TRUE	FALSE	0	FALSE
OG_1082	95	68	69	68	0.839506172839506	OG0	0.839506172839506	68	TRUE	TRUE	TRUE	0	FALSE
OG_1083	108	65	69	65	0.802469135802469	OG0	0.802469135802469	65	TRUE	TRUE	TRUE	0	FALSE
OG_1085	104	81	81	81	1	OG0	1	81	TRUE	TRUE	TRUE	0	FALSE
OG_1086	120	74	79	74	0.91358024691358	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1088	73	56	61	56	0.691358024691358	OG0	0.691358024691358	56	FALSE	TRUE	TRUE	0	FALSE
OG_1089	92	78	79	78	0.962962962962963	OG0	0.962962962962963	78	TRUE	TRUE	TRUE	0.001	FALSE
OG_1090	82	70	71	70	0.864197530864197	OG0	0.864197530864197	70	TRUE	TRUE	TRUE	0.015	TRUE
OG_1092	81	60	60	60	0.740740740740741	OG0	0.728395061728395	59	TRUE	TRUE	TRUE	0	FALSE
OG_1093	78	66	70	66	0.814814814814815	OG0	0.814814814814815	66	TRUE	TRUE	TRUE	0	FALSE
OG_1096	83	68	73	68	0.839506172839506	OG0	0.827160493827161	67	TRUE	TRUE	TRUE	0	FALSE
OG_1097	87	64	65	64	0.790123456790123	OG0	0.790123456790123	64	TRUE	TRUE	FALSE	0	FALSE
OG_1098	94	68	69	68	0.839506172839506	OG0	0.839506172839506	68	TRUE	TRUE	TRUE	0.117	TRUE
OG_1099	86	70	70	70	0.864197530864197	OG0	0.864197530864197	70	TRUE	TRUE	TRUE	0	FALSE
OG_110	92	77	77	77	0.950617283950617	OG0	0.950617283950617	77	TRUE	TRUE	TRUE	0	FALSE
OG_1100	119	61	79	61	0.753086419753086	OG0	0.753086419753086	61	TRUE	TRUE	FALSE	0.025	TRUE
OG_1101	113	77	77	77	0.950617283950617	OG0	0.950617283950617	77	TRUE	TRUE	TRUE	0	FALSE
OG_1102	119	71	74	71	0.876543209876543	OG0	0.876543209876543	71	TRUE	TRUE	TRUE	0	FALSE
OG_1103	89	74	76	74	0.91358024691358	OG0	0.91358024691358	74	TRUE	TRUE	TRUE	0	FALSE
OG_1105	119	77	77	77	0.950617283950617	OG0	0.938271604938272	76	TRUE	TRUE	TRUE	0	FALSE
OG_1107	90	68	70	68	0.839506172839506	OG0	0.839506172839506	68	TRUE	TRUE	TRUE	0	FALSE
OG_1108	88	66	72	66	0.814814814814815	OG0	0.814814814814815	66	TRUE	TRUE	TRUE	0	FALSE
OG_1109	102	76	76	76	0.938271604938272	OG0	0.938271604938272	76	TRUE	TRUE	TRUE	0	FALSE
OG_1110	106	71	75	71	0.876543209876543	OG0	0.876543209876543	71	TRUE	TRUE	TRUE	0	FALSE
OG_1111	131	69	73	69	0.851851851851852	OG1	0.851851851851852	69	TRUE	TRUE	TRUE	0	FALSE
OG_1113	114	73	77	73	0.901234567901235	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0.001	FALSE
OG_1114	89	74	76	74	0.91358024691358	OG0	0.91358024691358	74	TRUE	TRUE	TRUE	0.002	FALSE
OG_1115	81	48	63	48	0.592592592592593	OG1	0.592592592592593	48	FALSE	TRUE	FALSE	0	FALSE
OG_1116	89	76	77	76	0.938271604938272	OG0	0.925925925925926	75	TRUE	TRUE	TRUE	0.032	TRUE
OG_1117	81	75	76	75	0.925925925925926	OG0	0.925925925925926	75	TRUE	TRUE	TRUE	0	FALSE
OG_1118	111	61	64	61	0.753086419753086	OG0	0.753086419753086	61	TRUE	TRUE	TRUE	0	FALSE
OG_112	128	77	79	77	0.950617283950617	OG0	0.950617283950617	77	TRUE	TRUE	TRUE	0	FALSE
OG_1120	111	60	72	60	0.740740740740741	OG2	0.740740740740741	60	TRUE	TRUE	FALSE	0	FALSE
OG_1121	82	64	68	64	0.790123456790123	OG0	0.777777777777778	63	TRUE	TRUE	TRUE	0	FALSE
OG_1123	75	58	61	58	0.716049382716049	OG1	0.703703703703704	57	TRUE	TRUE	FALSE	0	FALSE
OG_1124	99	55	74	55	0.679012345679012	OG0	0.679012345679012	55	FALSE	TRUE	FALSE	0.012	TRUE
OG_1125	146	73	80	73	0.901234567901235	OG1	0.888888888888889	72	TRUE	TRUE	TRUE	0	FALSE
OG_1127	89	56	73	56	0.691358024691358	OG1	0.691358024691358	56	FALSE	TRUE	FALSE	0	FALSE
OG_1130	83	68	70	68	0.839506172839506	OG0	0.839506172839506	68	TRUE	TRUE	TRUE	0.002	FALSE
OG_1131	192	55	73	55	0.679012345679012	OG2	0.666666666666667	54	FALSE	TRUE	FALSE	0	FALSE
OG_1132	81	62	64	62	0.765432098765432	OG0	0.765432098765432	62	TRUE	TRUE	TRUE	0.032	TRUE
OG_1133	93	75	76	75	0.925925925925926	OG0	0.925925925925926	75	TRUE	TRUE	TRUE	0	FALSE
OG_1136	100	66	77	66	0.814814814814815	OG0	0.814814814814815	66	TRUE	TRUE	FALSE	0.166	TRUE
OG_1138	99	71	71	71	0.876543209876543	OG0	0.864197530864197	70	TRUE	TRUE	TRUE	0	FALSE
OG_1139	93	55	62	55	0.679012345679012	OG1	0.617283950617284	50	FALSE	TRUE	FALSE	0.029	TRUE
OG_114	71	42	66	42	0.518518518518518	OG0	0.518518518518518	42	FALSE	TRUE	FALSE	0.301	TRUE
OG_1140	95	70	74	70	0.864197530864197	OG0	0.864197530864197	70	TRUE	TRUE	TRUE	0	FALSE
OG_1141	82	73	73	73	0.901234567901235	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1142	88	67	68	67	0.827160493827161	OG0	0.827160493827161	67	TRUE	TRUE	FALSE	0	FALSE
OG_1144	77	63	66	63	0.777777777777778	OG0	0.777777777777778	63	TRUE	TRUE	TRUE	0	FALSE
OG_1145	97	73	75	73	0.901234567901235	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1146	107	71	77	71	0.876543209876543	OG0	0.876543209876543	71	TRUE	TRUE	TRUE	0.062	TRUE
OG_1147	97	77	77	77	0.950617283950617	OG0	0.938271604938272	76	TRUE	TRUE	TRUE	0	FALSE
OG_1148	97	70	73	70	0.864197530864197	OG0	0.851851851851852	69	TRUE	TRUE	TRUE	0.002	FALSE
OG_115	135	52	78	52	0.641975308641975	OG1	0.641975308641975	52	FALSE	TRUE	FALSE	0	FALSE
OG_1151	95	53	72	53	0.654320987654321	OG1	0.654320987654321	53	FALSE	TRUE	FALSE	0	FALSE
OG_1152	99	73	74	73	0.901234567901235	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1154	95	69	70	69	0.851851851851852	OG1	0.851851851851852	69	TRUE	TRUE	FALSE	0	FALSE
OG_1155	70	58	63	58	0.716049382716049	OG0	0.703703703703704	57	TRUE	TRUE	TRUE	0	FALSE
OG_1156	106	79	80	79	0.975308641975309	OG0	0.975308641975309	79	TRUE	TRUE	TRUE	0.193	TRUE
OG_1157	96	64	76	64	0.790123456790123	OG1	0.790123456790123	64	TRUE	TRUE	TRUE	0	FALSE
OG_1159	94	75	75	75	0.925925925925926	OG0	0.925925925925926	75	TRUE	TRUE	TRUE	0	FALSE
OG_1160	76	60	64	60	0.740740740740741	OG0	0.728395061728395	59	TRUE	TRUE	TRUE	0	FALSE
OG_1161	99	76	76	76	0.938271604938272	OG0	0.938271604938272	76	TRUE	TRUE	TRUE	0	FALSE
OG_1163	87	60	61	60	0.740740740740741	OG0	0.740740740740741	60	TRUE	TRUE	TRUE	0	FALSE
OG_1164	92	76	78	76	0.938271604938272	OG0	0.938271604938272	76	TRUE	TRUE	TRUE	0	FALSE
OG_1166	100	71	75	71	0.876543209876543	OG0	0.876543209876543	71	TRUE	TRUE	TRUE	0.57	TRUE
OG_1167	89	63	72	63	0.777777777777778	OG0	0.777777777777778	63	TRUE	TRUE	FALSE	0.031	TRUE
OG_1168	93	58	63	58	0.716049382716049	OG0	0.716049382716049	58	TRUE	TRUE	FALSE	0	FALSE
OG_1169	82	68	69	68	0.839506172839506	OG0	0.827160493827161	67	TRUE	TRUE	FALSE	0.002	FALSE
OG_1170	77	64	68	64	0.790123456790123	OG0	0.790123456790123	64	TRUE	TRUE	TRUE	0.962	TRUE
OG_1173	85	69	71	69	0.851851851851852	OG0	0.851851851851852	69	TRUE	TRUE	TRUE	0.003	FALSE
OG_1174	83	69	70	69	0.851851851851852	OG0	0.851851851851852	69	TRUE	TRUE	TRUE	0.022	TRUE
OG_1176	74	57	62	57	0.703703703703704	OG0	0.703703703703704	57	TRUE	TRUE	TRUE	0.605	TRUE
OG_1178	80	69	69	69	0.851851851851852	OG0	0.851851851851852	69	TRUE	TRUE	TRUE	0.021	TRUE
OG_1180	96	71	73	71	0.876543209876543	OG0	0.864197530864197	70	TRUE	TRUE	TRUE	0	FALSE
OG_1182	145	80	81	80	0.987654320987654	OG0	0.987654320987654	80	TRUE	TRUE	TRUE	0	FALSE
OG_1184	146	59	78	59	0.728395061728395	OG1	0.728395061728395	59	TRUE	TRUE	FALSE	0	FALSE
OG_1185	86	74	77	74	0.91358024691358	OG0	0.91358024691358	74	TRUE	TRUE	TRUE	0.006	FALSE
OG_1186	107	71	71	71	0.876543209876543	OG0	0.876543209876543	71	TRUE	TRUE	TRUE	0	FALSE
OG_1187	89	50	67	50	0.617283950617284	OG1	0.617283950617284	50	FALSE	TRUE	FALSE	0	FALSE
OG_1188	125	77	79	77	0.950617283950617	OG0	0.950617283950617	77	TRUE	TRUE	TRUE	0	FALSE
OG_1191	99	75	76	75	0.925925925925926	OG0	0.925925925925926	75	TRUE	TRUE	TRUE	0	FALSE
OG_1192	88	71	74	71	0.876543209876543	OG0	0.876543209876543	71	TRUE	TRUE	TRUE	0.033	TRUE
OG_1193	89	68	69	68	0.839506172839506	OG0	0.839506172839506	68	TRUE	TRUE	TRUE	0	FALSE
OG_1194	96	67	71	67	0.827160493827161	OG0	0.827160493827161	67	TRUE	TRUE	TRUE	0	FALSE
OG_1195	103	76	77	76	0.938271604938272	OG0	0.938271604938272	76	TRUE	TRUE	TRUE	0	FALSE
OG_1197	75	61	64	61	0.753086419753086	OG0	0.753086419753086	61	TRUE	TRUE	TRUE	0	FALSE
OG_12	100	77	77	77	0.950617283950617	OG2	0.950617283950617	77	TRUE	TRUE	TRUE	0	FALSE
OG_1200	110	73	75	73	0.901234567901235	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1201	72	62	64	62	0.765432098765432	OG0	0.765432098765432	62	TRUE	TRUE	TRUE	0	FALSE
OG_1203	103	76	78	76	0.938271604938272	OG0	0.938271604938272	76	TRUE	TRUE	TRUE	0	FALSE
OG_1205	80	63	65	63	0.777777777777778	OG0	0.777777777777778	63	TRUE	TRUE	TRUE	0	FALSE
OG_1206	86	70	71	70	0.864197530864197	OG0	0.864197530864197	70	TRUE	TRUE	TRUE	0.014	TRUE
OG_1207	97	73	73	73	0.901234567901235	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1208	110	48	77	48	0.592592592592593	OG4	0.592592592592593	48	FALSE	TRUE	FALSE	0.001	FALSE
OG_1209	91	53	70	53	0.654320987654321	OG1	0.654320987654321	53	FALSE	TRUE	FALSE	0	FALSE
OG_121	102	59	71	59	0.728395061728395	OG1	0.728395061728395	59	TRUE	TRUE	FALSE	0	FALSE
OG_1210	80	67	68	67	0.827160493827161	OG0	0.827160493827161	67	TRUE	TRUE	TRUE	0.001	FALSE
OG_1212	65	26	61	26	0.320987654320988	OG0	0.320987654320988	26	FALSE	TRUE	FALSE	0.008	FALSE
OG_1214	96	77	78	77	0.950617283950617	OG0	0.950617283950617	77	TRUE	TRUE	TRUE	0.856	TRUE
OG_1217	80	40	70	40	0.493827160493827	OG1	0.493827160493827	40	FALSE	TRUE	FALSE	0.052	TRUE
OG_1218	77	67	71	67	0.827160493827161	OG0	0.827160493827161	67	TRUE	TRUE	TRUE	0.008	FALSE
OG_1219	84	69	72	69	0.851851851851852	OG0	0.851851851851852	69	TRUE	TRUE	TRUE	0	FALSE
OG_1220	76	54	64	54	0.666666666666667	OG0	0.666666666666667	54	FALSE	TRUE	FALSE	0.2	TRUE
OG_1221	78	46	68	46	0.567901234567901	OG1	0.567901234567901	46	FALSE	TRUE	FALSE	0.124	TRUE
OG_1222	93	69	73	69	0.851851851851852	OG1	0.839506172839506	68	TRUE	TRUE	TRUE	0.004	FALSE
OG_1223	67	60	63	60	0.740740740740741	OG0	0.740740740740741	60	TRUE	TRUE	TRUE	0.452	TRUE
OG_1225	123	60	78	60	0.740740740740741	OG1	0.740740740740741	60	TRUE	TRUE	FALSE	0	FALSE
OG_1226	112	64	73	64	0.790123456790123	OG1	0.790123456790123	64	TRUE	TRUE	FALSE	0	FALSE
OG_1227	90	65	73	65	0.802469135802469	OG0	0.802469135802469	65	TRUE	TRUE	TRUE	0.005	FALSE
OG_1229	83	60	63	60	0.740740740740741	OG0	0.740740740740741	60	TRUE	TRUE	TRUE	0	FALSE
OG_123	85	72	72	72	0.888888888888889	OG0	0.888888888888889	72	TRUE	TRUE	TRUE	0	FALSE
OG_1231	103	77	78	77	0.950617283950617	OG0	0.950617283950617	77	TRUE	TRUE	TRUE	0	FALSE
OG_1234	96	73	74	73	0.901234567901235	OG1	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1235	105	79	79	79	0.975308641975309	OG0	0.975308641975309	79	TRUE	TRUE	TRUE	0	FALSE
OG_1236	145	79	79	79	0.975308641975309	OG0	0.975308641975309	79	TRUE	TRUE	TRUE	0	FALSE
OG_1237	86	34	66	34	0.419753086419753	OG3	0.419753086419753	34	FALSE	TRUE	FALSE	0.022	TRUE
OG_1238	125	46	81	46	0.567901234567901	OG2	0.567901234567901	46	FALSE	TRUE	FALSE	0.001	FALSE
OG_1240	111	77	79	77	0.950617283950617	OG1	0.950617283950617	77	TRUE	TRUE	TRUE	0.017	TRUE
OG_1241	98	73	76	73	0.901234567901235	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1242	85	70	72	70	0.864197530864197	OG0	0.864197530864197	70	TRUE	TRUE	TRUE	0	FALSE
OG_1243	93	22	75	22	0.271604938271605	OG0	0.271604938271605	22	FALSE	TRUE	FALSE	0.19	TRUE
OG_1245	98	73	75	73	0.901234567901235	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1247	90	63	70	63	0.777777777777778	OG0	0.777777777777778	63	TRUE	TRUE	TRUE	1	TRUE
OG_1248	100	67	75	67	0.827160493827161	OG0	0.814814814814815	66	TRUE	TRUE	TRUE	0	FALSE
OG_1249	104	47	67	47	0.580246913580247	OG0	0.580246913580247	47	FALSE	TRUE	FALSE	0	FALSE
OG_1250	109	61	70	61	0.753086419753086	OG1	0.753086419753086	61	TRUE	TRUE	FALSE	0	FALSE
OG_1251	89	71	72	71	0.876543209876543	OG0	0.876543209876543	71	TRUE	TRUE	TRUE	0	FALSE
OG_1252	115	72	75	72	0.888888888888889	OG0	0.802469135802469	65	TRUE	TRUE	TRUE	0.004	FALSE
OG_1253	96	59	77	59	0.728395061728395	OG0	0.728395061728395	59	TRUE	TRUE	FALSE	0.067	TRUE
OG_1254	80	59	61	59	0.728395061728395	OG0	0.728395061728395	59	TRUE	TRUE	FALSE	0.032	TRUE
OG_1255	114	74	76	74	0.91358024691358	OG0	0.91358024691358	74	TRUE	TRUE	TRUE	0	FALSE
OG_1258	93	54	74	54	0.666666666666667	OG1	0.666666666666667	54	FALSE	TRUE	FALSE	0.982	TRUE
OG_1259	98	74	75	74	0.91358024691358	OG0	0.91358024691358	74	TRUE	TRUE	TRUE	0	FALSE
OG_1260	91	71	73	71	0.876543209876543	OG0	0.876543209876543	71	TRUE	TRUE	TRUE	0	FALSE
OG_1261	80	66	69	66	0.814814814814815	OG0	0.814814814814815	66	TRUE	TRUE	TRUE	0	FALSE
OG_1262	90	74	76	74	0.91358024691358	OG0	0.91358024691358	74	TRUE	TRUE	TRUE	0.978	TRUE
OG_1263	89	72	76	72	0.888888888888889	OG0	0.888888888888889	72	TRUE	TRUE	TRUE	0	FALSE
OG_1264	118	35	74	35	0.432098765432099	OG0	0.432098765432099	35	FALSE	TRUE	FALSE	0	FALSE
OG_1266	78	69	70	69	0.851851851851852	OG0	0.851851851851852	69	TRUE	TRUE	TRUE	0	FALSE
OG_1267	107	74	74	74	0.91358024691358	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1268	106	78	78	78	0.962962962962963	OG0	0.962962962962963	78	TRUE	TRUE	TRUE	0	FALSE
OG_127	96	70	72	70	0.864197530864197	OG0	0.864197530864197	70	TRUE	TRUE	TRUE	0.047	TRUE
OG_1272	80	69	69	69	0.851851851851852	OG0	0.851851851851852	69	TRUE	TRUE	TRUE	0	FALSE
OG_1279	112	75	75	75	0.925925925925926	OG0	0.925925925925926	75	TRUE	TRUE	TRUE	0	FALSE
OG_128	95	71	71	71	0.876543209876543	OG0	0.876543209876543	71	TRUE	TRUE	TRUE	0	FALSE
OG_1281	82	68	72	68	0.839506172839506	OG0	0.839506172839506	68	TRUE	TRUE	TRUE	0.995	TRUE
OG_1282	86	66	68	66	0.814814814814815	OG0	0.814814814814815	66	TRUE	TRUE	TRUE	0.121	TRUE
OG_1285	75	70	71	70	0.864197530864197	OG0	0.864197530864197	70	TRUE	TRUE	TRUE	0.063	TRUE
OG_1286	74	40	61	40	0.493827160493827	OG2	0.493827160493827	40	FALSE	TRUE	FALSE	0.057	TRUE
OG_1288	81	69	73	69	0.851851851851852	OG0	0.839506172839506	68	TRUE	TRUE	TRUE	0	FALSE
OG_1289	83	56	69	56	0.691358024691358	OG1	0.691358024691358	56	FALSE	TRUE	TRUE	0.907	TRUE
OG_1290	76	61	66	61	0.753086419753086	OG0	0.740740740740741	60	TRUE	TRUE	TRUE	0	FALSE
OG_1291	99	75	76	75	0.925925925925926	OG0	0.925925925925926	75	TRUE	TRUE	TRUE	0	FALSE
OG_1292	101	54	75	54	0.666666666666667	OG1	0.666666666666667	54	FALSE	TRUE	FALSE	0	FALSE
OG_1294	93	52	68	52	0.641975308641975	OG1	0.62962962962963	51	FALSE	TRUE	TRUE	0.001	FALSE
OG_1297	109	70	77	70	0.864197530864197	OG1	0.864197530864197	70	TRUE	TRUE	TRUE	0.001	FALSE
OG_1298	76	36	64	36	0.444444444444444	OG1	0.444444444444444	36	FALSE	TRUE	FALSE	0.008	FALSE
OG_1299	97	78	80	78	0.962962962962963	OG0	0.950617283950617	77	TRUE	TRUE	TRUE	0.058	TRUE
OG_13	88	48	67	48	0.592592592592593	OG1	0.592592592592593	48	FALSE	TRUE	FALSE	0	FALSE
OG_130	126	67	77	67	0.827160493827161	OG0	0.827160493827161	67	TRUE	TRUE	TRUE	0.18	TRUE
OG_1300	113	57	72	57	0.703703703703704	OG1	0.691358024691358	56	FALSE	TRUE	FALSE	0.015	TRUE
OG_1304	100	75	75	75	0.925925925925926	OG0	0.901234567901235	73	TRUE	TRUE	TRUE	0	FALSE
OG_1305	102	50	77	50	0.617283950617284	OG1	0.617283950617284	50	FALSE	TRUE	FALSE	0.089	TRUE
OG_1306	98	76	76	76	0.938271604938272	OG0	0.938271604938272	76	TRUE	TRUE	TRUE	0.217	TRUE
OG_1307	111	43	76	43	0.530864197530864	OG0	0.530864197530864	43	FALSE	TRUE	FALSE	0	FALSE
OG_1308	119	62	80	62	0.765432098765432	OG0	0.765432098765432	62	TRUE	TRUE	FALSE	0	FALSE
OG_1309	88	75	77	75	0.925925925925926	OG0	0.91358024691358	74	TRUE	TRUE	TRUE	0	FALSE
OG_131	76	48	69	48	0.592592592592593	OG0	0.592592592592593	48	FALSE	TRUE	FALSE	0.783	TRUE
OG_1310	92	72	72	72	0.888888888888889	OG0	0.888888888888889	72	TRUE	TRUE	TRUE	0	FALSE
OG_1311	97	78	78	78	0.962962962962963	OG0	0.962962962962963	78	TRUE	TRUE	TRUE	0.094	TRUE
