orthogroup	genes_input	genes_output	species_input	species_output	occupancy_output	kept_orthogroup
OG_1061	92	78	78	78	0.962962962962963	OG0
OG_1062	104	78	79	78	0.962962962962963	OG0
OG_1063	80	63	68	63	0.777777777777778	OG0
OG_1064	95	70	74	70	0.864197530864197	OG0
OG_1066	94	74	75	74	0.91358024691358	OG0
OG_1067	89	74	74	74	0.91358024691358	OG0
OG_107	70	47	61	47	0.580246913580247	OG0
OG_1071	83	54	71	54	0.666666666666667	OG1
OG_1072	117	78	79	78	0.962962962962963	OG0
OG_1073	94	74	75	74	0.91358024691358	OG0
OG_1074	78	65	67	65	0.802469135802469	OG0
OG_1075	85	67	70	67	0.827160493827161	OG0
OG_1076	85	75	77	75	0.925925925925926	OG0
OG_1077	89	70	70	70	0.864197530864197	OG0
OG_1079	92	55	74	55	0.679012345679012	OG1
OG_108	186	31	66	31	0.382716049382716	OG3
OG_1080	119	77	78	77	0.950617283950617	OG0
OG_1081	92	50	73	50	0.617283950617284	OG1
OG_1082	95	68	69	68	0.839506172839506	OG0
OG_1083	108	65	69	65	0.802469135802469	OG0
OG_1085	104	81	81	81	1	OG0
OG_1086	120	74	79	74	0.91358024691358	OG0
OG_1088	73	56	61	56	0.691358024691358	OG0
OG_1089	92	78	79	78	0.962962962962963	OG0
OG_1090	82	70	71	70	0.864197530864197	OG0
OG_1092	81	60	60	60	0.740740740740741	OG0
OG_1093	78	66	70	66	0.814814814814815	OG0
OG_1096	83	68	73	68	0.839506172839506	OG0
OG_1097	87	64	65	64	0.790123456790123	OG0
OG_1098	94	68	69	68	0.839506172839506	OG0
OG_1099	86	70	70	70	0.864197530864197	OG0
OG_110	92	77	77	77	0.950617283950617	OG0
OG_1100	119	61	79	61	0.753086419753086	OG0
OG_1101	113	77	77	77	0.950617283950617	OG0
OG_1102	119	71	74	71	0.876543209876543	OG0
OG_1103	89	74	76	74	0.91358024691358	OG0
OG_1105	119	77	77	77	0.950617283950617	OG0
OG_1107	90	68	70	68	0.839506172839506	OG0
OG_1108	88	66	72	66	0.814814814814815	OG0
OG_1109	102	76	76	76	0.938271604938272	OG0
OG_1110	106	71	75	71	0.876543209876543	OG0
OG_1111	131	69	73	69	0.851851851851852	OG1
OG_1113	114	73	77	73	0.901234567901235	OG0
OG_1114	89	74	76	74	0.91358024691358	OG0
OG_1115	81	48	63	48	0.592592592592593	OG1
OG_1116	89	76	77	76	0.938271604938272	OG0
OG_1117	81	75	76	75	0.925925925925926	OG0
OG_1118	111	61	64	61	0.753086419753086	OG0
OG_112	128	77	79	77	0.950617283950617	OG0
OG_1120	111	60	72	60	0.740740740740741	OG2
OG_1121	82	64	68	64	0.790123456790123	OG0
OG_1123	75	58	61	58	0.716049382716049	OG1
OG_1124	99	55	74	55	0.679012345679012	OG0
OG_1125	146	73	80	73	0.901234567901235	OG1
OG_1127	89	56	73	56	0.691358024691358	OG1
OG_1130	83	68	70	68	0.839506172839506	OG0
OG_1131	192	55	73	55	0.679012345679012	OG2
OG_1132	81	62	64	62	0.765432098765432	OG0
OG_1133	93	75	76	75	0.925925925925926	OG0
OG_1136	100	66	77	66	0.814814814814815	OG0
OG_1138	99	71	71	71	0.876543209876543	OG0
OG_1139	93	55	62	55	0.679012345679012	OG1
OG_114	71	42	66	42	0.518518518518518	OG0
OG_1140	95	70	74	70	0.864197530864197	OG0
OG_1141	82	73	73	73	0.901234567901235	OG0
OG_1142	88	67	68	67	0.827160493827161	OG0
OG_1144	77	63	66	63	0.777777777777778	OG0
OG_1145	97	73	75	73	0.901234567901235	OG0
OG_1146	107	71	77	71	0.876543209876543	OG0
OG_1147	97	77	77	77	0.950617283950617	OG0
OG_1148	97	70	73	70	0.864197530864197	OG0
OG_115	135	52	78	52	0.641975308641975	OG1
OG_1151	95	53	72	53	0.654320987654321	OG1
OG_1152	99	73	74	73	0.901234567901235	OG0
OG_1154	95	69	70	69	0.851851851851852	OG1
OG_1155	70	58	63	58	0.716049382716049	OG0
OG_1156	106	79	80	79	0.975308641975309	OG0
OG_1157	96	64	76	64	0.790123456790123	OG1
OG_1159	94	75	75	75	0.925925925925926	OG0
OG_1160	76	60	64	60	0.740740740740741	OG0
OG_1161	99	76	76	76	0.938271604938272	OG0
OG_1163	87	60	61	60	0.740740740740741	OG0
OG_1164	92	76	78	76	0.938271604938272	OG0
OG_1166	100	71	75	71	0.876543209876543	OG0
OG_1167	89	63	72	63	0.777777777777778	OG0
OG_1168	93	58	63	58	0.716049382716049	OG0
OG_1169	82	68	69	68	0.839506172839506	OG0
OG_1170	77	64	68	64	0.790123456790123	OG0
OG_1173	85	69	71	69	0.851851851851852	OG0
OG_1174	83	69	70	69	0.851851851851852	OG0
OG_1176	74	57	62	57	0.703703703703704	OG0
OG_1178	80	69	69	69	0.851851851851852	OG0
OG_1180	96	71	73	71	0.876543209876543	OG0
OG_1182	145	80	81	80	0.987654320987654	OG0
OG_1184	146	59	78	59	0.728395061728395	OG1
OG_1185	86	74	77	74	0.91358024691358	OG0
OG_1186	107	71	71	71	0.876543209876543	OG0
OG_1187	89	50	67	50	0.617283950617284	OG1
OG_1188	125	77	79	77	0.950617283950617	OG0
OG_1191	99	75	76	75	0.925925925925926	OG0
OG_1192	88	71	74	71	0.876543209876543	OG0
OG_1193	89	68	69	68	0.839506172839506	OG0
OG_1194	96	67	71	67	0.827160493827161	OG0
OG_1195	103	76	77	76	0.938271604938272	OG0
OG_1197	75	61	64	61	0.753086419753086	OG0
OG_12	100	77	77	77	0.950617283950617	OG2
OG_1200	110	73	75	73	0.901234567901235	OG0
OG_1201	72	62	64	62	0.765432098765432	OG0
OG_1203	103	76	78	76	0.938271604938272	OG0
OG_1205	80	63	65	63	0.777777777777778	OG0
OG_1206	86	70	71	70	0.864197530864197	OG0
OG_1207	97	73	73	73	0.901234567901235	OG0
OG_1208	110	48	77	48	0.592592592592593	OG4
OG_1209	91	53	70	53	0.654320987654321	OG1
OG_121	102	59	71	59	0.728395061728395	OG1
OG_1210	80	67	68	67	0.827160493827161	OG0
OG_1212	65	26	61	26	0.320987654320988	OG0
OG_1214	96	77	78	77	0.950617283950617	OG0
OG_1217	80	40	70	40	0.493827160493827	OG1
OG_1218	77	67	71	67	0.827160493827161	OG0
OG_1219	84	69	72	69	0.851851851851852	OG0
OG_1220	76	54	64	54	0.666666666666667	OG0
OG_1221	78	46	68	46	0.567901234567901	OG1
OG_1222	93	69	73	69	0.851851851851852	OG1
OG_1223	67	60	63	60	0.740740740740741	OG0
OG_1225	123	60	78	60	0.740740740740741	OG1
OG_1226	112	64	73	64	0.790123456790123	OG1
OG_1227	90	65	73	65	0.802469135802469	OG0
OG_1229	83	60	63	60	0.740740740740741	OG0
OG_123	85	72	72	72	0.888888888888889	OG0
OG_1231	103	77	78	77	0.950617283950617	OG0
OG_1234	96	73	74	73	0.901234567901235	OG1
OG_1235	105	79	79	79	0.975308641975309	OG0
OG_1236	145	79	79	79	0.975308641975309	OG0
OG_1237	86	34	66	34	0.419753086419753	OG3
OG_1238	125	46	81	46	0.567901234567901	OG2
OG_1240	111	77	79	77	0.950617283950617	OG1
OG_1241	98	73	76	73	0.901234567901235	OG0
OG_1242	85	70	72	70	0.864197530864197	OG0
OG_1243	93	22	75	22	0.271604938271605	OG0
OG_1245	98	73	75	73	0.901234567901235	OG0
OG_1247	90	63	70	63	0.777777777777778	OG0
OG_1248	100	67	75	67	0.827160493827161	OG0
OG_1249	104	47	67	47	0.580246913580247	OG0
OG_1250	109	61	70	61	0.753086419753086	OG1
OG_1251	89	71	72	71	0.876543209876543	OG0
OG_1252	115	72	75	72	0.888888888888889	OG0
OG_1253	96	59	77	59	0.728395061728395	OG0
OG_1254	80	59	61	59	0.728395061728395	OG0
OG_1255	114	74	76	74	0.91358024691358	OG0
OG_1258	93	54	74	54	0.666666666666667	OG1
OG_1259	98	74	75	74	0.91358024691358	OG0
OG_1260	91	71	73	71	0.876543209876543	OG0
OG_1261	80	66	69	66	0.814814814814815	OG0
OG_1262	90	74	76	74	0.91358024691358	OG0
OG_1263	89	72	76	72	0.888888888888889	OG0
OG_1264	118	35	74	35	0.432098765432099	OG0
OG_1266	78	69	70	69	0.851851851851852	OG0
OG_1267	107	74	74	74	0.91358024691358	OG0
OG_1268	106	78	78	78	0.962962962962963	OG0
OG_127	96	70	72	70	0.864197530864197	OG0
OG_1272	80	69	69	69	0.851851851851852	OG0
OG_1279	112	75	75	75	0.925925925925926	OG0
OG_128	95	71	71	71	0.876543209876543	OG0
OG_1281	82	68	72	68	0.839506172839506	OG0
OG_1282	86	66	68	66	0.814814814814815	OG0
OG_1285	75	70	71	70	0.864197530864197	OG0
OG_1286	74	40	61	40	0.493827160493827	OG2
OG_1288	81	69	73	69	0.851851851851852	OG0
OG_1289	83	56	69	56	0.691358024691358	OG1
OG_1290	76	61	66	61	0.753086419753086	OG0
OG_1291	99	75	76	75	0.925925925925926	OG0
OG_1292	101	54	75	54	0.666666666666667	OG1
OG_1294	93	52	68	52	0.641975308641975	OG1
OG_1297	109	70	77	70	0.864197530864197	OG1
OG_1298	76	36	64	36	0.444444444444444	OG1
OG_1299	97	78	80	78	0.962962962962963	OG0
OG_13	88	48	67	48	0.592592592592593	OG1
OG_130	126	67	77	67	0.827160493827161	OG0
OG_1300	113	57	72	57	0.703703703703704	OG1
OG_1304	100	75	75	75	0.925925925925926	OG0
OG_1305	102	50	77	50	0.617283950617284	OG1
OG_1306	98	76	76	76	0.938271604938272	OG0
OG_1307	111	43	76	43	0.530864197530864	OG0
OG_1308	119	62	80	62	0.765432098765432	OG0
OG_1309	88	75	77	75	0.925925925925926	OG0
OG_131	76	48	69	48	0.592592592592593	OG0
OG_1310	92	72	72	72	0.888888888888889	OG0
OG_1311	97	78	78	78	0.962962962962963	OG0
OG_1313	106	65	76	65	0.802469135802469	OG0
OG_1314	76	58	60	58	0.716049382716049	OG0
OG_1315	76	55	64	55	0.679012345679012	OG0
OG_1317	68	59	62	59	0.728395061728395	OG0
OG_1318	97	72	76	72	0.888888888888889	OG0
OG_132	80	63	65	63	0.777777777777778	OG0
OG_1321	94	56	77	56	0.691358024691358	OG1
OG_1322	86	42	73	42	0.518518518518518	OG1
OG_1323	120	72	77	72	0.888888888888889	OG0
OG_1327	84	63	64	63	0.777777777777778	OG0
OG_1328	96	68	71	68	0.839506172839506	OG0
OG_133	109	45	66	45	0.555555555555556	OG1
OG_1330	88	69	72	69	0.851851851851852	OG0
OG_1331	86	64	68	64	0.790123456790123	OG0
OG_1332	116	59	78	59	0.728395061728395	OG0
OG_1333	101	73	75	73	0.901234567901235	OG0
OG_1334	99	56	74	56	0.691358024691358	OG1
OG_1335	83	72	75	72	0.888888888888889	OG0
OG_1336	77	61	69	61	0.753086419753086	OG0
OG_1337	110	61	79	61	0.753086419753086	OG1
OG_1339	104	76	78	76	0.938271604938272	OG0
OG_134	112	79	80	79	0.975308641975309	OG0
OG_1341	100	70	75	70	0.864197530864197	OG0
OG_1342	136	75	76	75	0.925925925925926	OG1
OG_1343	163	77	80	77	0.950617283950617	OG0
OG_1345	109	50	79	50	0.617283950617284	OG2
OG_1346	100	69	76	69	0.851851851851852	OG0
OG_1347	90	69	72	69	0.851851851851852	OG0
OG_1348	92	68	72	68	0.839506172839506	OG1
OG_1349	104	73	78	73	0.901234567901235	OG0
OG_135	92	35	67	35	0.432098765432099	OG1
OG_1350	96	72	73	72	0.888888888888889	OG0
OG_1351	84	63	68	63	0.777777777777778	OG1
OG_1354	91	70	71	70	0.864197530864197	OG0
OG_1355	89	66	69	66	0.814814814814815	OG0
OG_1356	91	76	77	76	0.938271604938272	OG0
OG_1357	82	68	70	68	0.839506172839506	OG0
OG_1359	100	72	75	72	0.888888888888889	OG2
OG_1360	70	55	61	55	0.679012345679012	OG0
OG_1362	91	76	77	76	0.938271604938272	OG0
OG_1363	130	62	80	62	0.765432098765432	OG1
OG_1365	84	67	74	67	0.827160493827161	OG0
OG_1366	112	79	80	79	0.975308641975309	OG0
OG_1367	86	68	69	68	0.839506172839506	OG0
OG_137	109	61	79	61	0.753086419753086	OG1
OG_1370	113	61	61	61	0.753086419753086	OG0
OG_1371	101	37	68	37	0.45679012345679	OG1
OG_1372	93	51	72	51	0.62962962962963	OG1
OG_1373	85	62	74	62	0.765432098765432	OG1
OG_1374	90	53	71	53	0.654320987654321	OG1
OG_1375	95	73	74	73	0.901234567901235	OG0
OG_1378	95	79	79	79	0.975308641975309	OG0
OG_138	107	75	79	75	0.925925925925926	OG1
OG_1384	126	30	80	30	0.37037037037037	OG1
OG_1385	93	65	74	65	0.802469135802469	OG0
OG_1386	88	67	71	67	0.827160493827161	OG0
OG_1387	88	54	71	54	0.666666666666667	OG1
OG_1389	79	61	61	61	0.753086419753086	OG0
OG_139	147	66	73	66	0.814814814814815	OG0
OG_1390	85	70	74	70	0.864197530864197	OG0
OG_1391	75	64	65	64	0.790123456790123	OG0
OG_1392	133	76	79	76	0.938271604938272	OG0
OG_1393	107	80	80	80	0.987654320987654	OG0
OG_1395	95	55	76	55	0.679012345679012	OG1
OG_140	88	60	62	60	0.740740740740741	OG0
OG_1401	75	55	68	55	0.679012345679012	OG0
OG_1402	75	39	61	39	0.481481481481481	OG1
OG_1403	97	43	76	43	0.530864197530864	OG3
OG_1405	119	60	67	60	0.740740740740741	OG1
OG_1406	103	67	72	67	0.827160493827161	OG0
OG_1407	87	72	74	72	0.888888888888889	OG0
OG_1408	80	62	65	62	0.765432098765432	OG0
OG_141	92	73	73	73	0.901234567901235	OG0
OG_1410	82	67	72	67	0.827160493827161	OG0
OG_1412	88	66	71	66	0.814814814814815	OG1
OG_1416	77	38	70	38	0.469135802469136	OG2
OG_1417	105	76	76	76	0.938271604938272	OG0
OG_1419	75	65	67	65	0.802469135802469	OG0
OG_142	162	67	79	67	0.827160493827161	OG2
OG_1421	212	37	76	37	0.45679012345679	OG2
OG_1422	80	60	68	60	0.740740740740741	OG0
OG_1423	94	74	76	74	0.91358024691358	OG0
OG_1425	101	69	69	69	0.851851851851852	OG0
OG_1426	115	60	78	60	0.740740740740741	OG1
OG_143	78	60	65	60	0.740740740740741	OG0
OG_1432	94	52	69	52	0.641975308641975	OG1
OG_1433	90	36	71	36	0.444444444444444	OG0
OG_1436	76	46	65	46	0.567901234567901	OG1
OG_1437	115	59	75	59	0.728395061728395	OG0
OG_1438	106	49	62	49	0.604938271604938	OG1
OG_144	80	55	71	55	0.679012345679012	OG1
OG_1442	100	60	76	60	0.740740740740741	OG1
OG_1443	95	72	75	72	0.888888888888889	OG0
OG_1444	104	26	75	26	0.320987654320988	OG3
OG_1445	104	40	76	40	0.493827160493827	OG0
OG_1447	113	58	80	58	0.716049382716049	OG3
OG_145	84	67	70	67	0.827160493827161	OG0
OG_1450	129	66	71	66	0.814814814814815	OG1
OG_1451	96	58	76	58	0.716049382716049	OG2
OG_1453	98	60	64	60	0.740740740740741	OG0
OG_1454	86	49	72	49	0.604938271604938	OG1
OG_1458	116	59	76	59	0.728395061728395	OG2
OG_1465	89	57	67	57	0.703703703703704	OG0
OG_1466	86	73	75	73	0.901234567901235	OG0
OG_1467	116	75	77	75	0.925925925925926	OG0
OG_1468	88	66	68	66	0.814814814814815	OG0
OG_147	114	44	79	44	0.54320987654321	OG2
OG_1470	163	46	80	46	0.567901234567901	OG1
OG_1473	139	78	78	78	0.962962962962963	OG0
OG_1477	67	49	62	49	0.604938271604938	OG1
OG_1478	78	59	67	59	0.728395061728395	OG0
OG_148	85	47	71	47	0.580246913580247	OG1
OG_1481	75	65	69	65	0.802469135802469	OG1
OG_1482	69	58	61	58	0.716049382716049	OG0
OG_1483	91	70	71	70	0.864197530864197	OG0
OG_1485	87	66	66	66	0.814814814814815	OG0
OG_1486	94	59	74	59	0.728395061728395	OG1
OG_1487	118	72	75	72	0.888888888888889	OG1
OG_1489	100	74	75	74	0.91358024691358	OG0
OG_1491	80	67	69	67	0.827160493827161	OG0
OG_1492	83	42	68	42	0.518518518518518	OG1
OG_1496	73	61	63	61	0.753086419753086	OG0
OG_15	108	73	77	73	0.901234567901235	OG0
OG_150	134	50	77	50	0.617283950617284	OG1
OG_1501	82	63	66	63	0.777777777777778	OG1
OG_1502	102	47	78	47	0.580246913580247	OG1
OG_1504	94	38	69	38	0.469135802469136	OG3
OG_1508	77	61	66	61	0.753086419753086	OG1
OG_1509	113	65	77	65	0.802469135802469	OG1
OG_1510	87	74	76	74	0.91358024691358	OG0
OG_1511	83	65	69	65	0.802469135802469	OG0
OG_1513	102	64	80	64	0.790123456790123	OG1
OG_1518	139	78	80	78	0.962962962962963	OG0
OG_1521	91	74	77	74	0.91358024691358	OG0
OG_1522	122	68	79	68	0.839506172839506	OG0
OG_1523	102	67	79	67	0.827160493827161	OG1
OG_1525	98	76	78	76	0.938271604938272	OG0
OG_1526	69	60	61	60	0.740740740740741	OG0
OG_1527	86	44	64	44	0.54320987654321	OG2
OG_1528	90	55	75	55	0.679012345679012	OG1
OG_153	110	77	77	77	0.950617283950617	OG0
OG_1531	115	70	71	70	0.864197530864197	OG1
OG_1533	120	29	78	29	0.358024691358025	OG9
OG_1534	106	45	75	45	0.555555555555556	OG2
OG_1536	106	70	73	70	0.864197530864197	OG1
OG_1537	95	70	72	70	0.864197530864197	OG0
OG_1538	90	64	68	64	0.790123456790123	OG0
OG_154	98	61	69	61	0.753086419753086	OG1
OG_1540	106	56	75	56	0.691358024691358	OG1
OG_1542	97	34	77	34	0.419753086419753	OG3
OG_1545	108	60	78	60	0.740740740740741	OG0
OG_155	131	62	80	62	0.765432098765432	OG1
OG_1552	117	48	70	48	0.592592592592593	OG1
OG_1553	106	70	72	70	0.864197530864197	OG0
OG_1554	107	77	78	77	0.950617283950617	OG0
OG_1557	147	44	77	44	0.54320987654321	OG1
OG_1558	110	73	78	73	0.901234567901235	OG1
OG_156	91	74	74	74	0.91358024691358	OG0
OG_1560	85	60	62	60	0.740740740740741	OG0
OG_1561	84	74	75	74	0.91358024691358	OG0
OG_1565	87	60	65	60	0.740740740740741	OG0
OG_1566	110	73	76	73	0.901234567901235	OG0
OG_1567	111	33	74	33	0.407407407407407	OG4
OG_1568	86	47	64	47	0.580246913580247	OG1
OG_1569	113	67	76	67	0.827160493827161	OG0
OG_157	140	74	78	74	0.91358024691358	OG0
OG_1574	101	36	78	36	0.444444444444444	OG3
OG_1575	93	64	68	64	0.790123456790123	OG0
OG_1579	113	60	74	60	0.740740740740741	OG1
OG_158	98	72	78	72	0.888888888888889	OG0
OG_1580	100	50	73	50	0.617283950617284	OG1
OG_1581	88	66	66	66	0.814814814814815	OG0
OG_1582	145	77	79	77	0.950617283950617	OG0
OG_1584	226	36	78	36	0.444444444444444	OG6
OG_1589	110	61	63	61	0.753086419753086	OG2
OG_16	97	72	76	72	0.888888888888889	OG1
OG_160	79	63	67	63	0.777777777777778	OG0
OG_1600	117	78	79	78	0.962962962962963	OG0
OG_1602	93	72	76	72	0.888888888888889	OG0
OG_1603	77	61	62	61	0.753086419753086	OG0
OG_1605	101	65	77	65	0.802469135802469	OG1
OG_1607	102	69	72	69	0.851851851851852	OG1
OG_1608	104	70	73	70	0.864197530864197	OG0
OG_1610	120	73	78	73	0.901234567901235	OG0
OG_1613	107	57	73	57	0.703703703703704	OG2
OG_1614	170	56	68	56	0.691358024691358	OG0
OG_1615	81	66	70	66	0.814814814814815	OG0
OG_1616	86	68	68	68	0.839506172839506	OG0
OG_1617	102	34	78	34	0.419753086419753	OG3
OG_1618	126	71	77	71	0.876543209876543	OG2
OG_1619	66	59	62	59	0.728395061728395	OG0
OG_162	82	72	72	72	0.888888888888889	OG0
OG_1627	108	60	78	60	0.740740740740741	OG1
OG_1628	98	63	74	63	0.777777777777778	OG0
OG_163	103	70	75	70	0.864197530864197	OG0
OG_1631	151	75	76	75	0.925925925925926	OG3
OG_1633	99	63	74	63	0.777777777777778	OG1
OG_1635	117	78	78	78	0.962962962962963	OG0
OG_1639	89	52	74	52	0.641975308641975	OG1
OG_164	104	66	77	66	0.814814814814815	OG1
OG_1641	135	42	78	42	0.518518518518518	OG2
OG_1643	104	78	79	78	0.962962962962963	OG0
OG_1645	99	50	75	50	0.617283950617284	OG2
OG_1646	87	65	69	65	0.802469135802469	OG0
OG_1647	78	53	71	53	0.654320987654321	OG1
OG_1650	102	56	76	56	0.691358024691358	OG1
OG_1652	103	40	78	40	0.493827160493827	OG2
OG_1655	87	71	73	71	0.876543209876543	OG0
OG_1656	89	71	75	71	0.876543209876543	OG0
OG_1657	125	69	72	69	0.851851851851852	OG1
OG_1658	92	55	74	55	0.679012345679012	OG2
OG_1665	113	56	78	56	0.691358024691358	OG1
OG_1666	107	58	76	58	0.716049382716049	OG2
OG_1670	98	25	75	25	0.308641975308642	OG3
OG_1671	133	56	76	56	0.691358024691358	OG2
OG_1676	138	61	81	61	0.753086419753086	OG0
OG_1677	98	55	74	55	0.679012345679012	OG0
OG_1681	90	52	69	52	0.641975308641975	OG0
OG_1685	125	75	78	75	0.925925925925926	OG0
OG_1686	108	76	77	76	0.938271604938272	OG0
OG_1687	107	76	78	76	0.938271604938272	OG1
OG_169	120	39	76	39	0.481481481481481	OG0
OG_1690	70	58	63	58	0.716049382716049	OG1
OG_1691	102	25	76	25	0.308641975308642	OG0
OG_1693	144	51	76	51	0.62962962962963	OG1
OG_1694	90	44	73	44	0.54320987654321	OG1
OG_1696	175	64	69	64	0.790123456790123	OG0
OG_1697	147	57	80	57	0.703703703703704	OG2
OG_1698	135	78	81	78	0.962962962962963	OG0
OG_1699	80	61	66	61	0.753086419753086	OG1
OG_17	109	76	77	76	0.938271604938272	OG0
OG_1700	119	61	79	61	0.753086419753086	OG1
OG_1702	125	76	78	76	0.938271604938272	OG0
OG_1703	117	57	80	57	0.703703703703704	OG2
OG_1704	107	52	71	52	0.641975308641975	OG1
OG_1707	106	77	77	77	0.950617283950617	OG0
OG_1714	155	60	79	60	0.740740740740741	OG3
OG_1715	102	66	67	66	0.814814814814815	OG0
OG_1716	72	61	61	61	0.753086419753086	OG0
OG_1719	129	59	78	59	0.728395061728395	OG3
OG_172	121	77	77	77	0.950617283950617	OG0
OG_1722	113	23	68	23	0.283950617283951	OG5
OG_1723	100	72	74	72	0.888888888888889	OG0
OG_1726	100	76	77	76	0.938271604938272	OG0
OG_173	79	69	71	69	0.851851851851852	OG0
OG_1730	92	65	67	65	0.802469135802469	OG0
OG_1735	108	75	77	75	0.925925925925926	OG0
OG_1736	81	62	63	62	0.765432098765432	OG0
OG_1738	94	45	64	45	0.555555555555556	OG1
OG_1739	83	66	66	66	0.814814814814815	OG0
OG_174	119	78	78	78	0.962962962962963	OG0
OG_1741	105	69	78	69	0.851851851851852	OG1
OG_1742	125	76	80	76	0.938271604938272	OG1
OG_1743	110	58	78	58	0.716049382716049	OG3
OG_1744	112	32	79	32	0.395061728395062	OG1
OG_1745	112	53	76	53	0.654320987654321	OG1
OG_1747	89	65	67	65	0.802469135802469	OG0
OG_1748	108	74	78	74	0.91358024691358	OG1
OG_175	101	80	80	80	0.987654320987654	OG0
OG_1751	108	66	77	66	0.814814814814815	OG1
OG_1756	105	70	74	70	0.864197530864197	OG0
OG_1757	124	76	80	76	0.938271604938272	OG0
OG_1762	79	63	68	63	0.777777777777778	OG0
OG_1764	90	76	77	76	0.938271604938272	OG0
OG_1765	112	33	73	33	0.407407407407407	OG0
OG_1766	153	80	80	80	0.987654320987654	OG0
OG_1767	132	79	79	79	0.975308641975309	OG0
OG_1769	163	78	78	78	0.962962962962963	OG0
OG_1771	108	78	78	78	0.962962962962963	OG0
OG_1773	78	41	65	41	0.506172839506173	OG1
OG_1774	105	75	78	75	0.925925925925926	OG0
OG_1777	136	79	79	79	0.975308641975309	OG0
OG_178	141	52	68	52	0.641975308641975	OG2
OG_1780	118	55	75	55	0.679012345679012	OG2
OG_1781	119	71	79	71	0.876543209876543	OG0
OG_1782	111	45	67	45	0.555555555555556	OG2
OG_1784	135	57	79	57	0.703703703703704	OG1
OG_1786	113	49	78	49	0.604938271604938	OG1
OG_1787	174	76	80	76	0.938271604938272	OG0
OG_1788	119	46	76	46	0.567901234567901	OG1
OG_1789	119	79	79	79	0.975308641975309	OG0
OG_1790	105	71	71	71	0.876543209876543	OG0
OG_1791	74	57	61	57	0.703703703703704	OG0
OG_1792	170	69	80	69	0.851851851851852	OG1
OG_1794	93	75	75	75	0.925925925925926	OG0
OG_1795	141	77	78	77	0.950617283950617	OG1
OG_1798	312	74	76	74	0.91358024691358	OG0
OG_18	98	62	66	62	0.765432098765432	OG0
OG_1801	178	76	81	76	0.938271604938272	OG2
OG_1806	94	51	77	51	0.62962962962963	OG2
OG_1808	111	54	72	54	0.666666666666667	OG3
OG_181	73	65	67	65	0.802469135802469	OG0
OG_1813	87	74	74	74	0.91358024691358	OG0
OG_1814	159	75	79	75	0.925925925925926	OG0
OG_1815	95	54	72	54	0.666666666666667	OG1
OG_182	93	72	72	72	0.888888888888889	OG0
OG_1822	279	43	78	43	0.530864197530864	OG16
OG_1824	145	80	80	80	0.987654320987654	OG0
OG_1827	88	74	74	74	0.91358024691358	OG0
OG_1828	103	68	74	68	0.839506172839506	OG0
OG_183	84	75	75	75	0.925925925925926	OG0
OG_1830	115	73	75	73	0.901234567901235	OG0
OG_1831	95	45	74	45	0.555555555555556	OG2
