metacell	num_cells	tot_umis	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
62	118	160734	1362.15254237288	990	1310	1590.75	0.412340371222087	0.0610859909268561	0.129240172403689	0.292174518250434	0.931731008572542
63	154	172959	1123.11038961039	851	1034	1311.5	0.473657257821296	0.0568139720816387	0.111717045793448	0.242472089034251	0.825850057779186
64	83	69654	839.204819277108	693.5	762	942	0.582875105353559	0.0891924709337232	0.166854764766862	0.347166018044459	1.00235530257763
65	56	52819	943.196428571429	712.25	906	1111.5	0.534148870008009	0.108202060874097	0.197260464373271	0.391351017674079	1.04272660753306
66	60	41808	696.8	542.75	666	817	0.579112542207226	0.130776947195183	0.232884202834076	0.465484733414892	1.11872038418879
67	73	105384	1443.61643835616	874	1188	1717	0.403778121159261	0.0841177546012244	0.144094523652299	0.300218500995781	0.900512111280408
68	69	105327	1526.47826086957	817	1344	1981	0.41980173076952	0.0923978785254391	0.177967632860851	0.34323334651064	0.955989759077839
69	121	198448	1640.06611570248	1109	1462	1989	0.370772798867756	0.0496706862435436	0.111274214018687	0.253185022784009	0.824680337672316
70	72	40610	564.027777777778	451.5	585	675.75	0.615220685614511	0.139348781516084	0.234656571999062	0.455940323161906	1.16427085806386
71	68	74671	1098.10294117647	757.5	988.5	1282.25	0.455049385556964	0.10644207970704	0.189892379542929	0.358888379504525	0.928161585676652
72	94	121294	1290.36170212766	771.5	1030.5	1583.25	0.382733895319587	0.0804629086793365	0.157223573814253	0.302242681737717	0.828556097164997
73	56	112622	2011.10714285714	1371.5	1874	2652.5	0.361300413798887	0.0783333993874616	0.146976227335945	0.302235866457348	0.8463131783501
74	49	116658	2380.77551020408	1612	2208	2950	0.398546983630359	0.0838454899920073	0.163156115536018	0.33565072811776	0.930688309403592
75	116	406466	3504.01724137931	2309.75	3408	4548.25	0.275080060829731	0.048669552307426	0.110812973772602	0.230722900453271	0.625606341898928
76	116	404888	3490.41379310345	2526.5	3191	4240.25	0.2857488472817	0.04298068243817	0.0992061794926381	0.215297053175432	0.644787294508484
77	150	229837	1532.24666666667	919.75	1393.5	2034.75	0.30460114661975	0.0429636484094542	0.0926478632280077	0.227962196545918	0.651082564322865
78	68	73197	1076.42647058824	768	1011.5	1349.5	0.419799884796434	0.080640376666857	0.15494506342533	0.326410815879577	0.888633746195025
79	46	90869	1975.41304347826	1477.5	1809	2461.5	0.423529779002258	0.0843567814026842	0.16388309281346	0.332893860707981	0.914059381666527
80	111	227432	2048.93693693694	1476.5	1951	2465.5	0.36535473395129	0.0458199878553258	0.125661543791644	0.278911895247172	0.919140632203838
81	72	142766	1982.86111111111	1481.5	1810.5	2401.5	0.369713995942553	0.068719965001899	0.144245786046056	0.292073080562378	0.794121476183107
82	75	203964	2719.52	1856.5	2417	3445.5	0.335126603331589	0.0585060767035091	0.141926989530702	0.290352854010738	0.815820470102882
83	54	156534	2898.77777777778	2148.25	2687.5	3453	0.339750524112989	0.0634067739331057	0.164236891089699	0.321486689747229	0.779687175411008
84	63	248791	3949.06349206349	2393.5	3576	4771.5	0.202130476409657	0.0398605446271065	0.089077458042998	0.177620243822926	0.450700066545172
85	31	67687	2183.45161290323	1571.5	1955	2733.5	0.425809614366936	0.100092940433501	0.185613937223746	0.362522251664571	0.919395549663416
86	119	194838	1637.29411764706	1193	1490	1908.5	0.361904681368009	0.0505774441425451	0.11702621773397	0.257287360462731	0.798284778520266
87	74	81375	1099.66216216216	801.75	1116	1303.5	0.5645825760809	0.078376395554027	0.139484945428156	0.282516963495317	0.72623330434442
88	57	66156	1160.63157894737	919	1091	1350	0.651014557189109	0.072237455193672	0.144587175653912	0.282328153646882	0.765339286772156
89	57	23391	410.368421052632	274	385	535	0.572255194646352	0.204471515271295	0.336036767035912	0.536638019222274	0.939131716998285
90	103	99750	968.446601941748	742.5	968	1137	0.910822875337007	0.0664837645826544	0.123200432949541	0.275703042969963	0.844251505551241
91	42	26759	637.119047619048	462	655.5	738.5	0.830353514238173	0.18107538927371	0.317757214380219	0.528828508836869	1.16610941131421
92	51	58387	1144.8431372549	887	1149	1318.5	0.666341659519102	0.0741393310358364	0.16288857690033	0.286856937159376	0.751115639703606
93	113	179101	1584.96460176991	1224	1450	1804	0.708904258064398	0.0512745389918214	0.0873026220959686	0.194042335229449	0.751344251084911
94	84	104268	1241.28571428571	939.25	1198	1475	0.860560874280488	0.0553568924600298	0.0942354905234725	0.220087085801148	0.766475009574066
95	54	150455	2786.2037037037	1660.5	2243	3392	0.427220705889375	0.0653889672479544	0.106371292199846	0.209988598101938	0.565822641284058
96	66	76170	1154.09090909091	943	1149.5	1379.25	0.614812799259821	0.0652953877648187	0.126285103542452	0.261560893661519	0.761702100303316
97	61	101512	1664.13114754098	1391	1634	1889	0.377025890713691	0.0638493593740985	0.118438923060705	0.238719708897105	0.624453021273755
98	62	135260	2181.61290322581	1635	2039	2327.75	0.356412871201937	0.0597569019994923	0.106515224801476	0.209570402296913	0.553961984900065
99	82	188928	2304	1763	2287.5	2791.75	0.27614257771765	0.0521987533240392	0.102994835466709	0.216744249323666	0.610228676095356
100	73	208939	2862.17808219178	2341	2782	3108	0.323215738448344	0.0473047165720403	0.0935375186103508	0.204343292491211	0.586545017740622
101	60	99895	1664.91666666667	1101	1581.5	2090.75	0.563783169519988	0.0784179968628083	0.139638937387376	0.314258152701106	1.01327196369518
102	75	189189	2522.52	1863.5	2393	3177	0.339765441332673	0.0521482565092722	0.102936277461578	0.237306052215005	0.788214737465753
103	107	194556	1818.28037383178	1370	1714	2044.5	0.423857628383215	0.0489648982617816	0.0895147836355332	0.181016360283015	0.56193793063455
104	61	128844	2112.19672131148	1768	2072	2631	0.441531877667907	0.0635922515969482	0.116306938078845	0.229200899465106	0.633200893194843
105	76	182606	2402.71052631579	1931	2242.5	2654.5	0.393715003828387	0.0539902376826953	0.0943582678716131	0.197238479599869	0.600165267624147
106	67	139899	2088.0447761194	1340	2022	2474.5	0.287397059545858	0.0660686282266701	0.11695318910137	0.239955703860349	0.627445894136498
107	67	146004	2179.16417910448	1726	2129	2446.5	0.337406700998767	0.0672545290252294	0.122443405020174	0.235557438601679	0.632740624583333
108	130	210665	1620.5	1386	1619	1891.75	0.399392367953542	0.0468272513705904	0.0924209200126981	0.203688439231913	0.631602591720716
109	59	94337	1598.93220338983	1371	1674	1858.5	0.38515930911427	0.0717780227031344	0.136259008405337	0.270894462033902	0.675667530817027
110	55	49716	903.927272727273	545	823	1085	0.419207285785358	0.122627812630877	0.189556286263519	0.363522446720074	0.825607440374629
111	26	60293	2318.96153846154	1589.5	2281.5	2835.75	0.451797337011621	0.0916273165952083	0.15899522445222	0.305872940234708	0.689399624807431
112	69	312467	4528.50724637681	3046	4241	5885	0.209241692181662	0.031811354480551	0.0672652266701903	0.148152230837344	0.414642337879925
113	88	149771	1701.94318181818	1105.75	1568	2144	0.550469461198476	0.065521598452471	0.118768635350698	0.319625603562496	1.11979585770289
114	71	105187	1481.50704225352	1032	1313	1734.5	0.443645916119074	0.0672627800962825	0.125092105350029	0.267669605971526	0.764432064014152
115	127	128632	1012.85039370079	750.5	948	1182	0.794053234348665	0.0759205561790311	0.148429769200013	0.41973588236691	1.5621100128908
116	89	159522	1792.38202247191	1312	1674	2144	0.402093030471556	0.0615980929606222	0.113666339950258	0.259993418007602	0.961047245040825
117	100	128559	1285.59	1005.5	1246	1544.25	0.304563204183206	0.0678507075318105	0.118927151509815	0.229181731018739	0.595947891691772
118	59	86701	1469.50847457627	1144.5	1361	1779	0.398429057674562	0.0709823715724918	0.123533114963182	0.255610841355719	0.604983551161731
119	57	77252	1355.29824561404	1145	1317	1647	0.452521214451864	0.0799455733797218	0.135962389479084	0.283610194881671	0.693399514429464
120	43	31132	724	484	682	932	0.588431557597688	0.169921469696123	0.292136226023766	0.497943991369636	1.01347185460849
121	92	96281	1046.53260869565	747	1065	1243.75	0.468516836999788	0.0652817033030757	0.115196071170093	0.236531333245015	0.643275735297931
122	73	313588	4295.72602739726	2762	3990	5744	0.386276139651845	0.0335071239703295	0.0939180969208351	0.253323031551445	1.05634747281442
123	73	159045	2178.69863013699	1168	1907	2983	0.289902974426352	0.061830645932768	0.115939078119439	0.214149445923705	0.576178207789899
124	64	392000	6125	3979	5805	7909.75	0.227833936594732	0.0254235160246757	0.0692006411950496	0.16137838731744	0.598315812224983
125	59	224319	3802.01694915254	1924.5	3594	5233	0.302959427708313	0.0441594770354441	0.0893608272239772	0.213040229428344	0.771115329476603
126	57	283202	4968.45614035088	3088	4587	6966	0.302095108106251	0.0350956941790496	0.0942943486648509	0.219464207113288	0.856028915503461
127	136	450337	3311.30147058824	2651	3333	3869.25	0.402093888140465	0.0377093779341183	0.0976395527831087	0.270350193849975	1.13035779690802
128	33	89160	2701.81818181818	2061	2723	3486	0.539100981859106	0.0822048403737351	0.169610203146614	0.396142645476642	1.40233499069775
129	81	281079	3470.11111111111	2722	3234	4233	0.439692928685745	0.0405723547115929	0.116934670457658	0.313456957685734	1.23738642528596
130	129	274529	2128.13178294574	1419	1928	2694	0.448086922444682	0.0423744365614813	0.117664344526522	0.301963941993598	1.14112052202446
131	78	246007	3153.9358974359	2074.75	2907.5	3913.25	0.451690729833264	0.0431362741233014	0.118619117714882	0.308949703714452	1.16207952878838
132	133	801844	6028.9022556391	4741	5853	7138	0.411618044562605	0.0248575689225979	0.0829842388561317	0.25517271892333	1.12822781793521
133	82	319121	3891.71951219512	2805.25	3642.5	4823.75	0.383413746556121	0.0432289867339252	0.109938257937072	0.283806678188922	1.09739773195892
134	47	135969	2892.95744680851	1923	2621	3542.5	0.451448773698748	0.0722513851486308	0.147788214685079	0.343376177104684	1.14484921797662
135	73	219801	3010.97260273973	2378	2909	3601	0.496973100671438	0.0464711790277859	0.132203010356792	0.330113829344545	1.29527056961088
136	103	157582	1529.92233009709	896	1356	2030	0.501441859593142	0.0623079536444965	0.139304792820732	0.342382656683873	1.26032274258341
137	30	53042	1768.06666666667	1266.75	1566.5	2246.25	0.611231366318083	0.127785079651942	0.239103097565431	0.492254671038477	1.44753014565168
138	78	148252	1900.66666666667	1136.75	1672	2328	0.526885507451939	0.0662104842021681	0.138054402190889	0.377122331165193	1.47973059008416
139	83	197725	2382.22891566265	1292	2188	3065	0.473931439935818	0.0499135787455024	0.128213752122794	0.330740021436313	1.2186228070191
140	84	415920	4951.42857142857	2943.25	4668.5	6141	0.454631049496933	0.0432195967636154	0.115903876772681	0.331470904767272	1.21884891720508
141	100	503189	5031.89	3797	4856	5930	0.444309357748435	0.0394781713654844	0.108948407374623	0.30249852082817	1.18971931631238
142	80	241998	3024.975	1921.25	2922	3692.25	0.464000891505883	0.0536564395062857	0.137307936632286	0.336750977698744	1.1943410904725
143	93	314733	3384.22580645161	2483	3158	4233	0.474300309729107	0.0439301410488431	0.120154193796654	0.322535441158688	1.23649413311759
144	61	27503	450.868852459016	319	438	539	0.44756630267788	0.198968915162678	0.325919825325935	0.547999854006565	1.00254457606486
145	96	53942	561.895833333333	427.25	543	686.25	0.376316985457535	0.127634561744315	0.21898551309859	0.400854744669698	0.809773631385078
146	46	35534	772.478260869565	577.5	770.5	923.5	0.403774002727232	0.147518546993236	0.258872219823593	0.448180540720364	0.899166109175527
147	73	37823	518.123287671233	382	483	616	0.455624216442762	0.175798242872851	0.309829115654864	0.531631069553931	1.03466444987514
148	40	19343	483.575	315.5	420	582.75	0.607873645268887	0.295276214128301	0.445163145769356	0.700684940714488	1.24267653685924
149	51	28004	549.098039215686	447.5	530	653	0.468372391043906	0.189744997802018	0.32101240763427	0.50669304368472	0.993529288738603
150	89	66449	746.61797752809	566	750	890	0.283509846723277	0.0970177853469036	0.167971437622264	0.320386193065856	0.740362522540842
151	54	17197	318.462962962963	189.75	287	420.5	0.597952965877067	0.305787406252915	0.45416272450753	0.716831106098417	1.23897092897219
152	50	29422	588.44	414.75	592.5	726	0.573478756666667	0.18757169159118	0.30711208954777	0.617767020172426	1.4356549089012
153	66	151762	2299.42424242424	1824.5	2236.5	2820.25	0.271131814855034	0.0647642044186803	0.127385922166637	0.259249375053913	0.626029309242513
154	125	301860	2414.88	1788	2314	2848	0.213318524810763	0.0328432651610364	0.0941289403372895	0.206059207677545	0.598149659242595
155	54	188179	3484.7962962963	2627.25	3206	4019	0.246232526143461	0.0525158904260249	0.110759467818022	0.247560661320136	0.687898750397087
156	107	323439	3022.79439252336	2258	2891	3629	0.219928319552765	0.0306893479029938	0.0907456017168744	0.212131994355957	0.662082617934998
157	59	184167	3121.47457627119	2484.5	3054	3665.5	0.253563910778433	0.0536102281136225	0.109752084508866	0.237326113697745	0.630760541352578
158	84	124178	1478.30952380952	1036.5	1315	1873.75	0.255785640130845	0.0779771439475644	0.129481229065926	0.239138822006975	0.581673490344572
159	69	145138	2103.44927536232	1597	1961	2551	0.246691494749209	0.0676366312947845	0.119595310307259	0.226812446966451	0.553477324198638
160	49	146320	2986.12244897959	1993	2839	3934	0.283678497679405	0.0672375831247606	0.130130287947177	0.279541120562931	0.758901480305505
161	54	131271	2430.94444444444	985.25	2438.5	3481.25	0.318188229699796	0.0696294860407731	0.119402652804166	0.267271686243976	0.823076200700398
162	62	125234	2019.90322580645	1427.5	1920	2413.25	0.287834104391614	0.06395911847925	0.119235669736656	0.268777246753785	0.784202112783223
163	58	139818	2410.65517241379	1590	2248.5	2981.25	0.265972551594611	0.0702139603946377	0.125059069709234	0.266034394151387	0.70541345234122
164	64	125511	1961.109375	1243.5	1856.5	2635.5	0.514131131572357	0.077962326008991	0.137595814811645	0.293675194178537	0.97698244990595
165	67	68568	1023.40298507463	687	1030	1302	0.604865653107901	0.0842117960556548	0.159142836707291	0.336328018239737	1.13552555779272
166	99	104801	1058.59595959596	584	959	1546.5	0.546995143493983	0.069851512786927	0.124235846099612	0.276872001048328	1.06469128186127
167	107	283804	2652.3738317757	1428	2604	3476	0.548977825710367	0.0349238220365236	0.0748666065398936	0.19925028273762	0.806952957439637
168	62	94371	1522.11290322581	993	1326	2058	0.50833638302104	0.0872793814690584	0.156668850860181	0.309477769643266	0.919808282185141
169	101	482542	4777.64356435644	3036	4248	6067	0.259790625812241	0.0206464162340648	0.0541989000360472	0.122767898691218	0.48699081837486
170	52	213126	4098.57692307692	2094.25	3549	5093.75	0.262012932760277	0.0464779422724677	0.084579286329595	0.163900255045259	0.493463579383629
171	44	77742	1766.86363636364	1139	1450	2059.5	0.452752637450575	0.0883138329330948	0.141246443321347	0.294925982457067	0.89415814620649
172	66	181474	2749.60606060606	2035	2694	3224.75	0.500783974727288	0.0543576636468439	0.106304999129391	0.222159833281798	0.787801072793791
173	50	77709	1554.18	1189.5	1567.5	1877.25	0.528129243469541	0.0830532259324558	0.146211971014597	0.310992614985447	1.01165930613343
174	62	153227	2471.40322580645	1770	2236.5	3199	0.369358476414232	0.0641798623934654	0.118407065111506	0.225057772593549	0.707742905577423
175	65	277730	4272.76923076923	2852	3867	5792	0.314378378948176	0.0357521798863352	0.0865539048904344	0.193609764187164	0.618578778006775
176	46	287521	6250.45652173913	3862.75	5398.5	8287	0.450517391782946	0.0346245916627792	0.102970786728871	0.255652221279955	0.965278296417031
177	98	502290	5125.40816326531	3823.5	5085.5	6130	0.522096543645995	0.0254324127683753	0.0777918770699937	0.240782174597108	0.968837921196037
178	82	319616	3897.75609756098	2470.5	4066	5230	0.594101840116233	0.0310828968972327	0.0920237221110799	0.262050647203291	1.01763583542138
179	72	171751	2385.43055555556	1345	2514.5	3147.5	0.704686372419459	0.0573498494059238	0.116734840104359	0.31480028807013	1.19220913642062
180	100	287209	2872.09	1868.75	2632	3745.25	0.593184937089041	0.0345224387828966	0.0958393204372371	0.258973948698173	1.18609891337364
181	51	55424	1086.74509803922	334	734	1726	0.883089745910427	0.0980681682189438	0.187844048508932	0.42167024927902	1.44176304131751
182	82	105792	1290.14634146341	350	1274.5	2006.5	0.754384236488238	0.0822639268006245	0.149472741993025	0.344162997743282	1.29711129305695
183	68	212263	3121.51470588235	2160.5	3059	3822.5	0.772328424489686	0.0465917906478336	0.115452449284813	0.297020554484844	1.19639921590065
184	97	384218	3961.01030927835	2377	3446	5455	0.49279262407662	0.0258864675202963	0.076295643950897	0.184006190353026	0.891937723332432
185	80	410060	5125.75	3872.5	4824	6134.25	0.676872857071296	0.0326359491692505	0.0872136457440645	0.24778403231841	1.06798315421723
186	51	84441	1655.70588235294	1220	1524	1898	0.530482355985158	0.0644321183630452	0.11456282772369	0.242028743734932	0.69334997581227
187	58	100627	1734.94827586207	913.75	1461	2293.75	0.365495791508212	0.0727060459560506	0.117147917165496	0.239386556895563	0.62634735078684
188	97	233388	2406.0618556701	1804	2270	2819	0.256538754809632	0.042372183488302	0.0838263128251281	0.186897128316216	0.545551726707143
189	79	95396	1207.54430379747	958.5	1153	1503.5	0.635331434817157	0.0609896684664087	0.101622751909296	0.205289678658321	0.61180623488671
190	79	181830	2301.64556962025	1742	2185	2876	0.491984164203199	0.0490489941930309	0.0768677053106719	0.158182230944665	0.572216973508385
191	101	150237	1487.49504950495	969	1390	2012	0.553227218784862	0.0556500839551102	0.0830131382983002	0.179386579932792	0.668654621352961
192	84	145596	1733.28571428571	1235.75	1750.5	2287.75	0.5043092511069	0.0559033978663114	0.0895231353624896	0.175496644946069	0.607227890519144
193	69	263916	3824.86956521739	2883	3817	4834	0.331876007797017	0.0375878652956049	0.0745863916843727	0.160024709486125	0.529407916818667
194	39	84391	2163.87179487179	1588	2026	2567	0.456953576810337	0.070818663634288	0.127214414962509	0.264888507931652	0.778405406125582
195	67	192156	2868	2241.5	2767	3491	0.412345510441723	0.051385110395217	0.0854945694687259	0.175927219336167	0.528403014855874
196	64	137523	2148.796875	894.25	1908.5	3009	0.449143797577439	0.0665586833848614	0.100775950908238	0.211056090390361	0.654723418335326
197	45	144999	3222.2	2250	2787	3665	0.417206469195546	0.0678777424190174	0.115195831824039	0.226288383053844	0.694416139550672
198	49	240284	4903.75510204082	3456	4206	5686	0.299975879316218	0.0413158795284509	0.0820456339356631	0.184782759528223	0.599026855587509
199	98	404028	4122.73469387755	2659.25	3643.5	5388.25	0.252740433033523	0.0246271007996546	0.0664043000684129	0.145921527022054	0.509494272833827
200	83	301904	3637.39759036145	2214	2991	4590.5	0.345902784836094	0.0328841686266342	0.0653020818925358	0.1490081551019	0.520275949990272
201	34	34673	1019.79411764706	764.5	977	1098	0.521065459093825	0.142208188876073	0.265390622424842	0.473481743594046	0.973426320208708
202	58	55290	953.275862068965	684.5	946.5	1172.5	0.453307889584457	0.119518027668465	0.222471015776768	0.467718247266941	1.1773317515119
203	61	67016	1098.62295081967	636	1100	1412	0.654353111299728	0.0926332415552686	0.181246122249033	0.40760299841152	1.27498200806507
204	83	79374	956.313253012048	589	894	1190	0.539002302238993	0.0876311931816727	0.159647863329856	0.372568490199669	1.16011891847703
205	69	179730	2604.78260869565	1764	2427	3141	0.738059724351538	0.053121975161356	0.0711495514274831	0.187496763798655	0.752604364699057
206	64	92585	1446.640625	748.75	1275	1944	0.741808686591539	0.0768021555079674	0.135028701633074	0.311390903396284	1.14000995927052
207	64	122723	1917.546875	1204	1866.5	2393.75	1.06272825453295	0.0600369072322007	0.0977775194751967	0.270783821506147	0.935128543516466
208	84	423487	5041.5119047619	3556.25	4863.5	6641.25	1.96051718118502	0.0235184290569816	0.0468498117060842	0.160851727221683	0.743210936398022
