metacell	cell_type	color	transferred_annotation
77	2_darkorange1	#FF7D10	Gland
78	2_darkorange1	#FF7D10	Gland
79	2_darkorange1	#FF7D10	Gland
80	2_darkorange1	#FF7D10	Gland
81	2_darkorange1	#FF7D10	Gland
82	2_darkorange1	#FF7D10	Lipophil
83	2_darkorange1	#FF7D10	Gland
84	2_darkorange1	#FF7D10	Gland
85	2_darkorange1	#FF7D10	Gland
86	2_darkorange1	#FF7D10	Fiber
87	2_darkorange1	#FF7D10	Gland
88	2_darkorange1	#FF7D10	Gland
89	2_darkorange1	#FF7D10	Gland
90	2_darkorange1	#FF7D10	Gland
91	2_darkorange1	#FF7D10	Gland
92	2_darkorange1	#FF7D10	Gland
93	2_darkorange1	#FF7D10	Gland
94	2_darkorange1	#FF7D10	Gland
95	2_darkorange1	#FF7D10	Fiber
96	2_darkorange1	#FF7D10	Fiber
97	2_darkorange1	#FF7D10	Epithelial
98	2_darkorange1	#FF7D10	Gland
99	2_darkorange1	#FF7D10	Gland
100	2_darkorange1	#FF7D10	Epithelial
101	2_darkorange1	#FF7D10	Gland
102	2_darkorange1	#FF7D10	Fiber
103	2_darkorange1	#FF7D10	Fiber
104	2_darkorange1	#FF7D10	Fiber
105	2_darkorange1	#FF7D10	Gland
106	2_darkorange1	#FF7D10	Fiber
107	2_darkorange1	#FF7D10	Gland
108	2_darkorange1	#FF7D10	Gland
109	2_darkorange1	#FF7D10	Fiber
110	2_darkorange1	#FF7D10	Fiber
111	2_darkorange1	#FF7D10	Fiber
112	3_palegreen	#AAF386	Lipophil
113	3_palegreen	#AAF386	Lipophil
114	3_palegreen	#AAF386	Lipophil
115	3_palegreen	#AAF386	Lipophil
116	3_palegreen	#AAF386	Lipophil
117	3_palegreen	#AAF386	Lipophil
118	3_palegreen	#AAF386	Lipophil
119	3_palegreen	#AAF386	Lipophil
120	3_palegreen	#AAF386	Lipophil
121	3_palegreen	#AAF386	Lipophil
122	3_palegreen	#AAF386	Lipophil
123	3_palegreen	#AAF386	Lipophil
124	3_palegreen	#AAF386	Lipophil
125	3_palegreen	#AAF386	Lipophil
126	3_palegreen	#AAF386	Lipophil
127	3_palegreen	#AAF386	Lipophil
128	3_palegreen	#AAF386	Lipophil
129	3_palegreen	#AAF386	Lipophil
130	3_palegreen	#AAF386	Lipophil
131	3_palegreen	#AAF386	Lipophil
132	3_palegreen	#AAF386	Lipophil
133	4_darkgreen	#006400	Peptidergic
134	4_darkgreen	#006400	Peptidergic
135	4_darkgreen	#006400	Epithelial
136	4_darkgreen	#006400	Epithelial
137	4_darkgreen	#006400	Epithelial
138	4_darkgreen	#006400	Peptidergic
139	4_darkgreen	#006400	Peptidergic
140	4_darkgreen	#006400	Epithelial
141	4_darkgreen	#006400	Peptidergic
142	4_darkgreen	#006400	Peptidergic
143	4_darkgreen	#006400	Peptidergic
144	4_darkgreen	#006400	Epithelial
145	4_darkgreen	#006400	Peptidergic
146	4_darkgreen	#006400	Peptidergic
147	4_darkgreen	#006400	Peptidergic
148	4_darkgreen	#006400	Epithelial
149	4_darkgreen	#006400	Peptidergic
150	4_darkgreen	#006400	Peptidergic
151	4_darkgreen	#006400	Peptidergic
152	4_darkgreen	#006400	Lipophil
153	4_darkgreen	#006400	Peptidergic
154	4_darkgreen	#006400	Lipophil
155	4_darkgreen	#006400	Lipophil
156	5_skyblue1	#65E2FF	Lipophil
157	5_skyblue1	#65E2FF	Lipophil
158	5_skyblue1	#65E2FF	Lipophil
159	5_skyblue1	#65E2FF	Lipophil
160	5_skyblue1	#65E2FF	Lipophil
161	5_skyblue1	#65E2FF	Lipophil
162	5_skyblue1	#65E2FF	Lipophil
163	5_skyblue1	#65E2FF	Lipophil
164	5_skyblue1	#65E2FF	Lipophil
165	5_skyblue1	#65E2FF	Lipophil
166	5_skyblue1	#65E2FF	Lipophil
167	5_skyblue1	#65E2FF	Lipophil
168	5_skyblue1	#65E2FF	Lipophil
169	5_skyblue1	#65E2FF	Lipophil
170	5_skyblue1	#65E2FF	Lipophil
171	6_blue3	#3100CF	Peptidergic
172	6_blue3	#3100CF	Lipophil
173	6_blue3	#3100CF	Lipophil
174	6_blue3	#3100CF	Peptidergic
175	6_blue3	#3100CF	Epithelial
176	6_blue3	#3100CF	Peptidergic
177	6_blue3	#3100CF	Peptidergic
178	6_blue3	#3100CF	Epithelial
179	6_blue3	#3100CF	Epithelial
180	6_blue3	#3100CF	Epithelial
181	6_blue3	#3100CF	Epithelial
182	6_blue3	#3100CF	Epithelial
183	6_blue3	#3100CF	Epithelial
184	6_blue3	#3100CF	Epithelial
185	6_blue3	#3100CF	Epithelial
186	6_blue3	#3100CF	Epithelial
187	6_blue3	#3100CF	Epithelial
188	6_blue3	#3100CF	Epithelial
189	6_blue3	#3100CF	Epithelial
190	6_blue3	#3100CF	Epithelial
191	6_blue3	#3100CF	Epithelial
192	6_blue3	#3100CF	Epithelial
193	6_blue3	#3100CF	Epithelial
194	6_blue3	#3100CF	Epithelial
195	6_blue3	#3100CF	Epithelial
196	6_blue3	#3100CF	Epithelial
197	6_blue3	#3100CF	Epithelial
198	6_blue3	#3100CF	
199	6_blue3	#3100CF	Epithelial
200	6_blue3	#3100CF	Epithelial
201	6_blue3	#3100CF	Epithelial
202	6_blue3	#3100CF	Epithelial
203	6_blue3	#3100CF	Epithelial
204	6_blue3	#3100CF	Epithelial
205	6_blue3	#3100CF	Lipophil
206	6_blue3	#3100CF	Lipophil
207	6_blue3	#3100CF	Lipophil
208	6_blue3	#3100CF	Epithelial
209	6_blue3	#3100CF	Epithelial
210	6_blue3	#3100CF	Epithelial
211	6_blue3	#3100CF	Epithelial
212	6_blue3	#3100CF	Epithelial
213	6_blue3	#3100CF	Epithelial
214	6_blue3	#3100CF	Peptidergic
215	6_blue3	#3100CF	
216	6_blue3	#3100CF	Epithelial
217	6_blue3	#3100CF	Epithelial
218	6_blue3	#3100CF	Epithelial
219	6_blue3	#3100CF	Epithelial
220	7_violet	#EE82EE	Gland
221	7_violet	#EE82EE	Gland
222	7_violet	#EE82EE	Gland
223	7_violet	#EE82EE	Gland
224	7_violet	#EE82EE	Gland
225	7_violet	#EE82EE	Gland
226	7_violet	#EE82EE	Gland
227	7_violet	#EE82EE	Gland
228	7_violet	#EE82EE	Peptidergic
229	7_violet	#EE82EE	Peptidergic
230	7_violet	#EE82EE	Peptidergic
231	7_violet	#EE82EE	Peptidergic
232	7_violet	#EE82EE	Peptidergic
233	7_violet	#EE82EE	Peptidergic
234	7_violet	#EE82EE	Gland
235	7_violet	#EE82EE	Peptidergic
236	7_violet	#EE82EE	Peptidergic
237	7_violet	#EE82EE	Lipophil
238	7_violet	#EE82EE	Lipophil
239	7_violet	#EE82EE	Lipophil
240	7_violet	#EE82EE	Lipophil
241	7_violet	#EE82EE	Lipophil
242	7_violet	#EE82EE	Lipophil
243	7_violet	#EE82EE	Lipophil
244	7_violet	#EE82EE	Peptidergic
245	7_violet	#EE82EE	Peptidergic
246	7_violet	#EE82EE	Peptidergic
247	7_violet	#EE82EE	Peptidergic
248	7_violet	#EE82EE	Epithelial
249	7_violet	#EE82EE	Peptidergic
250	7_violet	#EE82EE	Epithelial
251	7_violet	#EE82EE	Peptidergic
252	7_violet	#EE82EE	Epithelial
253	7_violet	#EE82EE	Peptidergic
254	7_violet	#EE82EE	Gland
255	7_violet	#EE82EE	Peptidergic
