orthogroup	genes_input	genes_output	species_input	species_output	occupancy_output	kept_orthogroup	occupancy_in_interest_clades	n_species_in_interest_clades	check_global_completeness	check_seq_length	check_taxon_wise_completeness	compositional_homogeneity_test	compositional_homogeneity_test_pass
OG_10083	72	46	56	46	0.73015873015873	OG1	0.73015873015873	46	TRUE	TRUE	TRUE	0.008	FALSE
OG_10089	91	48	51	48	0.761904761904762	OG0	0.761904761904762	48	TRUE	TRUE	TRUE	0	FALSE
OG_1009	68	59	59	59	0.936507936507937	OG0	0.936507936507937	59	TRUE	TRUE	TRUE	0	FALSE
OG_101	40	22	36	22	0.349206349206349	OG1	0.349206349206349	22	FALSE	TRUE	FALSE	0.257	TRUE
OG_1010	68	51	58	51	0.80952380952381	OG0	0.80952380952381	51	TRUE	TRUE	FALSE	0.014	TRUE
OG_10103	40	35	35	35	0.555555555555556	OG0	0.555555555555556	35	FALSE	TRUE	FALSE	0	FALSE
OG_1011	57	52	52	52	0.825396825396825	OG0	0.825396825396825	52	TRUE	TRUE	TRUE	0.326	TRUE
OG_10116	50	35	38	35	0.555555555555556	OG0	0.555555555555556	35	FALSE	TRUE	FALSE	0.044	TRUE
OG_10117	86	39	46	39	0.619047619047619	OG1	0.619047619047619	39	FALSE	TRUE	FALSE	0	FALSE
OG_10119	74	39	42	39	0.619047619047619	OG3	0.619047619047619	39	FALSE	TRUE	FALSE	0	FALSE
OG_1012	97	58	62	58	0.920634920634921	OG0	0.920634920634921	58	TRUE	TRUE	TRUE	0.991	TRUE
OG_10127	83	53	54	53	0.841269841269841	OG1	0.841269841269841	53	TRUE	TRUE	TRUE	0	FALSE
OG_10130	120	54	61	54	0.857142857142857	OG1	0.857142857142857	54	TRUE	TRUE	TRUE	0	FALSE
OG_1014	64	54	57	54	0.857142857142857	OG0	0.857142857142857	54	TRUE	TRUE	TRUE	0.502	TRUE
OG_10146	81	49	53	49	0.777777777777778	OG4	0.777777777777778	49	TRUE	TRUE	FALSE	0.009	FALSE
OG_1015	85	56	58	56	0.888888888888889	OG1	0.888888888888889	56	TRUE	TRUE	TRUE	0	FALSE
OG_10153	62	44	55	44	0.698412698412698	OG1	0.698412698412698	44	FALSE	TRUE	FALSE	0	FALSE
OG_10155	62	55	55	55	0.873015873015873	OG0	0.857142857142857	54	TRUE	TRUE	TRUE	0.002	FALSE
OG_10160	77	51	57	51	0.80952380952381	OG0	0.80952380952381	51	TRUE	TRUE	TRUE	0	FALSE
OG_10166	65	37	57	37	0.587301587301587	OG1	0.587301587301587	37	FALSE	TRUE	FALSE	0.682	TRUE
OG_10168	92	55	58	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0	FALSE
OG_1017	65	55	56	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0	FALSE
OG_10172	89	55	58	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0	FALSE
OG_10177	66	46	48	46	0.73015873015873	OG0	0.73015873015873	46	TRUE	TRUE	TRUE	0	FALSE
OG_1018	59	37	48	37	0.587301587301587	OG0	0.53968253968254	34	FALSE	TRUE	FALSE	0.071	TRUE
OG_10182	55	33	41	33	0.523809523809524	OG1	0.523809523809524	33	FALSE	TRUE	FALSE	0.254	TRUE
OG_1019	73	39	52	39	0.619047619047619	OG1	0.571428571428571	36	FALSE	TRUE	FALSE	0	FALSE
OG_10190	95	38	43	38	0.603174603174603	OG1	0.603174603174603	38	FALSE	TRUE	FALSE	0.016	TRUE
OG_102	68	42	55	42	0.666666666666667	OG1	0.666666666666667	42	FALSE	TRUE	FALSE	0.001	FALSE
OG_10205	45	41	44	41	0.650793650793651	OG0	0.650793650793651	41	FALSE	TRUE	FALSE	0.004	FALSE
OG_10206	76	48	58	48	0.761904761904762	OG1	0.761904761904762	48	TRUE	TRUE	FALSE	0	FALSE
OG_1021	55	42	45	42	0.666666666666667	OG0	0.666666666666667	42	FALSE	TRUE	FALSE	0.933	TRUE
OG_10216	61	27	47	27	0.428571428571429	OG0	0.428571428571429	27	FALSE	TRUE	FALSE	0.428	TRUE
OG_10218	60	41	45	41	0.650793650793651	OG1	0.634920634920635	40	FALSE	TRUE	FALSE	0.569	TRUE
OG_1022	85	61	61	61	0.968253968253968	OG0	0.952380952380952	60	TRUE	TRUE	TRUE	0	FALSE
OG_10223	94	52	60	52	0.825396825396825	OG2	0.825396825396825	52	TRUE	TRUE	TRUE	0.111	TRUE
OG_10227	64	37	41	37	0.587301587301587	OG0	0.587301587301587	37	FALSE	TRUE	FALSE	0.007	FALSE
OG_10229	62	48	50	48	0.761904761904762	OG0	0.761904761904762	48	TRUE	TRUE	TRUE	0.445	TRUE
OG_1023	58	49	50	49	0.777777777777778	OG0	0.777777777777778	49	TRUE	TRUE	TRUE	0.003	FALSE
OG_10234	94	41	56	41	0.650793650793651	OG2	0.650793650793651	41	FALSE	TRUE	FALSE	0.001	FALSE
OG_10236	97	23	40	23	0.365079365079365	OG4	0.365079365079365	23	FALSE	TRUE	FALSE	0.058	TRUE
OG_1024	41	38	40	38	0.603174603174603	OG0	0.603174603174603	38	FALSE	TRUE	FALSE	0.502	TRUE
OG_10252	48	35	44	35	0.555555555555556	OG1	0.555555555555556	35	FALSE	TRUE	TRUE	0.142	TRUE
OG_10254	48	28	33	28	0.444444444444444	OG1	0.444444444444444	28	FALSE	TRUE	FALSE	0	FALSE
OG_10257	103	60	60	60	0.952380952380952	OG0	0.936507936507937	59	TRUE	TRUE	TRUE	0.111	TRUE
OG_1026	77	58	59	58	0.920634920634921	OG0	0.920634920634921	58	TRUE	TRUE	TRUE	0	FALSE
OG_10262	69	27	56	27	0.428571428571429	OG2	0.428571428571429	27	FALSE	TRUE	FALSE	0.015	TRUE
OG_10267	63	40	43	40	0.634920634920635	OG0	0.634920634920635	40	FALSE	TRUE	FALSE	0.572	TRUE
OG_1027	47	36	42	36	0.571428571428571	OG1	0.571428571428571	36	FALSE	TRUE	FALSE	0	FALSE
OG_10272	53	33	39	33	0.523809523809524	OG1	0.523809523809524	33	FALSE	TRUE	FALSE	0	FALSE
OG_10273	69	23	44	23	0.365079365079365	OG1	0.365079365079365	23	FALSE	TRUE	FALSE	0.017	TRUE
OG_1028	84	43	45	43	0.682539682539683	OG0	0.682539682539683	43	FALSE	TRUE	FALSE	0.001	FALSE
OG_10284	46	39	42	39	0.619047619047619	OG0	0.619047619047619	39	FALSE	TRUE	FALSE	0	FALSE
OG_10287	102	60	62	60	0.952380952380952	OG2	0.952380952380952	60	TRUE	TRUE	TRUE	0.019	TRUE
OG_1029	75	33	57	33	0.523809523809524	OG0	0.523809523809524	33	FALSE	TRUE	FALSE	0	FALSE
OG_10292	74	56	57	56	0.888888888888889	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0	FALSE
OG_10295	70	54	56	54	0.857142857142857	OG0	0.857142857142857	54	TRUE	TRUE	FALSE	0	FALSE
OG_10296	89	57	58	57	0.904761904761905	OG0	0.904761904761905	57	TRUE	TRUE	TRUE	0	FALSE
OG_10298	70	52	55	52	0.825396825396825	OG1	0.825396825396825	52	TRUE	TRUE	TRUE	0	FALSE
OG_1030	64	53	56	53	0.841269841269841	OG0	0.841269841269841	53	TRUE	TRUE	TRUE	0.013	TRUE
OG_10300	61	56	56	56	0.888888888888889	OG0	0.888888888888889	56	TRUE	TRUE	TRUE	0	FALSE
OG_10305	93	41	54	41	0.650793650793651	OG1	0.650793650793651	41	FALSE	TRUE	FALSE	0.001	FALSE
OG_10306	73	41	45	41	0.650793650793651	OG1	0.650793650793651	41	FALSE	TRUE	TRUE	0.024	TRUE
OG_10309	84	51	57	51	0.80952380952381	OG1	0.80952380952381	51	TRUE	TRUE	TRUE	0.005	FALSE
OG_10311	73	50	55	50	0.793650793650794	OG2	0.793650793650794	50	TRUE	TRUE	TRUE	0.009	FALSE
OG_10312	55	47	51	47	0.746031746031746	OG0	0.746031746031746	47	TRUE	TRUE	TRUE	0	FALSE
OG_10314	48	42	43	42	0.666666666666667	OG0	0.666666666666667	42	FALSE	TRUE	FALSE	0.08	TRUE
OG_10319	61	29	42	29	0.46031746031746	OG1	0.46031746031746	29	FALSE	TRUE	FALSE	0.053	TRUE
OG_10336	87	59	60	59	0.936507936507937	OG0	0.936507936507937	59	TRUE	TRUE	TRUE	0	FALSE
OG_10339	57	55	55	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0	FALSE
OG_1034	76	30	61	30	0.476190476190476	OG2	0.476190476190476	30	FALSE	TRUE	FALSE	0	FALSE
OG_10341	67	37	38	37	0.587301587301587	OG0	0.587301587301587	37	FALSE	TRUE	FALSE	0.002	FALSE
OG_10345	56	41	42	41	0.650793650793651	OG0	0.650793650793651	41	FALSE	TRUE	TRUE	0	FALSE
OG_1035	52	44	49	44	0.698412698412698	OG0	0.698412698412698	44	FALSE	TRUE	TRUE	0.006	FALSE
OG_10350	68	51	53	51	0.80952380952381	OG0	0.80952380952381	51	TRUE	TRUE	TRUE	0.054	TRUE
OG_10351	165	53	60	53	0.841269841269841	OG3	0.841269841269841	53	TRUE	TRUE	TRUE	0	FALSE
OG_10353	103	58	62	58	0.920634920634921	OG1	0.920634920634921	58	TRUE	TRUE	TRUE	0	FALSE
OG_10354	66	49	53	49	0.777777777777778	OG0	0.777777777777778	49	TRUE	TRUE	FALSE	0	FALSE
OG_10362	46	23	33	23	0.365079365079365	OG0	0.365079365079365	23	FALSE	TRUE	FALSE	0.001	FALSE
OG_10364	44	39	39	39	0.619047619047619	OG0	0.619047619047619	39	FALSE	TRUE	FALSE	0.004	FALSE
OG_10377	63	55	55	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0	FALSE
OG_1038	71	58	58	58	0.920634920634921	OG0	0.920634920634921	58	TRUE	TRUE	TRUE	0.125	TRUE
OG_10388	52	44	46	44	0.698412698412698	OG0	0.682539682539683	43	FALSE	TRUE	TRUE	0.015	TRUE
OG_10389	38	32	37	32	0.507936507936508	OG0	0.507936507936508	32	FALSE	TRUE	FALSE	0.942	TRUE
OG_104	50	43	46	43	0.682539682539683	OG0	0.682539682539683	43	FALSE	TRUE	FALSE	0.002	FALSE
OG_1040	74	60	60	60	0.952380952380952	OG0	0.952380952380952	60	TRUE	TRUE	TRUE	0	FALSE
OG_10406	66	56	56	56	0.888888888888889	OG0	0.888888888888889	56	TRUE	TRUE	TRUE	0.408	TRUE
OG_10411	59	50	51	50	0.793650793650794	OG0	0.793650793650794	50	TRUE	TRUE	TRUE	0	FALSE
OG_10415	40	39	40	39	0.619047619047619	OG0	0.571428571428571	36	FALSE	TRUE	FALSE	0.169	TRUE
OG_10416	64	45	47	45	0.714285714285714	OG0	0.714285714285714	45	TRUE	TRUE	FALSE	0	FALSE
OG_1042	54	49	51	49	0.777777777777778	OG0	0.777777777777778	49	TRUE	TRUE	TRUE	0.692	TRUE
OG_1043	33	30	32	30	0.476190476190476	OG0	0.476190476190476	30	FALSE	TRUE	FALSE	0	FALSE
OG_10431	70	55	55	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0.001	FALSE
OG_10440	45	38	40	38	0.603174603174603	OG0	0.555555555555556	35	FALSE	TRUE	TRUE	0.024	TRUE
OG_10444	57	49	50	49	0.777777777777778	OG0	0.777777777777778	49	TRUE	TRUE	TRUE	0	FALSE
OG_10446	57	50	52	50	0.793650793650794	OG0	0.793650793650794	50	TRUE	TRUE	TRUE	0	FALSE
OG_1045	58	48	53	48	0.761904761904762	OG0	0.761904761904762	48	TRUE	TRUE	TRUE	0	FALSE
OG_1046	65	53	54	53	0.841269841269841	OG0	0.841269841269841	53	TRUE	TRUE	TRUE	0	FALSE
OG_10464	95	60	60	60	0.952380952380952	OG0	0.952380952380952	60	TRUE	TRUE	TRUE	0	FALSE
OG_1047	63	56	56	56	0.888888888888889	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0	FALSE
OG_1048	63	52	55	52	0.825396825396825	OG0	0.825396825396825	52	TRUE	TRUE	TRUE	0.013	TRUE
OG_1049	49	21	42	21	0.333333333333333	OG0	0.333333333333333	21	FALSE	TRUE	FALSE	0.003	FALSE
OG_1051	188	42	61	42	0.666666666666667	OG0	0.666666666666667	42	FALSE	TRUE	FALSE	0	FALSE
OG_1052	58	55	55	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0.01	TRUE
OG_1053	60	55	55	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0	FALSE
OG_10532	68	36	55	36	0.571428571428571	OG1	0.571428571428571	36	FALSE	TRUE	FALSE	0	FALSE
OG_10535	103	52	55	52	0.825396825396825	OG1	0.825396825396825	52	TRUE	TRUE	TRUE	0.435	TRUE
OG_10542	57	54	54	54	0.857142857142857	OG0	0.841269841269841	53	TRUE	TRUE	TRUE	0.009	FALSE
OG_1055	84	43	56	43	0.682539682539683	OG1	0.682539682539683	43	FALSE	TRUE	FALSE	0.176	TRUE
OG_10559	41	33	39	33	0.523809523809524	OG0	0.523809523809524	33	FALSE	TRUE	FALSE	0.001	FALSE
OG_1057	83	51	53	51	0.80952380952381	OG0	0.80952380952381	51	TRUE	TRUE	TRUE	0	FALSE
OG_10571	94	60	60	60	0.952380952380952	OG0	0.952380952380952	60	TRUE	TRUE	TRUE	0	FALSE
OG_10576	46	38	41	38	0.603174603174603	OG0	0.603174603174603	38	FALSE	TRUE	TRUE	0	FALSE
OG_1058	63	51	53	51	0.80952380952381	OG0	0.80952380952381	51	TRUE	TRUE	TRUE	0	FALSE
OG_10580	73	50	50	50	0.793650793650794	OG0	0.793650793650794	50	TRUE	TRUE	TRUE	0	FALSE
OG_10586	85	39	40	39	0.619047619047619	OG1	0.619047619047619	39	FALSE	TRUE	FALSE	0.202	TRUE
OG_10589	74	55	62	55	0.873015873015873	OG1	0.873015873015873	55	TRUE	TRUE	FALSE	0	FALSE
OG_1059	60	56	56	56	0.888888888888889	OG0	0.888888888888889	56	TRUE	TRUE	TRUE	0	FALSE
OG_10595	64	49	52	49	0.777777777777778	OG0	0.777777777777778	49	TRUE	TRUE	TRUE	0	FALSE
OG_10599	63	45	48	45	0.714285714285714	OG0	0.714285714285714	45	TRUE	TRUE	TRUE	0	FALSE
OG_1060	106	28	63	28	0.444444444444444	OG4	0.444444444444444	28	FALSE	TRUE	FALSE	0.007	FALSE
OG_10601	51	46	47	46	0.73015873015873	OG0	0.73015873015873	46	TRUE	TRUE	FALSE	0.001	FALSE
OG_10604	55	50	52	50	0.793650793650794	OG0	0.793650793650794	50	TRUE	TRUE	TRUE	0.011	TRUE
OG_10608	60	38	38	38	0.603174603174603	OG0	0.603174603174603	38	FALSE	TRUE	FALSE	0	FALSE
OG_10609	105	61	61	61	0.968253968253968	OG0	0.968253968253968	61	TRUE	TRUE	TRUE	0	FALSE
OG_1061	51	32	41	32	0.507936507936508	OG0	0.507936507936508	32	FALSE	TRUE	FALSE	0.013	TRUE
OG_10610	85	54	62	54	0.857142857142857	OG1	0.857142857142857	54	TRUE	TRUE	TRUE	0	FALSE
OG_10612	66	45	49	45	0.714285714285714	OG1	0.714285714285714	45	TRUE	TRUE	TRUE	0	FALSE
OG_10618	66	49	49	49	0.777777777777778	OG0	0.777777777777778	49	TRUE	TRUE	FALSE	0	FALSE
OG_1062	56	42	51	42	0.666666666666667	OG1	0.666666666666667	42	FALSE	TRUE	FALSE	0.201	TRUE
OG_10629	105	61	61	61	0.968253968253968	OG0	0.952380952380952	60	TRUE	TRUE	TRUE	0	FALSE
OG_1063	82	40	51	40	0.634920634920635	OG1	0.634920634920635	40	FALSE	TRUE	FALSE	0.04	TRUE
OG_10630	68	51	54	51	0.80952380952381	OG0	0.80952380952381	51	TRUE	TRUE	FALSE	0	FALSE
OG_10636	70	44	55	44	0.698412698412698	OG2	0.698412698412698	44	FALSE	TRUE	FALSE	0	FALSE
OG_10637	81	47	55	47	0.746031746031746	OG0	0.746031746031746	47	TRUE	TRUE	FALSE	0	FALSE
OG_10644	78	52	52	52	0.825396825396825	OG0	0.80952380952381	51	TRUE	TRUE	TRUE	0	FALSE
OG_10645	88	30	38	30	0.476190476190476	OG4	0.476190476190476	30	FALSE	TRUE	FALSE	0.007	FALSE
OG_10648	60	46	48	46	0.73015873015873	OG0	0.73015873015873	46	TRUE	TRUE	TRUE	0	FALSE
OG_10650	65	50	52	50	0.793650793650794	OG0	0.793650793650794	50	TRUE	TRUE	TRUE	0	FALSE
OG_10658	53	43	43	43	0.682539682539683	OG0	0.682539682539683	43	FALSE	TRUE	FALSE	0	FALSE
OG_10659	76	50	50	50	0.793650793650794	OG0	0.777777777777778	49	TRUE	TRUE	FALSE	0	FALSE
OG_10662	55	43	43	43	0.682539682539683	OG0	0.682539682539683	43	FALSE	TRUE	FALSE	0	FALSE
OG_1067	87	61	61	61	0.968253968253968	OG0	NA	NA	NA	NA	NA	0	FALSE
OG_10673	79	59	59	59	0.936507936507937	OG0	0.936507936507937	59	TRUE	TRUE	TRUE	0	FALSE
OG_10674	88	34	58	34	0.53968253968254	OG1	0.53968253968254	34	FALSE	TRUE	FALSE	0.009	FALSE
OG_10677	82	54	57	54	0.857142857142857	OG1	NA	NA	NA	NA	NA	0	FALSE
OG_10679	112	58	58	58	0.920634920634921	OG0	NA	NA	NA	NA	NA	0	FALSE
OG_1068	72	56	57	56	0.888888888888889	OG0	0.888888888888889	56	TRUE	TRUE	TRUE	0.007	FALSE
OG_10681	68	51	54	51	0.80952380952381	OG0	0.793650793650794	50	TRUE	TRUE	TRUE	0	FALSE
OG_10683	102	58	59	58	0.920634920634921	OG0	0.920634920634921	58	TRUE	TRUE	TRUE	0	FALSE
OG_10684	87	43	62	43	0.682539682539683	OG1	0.682539682539683	43	FALSE	TRUE	FALSE	0	FALSE
OG_10685	46	29	34	29	0.46031746031746	OG0	0.46031746031746	29	FALSE	TRUE	FALSE	0	FALSE
OG_10687	62	57	57	57	0.904761904761905	OG0	0.904761904761905	57	TRUE	TRUE	TRUE	0	FALSE
OG_10689	70	57	57	57	0.904761904761905	OG0	0.888888888888889	56	TRUE	TRUE	TRUE	0	FALSE
OG_1069	85	41	59	41	0.650793650793651	OG1	0.650793650793651	41	FALSE	TRUE	FALSE	0	FALSE
OG_10693	39	35	35	35	0.555555555555556	OG0	0.555555555555556	35	FALSE	TRUE	FALSE	0	FALSE
OG_10694	129	26	60	26	0.412698412698413	OG0	0.412698412698413	26	FALSE	TRUE	FALSE	0	FALSE
OG_10695	69	53	56	53	0.841269841269841	OG1	0.841269841269841	53	TRUE	TRUE	TRUE	0	FALSE
OG_10697	65	53	56	53	0.841269841269841	OG0	0.841269841269841	53	TRUE	TRUE	TRUE	0	FALSE
OG_10700	103	59	59	59	0.936507936507937	OG0	0.936507936507937	59	TRUE	TRUE	TRUE	0	FALSE
OG_10704	44	39	42	39	0.619047619047619	OG0	0.571428571428571	36	FALSE	TRUE	FALSE	0	FALSE
OG_10705	79	50	51	50	0.793650793650794	OG0	0.793650793650794	50	TRUE	TRUE	TRUE	0	FALSE
OG_10706	63	54	55	54	0.857142857142857	OG0	0.857142857142857	54	TRUE	TRUE	TRUE	0	FALSE
OG_10709	63	49	52	49	0.777777777777778	OG0	0.714285714285714	45	TRUE	TRUE	FALSE	0	FALSE
OG_10710	64	52	53	52	0.825396825396825	OG0	0.825396825396825	52	TRUE	TRUE	TRUE	0.001	FALSE
OG_10713	52	45	45	45	0.714285714285714	OG0	0.714285714285714	45	TRUE	TRUE	FALSE	0	FALSE
OG_10715	74	26	39	26	0.412698412698413	OG0	0.412698412698413	26	FALSE	TRUE	FALSE	0.158	TRUE
OG_1072	73	50	52	50	0.793650793650794	OG1	0.793650793650794	50	TRUE	TRUE	TRUE	0.006	FALSE
OG_10721	46	41	42	41	0.650793650793651	OG0	0.650793650793651	41	FALSE	TRUE	FALSE	0	FALSE
OG_10725	95	55	55	55	0.873015873015873	OG0	0.857142857142857	54	TRUE	TRUE	TRUE	0	FALSE
OG_10729	79	43	45	43	0.682539682539683	OG0	0.682539682539683	43	FALSE	TRUE	TRUE	0.002	FALSE
OG_1073	64	39	54	39	0.619047619047619	OG1	0.619047619047619	39	FALSE	TRUE	FALSE	0.399	TRUE
OG_10737	88	31	58	31	0.492063492063492	OG3	0.492063492063492	31	FALSE	TRUE	FALSE	0	FALSE
OG_10738	58	54	54	54	0.857142857142857	OG0	0.857142857142857	54	TRUE	TRUE	TRUE	0	FALSE
OG_10739	54	42	44	42	0.666666666666667	OG1	0.666666666666667	42	FALSE	TRUE	TRUE	0.117	TRUE
OG_1074	82	42	44	42	0.666666666666667	OG0	0.666666666666667	42	FALSE	TRUE	FALSE	0	FALSE
OG_10744	115	59	59	59	0.936507936507937	OG0	0.936507936507937	59	TRUE	TRUE	TRUE	0	FALSE
OG_10747	63	46	47	46	0.73015873015873	OG0	0.73015873015873	46	TRUE	TRUE	TRUE	0	FALSE
OG_10748	61	43	47	43	0.682539682539683	OG1	0.682539682539683	43	FALSE	TRUE	FALSE	0	FALSE
OG_10749	61	49	49	49	0.777777777777778	OG0	0.777777777777778	49	TRUE	TRUE	TRUE	0	FALSE
OG_1075	58	50	50	50	0.793650793650794	OG0	0.793650793650794	50	TRUE	TRUE	TRUE	0.013	TRUE
OG_10752	60	53	53	53	0.841269841269841	OG0	0.841269841269841	53	TRUE	TRUE	TRUE	0	FALSE
OG_10753	56	30	37	30	0.476190476190476	OG1	0.476190476190476	30	FALSE	TRUE	FALSE	0	FALSE
OG_1076	65	55	57	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0.019	TRUE
OG_10761	70	54	58	54	0.857142857142857	OG0	0.857142857142857	54	TRUE	TRUE	TRUE	0	FALSE
OG_10762	72	58	60	58	0.920634920634921	OG0	0.920634920634921	58	TRUE	TRUE	TRUE	0	FALSE
OG_10763	62	52	53	52	0.825396825396825	OG0	0.80952380952381	51	TRUE	TRUE	TRUE	0	FALSE
OG_10766	75	58	58	58	0.920634920634921	OG0	0.904761904761905	57	TRUE	TRUE	TRUE	0	FALSE
OG_1077	77	58	59	58	0.920634920634921	OG0	0.920634920634921	58	TRUE	TRUE	TRUE	0	FALSE
OG_10771	85	56	61	56	0.888888888888889	OG1	0.888888888888889	56	TRUE	TRUE	TRUE	0	FALSE
OG_10773	58	49	50	49	0.777777777777778	OG0	0.777777777777778	49	TRUE	TRUE	TRUE	0	FALSE
OG_1078	62	48	51	48	0.761904761904762	OG0	0.746031746031746	47	TRUE	TRUE	TRUE	0	FALSE
OG_10780	70	47	48	47	0.746031746031746	OG0	0.746031746031746	47	TRUE	TRUE	FALSE	0	FALSE
OG_10789	97	61	61	61	0.968253968253968	OG0	0.968253968253968	61	TRUE	TRUE	TRUE	0	FALSE
OG_10796	105	55	56	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0	FALSE
OG_108	47	35	41	35	0.555555555555556	OG1	0.555555555555556	35	FALSE	TRUE	FALSE	0.196	TRUE
OG_10801	78	52	53	52	0.825396825396825	OG0	0.825396825396825	52	TRUE	TRUE	TRUE	0	FALSE
OG_10804	54	42	44	42	0.666666666666667	OG0	0.666666666666667	42	FALSE	TRUE	FALSE	0	FALSE
OG_10805	47	43	43	43	0.682539682539683	OG0	0.682539682539683	43	FALSE	TRUE	FALSE	0	FALSE
OG_1081	67	37	59	37	0.587301587301587	OG3	0.587301587301587	37	FALSE	TRUE	FALSE	0.329	TRUE
OG_10814	70	48	54	48	0.761904761904762	OG1	0.761904761904762	48	TRUE	TRUE	TRUE	0	FALSE
OG_10819	51	44	46	44	0.698412698412698	OG0	0.698412698412698	44	FALSE	TRUE	FALSE	0	FALSE
OG_1082	71	43	56	43	0.682539682539683	OG1	0.682539682539683	43	FALSE	TRUE	FALSE	0.897	TRUE
OG_10823	57	31	45	31	0.492063492063492	OG1	0.492063492063492	31	FALSE	TRUE	FALSE	0	FALSE
OG_10828	75	54	55	54	0.857142857142857	OG0	0.857142857142857	54	TRUE	TRUE	TRUE	0.003	FALSE
OG_1083	41	36	40	36	0.571428571428571	OG0	0.571428571428571	36	FALSE	TRUE	FALSE	0.346	TRUE
OG_10832	56	48	53	48	0.761904761904762	OG0	0.761904761904762	48	TRUE	TRUE	TRUE	0	FALSE
OG_10836	70	54	58	54	0.857142857142857	OG0	0.857142857142857	54	TRUE	TRUE	TRUE	0	FALSE
OG_10838	65	55	55	55	0.873015873015873	OG0	0.873015873015873	55	TRUE	TRUE	TRUE	0	FALSE
OG_1084	63	54	55	54	0.857142857142857	OG0	0.857142857142857	54	TRUE	TRUE	TRUE	0	FALSE
OG_10843	125	32	58	32	0.507936507936508	OG1	0.507936507936508	32	FALSE	TRUE	FALSE	0.174	TRUE
