#OG_name	nb_species	nb_reduced_prot	nb_all_prot	clustering_coefficient
OG_603	76	91	108	1.0
OG_604	63	64	85	1.0
OG_605	23	23	27	1.0
OG_606	73	92	98	1.0
OG_607	71	76	91	1.0
OG_608	78	90	109	1.0
OG_609	52	59	64	1.0
OG_610	75	89	95	1.0
OG_611	78	100	115	0.9545
OG_612	53	78	82	1.0
OG_613	62	67	75	1.0
OG_614	61	66	72	0.9762
OG_615	76	95	122	1.0
OG_616	75	89	106	1.0
OG_617	76	84	124	1.0
OG_618	10	29	46	0.8818
OG_619	67	74	113	1.0
OG_620	74	84	98	1.0
OG_621	77	106	148	0.963
OG_622	75	87	91	1.0
OG_623	71	80	98	1.0
OG_624	81	103	122	0.9798
OG_625	62	122	139	0.9837
OG_626	30	36	43	1.0
OG_627	71	87	103	0.9334
OG_628	57	65	72	1.0
OG_629	25	25	26	1.0
OG_630	81	104	118	1.0
OG_631	77	85	101	1.0
OG_632	60	65	72	1.0
OG_633	75	80	86	1.0
OG_634	50	58	67	0.9837
OG_635	25	598	661	0.0661
OG_636	71	81	86	1.0
OG_637	48	61	70	1.0
OG_638	74	85	96	0.9779
OG_639	71	83	102	1.0
OG_640	54	58	64	0.9558
OG_641	49	63	64	0.9729
OG_642	60	63	67	1.0
OG_643	73	95	111	1.0
OG_644	62	69	77	1.0
OG_645	64	82	92	0.9759
OG_646	78	103	118	1.0
OG_647	72	76	91	1.0
OG_648	79	113	135	1.0
OG_649	70	81	90	1.0
OG_650	69	80	95	0.9763
OG_651	4	5	5	0.8
OG_652	67	72	74	1.0
OG_653	77	84	95	1.0
OG_654	54	80	91	1.0
OG_655	71	73	80	0.9228
OG_656	72	85	111	0.9779
OG_657	70	87	90	0.711
OG_658	48	51	53	1.0
OG_659	81	91	100	1.0
OG_660	54	60	66	1.0
OG_661	77	86	121	1.0
OG_662	69	82	90	1.0
OG_663	55	56	64	1.0
OG_664	78	99	132	0.9814
OG_665	61	61	66	1.0
OG_666	55	66	73	1.0
OG_667	50	53	58	1.0
OG_668	72	74	78	1.0
OG_669	74	81	88	0.9731
OG_670	75	148	159	1.0
OG_671	78	91	100	0.9802
OG_672	73	92	104	0.9044
OG_673	62	63	69	1.0
OG_674	74	78	90	1.0
OG_675	9	10	12	1.0
OG_676	67	70	79	1.0
OG_677	35	44	53	1.0
OG_678	69	70	76	1.0
OG_679	69	88	95	0.9781
OG_680	80	92	108	1.0
OG_681	71	91	129	1.0
OG_682	70	81	98	1.0
OG_683	67	76	82	0.9561
OG_684	53	57	66	0.8716
OG_685	71	80	90	1.0
OG_686	48	69	79	0.9527
OG_687	78	83	89	1.0
OG_688	70	79	91	1.0
OG_689	65	69	83	0.9834
OG_690	79	98	123	1.0
OG_691	68	103	107	1.0
OG_692	57	60	68	1.0
OG_693	74	91	114	0.9968
OG_694	78	86	111	1.0
OG_695	76	82	99	1.0
OG_696	76	87	98	1.0
OG_697	75	91	106	0.9568
OG_698	55	62	65	0.9699
OG_699	36	43	50	1.0
OG_700	68	73	82	1.0
OG_701	72	80	102	1.0
OG_702	68	76	83	0.9586
OG_703	66	79	87	1.0
OG_704	76	86	108	1.0
OG_705	66	67	81	0.9733
OG_706	60	62	63	0.9704
OG_707	56	59	64	1.0
OG_708	70	85	101	0.9331
OG_709	78	90	115	1.0
OG_710	71	77	89	0.9757
OG_711	32	32	35	1.0
OG_712	76	82	90	1.0
OG_713	71	78	83	1.0
OG_714	59	68	71	1.0
OG_715	74	78	87	1.0
OG_716	68	82	105	1.0
OG_717	74	83	88	0.9533
OG_718	77	86	97	0.9546
OG_719	80	95	110	1.0
OG_720	77	83	95	1.0
OG_721	41	42	42	1.0
OG_722	76	80	94	1.0
OG_723	73	84	103	1.0
OG_724	8	13	13	0.9744
OG_725	67	72	78	0.9652
OG_726	33	35	38	1.0
OG_727	39	39	40	1.0
OG_728	79	93	110	1.0
OG_729	22	23	24	1.0
OG_730	17	18	24	1.0
OG_731	2	23	23	0.3834
OG_732	71	83	94	1.0
OG_733	73	84	96	1.0
OG_734	47	47	49	1.0
OG_735	75	96	106	1.0
OG_736	67	74	85	1.0
OG_737	74	79	88	1.0
OG_738	63	70	84	1.0
OG_739	73	114	127	0.9783
OG_740	77	84	91	1.0
OG_741	65	68	76	1.0
OG_742	68	76	82	1.0
OG_743	42	44	47	1.0
OG_744	79	91	105	1.0
OG_745	76	84	92	1.0
OG_746	58	136	155	0.8265
OG_747	77	83	89	1.0
OG_748	71	79	87	0.95
OG_749	57	75	87	0.698
OG_750	71	83	88	1.0
OG_751	72	75	88	0.9795
OG_752	76	84	92	1.0
OG_753	79	101	133	0.9804
OG_754	68	80	103	0.9332
OG_755	58	109	134	0.9888
OG_756	74	83	94	0.9824
OG_757	71	84	96	1.0
OG_758	74	94	117	0.9044
OG_759	73	76	91	1.0
OG_760	77	92	102	1.0
OG_761	50	76	82	1.0
OG_762	75	86	94	1.0
OG_763	22	27	29	1.0
OG_764	53	56	72	1.0
OG_765	75	85	98	1.0
OG_766	69	78	94	1.0
OG_767	73	85	99	0.9109
OG_768	78	85	98	1.0
OG_769	76	85	106	0.9538
OG_770	25	25	53	1.0
OG_771	77	80	93	1.0
OG_772	61	66	74	0.9646
OG_773	80	93	110	1.0
OG_774	77	91	144	1.0
OG_775	62	74	99	0.8797
OG_776	75	94	106	0.9053
OG_777	77	92	99	1.0
OG_778	55	59	64	1.0
OG_779	51	107	131	0.8231
OG_780	69	81	100	1.0
OG_781	71	81	88	1.0
OG_782	69	77	82	1.0
OG_783	80	90	110	1.0
OG_784	61	72	81	1.0
OG_785	76	104	142	1.0
OG_786	78	81	91	1.0
OG_787	54	57	67	1.0
OG_788	38	41	49	1.0
OG_789	79	101	114	1.0
OG_790	66	77	88	1.0
OG_791	12	18	18	1.0
OG_792	78	85	94	1.0
OG_793	78	92	99	1.0
OG_794	75	82	104	1.0
OG_795	71	87	106	0.9775
OG_796	33	42	45	1.0
OG_797	54	57	74	1.0
OG_798	72	76	82	1.0
OG_799	50	54	57	1.0
OG_800	72	92	114	0.9842
OG_801	50	55	67	1.0
OG_802	68	72	94	1.0
OG_803	77	78	93	1.0
OG_804	77	87	105	1.0
OG_805	70	79	84	0.9796
OG_806	75	95	130	1.0
OG_807	76	90	106	1.0
OG_808	77	86	90	0.9557
OG_809	74	84	116	1.0
OG_810	59	71	86	0.9887
OG_811	70	91	104	1.0
OG_812	33	39	60	1.0
OG_813	71	75	86	1.0
OG_814	35	40	44	1.0
OG_815	13	13	15	0.6923
OG_816	39	40	48	1.0
OG_817	59	99	114	0.9814
OG_818	76	120	149	1.0
OG_819	53	57	70	0.9662
OG_820	7	7	8	1.0
OG_821	42	46	46	1.0
OG_822	75	101	114	1.0
OG_823	77	84	98	1.0
OG_824	76	131	153	0.9852
OG_825	75	84	112	1.0
OG_826	79	93	100	1.0
OG_827	75	100	111	1.0
OG_828	79	99	108	1.0
OG_829	29	30	30	0.9425
OG_830	80	97	110	1.0
OG_831	64	70	74	1.0
OG_832	40	46	48	1.0
OG_833	79	110	151	1.0
OG_834	71	76	81	0.9744
OG_835	48	70	77	1.0
OG_836	69	84	95	1.0
OG_837	79	97	114	1.0
OG_838	73	80	89	1.0
OG_839	73	75	80	1.0
OG_840	40	47	48	1.0
OG_841	31	55	58	0.9751
OG_842	79	97	105	1.0
OG_843	22	32	36	0.8992
OG_844	68	151	166	0.929
OG_845	15	19	20	1.0
OG_846	67	73	80	1.0
OG_847	80	88	104	1.0
OG_848	21	24	27	1.0
OG_849	80	87	96	1.0
OG_850	75	80	88	0.9263
OG_851	56	56	64	1.0
OG_852	64	71	80	1.0
OG_853	78	86	93	1.0
OG_854	74	86	92	1.0
OG_855	71	77	82	1.0
OG_856	61	82	91	1.0
OG_857	52	56	58	1.0
OG_858	52	61	80	1.0
OG_859	4	8	10	1.0
OG_860	78	102	117	0.9616
OG_861	78	90	98	0.9853
OG_862	78	90	106	1.0
OG_863	48	51	52	1.0
OG_864	48	51	58	1.0
OG_865	79	92	108	1.0
OG_866	80	91	103	1.0
OG_867	76	85	88	1.0
OG_868	75	84	104	0.9765
OG_869	75	83	94	1.0
OG_870	18	19	19	1.0
OG_871	64	64	75	1.0
OG_872	70	77	122	1.0
OG_873	70	78	79	1.0
OG_874	72	104	117	1.0
OG_875	79	89	101	1.0
OG_876	77	85	99	1.0
OG_877	60	61	63	1.0
OG_878	56	61	63	1.0
OG_879	8	9	9	1.0
OG_880	74	89	97	1.0
OG_881	67	71	87	1.0
OG_882	45	47	49	1.0
OG_883	72	85	98	1.0
OG_884	74	82	97	1.0
OG_885	57	94	109	1.0
OG_886	29	57	64	0.9718
OG_887	70	81	96	1.0
OG_888	48	55	69	1.0
OG_889	50	55	57	0.938
OG_890	62	88	108	0.9809
OG_891	69	100	111	1.0
OG_892	76	81	98	1.0
OG_893	74	78	103	0.975
OG_894	6	6	6	1.0
OG_895	74	81	87	1.0
OG_896	50	52	63	0.9367
OG_897	65	69	70	1.0
OG_898	66	75	81	1.0
OG_899	76	85	96	1.0
OG_900	77	97	113	1.0
OG_901	72	86	98	0.9948
OG_902	74	77	83	1.0
OG_903	69	77	87	1.0
OG_904	79	87	108	1.0
OG_905	74	84	90	1.0
OG_906	75	82	86	1.0
OG_907	61	81	107	0.8639
OG_908	73	84	134	1.0
OG_909	66	74	82	1.0
OG_910	74	77	85	1.0
OG_911	64	74	77	1.0
OG_912	63	77	78	1.0
