#OG_name	Aque.fasta	Spis.fasta	Mmus.fasta	Hvul.fasta	Nvec.fasta	Spolac.fasta	Dmel.fasta	Mlei.fasta	HoiH23.fasta	TrH2.fasta	Hhon.fasta	Tadh.fasta
OG_206	1	1	6	1	1	2	1	1	1	1	1	1
OG_207	1	1	1	0	1	2	0	1	1	1	0	1
OG_208	1	1	1	1	2	2	1	1	1	1	1	1
OG_209	1	1	1	1	1	2	1	1	1	1	1	1
OG_210	1	1	1	1	2	1	1	0	1	1	1	1
OG_211	1	1	1	1	1	2	0	0	1	1	1	1
OG_212	1	1	1	1	2	1	1	2	0	1	1	1
OG_213	2	1	1	1	2	2	1	1	1	1	1	1
OG_214	1	1	2	1	2	4	0	0	1	1	2	2
OG_215	1	1	1	1	1	1	0	1	1	1	1	1
OG_216	0	51	8	7	24	2	3	8	8	9	7	5
OG_217	1	1	1	1	1	0	1	1	1	1	1	1
OG_218	59	18	0	19	7	18	0	6	1	3	1	1
OG_219	1	1	1	1	1	0	1	0	1	1	1	1
OG_220	1	1	1	0	2	1	1	1	1	1	1	1
OG_221	5	1	1	3	1	1	1	1	1	1	0	1
OG_222	45	5	0	16	1	0	0	0	1	1	1	2
OG_223	1	1	1	3	5	2	1	0	1	1	1	1
OG_224	16	0	0	0	0	8	0	0	0	0	0	0
OG_225	0	1	1	1	2	1	1	1	1	1	1	1
OG_226	1	3	1	2	4	2	2	1	1	1	1	1
OG_227	0	0	0	0	0	0	0	0	1	1	0	1
OG_228	3	1	1	1	1	2	1	1	1	1	1	1
OG_229	1	1	1	1	1	2	2	1	1	1	1	1
OG_230	2	1	1	1	2	2	0	0	50	46	78	55
OG_231	4	3	1	0	2	3	1	0	1	1	1	1
OG_232	1	1	0	1	2	0	1	0	1	1	1	1
OG_233	1	1	3	1	1	2	1	3	1	1	1	1
OG_234	2	3	0	2	2	0	0	0	1	1	2	1
OG_235	2	1	1	1	0	2	3	0	1	1	1	2
OG_236	2	2	1	1	1	1	1	3	1	1	1	1
OG_237	104	6	0	4	0	8	0	0	0	0	0	0
OG_238	1	1	1	1	1	1	1	1	1	1	2	1
OG_239	4	1	1	2	2	5	1	1	1	1	2	1
OG_240	2	1	1	1	1	2	1	1	1	1	1	1
OG_241	1	1	1	2	1	2	0	1	1	1	1	1
OG_242	134	8	3	3	3	26	0	2	3	4	4	3
OG_243	1	0	1	1	1	1	1	2	1	1	1	1
OG_244	3	1	0	8	0	0	0	0	0	5	0	11
OG_245	2	1	1	1	3	2	1	1	1	1	1	1
OG_246	0	3	1	5	3	0	0	1	1	1	1	1
OG_247	3	2	3	1	1	1	1	1	2	2	3	2
OG_248	1	1	1	3	2	3	1	0	1	1	1	1
OG_249	66	138	0	28	19	43	0	4	0	0	0	1
OG_250	2	1	1	1	2	1	0	0	1	1	1	2
OG_251	253	12	11	3	17	18	4	5	5	5	5	4
OG_252	2	1	1	1	2	2	1	0	1	1	1	1
OG_253	1	1	1	1	1	1	1	0	1	1	1	1
OG_254	7	2	2	0	4	4	0	2	1	1	1	1
OG_255	1	1	1	1	1	2	1	1	1	1	1	1
OG_256	1	1	1	4	2	3	0	1	1	1	1	1
OG_257	1	1	1	1	1	2	1	1	1	1	1	1
OG_258	1	1	3	1	1	3	1	1	2	1	1	2
OG_259	1	1	1	1	2	3	1	1	1	1	1	1
OG_260	1	1	2	2	1	1	1	1	1	1	1	1
OG_261	1	1	1	1	1	2	1	1	1	1	1	1
OG_262	154	154	1	64	15	69	0	22	0	6	4	9
OG_263	1	1	1	1	1	1	1	1	1	1	1	1
OG_264	1	1	1	1	2	2	0	1	1	1	1	1
OG_265	1	1	1	1	1	1	0	0	1	1	1	1
OG_266	1	1	1	1	1	0	1	1	1	1	1	1
OG_267	1	1	1	1	1	1	0	1	1	1	0	1
OG_268	1	1	1	1	2	1	1	1	1	1	1	1
OG_269	1	14	1	1	2	1	1	2	1	1	1	1
OG_270	6	1	1	2	1	2	0	0	1	1	1	1
OG_271	1	1	1	1	1	1	0	0	1	1	1	1
OG_272	1	2	1	1	1	3	1	1	1	1	1	1
OG_273	5	1	1	2	1	5	1	1	1	1	1	1
OG_274	1	1	1	1	1	1	0	0	1	1	1	1
OG_275	1	1	3	2	1	0	0	3	1	1	1	0
OG_276	8	6	6	7	4	8	7	1	11	21	10	15
OG_277	1	1	1	2	2	3	1	2	1	1	1	1
OG_278	1	1	1	0	1	1	1	0	1	1	1	1
OG_279	2	1	2	1	1	3	1	0	1	1	1	1
OG_280	3	3	4	1	3	12	3	3	2	2	2	2
OG_281	2	1	1	1	2	1	1	1	1	1	1	1
OG_282	1	2	1	1	2	2	1	0	1	1	1	2
OG_283	1	2	4	1	2	3	5	1	3	3	3	3
OG_284	1	1	1	2	1	1	1	1	1	1	1	1
OG_285	0	1	1	1	1	0	0	0	1	1	1	1
OG_286	1	1	1	2	0	3	0	0	0	0	0	0
OG_287	5	2	2	1	1	1	2	0	0	0	0	0
OG_288	2	1	1	1	2	1	1	1	1	1	1	1
OG_289	1	1	2	1	1	2	0	0	1	1	1	1
OG_290	0	1	2	1	1	0	0	1	1	1	1	1
OG_291	1	1	3	3	2	2	1	1	2	2	2	2
OG_292	1	1	2	1	1	3	1	1	1	1	1	1
OG_293	1	1	1	1	1	2	1	1	1	1	1	1
OG_294	0	1	0	3	2	0	0	1	1	1	1	1
OG_295	2	1	2	1	1	1	1	0	1	1	1	1
OG_296	1	1	1	1	1	2	2	1	1	1	1	1
OG_297	1	1	1	3	3	4	1	2	1	1	1	1
OG_298	1	1	2	1	1	2	1	0	1	1	1	1
OG_299	1	1	1	1	2	2	1	1	1	1	1	1
OG_300	1	1	3	1	1	0	2	0	1	1	1	1
OG_301	1	1	1	2	1	1	1	1	1	1	1	1
OG_302	1	0	1	0	0	2	0	0	3	3	3	3
OG_303	7	1	3	3	1	5	2	1	2	1	4	2
OG_304	0	0	0	0	0	0	0	1	9	8	9	9
OG_305	1	1	1	1	2	2	1	1	1	1	5	1
OG_306	0	1	1	0	1	0	0	1	2	2	2	2
OG_307	1	1	3	2	1	3	1	1	1	1	1	2
OG_308	0	0	1	0	0	0	1	0	1	1	1	1
OG_309	1	1	2	1	2	2	1	1	1	1	1	1
OG_310	1	1	1	1	2	2	1	1	1	1	1	1
OG_311	0	0	0	0	0	0	0	0	1	1	1	1
OG_312	2	1	1	1	1	3	1	1	1	1	1	1
OG_313	0	0	0	0	0	0	0	0	1	1	1	1
OG_314	4	0	0	0	0	3	0	0	0	0	0	0
OG_315	7	0	0	0	0	0	3	4	0	0	0	0
OG_316	1	1	1	2	1	2	1	1	1	1	1	1
OG_317	9	0	0	0	0	1	0	0	0	0	0	0
OG_318	30	0	0	0	1	0	0	0	0	0	0	0
OG_319	5	1	1	2	1	2	1	1	1	1	1	1
OG_320	2	1	1	1	1	1	1	1	1	1	1	1
OG_321	2	1	3	1	2	0	1	0	1	1	1	2
OG_322	1	1	1	1	1	1	0	1	1	1	1	1
OG_323	1	1	1	1	1	1	2	1	1	1	1	1
OG_324	2	1	4	1	1	3	1	1	1	1	1	1
OG_325	67	0	0	0	0	6	0	0	0	0	0	0
OG_326	0	1	1	1	1	0	0	0	1	1	1	1
OG_327	1	1	1	2	1	1	1	1	1	1	1	1
OG_328	0	1	2	1	0	0	3	2	0	1	1	1
OG_329	1	1	1	1	1	1	0	1	1	1	0	1
OG_330	4	1	2	1	1	1	2	0	1	1	0	1
OG_331	1	1	2	1	1	1	1	2	1	1	0	1
OG_332	2	1	1	1	2	4	1	1	1	0	1	1
OG_333	1	1	1	2	2	3	1	1	1	1	1	1
OG_334	36	9	0	79	3	2	0	5	0	0	0	0
OG_335	460	16	1	111	9	3	1	12	2	3	2	6
OG_336	1	1	1	4	1	4	1	1	1	1	0	1
OG_337	0	0	0	0	0	0	0	0	1	1	1	2
OG_338	0	0	0	0	0	0	0	0	1	1	1	1
OG_339	1	1	1	2	1	3	1	1	1	1	1	1
OG_340	0	3	1	3	2	0	0	0	2	2	2	2
OG_341	3	10	10	6	6	12	4	9	13	14	12	16
OG_342	14	2	3	1	1	3	1	1	1	1	1	2
OG_343	1	1	1	1	1	2	0	3	1	1	1	1
OG_344	1	2	1	2	2	2	1	1	1	0	1	1
OG_345	3	0	0	0	0	1	0	0	0	0	0	0
OG_346	1	1	3	1	1	1	1	2	2	2	2	2
OG_347	1	1	1	1	1	2	1	1	1	1	1	1
OG_348	67	11	0	1	1	9	0	0	0	0	0	0
OG_349	0	0	0	0	0	0	0	0	2	2	1	1
OG_350	2	1	3	1	2	1	2	1	1	1	1	2
OG_351	1	1	1	1	3	1	1	0	1	1	1	1
OG_352	1	1	1	1	1	1	0	1	1	1	1	1
OG_353	1	1	4	1	1	1	1	1	1	1	1	1
OG_354	1	1	2	1	2	1	1	1	3	1	1	1
OG_355	0	1	1	0	0	2	1	0	1	1	1	1
OG_356	3	1	1	2	2	2	1	1	1	1	1	1
OG_357	1	1	1	1	1	2	1	0	1	1	1	2
OG_358	2	1	1	1	1	1	1	0	1	1	0	1
OG_359	5	1	1	1	2	3	1	1	1	1	1	2
OG_360	1	1	2	1	2	2	1	1	1	1	1	1
OG_361	10	1	1	1	1	1	1	1	1	1	0	1
OG_362	118	3	9	4	5	7	3	4	6	6	5	7
OG_363	4	1	1	1	2	2	1	1	1	1	0	1
OG_364	0	1	2	1	1	2	2	0	1	1	1	1
OG_365	1	1	1	2	1	1	1	1	1	1	1	1
OG_366	3	1	2	1	1	3	2	1	1	1	1	1
OG_367	7	1	1	1	2	1	1	1	1	1	0	1
OG_368	4	1	1	2	2	4	1	1	2	2	2	2
OG_369	0	0	0	0	0	0	0	0	1	1	1	1
OG_370	1	1	4	3	4	2	1	1	1	1	1	1
OG_371	23	1	1	2	3	1	1	0	1	1	1	1
OG_372	2	2	1	2	2	1	0	0	1	1	1	1
OG_373	0	2	1	1	1	0	1	0	1	1	1	1
OG_374	1	1	1	2	1	3	1	1	1	1	1	1
OG_375	1	1	1	1	1	1	3	1	1	1	1	1
OG_376	189	325	0	136	99	39	0	1	0	0	0	1
OG_377	1	1	3	1	1	1	0	1	1	1	1	1
OG_378	1	1	1	2	2	3	1	1	1	1	1	1
OG_379	4	3	1	1	2	1	1	1	2	2	2	2
OG_380	75	5	2	2	6	20	0	1	4	3	3	4
OG_381	12	8	0	2	0	0	0	0	0	0	0	0
OG_382	1	1	1	1	2	2	1	0	1	1	1	1
OG_383	1	1	1	1	2	1	1	1	1	1	1	1
OG_384	0	1	1	1	1	0	1	1	1	1	1	1
OG_385	5	2	2	1	3	6	1	1	1	1	1	1
OG_386	1	1	1	2	1	3	1	1	1	1	1	1
OG_387	135	2	0	0	4	14	0	0	0	0	0	0
OG_388	280	11	0	7	6	85	0	0	0	0	0	0
OG_389	1	1	1	1	2	0	1	0	1	1	1	1
OG_390	0	0	0	0	0	0	0	0	1	1	1	1
OG_391	0	1	2	1	3	0	1	0	1	1	1	1
OG_392	3	1	2	1	1	3	1	1	1	1	1	1
OG_393	2	1	1	1	1	2	1	1	1	1	1	1
OG_394	1	1	1	0	1	0	2	0	1	1	1	1
OG_395	1	1	1	1	1	6	0	0	1	1	1	1
OG_396	28	1	0	0	3	4	0	0	0	0	0	0
OG_397	1	1	1	1	1	2	1	1	1	1	1	1
OG_398	1	1	1	1	1	3	2	1	1	1	1	1
OG_399	19	1	1	1	1	1	1	1	1	1	1	1
OG_400	35	48	10	3	15	52	1	2	14	18	21	19
OG_401	14	1	2	2	1	3	1	1	1	1	1	1
OG_402	2	1	1	1	1	2	1	1	1	1	1	1
OG_403	2	1	2	1	1	1	2	1	1	1	1	1
OG_404	2	1	7	2	2	3	2	1	2	2	2	2
OG_405	1	2	2	0	1	0	0	0	2	1	1	2
OG_406	1	1	1	1	1	1	0	0	1	1	1	1
OG_407	0	1	1	1	1	1	1	0	1	1	1	1
OG_408	0	0	0	0	0	0	0	0	1	1	1	1
OG_409	82	20	4	2	7	7	1	3	2	1	2	1
OG_410	2	3	2	1	1	1	0	0	1	1	1	1
OG_411	0	1	4	1	2	0	1	0	1	1	1	3
OG_412	5	1	1	1	1	1	0	1	0	0	0	0
OG_413	2	1	1	0	1	1	1	1	1	1	1	1
OG_414	8	1	0	0	1	6	0	0	0	0	0	0
OG_415	200	103	12	41	26	69	4	2	3	3	3	4
OG_416	8	1	3	1	1	3	1	1	1	1	1	1
OG_417	2	1	1	1	1	2	1	1	1	1	1	1
OG_418	2	3	2	4	4	3	3	6	1	1	1	1
OG_419	1	2	3	1	1	1	0	1	1	1	2	1
OG_420	19	1	0	2	2	3	0	0	0	0	0	0
OG_421	4	1	1	2	1	3	1	3	1	1	1	1
OG_422	4	1	1	1	1	3	1	0	1	1	1	1
OG_423	6	1	2	4	1	15	0	2	4	2	3	3
OG_424	1	0	1	0	0	0	0	0	1	2	1	2
OG_425	1	1	1	1	1	1	1	1	1	1	1	1
OG_426	1	1	1	1	3	1	1	1	2	1	1	1
OG_427	2	1	1	1	2	3	1	1	1	1	1	1
OG_428	1	1	1	1	1	2	1	1	1	1	1	1
OG_429	0	1	1	1	1	0	0	0	2	2	2	2
OG_430	1	1	1	2	1	3	1	1	1	1	1	1
OG_431	3	1	1	1	1	4	1	1	1	1	1	1
OG_432	1	1	1	1	2	3	1	1	1	1	1	1
OG_433	2	1	1	1	2	0	1	1	1	1	1	1
OG_434	1	1	1	0	1	1	1	0	1	1	1	1
OG_435	1	1	1	1	2	4	1	0	1	1	2	1
OG_436	0	1	1	0	1	0	0	1	1	1	1	1
OG_437	1	1	1	1	1	2	1	1	1	1	0	1
OG_438	1	1	1	2	1	1	1	1	1	1	0	1
OG_439	1	1	1	1	1	4	1	1	1	1	1	1
OG_440	1	1	1	1	1	1	0	1	1	1	1	1
OG_441	8	1	1	2	1	1	1	1	1	1	2	1
OG_442	1	1	1	1	1	1	2	0	1	1	1	1
OG_443	0	1	0	0	1	0	0	0	1	1	1	1
OG_444	6	1	2	2	3	2	1	1	1	1	2	1
OG_445	1	1	2	0	1	1	1	1	1	1	1	1
OG_446	7	1	1	1	2	0	0	0	1	1	1	1
OG_447	3	1	1	1	1	2	2	1	1	1	1	1
OG_448	1	1	4	0	1	5	1	0	1	1	1	2
OG_449	5	1	2	2	2	2	1	2	1	1	1	1
OG_450	23	2	2	1	3	16	1	1	7	7	6	0
OG_451	2	1	1	1	3	4	1	0	1	1	1	1
OG_452	1	1	1	1	1	1	0	1	1	1	1	1
OG_453	4	1	2	1	1	1	1	1	1	1	1	1
OG_454	8	1	1	1	2	1	1	1	1	1	1	1
OG_455	1	1	1	0	1	3	1	1	1	1	1	1
OG_456	0	1	0	0	1	0	0	0	1	1	1	1
OG_457	4	1	1	1	2	1	1	1	1	1	1	1
OG_458	0	0	0	0	0	0	0	0	1	1	1	1
OG_459	2	1	1	1	1	2	1	1	1	1	1	1
OG_460	2	5	4	3	1	2	1	1	1	1	1	1
OG_461	1	1	1	1	1	2	1	1	1	1	1	1
OG_462	1	2	1	1	1	1	1	1	1	1	1	1
OG_463	1	1	1	1	1	2	2	0	1	2	2	2
OG_464	0	1	1	1	1	0	0	0	1	1	1	1
OG_465	1	1	1	1	2	3	1	1	2	2	2	2
OG_466	1	1	1	2	1	2	1	1	1	1	1	1
OG_467	1	1	1	1	1	3	1	0	1	1	1	1
OG_468	3	1	1	1	1	2	1	1	1	1	1	1
OG_469	1	1	1	1	1	2	0	1	1	1	1	1
OG_470	2	1	1	2	2	3	1	1	1	1	1	1
OG_471	3	1	1	1	1	2	1	2	1	1	1	1
OG_472	1	1	1	1	2	2	1	1	1	1	1	1
OG_473	0	0	0	0	0	0	0	1	2	1	2	1
OG_474	36	1	1	2	1	1	1	0	1	1	1	1
