#OG_name	protein_names
OG_243	Tadh_TriadT57150 Aque_Aqu2.1.24881_001 Hvul_g6692_1 Spolac_c103479_g2_i1_m.34467c102032-g1 Mlei_ML1079.g8.i1 HoiH23_PlH23_004985-RA TrH2_TrispH2_003234-RA Hhon_g10649.t1 Mmus_ENSMUST00000173320 Nvec_v1g206862 Dmel_FBtr0080312 Mlei_ML1079.g10.i1
OG_244	Tadh_TriadT57166 Tadh_TriadT62534 Hvul_g9480_1 Tadh_TriadT57163 Tadh_TriadT62535 Hvul_g30439_1 Hvul_g30440_1 TrH2_TrispH2_003249-RA Hvul_g9948_1 Hvul_g14675_1 TrH2_TrispH2_003252-RA Aque_Aqu2.1.15557_001 Tadh_TriadT57168 Tadh_TriadT62532 Tadh_TriadT57165 TrH2_TrispH2_003248-RA TrH2_TrispH2_003251-RA Tadh_TriadT57164 Tadh_TriadT57167 TrH2_TrispH2_003250-RA Aque_Aqu2.1.30802_001 Hvul_g24564_1 Hvul_g12795_1 Hvul_g12796_1 Spis_XP_022787635_1 Tadh_TriadT57169 Tadh_TriadT62533 Aque_Aqu2.1.43939_001
OG_245	Aque_Aqu2.1.16733_001 Aque_Aqu2.1.28116_001 Spis_XP_022784971_1 Mmus_ENSMUST00000066345 Hvul_g17278_1 Nvec_v1g84933 Nvec_v1g225185 Nvec_v1g154682 Spolac_c102555_g1_i1_m.29892c102555-g1 Spolac_c102555_g1_i2_m.29893c102555-g1 Dmel_FBtr0083315 HoiH23_PlH23_001591-RA TrH2_TrispH2_007859-RA Hhon_g04797.t1 Tadh_TriadT53756 Mlei_ML0062.g8.i1
OG_246	Tadh_TriadT27102 Spis_XP_022784484_1 Spis_XP_022784493_1 Spis_XP_022784517_1 Mmus_ENSMUST00000060899 Hvul_g22566_1 Hvul_g22568_1 Hvul_g22569_1 Hvul_g22571_1 Nvec_v1g168165 Nvec_v1g110323 Nvec_v1g110343 Mlei_ML0969.g20.i1 HoiH23_PlH23_004455-RA TrH2_TrispH2_003254-RA Hhon_g04605.t1 Hvul_g22570_1
OG_247	Aque_Aqu2.1.05282_001 Aque_Aqu2.1.06323_001 Spis_XP_022803788_1 Spis_XP_022810344_1 Mmus_ENSMUST00000021466 Mmus_ENSMUST00000068282 Mmus_ENSMUST00000025668 Hhon_g06946.t1 Hvul_g33352_1 Aque_Aqu2.1.38825_001 Tadh_TriadT59772 Spolac_c104558_g1_i2_m.41392c104558-g1 Dmel_FBtr0084656 Mlei_ML1545.g24.i1 HoiH23_PlH23_000408-RA TrH2_TrispH2_000355-RA Nvec_v1g99345 HoiH23_PlH23_005043-RA Tadh_TriadT30624 Hhon_g06369.t1 TrH2_TrispH2_000824-RA Hhon_g10711.t1
OG_248	Tadh_TriadT26979 Hvul_g26299_1 Hvul_g28806_1 Nvec_v1g148857 Spolac_c101877_g1_i1_m.27103c101084-g1 Spis_XP_022788948_1 Mmus_ENSMUST00000182597 Nvec_v1g88429 Hvul_g26298_1 HoiH23_PlH23_004448-RA Hhon_g04612.t1 TrH2_TrispH2_003261-RA Spolac_c89583_g1_i1_m.5713c101084-g1 Dmel_FBtr0331681 Aque_Aqu2.1.40819_001 Spolac_c92351_g1_i1_m.7753c101084-g1
OG_249	Aque_Aqu2.1.04665_001 Aque_Aqu2.1.29651_001 Aque_Aqu2.1.32039_001 Aque_Aqu2.1.16640_001 Aque_Aqu2.1.25516_001 Aque_Aqu2.1.44553_001 Aque_Aqu2.1.01940_001 Aque_Aqu2.1.24421_001 Aque_Aqu2.1.35718_001 Aque_Aqu2.1.35719_001 Spis_XP_022778993_1 Spis_XP_022779767_1 Spis_XP_022786147_1 Spis_XP_022790318_1 Spis_XP_022809304_1 Spis_Spis21033_1 Spis_Spis21117_1 Spis_Spis22435_1 Spis_Spis22869_1 Spis_Spis24544_1 Aque_Aqu2.1.22182_001 Aque_Aqu2.1.24422_001 Nvec_v1g137803 Spolac_c87138_g1_i1_m.4131c87138-g1 Aque_Aqu2.1.43216_001 Aque_Aqu2.1.04058_001 Nvec_v1g137808 Aque_Aqu2.1.23987_001 Aque_Aqu2.1.15373_001 Spolac_c62145_g1_i1_m.1662c62145-g1 Aque_Aqu2.1.29650_001 Spis_Spis23868_1 Hvul_g3902_1 Spis_XP_022800314_1 Spolac_c100359_g2_i2_m.22222c100359-g2 Aque_Aqu2.1.00287_001 Hvul_g19794_1 Spis_Spis23516_1 Spis_XP_022787415_1 Aque_Aqu2.1.16642_001 Spis_Spis22160_1 Spis_Spis22271_1 Spis_Spis1988_1 Spis_Spis19094_1 Spis_Spis20539_1 Nvec_v1g137805 Spolac_c78424_g1_i2_m.2105c100359-g2 Aque_Aqu2.1.44471_001 Spolac_c62145_g1_i2_m.1663c62145-g1 Spis_XP_022779436_1 Aque_Aqu2.1.35720_001 Spis_XP_022797518_1 Spis_XP_022805422_1 Spis_Spis6911_1 Hvul_g22098_1 Hvul_g25640_1 Spolac_c34734_g1_i1_m.757c34734-g1 Spis_XP_022778341_1 Spis_XP_022794456_1 Aque_Aqu2.1.42477_001 Spis_Spis21725_1 Aque_Aqu2.1.44354_001 Spis_XP_022810656_1 Aque_Aqu2.1.14455_001 Spis_Spis9129_1 Spis_Spis24749_1 Spis_XP_022803229_1 Aque_Aqu2.1.25517_001 Spis_XP_022800936_1 Spolac_c96171_g2_i1_m.12656c89169-g1 Spis_XP_022806280_1 Aque_Aqu2.1.24423_001 Spis_XP_022800929_1 Spis_Spis24186_1 Aque_Aqu2.1.03719_001 Aque_Aqu2.1.44438_001 Spis_XP_022779801_1 Spis_XP_022783268_1 Spis_XP_022800430_1 Aque_Aqu2.1.44355_001 Spis_XP_022795072_1 Spolac_c9754_g1_i1_m.350c20587-g1 Aque_Aqu2.1.12891_001 Spis_XP_022809203_1 Spis_XP_022791406_1 Aque_Aqu2.1.00370_001 Aque_Aqu2.1.32328_001 Spis_Spis679_1 Aque_Aqu2.1.00376_001 Spis_XP_022806614_1 Nvec_v1g208951 Aque_Aqu2.1.43209_001 Spis_XP_022783198_1 Aque_Aqu2.1.01997_001 Spolac_c20587_g1_i1_m.505c20587-g1 Spolac_c96502_g2_i2_m.13200c96502-g2 Spis_Spis25461_1 Spis_Spis18074_1 Aque_Aqu2.1.32330_001 Nvec_v1g213919 Spis_Spis16973_1 Spis_XP_022793726_1 Spolac_c103852_g5_i1_m.36564c103852-g5 Spolac_c89691_g1_i1_m.5802c47139-g1 Aque_Aqu2.1.22183_001 Spis_Spis930_1 Hvul_g28124_1 Hvul_g4969_1 Spolac_c97117_g1_i1_m.14334c20587-g1 Spis_XP_022784584_1 Spis_XP_022787108_1 Spis_XP_022798804_1 Aque_Aqu2.1.16641_001 Spis_XP_022794630_1 Spis_XP_022800415_1 Spolac_c101614_g1_i1_m.26186c101614-g1 Spolac_c101614_g1_i2_m.26187c101614-g1 Mlei_ML2085.g3.i1 Aque_Aqu2.1.44351_001 Hvul_g1466_1 Spis_XP_022785752_1 Spis_XP_022786150_1 Spolac_c71036_g1_i1_m.1786c71036-g1 Spis_Spis3451_1 Spis_XP_022785990_1 Nvec_v1g138780 Spolac_c103852_g4_i1_m.36560c103852-g4 Spis_XP_022793846_1 Spolac_c110374_g1_i1_m.45607c110374-g1 Spolac_c78496_g1_i1_m.2122c78496-g1 Spolac_c96502_g2_i1_m.13199c96502-g2 Spolac_c105789_g1_i1_m.44958c105789-g1 Spis_XP_022787044_1 Aque_Aqu2.1.35308_001 Hvul_g33003_1 Spolac_c82623_g1_i1_m.3090c82623-g1 Nvec_v1g225192 Aque_Aqu2.1.43210_001 Spolac_c100359_g2_i1_m.22221c100359-g2 Spolac_c103852_g4_i2_m.36562c103852-g4 Mlei_ML1221.g1.i1 Aque_Aqu2.1.03720_001 Spis_XP_022802534_1 Nvec_v1g209067 Spolac_c98098_g1_i2_m.16416c113469-g1NA Spis_XP_022793604_1 Aque_Aqu2.1.42319_001 Spis_Spis24738_1 Spis_XP_022808398_1 Spis_XP_022794661_1 Spis_XP_022778126_1 Spis_XP_022792296_1 Spis_XP_022796694_1 Spolac_c94546_g1_i1_m.10223c94546-g1 Hvul_g6134_1 Mlei_ML0033.g11.i1 Nvec_v1g208566 Spis_XP_022809437_1 Spis_Spis14951_1 Spis_Spis25600_1 Spis_XP_022781460_1 Spolac_c101614_g1_i1_m.26185c101614-g1 Aque_Aqu2.1.16643_001 Spolac_c89425_g2_i1_m.5644c47139-g1 Hvul_g23879_1 Spolac_c98008_g3_i1_m.16218c98008-g3 Spis_XP_022784883_1 Spolac_c84870_g1_i1_m.3569c84870-g1 Hvul_g11165_1 Spis_Spis307_1 Spis_XP_022797032_1 Spis_Spis4709_1 Hvul_g4968_1 Spolac_c110327_g1_i1_m.45590c110327-g1 Aque_Aqu2.1.14454_001 Hvul_g16174_1 Hvul_g19065_1 Nvec_NVE22868 Spolac_c86260_g1_i1_m.3910c47139-g1 Aque_Aqu2.1.43217_001 Hvul_g11163_1 Hvul_g7173_1 Nvec_v1g212249 Spolac_c83545_g1_i1_m.3256c83545-g1 Spis_XP_022808393_1 Nvec_v1g49188 Spis_Spis636_1 Hvul_g689_1 Hvul_g33635_1 Spis_Spis23115_1 Aque_Aqu2.1.24628_001 Aque_Aqu2.1.13804_001 Spis_XP_022804246_1 Spis_Spis9042_1 Spis_Spis18128_1 Spis_Spis20340_1 Spolac_c34734_g2_i1_m.758c34734-g2 Spis_XP_022796865_1 Hvul_g14762_1 Spolac_c80622_g1_i1_m.2678c80622-g1 Nvec_v1g210725 Aque_Aqu2.1.21685_001 Aque_Aqu2.1.35309_001 Spis_XP_022797523_1 Spis_XP_022808716_1 Spis_Spis20796_1 Nvec_v1g222828 Spis_Spis6559_1 Spis_XP_022810486_1 Spolac_c99112_g2_i1_m.18840c99112-g2 Aque_Aqu2.1.42478_001 Nvec_v1g204407 Spis_Spis24688_1 Spis_XP_022799813_1 Aque_Aqu2.1.01941_001 Spis_XP_022789564_1 Spis_Spis10329_1 Spis_Spis12413_1 Spis_Spis14559_1 Nvec_v1g49585 Spis_XP_022788129_1 Spis_XP_022792733_1 Spis_XP_022809651_1 Spis_Spis21510_1 Aque_Aqu2.1.39046_001 Hvul_g4970_1 Spolac_c89169_g1_i1_m.5458c89169-g1 Hvul_g16172_1 Hvul_g14763_1 Spis_Spis19634_1 Spis_XP_022797031_1 Hvul_g24203_1 Spolac_c110539_g1_i1_m.45647c110539-g1 Aque_Aqu2.1.39045_001 Spis_XP_022786990_1 Aque_Aqu2.1.16646_001 Spis_Spis22521_1 Spis_Spis23517_1 Hvul_g6356_1 Mlei_ML0625.g1.i1 Spis_XP_022777960_1 Nvec_v1g131567 Nvec_v1g145688 Tadh_wf_g12518.t1 Spis_Spis20744_1 Hvul_g19793_1 Spolac_c89425_g1_i1_m.5643c47139-g1 Spis_XP_022781137_1 Hvul_g9198_1 Hvul_g19795_1 Aque_Aqu2.1.44353_001 Spis_XP_022783269_1 Spis_XP_022805060_1 Spis_Spis9235_1 Spis_XP_022809255_1 Spis_Spis6681_1 Spolac_c87916_g1_i1_m.4603c33190-g1 Spolac_c92732_g2_i1_m.8108c92732-g2 Nvec_v1g222633 Aque_Aqu2.1.36893_001 Aque_Aqu2.1.04664_001 Aque_Aqu2.1.16644_001 Aque_Aqu2.1.12570_001 Aque_Aqu2.1.06922_001 Aque_Aqu2.1.02871_001 Aque_Aqu2.1.33838_001 Aque_Aqu2.1.24629_001 Aque_Aqu2.1.43215_001 Aque_Aqu2.1.12164_001 Spis_XP_022779919_1 Spis_XP_022780597_1 Spis_XP_022790920_1 Spis_XP_022792746_1 Spis_XP_022794398_1 Spis_XP_022798951_1 Spis_XP_022803077_1 Spis_XP_022806478_1 Spis_XP_022807381_1 Spis_XP_022809152_1 Spis_XP_022810492_1 Spis_Spis2085_1 Spis_Spis2122_1 Spis_Spis3161_1 Spis_Spis4871_1 Spis_Spis6684_1 Spis_Spis7516_1 Spis_Spis10519_1 Spis_Spis11403_1 Spis_Spis11947_1 Spis_Spis17407_1 Spis_Spis22636_1 Spis_Spis22832_1 Spis_Spis23638_1 Spis_Spis23710_1 Spis_Spis23821_1 Spis_Spis24799_1 Hvul_g21933_1 Spolac_c114289_g1_i1_m.46271c114289-g1NA Spolac_c91968_g1_i1_m.7392c91968-g1NA
OG_250	Tadh_TriadT57181 Spis_XP_022787520_1 Hvul_g5265_1 Spolac_c102915_g1_i1_m.31620c102915-g1 HoiH23_PlH23_004445-RA TrH2_TrispH2_003264-RA Mmus_ENSMUST00000163701 Nvec_v1g51069 Hhon_g04616.t1 Aque_Aqu2.1.40811_001 Aque_Aqu2.1.40816_001 Tadh_TriadT57182 Nvec_v1g47987
OG_251	Aque_Aqu2.1.04218_001 Tadh_TriadT58524 Aque_Aqu2.1.15135_001 Aque_Aqu2.1.07259_001 Aque_Aqu2.1.05328_001 Aque_Aqu2.1.05283_001 Aque_Aqu2.1.10553_001 Aque_Aqu2.1.25896_001 Aque_Aqu2.1.06581_001 Aque_Aqu2.1.19280_001 Aque_Aqu2.1.40971_001 Aque_Aqu2.1.04341_001 Aque_Aqu2.1.04648_001 Aque_Aqu2.1.06438_001 Aque_Aqu2.1.26555_001 Aque_Aqu2.1.03311_001 Aque_Aqu2.1.06522_001 Aque_Aqu2.1.04706_001 Aque_Aqu2.1.31476_001 Aque_Aqu2.1.05381_001 Aque_Aqu2.1.19757_001 Aque_Aqu2.1.08770_001 Aque_Aqu2.1.10247_001 Aque_Aqu2.1.16825_001 Aque_Aqu2.1.38674_001 Aque_Aqu2.1.43053_001 Aque_Aqu2.1.03585_001 Mmus_ENSMUST00000061878 Mmus_ENSMUST00000114372 Nvec_v1g5290 Nvec_v1g223944 Nvec_v1g221755 Spolac_c99442_g1_i1_m.19680c99442-g1 Spolac_c99442_g1_i3_m.19681c99442-g1 TrH2_TrispH2_010231-RA Aque_Aqu2.1.13285_001 Aque_Aqu2.1.43077_001 Spis_XP_022800662_1 Aque_Aqu2.1.01248_001 Aque_Aqu2.1.17392_001 Aque_Aqu2.1.16375_001 Aque_Aqu2.1.01932_001 Aque_Aqu2.1.41953_001 Mmus_ENSMUST00000020478 HoiH23_PlH23_000237-RA Aque_Aqu2.1.21486_001 Aque_Aqu2.1.00590_001 Aque_Aqu2.1.43042_001 Aque_Aqu2.1.27135_001 Aque_Aqu2.1.14020_001 Aque_Aqu2.1.13490_001 Aque_Aqu2.1.05678_001 Aque_Aqu2.1.10554_001 Aque_Aqu2.1.09876_001 Aque_Aqu2.1.31958_001 Aque_Aqu2.1.43054_001 Aque_Aqu2.1.06744_001 Spolac_c103846_g2_i1_m.36524c103846-g2 Aque_Aqu2.1.03495_001 Aque_Aqu2.1.24035_001 Aque_Aqu2.1.24037_001 Aque_Aqu2.1.03025_001 Aque_Aqu2.1.24038_001 Aque_Aqu2.1.00647_001 Aque_Aqu2.1.13322_001 Aque_Aqu2.1.10974_001 Aque_Aqu2.1.12423_001 Aque_Aqu2.1.43045_001 Aque_Aqu2.1.37632_001 Aque_Aqu2.1.26690_001 Aque_Aqu2.1.06689_001 Aque_Aqu2.1.03711_001 Aque_Aqu2.1.05823_001 Aque_Aqu2.1.03597_001 Spis_XP_022793444_1 Aque_Aqu2.1.08595_001 Nvec_v1g79914 Aque_Aqu2.1.08713_001 Aque_Aqu2.1.23201_001 Aque_Aqu2.1.07651_001 Aque_Aqu2.1.25765_001 Aque_Aqu2.1.18175_001 Aque_Aqu2.1.00513_001 Hvul_g15997_1 Aque_Aqu2.1.11668_001 Mlei_ML1414.g5.i1 Aque_Aqu2.1.04288_001 Aque_Aqu2.1.04891_001 Aque_Aqu2.1.04209_001 Aque_Aqu2.1.08512_001 Aque_Aqu2.1.02132_001 Aque_Aqu2.1.23360_001 Aque_Aqu2.1.12986_001 Aque_Aqu2.1.10458_001 Aque_Aqu2.1.01848_001 Aque_Aqu2.1.08145_001 Aque_Aqu2.1.08579_001 Aque_Aqu2.1.41823_001 Aque_Aqu2.1.11203_001 Aque_Aqu2.1.30027_001 Spolac_c94204_g1_i1_m.9757c94204-g1 Aque_Aqu2.1.04564_001 Aque_Aqu2.1.13488_001 Aque_Aqu2.1.06879_001 Aque_Aqu2.1.26554_001 Aque_Aqu2.1.09087_001 Aque_Aqu2.1.07672_001 Nvec_v1g238971 Aque_Aqu2.1.08284_001 Aque_Aqu2.1.13500_001 Aque_Aqu2.1.10761_001 Aque_Aqu2.1.17921_001 Aque_Aqu2.1.11692_001 Aque_Aqu2.1.32880_001 Aque_Aqu2.1.09836_001 Hhon_g08196.t1 Aque_Aqu2.1.23204_001 Aque_Aqu2.1.07712_001 Aque_Aqu2.1.09245_001 Aque_Aqu2.1.17388_001 Aque_Aqu2.1.20165_001 Nvec_v1g227966 Aque_Aqu2.1.12499_001 Aque_Aqu2.1.05724_001 Tadh_TriadT54002 Aque_Aqu2.1.12302_001 Aque_Aqu2.1.23202_001 Aque_Aqu2.1.18061_001 Aque_Aqu2.1.10088_001 Aque_Aqu2.1.12946_001 Spis_XP_022803068_1 Aque_Aqu2.1.21485_001 TrH2_TrispH2_007785-RA Aque_Aqu2.1.01754_001 Spis_XP_022797580_1 HoiH23_PlH23_005088-RA Aque_Aqu2.1.30237_001 Aque_Aqu2.1.25775_001 Nvec_v1g99370 Aque_Aqu2.1.11557_001 Aque_Aqu2.1.08250_001 Aque_Aqu2.1.21012_001 Tadh_TriadT55714 Aque_Aqu2.1.23720_001 Aque_Aqu2.1.05540_001 Spis_XP_022801971_1 Aque_Aqu2.1.34331_001 Aque_Aqu2.1.19732_001 Spolac_c104342_g1_i2_m.39794c104342-g1 Aque_Aqu2.1.13206_001 Mmus_ENSMUST00000063445 Aque_Aqu2.1.05935_001 Aque_Aqu2.1.09127_001 Aque_Aqu2.1.33097_001 Aque_Aqu2.1.34358_001 Aque_Aqu2.1.17089_001 Aque_Aqu2.1.16382_001 Aque_Aqu2.1.12400_001 Aque_Aqu2.1.14655_001 Aque_Aqu2.1.16378_001 Aque_Aqu2.1.13712_001 HoiH23_PlH23_003489-RA Aque_Aqu2.1.31511_001 Aque_Aqu2.1.32009_001 Aque_Aqu2.1.01722_001 Aque_Aqu2.1.41952_001 Aque_Aqu2.1.27442_001 Aque_Aqu2.1.06130_001 Aque_Aqu2.1.18108_001 Aque_Aqu2.1.12507_001 Aque_Aqu2.1.10120_001 Aque_Aqu2.1.00722_001 Hhon_g04365.t1 Hhon_g10205.t1 Aque_Aqu2.1.16560_001 Aque_Aqu2.1.30230_001 Aque_Aqu2.1.39858_001 TrH2_TrispH2_001164-RA Aque_Aqu2.1.13569_001 Mlei_ML1376.g1.i1 Aque_Aqu2.1.03704_001 Aque_Aqu2.1.20867_001 Aque_Aqu2.1.26696_001 Aque_Aqu2.1.31463_001 Mmus_ENSMUST00000071841 Aque_Aqu2.1.13106_001 Aque_Aqu2.1.13911_001 Aque_Aqu2.1.05583_001 Hvul_g15012_1 Aque_Aqu2.1.16263_001 Aque_Aqu2.1.26734_001 Mlei_ML0426.g1.i1 Aque_Aqu2.1.43034_001 Aque_Aqu2.1.32625_001 Aque_Aqu2.1.43047_001 Mlei_ML2213.g9.i1 TrH2_TrispH2_001606-RA Aque_Aqu2.1.05528_001 Aque_Aqu2.1.18804_001 Aque_Aqu2.1.19278_001 Aque_Aqu2.1.16262_001 Aque_Aqu2.1.23716_001 Aque_Aqu2.1.23706_001 Aque_Aqu2.1.25463_001 Aque_Aqu2.1.15417_001 Aque_Aqu2.1.12723_001 Aque_Aqu2.1.34357_001 Nvec_v1g95896 Aque_Aqu2.1.31465_001 Aque_Aqu2.1.12987_001 Mmus_ENSMUST00000023444 Tadh_TriadT2707 Aque_Aqu2.1.18742_001 Aque_Aqu2.1.14404_001 Aque_Aqu2.1.32618_001 Aque_Aqu2.1.32851_001 Spolac_c103638_g5_i1_m.35306c103638-g5 Aque_Aqu2.1.43050_001 Aque_Aqu2.1.17603_001 Aque_Aqu2.1.13601_001 Aque_Aqu2.1.17858_001 Aque_Aqu2.1.08920_001 Aque_Aqu2.1.18800_001 Aque_Aqu2.1.02639_001 Spis_XP_022784695_1 Spolac_c100197_g1_i2_m.21776c100197-g1 Aque_Aqu2.1.19083_001 Aque_Aqu2.1.12498_001 Aque_Aqu2.1.32847_001 Mlei_ML0605.g1.i1 Spis_XP_022781855_1 Aque_Aqu2.1.33008_001 Aque_Aqu2.1.31960_001 Aque_Aqu2.1.31456_001 Aque_Aqu2.1.21790_001 Aque_Aqu2.1.12904_001 Mmus_ENSMUST00000021362 Aque_Aqu2.1.10927_001 Aque_Aqu2.1.42041_001 Spolac_c100100_g1_i2_m.21511c100100-g1 Spolac_c100100_g2_i1_m.21510c100100-g1 Aque_Aqu2.1.22702_001 Aque_Aqu2.1.32008_001 Spolac_c104342_g1_i1_m.39791c104342-g1 Dmel_FBtr0075965 Aque_Aqu2.1.09528_001 TrH2_TrispH2_005439-RA Aque_Aqu2.1.43039_001 Mmus_ENSMUST00000128119 HoiH23_PlH23_005662-RA Aque_Aqu2.1.08068_001 Aque_Aqu2.1.06642_001 Spolac_c93839_g1_i2_m.9315c93839-g1 Hvul_g9640_1 Spolac_c41661_g1_i1_m.1158c41661-g1 Aque_Aqu2.1.13321_001 Aque_Aqu2.1.32649_001 Nvec_v1g100718 Aque_Aqu2.1.24296_001 Aque_Aqu2.1.05463_001 Aque_Aqu2.1.07647_001 Spis_XP_022790498_1 Mmus_ENSMUST00000145903 Aque_Aqu2.1.11107_001 Spolac_c86354_g1_i1_m.3929c86354-g1NA Mmus_ENSMUST00000045884 Nvec_v1g122013 Nvec_v1g246594 Spolac_c101155_g1_i3_m.24704c101155-g1 Spolac_c93562_g2_i1_m.9002c87954-g1 Dmel_FBtr0089125 Aque_Aqu2.1.15995_001 Spis_XP_022791047_1 Aque_Aqu2.1.21837_001 Spolac_c93839_g2_i1_m.9318c93839-g1 Nvec_v1g202453 Spis_XP_022797777_1 Hhon_g06758.t1 Nvec_v1g197035 HoiH23_PlH23_002779-RA Aque_Aqu2.1.12280_001 Mmus_ENSMUST00000068259 Nvec_v1g222798 Hhon_g02240.t1 Spolac_c72944_g1_i1_m.1812c72944-g1 Spis_XP_022780568_1 Dmel_FBtr0331303 Dmel_FBtr0071218 Spis_XP_022793622_1 Aque_Aqu2.1.09564_001 Nvec_v1g97756 Nvec_v1g238906 Nvec_v1g245281 Spolac_c100100_g1_i1_m.21508c100100-g1 Aque_Aqu2.1.05075_001 Aque_Aqu2.1.01649_001 Aque_Aqu2.1.05974_001 Aque_Aqu2.1.00225_001 Aque_Aqu2.1.26689_001 Aque_Aqu2.1.10463_001 Aque_Aqu2.1.25175_001 Aque_Aqu2.1.05634_001 Aque_Aqu2.1.24306_001 Aque_Aqu2.1.10291_001 Aque_Aqu2.1.33016_001 Aque_Aqu2.1.26004_001 Aque_Aqu2.1.04831_001 Aque_Aqu2.1.08493_001 Aque_Aqu2.1.10012_001 Aque_Aqu2.1.07013_001 Aque_Aqu2.1.01383_001 Aque_Aqu2.1.26898_001 Aque_Aqu2.1.09006_001 Aque_Aqu2.1.02030_001 Aque_Aqu2.1.04806_001 Aque_Aqu2.1.05195_001 Aque_Aqu2.1.16746_001 Aque_Aqu2.1.32916_001 Aque_Aqu2.1.09451_001 Aque_Aqu2.1.02435_001 Aque_Aqu2.1.07948_001 Aque_Aqu2.1.32852_001 Aque_Aqu2.1.26749_001 Aque_Aqu2.1.29013_001 Aque_Aqu2.1.02176_001 Aque_Aqu2.1.19731_001 Aque_Aqu2.1.12081_001 Aque_Aqu2.1.00906_001 Aque_Aqu2.1.24924_001 Aque_Aqu2.1.01544_001 Aque_Aqu2.1.25022_001 Aque_Aqu2.1.01460_001 Aque_Aqu2.1.36560_001 Aque_Aqu2.1.36561_001 Aque_Aqu2.1.08596_001 Aque_Aqu2.1.39799_001 Aque_Aqu2.1.00605_001 Aque_Aqu2.1.14031_001 Aque_Aqu2.1.18069_001 Aque_Aqu2.1.01407_001 Aque_Aqu2.1.01372_001 Aque_Aqu2.1.34270_001
OG_252	Aque_Aqu2.1.07541_001 Spis_XP_022793188_1 Mmus_ENSMUST00000034607 Hvul_g27315_1 Nvec_v1g192736 Nvec_v1g222121 Spolac_c97419_g1_i1_m.14971c97419-g1 Spolac_c97419_g1_i2_m.14972c97419-g1 Dmel_FBtr0070371 Hhon_g04938.t1 Tadh_TriadT61957 HoiH23_PlH23_005014-RA TrH2_TrispH2_006303-RA Aque_Aqu2.1.32932_001
OG_253	Tadh_TriadT57191 Aque_Aqu2.1.10092_001 Spis_XP_022805687_1 Mmus_ENSMUST00000060834 Nvec_v1g119331 Spolac_c81535_g1_i2_m.2883c42865-g1 Dmel_FBtr0100565 TrH2_TrispH2_003273-RA Hhon_g04627.t1 HoiH23_PlH23_010700-RA Hvul_g25799_1
OG_254	Aque_Aqu2.1.22444_001 Aque_Aqu2.1.42798_001 Spolac_c105355_g1_i1_m.44851c105355-g1 Aque_Aqu2.1.22998_001 Spis_XP_022790693_1 Mmus_ENSMUST00000062161 Nvec_v1g242397 Spolac_c24335_g1_i1_m.568c105355-g1 Mlei_ML0830.g29.i1 Aque_Aqu2.1.08089_001 Spolac_c72135_g1_i1_m.1806c72135-g1NA Tadh_TriadT55936 HoiH23_PlH23_002002-RA TrH2_TrispH2_007876-RA Hhon_g03244.t1 Nvec_v1g202813 Aque_Aqu2.1.23122_001 Spolac_c80157_g2_i1_m.2548c33940-g1 Mmus_ENSMUST00000234107 Nvec_v1g224526 Nvec_v1g205789 Aque_Aqu2.1.35449_001 Mlei_ML0780.g5.i1 Spis_Spis7923_1 Aque_Aqu2.1.35700_001
OG_255	Tadh_TriadT26650 Spis_XP_022786998_1 Mmus_ENSMUST00000053506 Hvul_g21007_1 Nvec_v1g186039 Spolac_c78916_g1_i1_m.2237c78916-g1 Spolac_c98372_g1_i1_m.17043c78916-g1 Dmel_FBtr0076912 Mlei_ML0231.g13.i1 HoiH23_PlH23_005532-RA TrH2_TrispH2_003276-RA Hhon_g04630.t1 Aque_Aqu2.1.43277_001
OG_256	Tadh_TriadT57189 Aque_Aqu2.1.44102_001 Hvul_g26365_1 Hvul_g26368_1 Nvec_NVE14336 Spolac_c85084_g1_i1_m.3622c85084-g1 Spolac_c91433_g1_i1_m.6875c85084-g1 Spolac_c91433_g1_i2_m.6876c85084-g1 Mlei_ML0901.g22.i1 HoiH23_PlH23_011065-RA TrH2_TrispH2_003271-RA Hhon_g04625.t1 Spis_XP_022805677_1 Mmus_ENSMUST00000006178 Nvec_v1g174799 Hvul_g26363_1 Hvul_g26371_1
OG_257	Tadh_TriadT57203 Aque_Aqu2.1.40862_001 Spis_XP_022802782_1 Mmus_ENSMUST00000046404 Hvul_g33534_1 Nvec_v1g114533 Spolac_c98005_g1_i1_m.16213c98005-g1 Spolac_c98005_g1_i3_m.16215c98005-g1 Dmel_FBtr0080979 Mlei_ML0844.g16.i1 HoiH23_PlH23_005524-RA TrH2_TrispH2_003284-RA Hhon_g04638.t1
OG_258	Tadh_TriadT57205 Aque_Aqu2.1.32469_001 Spis_XP_022810348_1 Mmus_ENSMUST00000003850 Hvul_g3418_1 Nvec_v1g88290 Mlei_ML0977.g1.i1 HoiH23_PlH23_005522-RA HoiH23_PlH23_005523-RA Hhon_g04639.t1 Tadh_TriadT27232 Mmus_ENSMUST00000028758 Mmus_ENSMUST00000070181 Spolac_c103298_g1_i3_m.33552c103298-g1 Spolac_c103298_g1_i4_m.33554c103298-g1 Spolac_c103298_g1_i6_m.33556c103298-g1 Dmel_FBtr0346133 TrH2_TrispH2_003286-RA
