#OG_name	Aque.fasta	Spis.fasta	Mmus.fasta	Hvul.fasta	Nvec.fasta	Spolac.fasta	Dmel.fasta	Mlei.fasta	HoiH23.fasta	TrH2.fasta	Hhon.fasta	Tadh.fasta
OG_541	Aque_Aqu2.1.33930_001	Spis_XP_022806826_1	Mmus_ENSMUST00000034644	Hvul_g10221_1 Hvul_g10222_1 Hvul_g10224_1 Hvul_g10225_1	Nvec_v1g208259 Nvec_v1g208260	Spolac_c104233_g1_i1_m.39047c104233-g1	Dmel_FBtr0070046	Mlei_ML0622.g30.i1	HoiH23_PlH23_003557-RA	TrH2_TrispH2_005792-RA		Tadh_TriadT28801
OG_542		Spis_XP_022806828_1		Hvul_g14054_1 Hvul_g14055_1	Nvec_v1g89715 Nvec_v1g222754			Mlei_ML0943.g26.i1	HoiH23_PlH23_003563-RA	TrH2_TrispH2_005786-RA	Hhon_g07926.t1	Tadh_wf_g7873.t1
OG_543	Aque_Aqu2.1.37740_001	Spis_XP_022806837_1	Mmus_ENSMUST00000034567	Hvul_g27363_1 Hvul_g27359_1	Nvec_v1g227398	Spolac_c102986_g1_i1_m.31991c102986-g1	Dmel_FBtr0079444	Mlei_ML0144.g9.i1	HoiH23_PlH23_007994-RA	TrH2_TrispH2_006874-RA		Tadh_TriadT50632
OG_544	Aque_Aqu2.1.34408_001 Aque_Aqu2.1.34407_001	Spis_XP_022785798_1	Mmus_ENSMUST00000111668 Mmus_ENSMUST00000092937	Hvul_g9899_1	Nvec_v1g171810	Spolac_c101928_g1_i2_m.27275c101928-g1 Spolac_c101928_g1_i1_m.27273c101928-g1 Spolac_c101928_g1_i3_m.27276c101928-g1	Dmel_FBtr0333914	Mlei_ML1893.g22.i1	HoiH23_PlH23_006964-RA	TrH2_TrispH2_006888-RA	Hhon_g02725.t1	Tadh_TriadT28940
OG_545	Aque_Aqu2.1.33673_001	Spis_XP_022794857_1	Mmus_ENSMUST00000055438 Mmus_ENSMUST00000027373	Hvul_g13379_1	Nvec_v1g95978	Spolac_c101732_g1_i1_m.26580c101732-g1 Spolac_c101732_g1_i3_m.26582c101732-g1	Dmel_FBtr0081128	Mlei_ML0051.g17.i1	HoiH23_PlH23_007983-RA	TrH2_TrispH2_006885-RA	Hhon_g02728.t1	Tadh_TriadT28894
OG_546	Aque_Aqu2.1.39830_001	Spis_XP_022780914_1 Spis_XP_022780969_1	Mmus_ENSMUST00000000939 Mmus_ENSMUST00000060311	Hvul_g15020_1 Hvul_g15025_1 Hvul_g15023_1	Nvec_v1g123513 Nvec_v1g172080	Spolac_c104215_g1_i1_m.38922c104215-g1 Spolac_c104215_g1_i2_m.38925c104215-g1 Spolac_c104215_g1_i3_m.38926c104215-g1	Dmel_FBtr0075948		HoiH23_PlH23_006965-RA	TrH2_TrispH2_006887-RA	Hhon_g02726.t1	Tadh_TriadT59009
OG_547	Aque_Aqu2.1.32086_001	Spis_XP_022792520_1	Mmus_ENSMUST00000019944	Hvul_g22865_1	Nvec_NVE7956	Spolac_c85796_g1_i1_m.3820c85796-g1	Dmel_FBtr0083410	Mlei_ML1599.g7.i1	HoiH23_PlH23_005127-RA	TrH2_TrispH2_009182-RA	Hhon_g01085.t1	Tadh_TriadT50979
OG_548	Aque_Aqu2.1.32101_001 Aque_Aqu2.1.24809_001 Aque_Aqu2.1.11468_001	Spis_XP_022793302_1	Mmus_ENSMUST00000014022 Mmus_ENSMUST00000131138	Hvul_g12538_1	Nvec_v1g246527	Spolac_c91597_g1_i1_m.7041c91597-g1 Spolac_c91597_g1_i2_m.7042c91597-g1	Dmel_FBtr0339238	Mlei_ML0490.g13.i1	HoiH23_PlH23_001516-RA	TrH2_TrispH2_001379-RA	Hhon_g10126.t1	Tadh_TriadT57833
OG_549	Aque_Aqu2.1.32105_001	Spis_XP_022780733_1	Mmus_ENSMUST00000020343	Hvul_g18950_1	Nvec_v1g172228	Spolac_c104471_g5_i1_m.40782c104471-g5 Spolac_c96616_g1_i2_m.13411c96616-g1	Dmel_FBtr0299903	Mlei_ML0573.g15.i1	HoiH23_PlH23_004640-RA	TrH2_TrispH2_005535-RA	Hhon_g03391.t1	Tadh_TriadT61818
OG_550	Aque_Aqu2.1.27179_001	Spis_XP_022779460_1 Spis_XP_022781463_1	Mmus_ENSMUST00000101358 Mmus_ENSMUST00000117736 Mmus_ENSMUST00000033646 Mmus_ENSMUST00000033418 Mmus_ENSMUST00000033664 Mmus_ENSMUST00000167925		Nvec_v1g239707 Nvec_v1g203881			Mlei_ML1105.g2.i1 Mlei_ML1207.g10.i1	HoiH23_PlH23_009840-RA	TrH2_TrispH2_005911-RA	Hhon_g02695.t1	Tadh_TriadT64156
OG_551	Aque_Aqu2.1.32113_001	Spis_XP_022782694_1 Spis_XP_022786119_1		Hvul_g30387_1	Nvec_NVE11002 Nvec_v1g203264			Mlei_ML0096.g13.i1				
OG_552	Aque_Aqu2.1.32111_001	Spis_XP_022780770_1	Mmus_ENSMUST00000029448	Hvul_g22607_1	Nvec_NVE24274	Spolac_c9391_g1_i1_m.338c9391-g1		Mlei_ML0854.g7.i1				
OG_553	Aque_Aqu2.1.32115_001 Aque_Aqu2.1.32116_001	Spis_XP_022780764_1 Spis_XP_022810293_1	Mmus_ENSMUST00000031971	Hvul_g31403_1	Nvec_v1g211253 Nvec_v1g9216	Spolac_c91521_g1_i1_m.6973c91521-g1	Dmel_FBtr0083277		HoiH23_PlH23_007420-RA	TrH2_TrispH2_005561-RA	Hhon_g03413.t1	Tadh_TriadT61842 Tadh_TriadT34467
OG_554	Aque_Aqu2.1.36480_001	Spis_XP_022798758_1	Mmus_ENSMUST00000103213	Hvul_g14547_1	Nvec_v1g136836 Nvec_v1g221885	Spolac_c95680_g1_i1_m.11859c95680-g1	Dmel_FBtr0078075	Mlei_ML4584.g9.i1	HoiH23_PlH23_010813-RA	TrH2_TrispH2_005918-RA	Hhon_g02689.t1	Tadh_TriadT28728
OG_555	Aque_Aqu2.1.37974_001	Spis_XP_022800388_1	Mmus_ENSMUST00000098048	Hvul_g14498_1	Nvec_v1g229673	Spolac_c104077_g2_i1_m.38046c104077-g2 Spolac_c104077_g2_i2_m.38047c104077-g2	Dmel_FBtr0088981 Dmel_FBtr0087670	Mlei_ML1430.g23.i1	HoiH23_PlH23_000694-RA HoiH23_PlH23_000695-RA	TrH2_TrispH2_005931-RA TrH2_TrispH2_005932-RA	Hhon_g02677.t1 Hhon_g02676.t1	Tadh_TriadT63365 Tadh_TriadT59049
OG_556	Aque_Aqu2.1.02844_001 Aque_Aqu2.1.28867_001	Spis_XP_022794272_1	Mmus_ENSMUST00000165096	Hvul_g14541_1	Nvec_v1g190506 Nvec_v1g44719 Nvec_v1g223667	Spolac_c110710_g1_i1_m.45701c110710-g1 Spolac_c97186_g1_i1_m.14459c97186-g1 Spolac_c111544_g1_i1_m.45895c111544-g1		Mlei_ML0821.g20.i1	HoiH23_PlH23_000691-RA	TrH2_TrispH2_005935-RA	Hhon_g02673.t1	Tadh_TriadT64160
OG_557	Aque_Aqu2.1.20544_001	Spis_XP_022790545_1 Spis_XP_022790549_1 Spis_XP_022790598_1 Spis_XP_022790552_1 Spis_XP_022783706_1	Mmus_ENSMUST00000179321 Mmus_ENSMUST00000191501 Mmus_ENSMUST00000026084 Mmus_ENSMUST00000037478	Hvul_g17773_1 Hvul_g17771_1 Hvul_g22887_1 Hvul_g11005_1 Hvul_g17772_1 Hvul_g25937_1	Nvec_v1g212461 Nvec_NVE15221 Nvec_v1g213661 Nvec_v1g171569 Nvec_v1g214544 Nvec_v1g212458 Nvec_v1g220441	Spolac_c93846_g1_i1_m.9330c93846-g1 Spolac_c96918_g2_i2_m.13970c96918-g1 Spolac_c99657_g1_i2_m.20255c99657-g1 Spolac_c96918_g3_i3_m.13972c96918-g1 Spolac_c93846_g2_i1_m.9334c93846-g2 Spolac_c93846_g1_i4_m.9333c93846-g1 Spolac_c99657_g4_i1_m.20256c99657-g4 Spolac_c100403_g1_i1_m.22341c100403-g1 Spolac_c100403_g2_i1_m.22343c100403-g1 Spolac_c100403_g2_i2_m.22345c100403-g1 Spolac_c101163_g1_i1_m.24724c101163-g1 Spolac_c93846_g1_i2_m.9331c93846-g1 Spolac_c96918_g1_i1_m.13969c96918-g1 Spolac_c93846_g3_i1_m.9336c93846-g2 Spolac_c85697_g1_i1_m.3794c85697-g1 Spolac_c93846_g1_i3_m.9332c93846-g1 Spolac_c99657_g1_i1_m.20252c99657-g1 Spolac_c99657_g3_i2_m.20257c99657-g3 Spolac_c99657_g3_i1_m.20254c99657-g3	Dmel_FBtr0091492 Dmel_FBtr0113347 Dmel_FBtr0083671	Mlei_ML1306.g6.i1 Mlei_ML1790.g2.i1 Mlei_ML0671.g25.i1 Mlei_ML1424.g11.i1 Mlei_ML1223.g15.i1 Mlei_ML0536.g3.i1 Mlei_ML0930.g21.i1 Mlei_ML0030.g22.i1 Mlei_ML0969.g28.i1	HoiH23_PlH23_003577-RA HoiH23_PlH23_003584-RA HoiH23_PlH23_003582-RA HoiH23_PlH23_003579-RA HoiH23_PlH23_003361-RA HoiH23_PlH23_003578-RA HoiH23_PlH23_003583-RA HoiH23_PlH23_003581-RA HoiH23_PlH23_000681-RA HoiH23_PlH23_003585-RA HoiH23_PlH23_007339-RA HoiH23_PlH23_003654-RA	TrH2_TrispH2_005770-RA TrH2_TrispH2_005765-RA TrH2_TrispH2_005753-RA TrH2_TrispH2_005771-RA TrH2_TrispH2_005763-RA TrH2_TrispH2_010023-RA TrH2_TrispH2_005766-RA TrH2_TrispH2_005769-RA TrH2_TrispH2_005240-RA TrH2_TrispH2_005241-RA TrH2_TrispH2_005761-RA TrH2_TrispH2_005762-RA TrH2_TrispH2_005327-RA TrH2_TrispH2_005768-RA	Hhon_g07943.t1 Hhon_g07949.t1 Hhon_g07948.t1 Hhon_g07942.t1 Hhon_g07945.t1 Hhon_g07069.t1 Hhon_g07944.t1 Hhon_g07947.t1 Hhon_g08145.t1 Hhon_g02663.t1 Hhon_g08146.t1 Hhon_g07950.t1 Hhon_g05261.t1	Tadh_wf_g7956.t1 Tadh_TriadT58959 Tadh_TriadT58964 Tadh_TriadT58963 Tadh_TriadT51495 Tadh_TriadT58958 Tadh_TriadT64145 Tadh_TriadT60062 Tadh_TriadT58799 Tadh_TriadT58957 Tadh_TriadT58944 Tadh_TriadT58954 Tadh_TriadT58955 Tadh_TriadT51494 Tadh_TriadT58956 Tadh_TriadT58961
OG_558									HoiH23_PlH23_000674-RA	TrH2_TrispH2_005951-RA	Hhon_g02656.t1	Tadh_TriadT59066
OG_559	Aque_Aqu2.1.32257_001	Spis_Spis16450_1	Mmus_ENSMUST00000087026	Hvul_g247_1	Nvec_v1g122262	Spolac_c99891_g1_i1_m.20874c99891-g1 Spolac_c99891_g1_i2_m.20876c99891-g1 Spolac_c99891_g1_i3_m.20878c99891-g1	Dmel_FBtr0078994	Mlei_ML2732.g16.i1	HoiH23_PlH23_000677-RA	TrH2_TrispH2_005949-RA	Hhon_g02659.t1	Tadh_TriadT59063
OG_560	Aque_Aqu2.1.36543_001	Spis_XP_022783921_1	Mmus_ENSMUST00000056962		Nvec_v1g237587	Spolac_c100147_g1_i1_m.21648c100147-g1		Mlei_ML0336.g14.i1	HoiH23_PlH23_000672-RA	TrH2_TrispH2_005953-RA	Hhon_g02653.t1	Tadh_TriadT59069
OG_561	Aque_Aqu2.1.32155_001 Aque_Aqu2.1.00408_001 Aque_Aqu2.1.02367_001	Spis_XP_022784627_1	Mmus_ENSMUST00000036865	Hvul_g21152_1 Hvul_g21153_1	Nvec_v1g136350 Nvec_v1g219661 Nvec_v1g15511 Nvec_v1g225126	Spolac_c36156_g1_i1_m.820c36156-g1 Spolac_c78324_g2_i1_m.2075c36156-g1 Spolac_c80457_g2_i1_m.2642c80457-g2	Dmel_FBtr0088675	Mlei_ML2189.g5.i1	HoiH23_PlH23_003760-RA	TrH2_TrispH2_007827-RA	Hhon_g03327.t1	Tadh_TriadT61761
OG_562	Aque_Aqu2.1.02662_001 Aque_Aqu2.1.02220_001 Aque_Aqu2.1.02131_001 Aque_Aqu2.1.16304_001 Aque_Aqu2.1.07252_001 Aque_Aqu2.1.32973_001 Aque_Aqu2.1.11190_001	Spis_XP_022781293_1	Mmus_ENSMUST00000007042	Hvul_g32580_1	Nvec_v1g211930	Spolac_c101988_g1_i1_m.27510c101988-g1	Dmel_FBtr0081995	Mlei_ML2679.g22.i1	HoiH23_PlH23_007825-RA	TrH2_TrispH2_011155-RA		Tadh_TriadT64358
OG_563	Aque_Aqu2.1.32017_001 Aque_Aqu2.1.40122_001 Aque_Aqu2.1.12563_001 Aque_Aqu2.1.39564_001 Aque_Aqu2.1.39355_001 Aque_Aqu2.1.31111_001 Aque_Aqu2.1.38236_001 Aque_Aqu2.1.26075_001	Spis_Spis14455_1										
OG_564	Aque_Aqu2.1.39862_001	Spis_XP_022781002_1	Mmus_ENSMUST00000036880	Hvul_g24672_1	Nvec_v1g237661	Spolac_c80587_g1_i1_m.2670c80587-g1	Dmel_FBtr0088429		HoiH23_PlH23_000650-RA	TrH2_TrispH2_010945-RA	Hhon_g02631.t1	Tadh_TriadT28456
OG_565	Aque_Aqu2.1.29882_001 Aque_Aqu2.1.04370_001					Spolac_c100247_g1_i3_m.21919c100247-g1 Spolac_c100247_g1_i4_m.21921c100247-g1 Spolac_c78930_g1_i2_m.2243c78930-g1NA			HoiH23_PlH23_000663-RA	TrH2_TrispH2_005963-RA	Hhon_g02643.t1	Tadh_TriadT59078
OG_566	Aque_Aqu2.1.29879_001	Spis_XP_022780870_1	Mmus_ENSMUST00000150779 Mmus_ENSMUST00000092794	Hvul_g32853_1	Nvec_v1g108947	Spolac_c85861_g1_i1_m.3833c85861-g1	Dmel_FBtr0084881 Dmel_FBtr0113427	Mlei_ML0305.g14.i1	HoiH23_PlH23_000647-RA	TrH2_TrispH2_011382-RA	Hhon_g02628.t1	Tadh_TriadT28865
OG_567	Aque_Aqu2.1.39879_001	Spis_XP_022806383_1	Mmus_ENSMUST00000023867	Hvul_g9898_1 Hvul_g9897_1	Nvec_v1g209079 Nvec_v1g209082	Spolac_c97204_g2_i1_m.14504c97204-g2 Spolac_c97204_g2_i2_m.14505c97204-g2	Dmel_FBtr0073264	Mlei_ML0134.g3.i1	HoiH23_PlH23_000640-RA	TrH2_TrispH2_006835-RA	Hhon_g02621.t1	Tadh_TriadT28707
OG_568	Aque_Aqu2.1.25005_001	Spis_XP_022787660_1	Mmus_ENSMUST00000031351	Hvul_g29877_1		Spolac_c99651_g2_i2_m.20234c99651-g2 Spolac_c99651_g2_i3_m.20235c99651-g2	Dmel_FBtr0084543	Mlei_ML0864.g7.i1	HoiH23_PlH23_000627-RA	TrH2_TrispH2_006844-RA	Hhon_g02607.t1	Tadh_TriadT59110
OG_569	Aque_Aqu2.1.02311_001 Aque_Aqu2.1.08059_001 Aque_Aqu2.1.09374_001 Aque_Aqu2.1.41202_001 Aque_Aqu2.1.27417_001 Aque_Aqu2.1.27422_001 Aque_Aqu2.1.27418_001	Spis_XP_022792149_1 Spis_XP_022804415_1	Mmus_ENSMUST00000044620 Mmus_ENSMUST00000220311 Mmus_ENSMUST00000064797	Hvul_g22618_1 Hvul_g22616_1 Hvul_g22617_1	Nvec_v1g202524 Nvec_v1g143432 Nvec_v1g11039 Nvec_v1g239437 Nvec_v1g94407 Nvec_v1g94465 Nvec_v1g143435 Nvec_NVE9667	Spolac_c99126_g1_i1_m.18896c95658-g1 Spolac_c99126_g2_i1_m.18898c95658-g1 Spolac_c104726_g5_i3_m.42817c103473-g3 Spolac_c104726_g5_i1_m.42813c103473-g3 Spolac_c104726_g5_i2_m.42815c103473-g3 Spolac_c103473_g3_i1_m.34419c103473-g3	Dmel_FBtr0306017	Mlei_ML0280.g10.i1	HoiH23_PlH23_003146-RA	TrH2_TrispH2_006847-RA TrH2_TrispH2_001081-RA	Hhon_g02611.t1 Hhon_g05102.t1	Tadh_TriadT59113 Tadh_wf_g8009.t1 Tadh_TriadT25536
OG_570	Aque_Aqu2.1.36531_001 Aque_Aqu2.1.09692_001	Spis_XP_022787655_1	Mmus_ENSMUST00000026387	Hvul_g32835_1 Hvul_g32837_1	Nvec_v1g95856	Spolac_c93881_g1_i1_m.9380c102720-g2	Dmel_FBtr0076943	Mlei_ML0125.g17.i1	HoiH23_PlH23_000631-RA	TrH2_TrispH2_006848-RA	Hhon_g02612.t1	Tadh_TriadT28466
OG_571	Aque_Aqu2.1.32070_001 Aque_Aqu2.1.25480_001 Aque_Aqu2.1.13360_001 Aque_Aqu2.1.25481_001 Aque_Aqu2.1.12036_001			Hvul_g7281_1 Hvul_g25152_1 Hvul_g26045_1 Hvul_g17941_1 Hvul_g22535_1 Hvul_g5636_1 Hvul_g26470_1 Hvul_g4331_1								
OG_572			Mmus_ENSMUST00000042734	Hvul_g6534_1	Nvec_v1g230076	Spolac_c97107_g1_i1_m.14315c97107-g1 Spolac_c97107_g1_i2_m.14317c97107-g1	Dmel_FBtr0474142		HoiH23_PlH23_000616-RA	TrH2_TrispH2_006858-RA	Hhon_g11784.t1	Tadh_TriadT59126
OG_573	Aque_Aqu2.1.32068_001 Aque_Aqu2.1.41714_001 Aque_Aqu2.1.35589_001 Aque_Aqu2.1.20666_001 Aque_Aqu2.1.02305_001 Aque_Aqu2.1.28388_001 Aque_Aqu2.1.40263_001 Aque_Aqu2.1.20790_001 Aque_Aqu2.1.01895_001 Aque_Aqu2.1.44345_001 Aque_Aqu2.1.44502_001 Aque_Aqu2.1.15736_001 Aque_Aqu2.1.35714_001 Aque_Aqu2.1.12046_001 Aque_Aqu2.1.00036_001 Aque_Aqu2.1.25296_001 Aque_Aqu2.1.02290_001 Aque_Aqu2.1.44550_001 Aque_Aqu2.1.38246_001 Aque_Aqu2.1.26461_001 Aque_Aqu2.1.35524_001 Aque_Aqu2.1.22013_001 Aque_Aqu2.1.12113_001 Aque_Aqu2.1.06452_001 Aque_Aqu2.1.29561_001 Aque_Aqu2.1.27649_001 Aque_Aqu2.1.16161_001 Aque_Aqu2.1.05945_001 Aque_Aqu2.1.31559_001 Aque_Aqu2.1.17610_001 Aque_Aqu2.1.17247_001 Aque_Aqu2.1.28579_001 Aque_Aqu2.1.08525_001 Aque_Aqu2.1.18620_001 Aque_Aqu2.1.40078_001 Aque_Aqu2.1.30984_001 Aque_Aqu2.1.24048_001 Aque_Aqu2.1.16930_001 Aque_Aqu2.1.18633_001 Aque_Aqu2.1.26437_001 Aque_Aqu2.1.17466_001 Aque_Aqu2.1.21968_001 Aque_Aqu2.1.36980_001 Aque_Aqu2.1.06862_001 Aque_Aqu2.1.09197_001 Aque_Aqu2.1.12662_001 Aque_Aqu2.1.40399_001 Aque_Aqu2.1.33867_001 Aque_Aqu2.1.05487_001 Aque_Aqu2.1.17846_001 Aque_Aqu2.1.40431_001 Aque_Aqu2.1.33850_001 Aque_Aqu2.1.09196_001 Aque_Aqu2.1.23135_001 Aque_Aqu2.1.13221_001 Aque_Aqu2.1.25088_001 Aque_Aqu2.1.33800_001 Aque_Aqu2.1.26442_001 Aque_Aqu2.1.08453_001 Aque_Aqu2.1.35412_001 Aque_Aqu2.1.30678_001 Aque_Aqu2.1.30171_001 Aque_Aqu2.1.07996_001 Aque_Aqu2.1.25788_001 Aque_Aqu2.1.25702_001 Aque_Aqu2.1.29813_001 Aque_Aqu2.1.40363_001 Aque_Aqu2.1.20117_001 Aque_Aqu2.1.11648_001 Aque_Aqu2.1.43089_001 Aque_Aqu2.1.18768_001 Aque_Aqu2.1.09696_001 Aque_Aqu2.1.02484_001 Aque_Aqu2.1.05391_001 Aque_Aqu2.1.31200_001 Aque_Aqu2.1.21815_001 Aque_Aqu2.1.21543_001 Aque_Aqu2.1.02974_001 Aque_Aqu2.1.17798_001 Aque_Aqu2.1.08221_001 Aque_Aqu2.1.12680_001 Aque_Aqu2.1.12839_001 Aque_Aqu2.1.39423_001 Aque_Aqu2.1.19104_001 Aque_Aqu2.1.41713_001 Aque_Aqu2.1.27750_001 Aque_Aqu2.1.19357_001 Aque_Aqu2.1.03031_001 Aque_Aqu2.1.06464_001 Aque_Aqu2.1.19709_001 Aque_Aqu2.1.35438_001 Aque_Aqu2.1.13628_001 Aque_Aqu2.1.17600_001 Aque_Aqu2.1.25712_001 Aque_Aqu2.1.36981_001 Aque_Aqu2.1.37052_001 Aque_Aqu2.1.37070_001 Aque_Aqu2.1.40245_001 Aque_Aqu2.1.42969_001 Aque_Aqu2.1.27732_001 Aque_Aqu2.1.31129_001 Aque_Aqu2.1.31135_001 Aque_Aqu2.1.34667_001 Aque_Aqu2.1.39454_001 Aque_Aqu2.1.39455_001 Aque_Aqu2.1.11649_001 Aque_Aqu2.1.33824_001 Aque_Aqu2.1.39557_001 Aque_Aqu2.1.39558_001 Aque_Aqu2.1.22738_001 Aque_Aqu2.1.22739_001 Aque_Aqu2.1.18912_001	Spis_XP_022785149_1 Spis_XP_022810035_1 Spis_XP_022808271_1 Spis_XP_022809537_1 Spis_XP_022781514_1 Spis_XP_022808129_1 Spis_XP_022809463_1 Spis_XP_022803321_1 Spis_XP_022805836_1 Spis_XP_022785192_1 Spis_XP_022798900_1 Spis_XP_022803495_1 Spis_XP_022783274_1 Spis_XP_022796594_1 Spis_XP_022808194_1 Spis_XP_022807578_1 Spis_XP_022777911_1 Spis_XP_022788859_1 Spis_XP_022806483_1 Spis_XP_022780304_1 Spis_XP_022791375_1 Spis_XP_022796771_1 Spis_XP_022806642_1 Spis_XP_022794674_1 Spis_XP_022807923_1 Spis_XP_022780469_1 Spis_XP_022793277_1 Spis_XP_022780048_1 Spis_XP_022792408_1 Spis_XP_022793849_1 Spis_XP_022783265_1 Spis_XP_022787695_1 Spis_XP_022809284_1 Spis_Spis1958_1 Spis_Spis23220_1	Mmus_ENSMUST00000021097 Mmus_ENSMUST00000111803 Mmus_ENSMUST00000170315 Mmus_ENSMUST00000033990	Hvul_g29033_1 Hvul_g28263_1 Hvul_g19650_1 Hvul_g13923_1 Hvul_g2609_1 Hvul_g20290_1 Hvul_g19648_1	Nvec_NVE4144 Nvec_v1g199158 Nvec_v1g174448 Nvec_v1g130169 Nvec_v1g138657 Nvec_v1g221461 Nvec_v1g130162 Nvec_v1g127336 Nvec_NVE4143 Nvec_v1g210333 Nvec_v1g213526 Nvec_v1g200367 Nvec_NVE20647 Nvec_v1g206509 Nvec_v1g216803 Nvec_v1g28962 Nvec_v1g207828 Nvec_v1g223444 Nvec_v1g200169 Nvec_v1g199277 Nvec_v1g217073 Nvec_v1g225933 Nvec_v1g86710 Nvec_v1g18403 Nvec_v1g129738 Nvec_v1g219783	Spolac_c95988_g2_i2_m.12367c95988-g1 Spolac_c95988_g2_i1_m.12364c95988-g1 Spolac_c97272_g3_i1_m.14640c97272-g1 Spolac_c80384_g1_i1_m.2618c103732-g2 Spolac_c80384_g1_i2_m.2619c103732-g2 Spolac_c103715_g1_i1_m.35727c103715-g1 Spolac_c5371_g1_i1_m.185c103732-g2 Spolac_c82582_g1_i3_m.3083c82582-g1 Spolac_c106694_g1_i1_m.45141c106694-g1 Spolac_c23480_g1_i1_m.543c23480-g1 Spolac_c93776_g1_i1_m.9241c23480-g1 Spolac_c103715_g1_i2_m.35728c103715-g1 Spolac_c12080_g1_i1_m.388c12080-g1 Spolac_c85935_g1_i1_m.3846c85935-g1 Spolac_c88253_g1_i1_m.4886c88253-g1 Spolac_c99093_g1_i1_m.18800c99093-g1 Spolac_c43203_g1_i1_m.1260c103264-g1 Spolac_c47569_g1_i1_m.1374c23480-g1 Spolac_c65969_g1_i1_m.1738c23480-g1 Spolac_c97272_g2_i2_m.14637c97272-g1 Spolac_c97272_g2_i3_m.14639c97272-g1	Dmel_FBtr0082434 Dmel_FBtr0075715	Mlei_ML0098.g8.i1 Mlei_ML0103.g11.i1 Mlei_ML0439.g1.i1 Mlei_ML0083.g9.i1 Mlei_ML0083.g8.i1	HoiH23_PlH23_009060-RA HoiH23_PlH23_004718-RA HoiH23_PlH23_003446-RA HoiH23_PlH23_006155-RA	TrH2_TrispH2_005271-RA TrH2_TrispH2_002924-RA TrH2_TrispH2_010139-RA TrH2_TrispH2_004380-RA	Hhon_g08600.t1 Hhon_g02974.t1 Hhon_g11501.t1 Hhon_g07980.t1	Tadh_TriadT19930 Tadh_TriadT25695 Tadh_TriadT30770 Tadh_TriadT56013
OG_574	Aque_Aqu2.1.39235_001 Aque_Aqu2.1.39237_001 Aque_Aqu2.1.39337_001 Aque_Aqu2.1.33783_001	Spis_XP_022792586_1	Mmus_ENSMUST00000029803 Mmus_ENSMUST00000126785	Hvul_g25146_1	Nvec_v1g196099 Nvec_v1g224820	Spolac_c97530_g1_i1_m.15224c97530-g1	Dmel_FBtr0085344 Dmel_FBtr0076963 Dmel_FBtr0076747 Dmel_FBtr0076701 Dmel_FBtr0076487 Dmel_FBtr0070252	Mlei_ML3422.g21.i1	HoiH23_PlH23_010519-RA	TrH2_TrispH2_010767-RA	Hhon_g09906.t1	Tadh_TriadT28470
OG_575	Aque_Aqu2.1.18424_001 Aque_Aqu2.1.30808_001 Aque_Aqu2.1.17547_001 Aque_Aqu2.1.30806_001 Aque_Aqu2.1.06743_001 Aque_Aqu2.1.05747_001 Aque_Aqu2.1.04161_001 Aque_Aqu2.1.29006_001 Aque_Aqu2.1.22924_001 Aque_Aqu2.1.08176_001 Aque_Aqu2.1.04906_001 Aque_Aqu2.1.17544_001 Aque_Aqu2.1.30809_001 Aque_Aqu2.1.31864_001 Aque_Aqu2.1.17545_001 Aque_Aqu2.1.01580_001	Spis_XP_022791435_1	Mmus_ENSMUST00000212394 Mmus_ENSMUST00000088302	Hvul_g3830_1 Hvul_g3816_1 Hvul_g3822_1 Hvul_g3827_1 Hvul_g26346_1	Nvec_v1g162416	Spolac_c97974_g5_i2_m.16128c97974-g1 Spolac_c97974_g5_i1_m.16127c97974-g1 Spolac_c97974_g1_i1_m.16125c97974-g1 Spolac_c97974_g2_i1_m.16126c97974-g1	Dmel_FBtr0082071	Mlei_ML1051.g5.i1	HoiH23_PlH23_004227-RA	TrH2_TrispH2_004409-RA		Tadh_TriadT24164
OG_576	Aque_Aqu2.1.27479_001	Spis_XP_022800550_1	Mmus_ENSMUST00000031492	Hvul_g23950_1 Hvul_g15616_1	Nvec_v1g182353	Spolac_c78946_g1_i1_m.2246c78946-g1	Dmel_FBtr0070028	Mlei_ML2962.g5.i1	HoiH23_PlH23_005884-RA	TrH2_TrispH2_001955-RA	Hhon_g00816.t1	Tadh_TriadT29233
OG_577	Aque_Aqu2.1.12422_001 Aque_Aqu2.1.34807_001 Aque_Aqu2.1.08244_001 Aque_Aqu2.1.08245_001 Aque_Aqu2.1.43531_001	Spis_XP_022796880_1	Mmus_ENSMUST00000047111 Mmus_ENSMUST00000034834	Hvul_g26069_1 Hvul_g26067_1 Hvul_g10072_1	Nvec_v1g157664	Spolac_c102959_g2_i1_m.31833c102959-g2 Spolac_c102959_g2_i2_m.31835c102959-g2	Dmel_FBtr0331700 Dmel_FBtr0084214 Dmel_FBtr0084215 Dmel_FBtr0077722 Dmel_FBtr0075226	Mlei_ML0162.g8.i1	HoiH23_PlH23_003355-RA	TrH2_TrispH2_003988-RA	Hhon_g07062.t1	Tadh_TriadT35480
OG_578	Aque_Aqu2.1.33659_001	Spis_XP_022780320_1	Mmus_ENSMUST00000094391	Hvul_g8221_1	Nvec_v1g93943	Spolac_c98185_g1_i1_m.16652c98185-g1		Mlei_ML0590.g12.i1	HoiH23_PlH23_005872-RA	TrH2_TrispH2_001965-RA	Hhon_g00806.t1	Tadh_TriadT59176
