metacell	cell_type	color	transferred_annotation
126	5_deepskyblue3	#00A4B6	Epithelial
127	5_deepskyblue3	#00A4B6	Epithelial
128	5_deepskyblue3	#00A4B6	Epithelial
129	5_deepskyblue3	#00A4B6	Epithelial
130	5_deepskyblue3	#00A4B6	Epithelial
131	6_lightskyblue	#82D2F7	Gland
132	6_lightskyblue	#82D2F7	Peptidergic
133	6_lightskyblue	#82D2F7	Peptidergic
134	6_lightskyblue	#82D2F7	Peptidergic
135	6_lightskyblue	#82D2F7	Peptidergic
136	6_lightskyblue	#82D2F7	Peptidergic
137	6_lightskyblue	#82D2F7	Peptidergic
138	6_lightskyblue	#82D2F7	Gland
139	6_lightskyblue	#82D2F7	Gland
140	6_lightskyblue	#82D2F7	Gland
141	6_lightskyblue	#82D2F7	Peptidergic
142	6_lightskyblue	#82D2F7	Peptidergic
143	6_lightskyblue	#82D2F7	Epithelial
144	6_lightskyblue	#82D2F7	Epithelial
145	6_lightskyblue	#82D2F7	Epithelial
146	6_lightskyblue	#82D2F7	Lipophil
147	6_lightskyblue	#82D2F7	Lipophil
148	6_lightskyblue	#82D2F7	
149	6_lightskyblue	#82D2F7	
150	6_lightskyblue	#82D2F7	Lipophil
151	6_lightskyblue	#82D2F7	Lipophil
152	6_lightskyblue	#82D2F7	Lipophil
153	6_lightskyblue	#82D2F7	
154	6_lightskyblue	#82D2F7	
155	6_lightskyblue	#82D2F7	
156	6_lightskyblue	#82D2F7	
157	6_lightskyblue	#82D2F7	
158	6_lightskyblue	#82D2F7	
159	7_purple3	#5400D0	Fiber
160	7_purple3	#5400D0	Gland
161	7_purple3	#5400D0	Fiber
162	7_purple3	#5400D0	Fiber
163	7_purple3	#5400D0	Fiber
164	7_purple3	#5400D0	Epithelial
165	7_purple3	#5400D0	Gland
166	7_purple3	#5400D0	Gland
167	7_purple3	#5400D0	Gland
168	7_purple3	#5400D0	Gland
169	7_purple3	#5400D0	Gland
170	7_purple3	#5400D0	Gland
171	7_purple3	#5400D0	Fiber
172	7_purple3	#5400D0	Fiber
173	7_purple3	#5400D0	Gland
174	7_purple3	#5400D0	Gland
175	7_purple3	#5400D0	Gland
176	7_purple3	#5400D0	Gland
177	7_purple3	#5400D0	Fiber
178	7_purple3	#5400D0	Fiber
179	7_purple3	#5400D0	Gland
180	7_purple3	#5400D0	Gland
181	7_purple3	#5400D0	Gland
182	7_purple3	#5400D0	Gland
183	7_purple3	#5400D0	Gland
184	7_purple3	#5400D0	Gland
185	7_purple3	#5400D0	Gland
186	7_purple3	#5400D0	Gland
187	8_violet	#EE82EE	Lipophil
188	8_violet	#EE82EE	Lipophil
189	8_violet	#EE82EE	Lipophil
190	8_violet	#EE82EE	Lipophil
191	8_violet	#EE82EE	Lipophil
192	8_violet	#EE82EE	Lipophil
193	8_violet	#EE82EE	Lipophil
194	8_violet	#EE82EE	Lipophil
195	8_violet	#EE82EE	Lipophil
196	8_violet	#EE82EE	Gland
197	8_violet	#EE82EE	Lipophil
198	8_violet	#EE82EE	Lipophil
199	8_violet	#EE82EE	Lipophil
200	8_violet	#EE82EE	Lipophil
201	8_violet	#EE82EE	Lipophil
202	8_violet	#EE82EE	Lipophil
203	8_violet	#EE82EE	Lipophil
204	8_violet	#EE82EE	Lipophil
205	8_violet	#EE82EE	Lipophil
206	8_violet	#EE82EE	Lipophil
207	8_violet	#EE82EE	Lipophil
208	8_violet	#EE82EE	Lipophil
209	8_violet	#EE82EE	Lipophil
210	8_violet	#EE82EE	Lipophil
211	8_violet	#EE82EE	Lipophil
212	8_violet	#EE82EE	Lipophil
213	8_violet	#EE82EE	Lipophil
214	8_violet	#EE82EE	Lipophil
215	8_violet	#EE82EE	Lipophil
216	8_violet	#EE82EE	Lipophil
217	8_violet	#EE82EE	Lipophil
218	8_violet	#EE82EE	Lipophil
219	8_violet	#EE82EE	Lipophil
