metacell	cell_type	color	transferred_annotation
102	4_palegreen	#AAF386	Peptidergic
103	4_palegreen	#AAF386	Peptidergic
104	4_palegreen	#AAF386	Peptidergic
105	4_palegreen	#AAF386	Epithelial
106	4_palegreen	#AAF386	Peptidergic
107	4_palegreen	#AAF386	Peptidergic
108	4_palegreen	#AAF386	Epithelial
109	4_palegreen	#AAF386	Peptidergic
110	4_palegreen	#AAF386	Peptidergic
111	4_palegreen	#AAF386	Peptidergic
112	4_palegreen	#AAF386	Peptidergic
113	4_palegreen	#AAF386	Peptidergic
114	4_palegreen	#AAF386	Peptidergic
115	4_palegreen	#AAF386	Peptidergic
116	4_palegreen	#AAF386	Peptidergic
117	4_palegreen	#AAF386	Peptidergic
118	4_palegreen	#AAF386	Gland
119	4_palegreen	#AAF386	Peptidergic
120	4_palegreen	#AAF386	Gland
121	4_palegreen	#AAF386	Peptidergic
122	4_palegreen	#AAF386	Peptidergic
123	5_springgreen4	#00B041	Lipophil
124	5_springgreen4	#00B041	Lipophil
125	5_springgreen4	#00B041	Lipophil
126	5_springgreen4	#00B041	Lipophil
127	5_springgreen4	#00B041	Lipophil
128	5_springgreen4	#00B041	Lipophil
129	5_springgreen4	#00B041	Lipophil
130	5_springgreen4	#00B041	Lipophil
131	5_springgreen4	#00B041	Lipophil
132	5_springgreen4	#00B041	Lipophil
133	5_springgreen4	#00B041	Lipophil
134	5_springgreen4	#00B041	Lipophil
135	5_springgreen4	#00B041	Lipophil
136	5_springgreen4	#00B041	Lipophil
137	5_springgreen4	#00B041	Lipophil
138	5_springgreen4	#00B041	Lipophil
139	5_springgreen4	#00B041	Lipophil
140	6_cyan4	#00968D	Gland
141	6_cyan4	#00968D	Gland
142	6_cyan4	#00968D	Gland
143	6_cyan4	#00968D	Peptidergic
144	6_cyan4	#00968D	Gland
145	6_cyan4	#00968D	Gland
146	6_cyan4	#00968D	Gland
147	6_cyan4	#00968D	Peptidergic
148	6_cyan4	#00968D	Gland
149	6_cyan4	#00968D	Gland
150	7_skyblue1	#65E2FF	Gland
151	7_skyblue1	#65E2FF	Gland
152	7_skyblue1	#65E2FF	Gland
153	7_skyblue1	#65E2FF	Gland
154	7_skyblue1	#65E2FF	Gland
155	7_skyblue1	#65E2FF	Gland
156	7_skyblue1	#65E2FF	Gland
157	7_skyblue1	#65E2FF	Epithelial
158	7_skyblue1	#65E2FF	Epithelial
159	7_skyblue1	#65E2FF	Epithelial
160	7_skyblue1	#65E2FF	Gland
161	7_skyblue1	#65E2FF	Gland
162	7_skyblue1	#65E2FF	Epithelial
163	7_skyblue1	#65E2FF	Epithelial
164	7_skyblue1	#65E2FF	Epithelial
165	8_royalblue3	#2136D8	Peptidergic
166	8_royalblue3	#2136D8	Peptidergic
167	8_royalblue3	#2136D8	Peptidergic
168	8_royalblue3	#2136D8	Epithelial
169	8_royalblue3	#2136D8	Peptidergic
170	8_royalblue3	#2136D8	Peptidergic
171	8_royalblue3	#2136D8	
172	8_royalblue3	#2136D8	Lipophil
173	8_royalblue3	#2136D8	Lipophil
174	8_royalblue3	#2136D8	Epithelial
175	8_royalblue3	#2136D8	Peptidergic
176	8_royalblue3	#2136D8	Epithelial
177	8_royalblue3	#2136D8	Epithelial
178	8_royalblue3	#2136D8	Epithelial
179	8_royalblue3	#2136D8	Epithelial
180	8_royalblue3	#2136D8	Epithelial
181	8_royalblue3	#2136D8	Epithelial
182	8_royalblue3	#2136D8	Epithelial
183	8_royalblue3	#2136D8	Peptidergic
184	8_royalblue3	#2136D8	Epithelial
185	8_royalblue3	#2136D8	Epithelial
186	8_royalblue3	#2136D8	Epithelial
187	8_royalblue3	#2136D8	Epithelial
188	8_royalblue3	#2136D8	Peptidergic
189	8_royalblue3	#2136D8	Epithelial
190	8_royalblue3	#2136D8	Epithelial
191	8_royalblue3	#2136D8	Epithelial
192	8_royalblue3	#2136D8	Epithelial
193	8_royalblue3	#2136D8	Lipophil
194	8_royalblue3	#2136D8	Epithelial
195	8_royalblue3	#2136D8	Lipophil
196	8_royalblue3	#2136D8	Epithelial
197	8_royalblue3	#2136D8	Epithelial
198	8_royalblue3	#2136D8	Epithelial
199	8_royalblue3	#2136D8	Epithelial
200	8_royalblue3	#2136D8	Epithelial
201	8_royalblue3	#2136D8	Epithelial
202	8_royalblue3	#2136D8	Epithelial
203	8_royalblue3	#2136D8	Epithelial
204	8_royalblue3	#2136D8	Peptidergic
205	8_royalblue3	#2136D8	Peptidergic
206	8_royalblue3	#2136D8	Epithelial
207	8_royalblue3	#2136D8	Epithelial
208	8_royalblue3	#2136D8	Epithelial
209	8_royalblue3	#2136D8	Epithelial
210	8_royalblue3	#2136D8	Epithelial
211	8_royalblue3	#2136D8	Epithelial
212	8_royalblue3	#2136D8	Epithelial
213	8_royalblue3	#2136D8	Peptidergic
214	8_royalblue3	#2136D8	Gland
215	9_darkviolet	#8300D2	Lipophil
216	9_darkviolet	#8300D2	Lipophil
217	9_darkviolet	#8300D2	Lipophil
218	9_darkviolet	#8300D2	Lipophil
219	9_darkviolet	#8300D2	Lipophil
220	9_darkviolet	#8300D2	Lipophil
221	9_darkviolet	#8300D2	Lipophil
222	9_darkviolet	#8300D2	Lipophil
223	9_darkviolet	#8300D2	Lipophil
224	9_darkviolet	#8300D2	Lipophil
225	10_violet	#EE82EE	Lipophil
226	10_violet	#EE82EE	Lipophil
227	10_violet	#EE82EE	Lipophil
228	10_violet	#EE82EE	Lipophil
229	10_violet	#EE82EE	Lipophil
230	10_violet	#EE82EE	Lipophil
231	10_violet	#EE82EE	Lipophil
232	10_violet	#EE82EE	Lipophil
233	10_violet	#EE82EE	Lipophil
234	10_violet	#EE82EE	Lipophil
235	10_violet	#EE82EE	Lipophil
236	10_violet	#EE82EE	Lipophil
237	10_violet	#EE82EE	Lipophil
238	10_violet	#EE82EE	Lipophil
239	10_violet	#EE82EE	Lipophil
240	10_violet	#EE82EE	Lipophil
241	10_violet	#EE82EE	Lipophil
242	10_violet	#EE82EE	Lipophil
243	10_violet	#EE82EE	Lipophil
