metacell	num_cells	umis_tot	cell_size_mean	cell_size_Q1	cell_size_Q2	cell_size_Q3	log2_fc_mean	log2_fc_Q1	log2_fc_Q2	log2_fc_Q3	log2_fc_Qp95
16	74	253003	3418.95945945946	1890.75	3135.5	4364.25	0.354434620449151	0.0449864652973927	0.115507511917532	0.244378177460994	0.815561791330776
17	48	111428	2321.41666666667	1412.5	1916	2949.25	0.298189651180192	0.0876762068465309	0.144581709790087	0.251832758914261	0.684623477572887
18	66	129325	1959.4696969697	1126.75	1728.5	2610.75	0.61869665507629	0.0757102494866272	0.168145851764532	0.341040901497048	1.08025037730761
19	55	63784	1159.70909090909	854	1075	1369	0.682640660476525	0.13901671078221	0.230045505062772	0.42674860413121	1.17472894396147
20	76	82949	1091.43421052632	795.75	991.5	1277.75	0.659951654884486	0.116291925461219	0.224854856940419	0.422689467183707	1.17887385567803
21	71	80317	1131.22535211268	750	959	1387.5	0.61142567577708	0.119985668496039	0.231799715667801	0.415171749685304	1.10439567509257
22	76	368176	4844.42105263158	2701	5005.5	6585.25	0.407254324779284	0.0446885823417653	0.106611723665318	0.224189500775185	0.785705246970696
23	149	1002636	6729.10067114094	4230	6289	9073	0.386153252913952	0.0298205614127014	0.0800814801859434	0.182302350313657	0.791189559018684
24	136	351813	2586.86029411765	1683.5	2461.5	3228.5	0.493197845515347	0.0374753941036044	0.0947670416477968	0.2429043476248	0.997065639958097
25	141	283457	2010.33333333333	978	1602	2582	0.483257573282155	0.052277819929579	0.11723834497419	0.244647066244861	0.924496348045658
26	83	191289	2304.68674698795	1287.5	2196	3138	0.515756096901685	0.0515632801239378	0.101757372383194	0.25711099183103	1.03565024175831
27	79	332998	4215.16455696203	2970	4062	5108.5	0.422121139124335	0.03634557336159	0.0885150202697636	0.211781813358474	0.846758785267258
28	50	173797	3475.94	2567.25	3409	4031.25	0.50699191363865	0.0568058823586981	0.11220799091142	0.270200975009972	1.0447035800863
29	97	210370	2168.76288659794	1272	2129	2936	0.521591502083607	0.0469337689444396	0.0927095318825714	0.230421700074793	1.04668088646465
30	43	102866	2392.23255813953	1723.5	2392	3056.5	0.59676103702899	0.092601385455295	0.135733356812505	0.304488512397336	1.11149259889698
31	79	267870	3390.75949367089	2526.5	3375	4217	0.534126570303865	0.0370168167885159	0.093481932997248	0.224454828145069	0.977535822730382
32	34	27082	796.529411764706	466.25	605.5	1044.5	0.780367581885813	0.179062706322212	0.331786158637545	0.516724619696582	1.42372301977792
33	28	41347	1476.67857142857	993.5	1498	1918.5	0.713568395422993	0.13850392001797	0.226180126864501	0.426234310647809	1.21116775522198
34	94	470207	5002.20212765957	3675.5	4747.5	6021	0.476579416093047	0.0316927422965072	0.079019830037474	0.197120598978206	0.868336431544652
35	50	126552	2531.04	1908	2370	3060	0.579838422246843	0.0774523971441454	0.123738782703429	0.293105755141019	1.15333887807893
36	108	406134	3760.5	2890.75	3895.5	4719.5	0.523345940529174	0.0277800397193019	0.0739386897560161	0.214539779947421	0.953734078955522
37	67	80024	1194.38805970149	858	1102	1376.5	0.497684545516112	0.111089885660181	0.15060497750189	0.295045310152595	0.836711190202157
38	61	37261	610.83606557377	430	549	761	0.681842027637627	0.142877849887504	0.247424174348862	0.444889365510941	1.1077396545657
39	54	86695	1605.46296296296	825	1058	1535.75	0.468752095541799	0.111655973513573	0.161550806292427	0.309168341874502	0.75648403383354
40	44	17608	400.181818181818	276.5	371	509.25	0.961123175765435	0.281276854405767	0.468273081462556	0.667460951917713	1.39247595581809
41	74	70069	946.878378378378	631.5	935	1157	0.583762070797535	0.11352104528342	0.164014594698506	0.323561724819706	0.914091883254981
42	81	37369	461.345679012346	333	424	590	0.692651340048107	0.135408410482109	0.246448375267697	0.398229122168237	0.961670113165138
43	54	56295	1042.5	521.75	794.5	1358	0.458031537094376	0.107531806598216	0.168541007847655	0.321285662179103	0.881705030888434
44	65	95761	1473.24615384615	986	1273	1904	0.546087723212133	0.0971112361101985	0.131498302782569	0.266797948659988	0.774373279370013
45	60	104648	1744.13333333333	1214.25	1486	2113	0.504500124838738	0.093046471497525	0.135222563461622	0.265666933603102	0.701255646393924
46	74	14585	197.094594594595	143.5	178.5	230	0.842575149590123	0.302854646315678	0.485555804826467	0.620547979333044	1.33138399580879
47	42	10150	241.666666666667	143	191.5	237.5	0.895262640688248	0.463255747037302	0.64593688664999	0.756099968171004	1.49483170515842
48	49	28315	577.857142857143	368	573	728	0.616080322688684	0.177538059596559	0.317927114367805	0.461760339048435	1.03091069168413
49	77	80334	1043.2987012987	226	362	1235	0.298213096881484	0.118405587768981	0.147155549203896	0.28010551798715	0.629866840463803
50	55	23708	431.054545454545	253	403	578	0.812483821212053	0.20084323032899	0.36968559769038	0.521679361621535	1.13921562737568
51	106	19546	184.396226415094	127.25	154.5	215	0.803313013188684	0.26415683867788	0.439128988954719	0.627052918642651	1.28522962289892
52	37	24740	668.648648648649	354	512	760	0.774286497537942	0.204731378758536	0.359311406973622	0.53530772671588	1.11387597795998
53	89	43570	489.550561797753	269	412	645	0.660185252900264	0.142004227785668	0.21376320300535	0.472006598849924	1.22082073119587
54	80	44928	561.6	368.25	479	645.5	0.706549252701848	0.146902815557513	0.207830213356355	0.421410828343675	1.11673959028555
55	68	14087	207.161764705882	140.5	180	261.75	0.959562722847226	0.343456963062251	0.515007639240283	0.681214035267857	1.37833899379785
56	94	129251	1375.01063829787	865	1304	1808	0.383128816633362	0.0756369593084296	0.148024005866386	0.284166910763129	0.781871254352576
57	26	23432	901.230769230769	504.75	770.5	1089.25	0.708806150329545	0.266673873114023	0.37827921231935	0.684981121786021	1.36799960675378
58	75	123973	1652.97333333333	920	1487	2203	0.380575673964447	0.0788424812195994	0.143484490654187	0.255437207892826	0.719120054574451
59	83	89675	1080.42168674699	594.5	945	1357	0.415460182507503	0.107847367199995	0.165011889557187	0.304295642068018	0.80075783106855
60	40	54162	1354.05	787.75	1155	1812.75	0.517346302240429	0.175162947866641	0.24813323333088	0.478592277121909	1.03492291832156
61	59	57494	974.474576271186	583	796	1211	0.55232770649175	0.127283572094968	0.174450216749666	0.364259673992226	0.905655773820703
62	83	19906	239.831325301205	143.5	191	331.5	0.608913821521574	0.265952392429228	0.432604797783975	0.613983479861594	1.18090836864929
63	47	67962	1446	803.5	1100	1762	0.472839336797694	0.141100765443963	0.214537065871281	0.38466166743423	0.960591063103866
64	151	114919	761.05298013245	476.5	671	895.5	0.390073147281844	0.0846831305242195	0.150669925528626	0.27826179429942	0.833036375430061
65	43	39351	915.139534883721	569.5	809	1156	0.560991711050955	0.144581709236598	0.235815399330041	0.441515149294384	0.972155991524652
66	67	73518	1097.28358208955	658.5	973	1372	0.522240736948706	0.13063048797001	0.190119946615174	0.342758683989914	0.884750627820336
67	100	121194	1211.94	594	1034.5	1499.75	0.35434820358871	0.0805101367247498	0.125847902041832	0.23178690576453	0.756946846102873
68	97	204471	2107.94845360825	1343	1850	2688	0.342377961179238	0.0482654081528339	0.0952977566401503	0.196516374108004	0.649607804659324
69	130	521124	4008.64615384615	1954.5	3273	5142.25	0.308548425466678	0.0380770091159311	0.0854235462776268	0.166879653413209	0.53645673859333
70	45	127618	2835.95555555556	1396	2181	3453	0.329455908173996	0.0768801351083881	0.150974207878453	0.272831037532759	0.756998894512376
71	72	212721	2954.45833333333	1631.75	2328.5	3574.75	0.359279510106553	0.0475757877573842	0.118077009992755	0.229386892793796	0.730248978189554
72	70	172615	2465.92857142857	1360	1960.5	3130	0.448366930933186	0.0570761044465059	0.112515825194897	0.218900324151461	0.663487226599366
73	68	49822	732.676470588235	423.75	710.5	969.25	0.595766939981582	0.133765512262869	0.188826527618491	0.357946099483209	0.909385230381627
74	83	87684	1056.43373493976	582.5	934	1381	0.428644673368028	0.110204988349977	0.165304691791696	0.310511690292141	0.79815389895671
75	52	67900	1305.76923076923	616	1055	1511.25	0.481132131296694	0.141127921150699	0.190992297044328	0.347002674934966	0.85416745462078
76	51	89998	1764.66666666667	1039.5	1638	2224.5	0.394783975976063	0.107746546678632	0.185891506011346	0.353021296994377	0.914594564291499
77	113	73722	652.407079646018	409	593	788	0.708898777867195	0.123649043361757	0.186155733354022	0.465440484803004	1.44831721517164
78	77	99612	1293.66233766234	800	1170	1660	0.350081670475601	0.0974744033357744	0.169514831210065	0.29489533355742	0.706909990160784
79	39	37608	964.307692307692	549.5	909	1226	0.582068294597849	0.141763252996994	0.246050538798837	0.4596903673648	0.990955525346168
80	86	63824	742.139534883721	495	661	947.5	0.484145423674915	0.109874522151751	0.163629686580953	0.339428185926143	0.819663558282822
81	81	91085	1124.50617283951	785	1102	1367	0.372288865272631	0.106248436603367	0.165346805940939	0.300126636532081	0.733737459113689
82	52	94910	1825.19230769231	1277	1701	2307.75	0.428425183414183	0.10235037145656	0.193056542404168	0.342752352655927	0.835229376355589
83	63	67174	1066.25396825397	570.5	947	1351.5	0.533559042558592	0.114525780562169	0.172964675136086	0.394762144196793	1.10994307713703
84	88	82246	934.613636363636	688.5	882.5	1130	0.454499327041072	0.107096607840985	0.153492957511341	0.301375219039226	0.806151519516481
85	65	81857	1259.33846153846	792	1117	1649	0.399085127924536	0.112796366475254	0.159771436138852	0.308262690801137	0.699698175223115
86	28	23649	844.607142857143	411.5	691	997	0.721961000879128	0.213752824044028	0.363239390153254	0.486805132504521	1.04220537712674
87	44	21277	483.568181818182	194.5	449.5	616	0.834256855227425	0.242315219880109	0.409638061788668	0.612158485444229	1.3679296363219
88	87	50468	580.091954022988	256.5	475	754	0.583013522951635	0.115130351848988	0.186364239233736	0.352631942049762	0.874189731442246
89	47	29256	622.468085106383	482.5	590	768	0.642419690654052	0.176644200630036	0.308804085465844	0.473274972533158	1.03833236382545
90	55	19370	352.181818181818	271	303	436.5	0.711823020367636	0.242682763817056	0.407851928259486	0.595348140916965	1.22303515290506
91	61	42403	695.131147540984	498	613	735	0.643205315004461	0.123118745958104	0.219585271589483	0.412159719693625	0.991939421248313
92	46	21732	472.434782608696	343.25	431	513	0.824933934498841	0.231448458971961	0.401568817156723	0.550939205975701	1.21103861439321
93	82	61693	752.353658536585	584	710.5	913.75	0.589150794078575	0.103914832697372	0.154233832821002	0.316538086336907	0.853693352409212
94	71	36982	520.87323943662	356.5	452	601	0.700227018751597	0.143251385262328	0.248955122145865	0.462529212688148	1.05369725002299
95	90	15566	172.955555555556	113	137	178.75	0.671232784967637	0.348141881152558	0.533079672551394	0.724619260639694	1.3089326579618
96	40	7031	175.775	141.75	164.5	214	1.11186642542275	0.665180083237573	0.875289276012703	0.995980553933351	1.78285705418873
97	47	10668	226.978723404255	147.5	212	288	0.967724263515001	0.447631092274123	0.669850974712235	0.904559904337223	1.64277866958022
98	14	5256	375.428571428571	274.25	315.5	381	1.22129523411908	0.760626169123261	1.04562420095115	1.23386675139306	1.91554068497765
99	57	14236	249.754385964912	178	237	296	0.873993670792832	0.36339627626863	0.565961421071413	0.781841625455051	1.47721911672197
100	45	13900	308.888888888889	187	288	407	0.939712244035215	0.35943522386501	0.530585401617969	0.712158247530186	1.37259342121644
101	29	11760	405.51724137931	286	403	487	0.925944696472064	0.405069869076017	0.592682315768121	0.730864915726507	1.3951358870395
102	73	18791	257.41095890411	191	234	308	0.834042854104156	0.266051377742323	0.448306117368184	0.631560238604139	1.30166693173826
103	66	61821	936.681818181818	467.5	790	1238.5	0.428626545936843	0.116749041279475	0.165098859002704	0.342989657624411	0.823650766605527
104	66	17304	262.181818181818	150	214.5	322.75	0.77795898838048	0.291176355321988	0.483808895677701	0.662221312161361	1.19535161666262
105	67	30994	462.597014925373	196	298	566.5	0.581103035024529	0.161815331331319	0.292546160332328	0.440826455246173	0.972743103086028
106	76	47030	618.815789473684	400.75	578	757.25	0.678058944353073	0.133909323562078	0.199195772909837	0.395078926929445	1.07214416156087
107	87	62384	717.057471264368	561.5	656	778.5	0.758571057218602	0.137278237411884	0.208984862327706	0.439704229524312	1.46085525707705
108	97	52222	538.371134020619	420	527	622	1.03565393143053	0.147315660719805	0.241254096145856	0.545666952827016	1.86097664775538
109	54	31938	591.444444444444	402.25	602	701.75	0.947031020107689	0.188367151475117	0.285020841190162	0.619873212430235	1.63864066330297
110	88	33357	379.056818181818	236.25	340	475.25	0.760816570019564	0.168910317355088	0.273357312179798	0.512519457382312	1.31928489438833
111	107	67126	627.345794392523	358.5	547	784	0.668973784312941	0.116504961602187	0.177108547245995	0.374242014506904	1.11464822532006
112	73	32507	445.301369863014	326	424	555	0.904188628304607	0.185888334956338	0.280060340043815	0.565093229518608	1.41536139104637
113	64	77072	1204.25	630.75	937	1461.5	0.641536004847914	0.124888955708566	0.190878024443653	0.367691871076214	1.14573645936366
114	110	150154	1365.03636363636	624.5	977.5	1781.75	0.3880424746805	0.0653078283207668	0.128173359195001	0.247315595895018	0.777521060726125
115	42	68955	1641.78571428571	916.75	1417.5	2289.75	0.480683259565127	0.125890286782976	0.172814103051218	0.339669915320786	0.908770090333647
116	124	381785	3078.91129032258	1817.25	2739	4177.75	0.923934855357016	0.0260298556884861	0.0517404345000674	0.12704902092406	0.661085688860905
117	87	43185	496.379310344828	330.5	442	574.5	0.784472687810423	0.168125768277959	0.263379469432999	0.565418229415413	1.52112058122733
118	83	64183	773.289156626506	526	663	851.5	0.835291931278704	0.13000797471338	0.186907788073989	0.409340909478801	1.38963567031634
119	40	27206	680.15	240.5	445	1109	0.596294688935589	0.238043752168078	0.360374398373877	0.65557338321467	1.34770315826188
120	91	70586	775.67032967033	567.5	751	932.5	0.505008972071566	0.135631924904507	0.234479439844922	0.433228658280723	1.159663930528
121	71	48256	679.661971830986	534	673	853	0.594849547744623	0.161839102346449	0.260616316136625	0.510743801755971	1.26237728501521
122	73	61148	837.643835616438	528	787	1063	0.787400592032919	0.132886520361129	0.178107240804323	0.399163193528955	1.1807438034927
123	40	24753	618.825	351.25	464	751.75	0.830234125443682	0.23403143835746	0.358920394066026	0.650644257274378	1.51970874032093
124	56	39291	701.625	441	574.5	800	0.639452044609673	0.174913119421245	0.242726916759609	0.507220042107853	1.3449234920375
125	81	65581	809.641975308642	466	633	949	0.571425118118964	0.135343557329854	0.19482824798075	0.401832480747208	1.09940278655505
126	48	82526	1719.29166666667	876.25	1218.5	1963	0.656489761835618	0.117115613519875	0.147241017733101	0.298673694426963	0.945030500946912
127	40	81440	2036	1189	1986	2550.25	1.12157258009084	0.0825213398083601	0.118828947013556	0.230457455145781	0.707896200242854
128	78	64446	826.230769230769	445.75	691.5	1071.75	0.570845378266488	0.121669056416263	0.176693659869196	0.374340010864445	1.26042444210711
129	89	76423	858.685393258427	650	810	1019	0.734353376211029	0.12572101787253	0.178727901615103	0.356194997951002	1.14718442019177
130	60	45339	755.65	563.75	671.5	884	0.627234439466415	0.177650497988619	0.278487612887177	0.552557388013477	1.51474702861813
131	78	113670	1457.30769230769	959.5	1195.5	1700.25	0.357303883007937	0.0857654388772589	0.167419631981744	0.29642874650886	0.745773747326446
132	78	118351	1517.32051282051	876.5	1280.5	1958.5	0.447760591385229	0.0824683537954853	0.123195434544065	0.232371982873555	0.584241431510422
133	98	83712	854.204081632653	415.5	679.5	1216.25	0.695736922220473	0.0881074176698973	0.115159693636403	0.236411262714788	0.718260890081881
134	39	13936	357.333333333333	237.5	310	431.5	0.80973220091768	0.350958460251927	0.525861884010397	0.702274693133912	1.34063788383862
135	81	106121	1310.13580246914	730	1120	1681	0.381683260956298	0.0916618613242351	0.138654262990233	0.26121418851989	0.62794638282395
136	67	65079	971.328358208955	618	761	1215	0.605026040093682	0.111082720103656	0.16363398354438	0.4054869530834	1.22113843208823
137	79	72571	918.620253164557	701	877	1038.5	0.560975815941014	0.101522092610108	0.134494082309722	0.26164696552671	0.756638585470052
138	82	132924	1621.0243902439	1134	1479.5	1934.25	0.318359892133782	0.073638113866237	0.147738540944092	0.28972085511174	0.756770502977713
139	80	116878	1460.975	979.5	1265	1716.5	0.325920677532027	0.08346916938067	0.163040113270633	0.311944086246379	0.751750259131019
140	121	223381	1846.12396694215	1153	1664	2117	0.28208473415292	0.069571629241204	0.142103562467317	0.267732348626659	0.647010390579051
141	48	45133	940.270833333333	585.5	800.5	1220.25	0.580639275222204	0.139614855993381	0.213879137263049	0.508289588522184	1.49148878772939
142	102	88254	865.235294117647	497.75	869	1116.5	0.35564112305481	0.109437452851746	0.160053690482932	0.308055888981093	0.703952343609009
143	87	64315	739.252873563218	614.5	719	864.5	1.0445478668512	0.0989481899463604	0.148223828957592	0.367555796460165	1.31364152353997
144	83	46550	560.843373493976	447.5	543	651.5	1.31790152102711	0.115296671698645	0.201040720269307	0.438757183995539	1.42060329882073
145	96	69686	725.895833333333	590.75	704	857.75	0.887506071298599	0.0907967232258836	0.137276824152131	0.330602224288179	1.13220133588082
146	62	77421	1248.72580645161	876.5	1052	1277.75	0.655660116153852	0.0997768626790231	0.140205501179363	0.301762771605823	0.930399248138734
147	61	43531	713.622950819672	556	653	819	0.725422505158704	0.124210562983071	0.214297440563454	0.418933117247227	1.13037895464908
148	119	136315	1145.50420168067	907	1141	1358	0.505884147911412	0.0717589752196821	0.196971337368888	0.423677872131799	1.18764473786229
149	82	301029	3671.08536585366	3027.25	3711.5	4418.5	0.443629338141514	0.073062110723607	0.209046792056162	0.454711094717345	1.19278120691081
150	61	194693	3191.68852459016	2742	3180	3832	0.427861360122343	0.100330988264782	0.242650428999599	0.485886546240259	1.10682394063881
151	101	366625	3629.9504950495	2583	3478	4598	0.378749666784662	0.0803935069049378	0.209450325100136	0.430122224456955	1.02207187598823
152	86	197223	2293.29069767442	1981	2281	2718	0.380931451948094	0.0986136441277993	0.202792376176934	0.411623879596504	1.01387091093417
153	115	416763	3624.02608695652	1927.5	3544	5145.5	0.540352398605136	0.0675054476797861	0.184360959764392	0.462109861118933	1.34184689476022
154	131	174411	1331.38167938931	1116.5	1280	1503.5	0.499837763312065	0.110906269702739	0.255295148802496	0.533146480806107	1.20237239384658
155	94	137003	1457.47872340426	1205.5	1434	1771.25	0.49002793534767	0.0909339413494085	0.217096422101306	0.463796991436941	1.1214498514558
156	54	66851	1237.98148148148	826.75	1162	1387.5	0.492796623122538	0.143202308431706	0.280792462326068	0.564080759183575	1.16518620442903
157	112	151091	1349.02678571429	1127.5	1319	1554.25	0.577807357022632	0.125160001301418	0.271580830852524	0.556041297466035	1.23639532490135
158	50	60401	1208.02	988.5	1188.5	1336	0.594060413713783	0.157763835472787	0.33999787392967	0.667329188566173	1.34361320212908
159	57	47777	838.19298245614	300	679	1136	0.46734463331815	0.120853216276296	0.196563465762923	0.356099805678114	0.767595313027543
160	121	37539	310.239669421488	202	284	381	0.56918847937457	0.154297354937961	0.24510265732616	0.442716898998127	0.903974334205318
161	88	55443	630.034090909091	435.5	602	764.25	0.590706031774673	0.109859631643684	0.170583294449925	0.324256948935718	0.822221558382711
162	65	53318	820.276923076923	487	760	1004	0.626406640432537	0.102506465356705	0.177213780288835	0.336623198105518	0.773563476317522
163	81	129486	1598.59259259259	1134	1529	1943	0.657610674481735	0.0739525204259153	0.0755468171719257	0.180337242148535	0.585133593691268
164	65	93281	1435.09230769231	840	1422	1942	0.689043799566319	0.102209828830492	0.145512761064376	0.382567701603271	1.18925572498114
165	48	103025	2146.35416666667	1602.75	1956	2346	0.615308402850077	0.0790476668578036	0.113867787604304	0.270549915336182	0.785590769923972
166	57	161866	2839.75438596491	2214	2551	3247	0.563366224764897	0.0608549453509054	0.119946470719321	0.265335094155513	0.971794836793208
167	88	165871	1884.89772727273	1414	1775	2262.5	0.443373133555992	0.0592906702347832	0.116682052256378	0.21242402912011	0.637869945150304
168	48	79865	1663.85416666667	1252.5	1581	1904.5	0.444727873407608	0.0940369120813115	0.134797966266997	0.283980421895815	0.732511871770233
169	63	86766	1377.2380952381	887.5	1372	1760.5	0.520013594498751	0.0844910132100997	0.116360384848812	0.247476127343124	0.6906469439386
170	64	32520	508.125	376.25	492	570	0.608716495954029	0.155303601057563	0.280128803785683	0.423032564772871	0.879128947687169
171	86	201463	2342.59302325581	1754.5	2106.5	2592.25	0.582981458893659	0.0489959915068611	0.0839861937437779	0.17325983198701	0.616766194511681
172	64	97413	1522.078125	1229.25	1512	1812.25	0.656710754856944	0.075491372597864	0.0996887059886864	0.21838811062031	0.658307485403215
173	78	199771	2561.16666666667	2166.5	2482.5	2948.25	0.543081156557559	0.0494240540988689	0.0897276046904949	0.171706846536345	0.607722611063811
174	72	181043	2514.48611111111	1799.25	2617	3216.25	0.482768176879948	0.054461225266621	0.106179633463989	0.184938162018572	0.547397675636773
175	79	194176	2457.92405063291	1931	2343	2809	0.565676917233816	0.0508205529561742	0.097964078406017	0.176330163925538	0.623249273371673
176	55	175007	3181.94545454545	2594.5	3148	3624	0.532715600663821	0.056385773754802	0.101409067349141	0.190555293733468	0.645617397172989
177	80	180631	2257.8875	1880.25	2297.5	2548	0.597069348128572	0.0545573087373446	0.0843188672659782	0.159151462201527	0.524883117418218
178	26	55367	2129.5	1806	2254	2507.5	0.761786193414711	0.0962271167888799	0.172327608644339	0.325341303952965	0.792955317958584
179	86	303763	3532.12790697674	1580.5	3201.5	4824.25	0.271531275224702	0.0326804697461219	0.0719039731318409	0.156784991684073	0.50569983703155
180	57	55038	965.578947368421	543	925	1170	0.415918951311787	0.130750852315501	0.179647749776	0.352126915420459	0.86161906506839
181	60	132592	2209.86666666667	1548.25	2288.5	2626.75	0.508700177592111	0.0739296480508193	0.109654984495066	0.21360163263123	0.580935980555881
182	78	205323	2632.34615384615	1859.5	2515.5	3291.25	0.430009577465458	0.0481096460148343	0.0950754950561871	0.185821068674808	0.551117450471769
183	76	282180	3712.89473684211	2389.5	3405	4520.75	0.33548161287587	0.0427745660532889	0.103946648136164	0.200179408083958	0.617171379989266
184	61	261657	4289.45901639344	2716	4104	5393	0.337082445772258	0.0379328492561403	0.084262273344337	0.180060006540386	0.57620480297961
185	61	126621	2075.75409836066	1223	1953	2675	0.343217367627296	0.0773360075458397	0.184469706395626	0.328599404607305	0.732543097865465
186	57	160825	2821.49122807018	1920	2836	3479	0.376199000721558	0.0612406080278769	0.120691277920648	0.265073366073744	0.766856985559154
187	47	12118	257.829787234043	150	218	324.5	0.818218187677915	0.395269985501041	0.571801043496712	0.789742963464369	1.4873957069367
188	88	33331	378.761363636364	267.75	370	444	0.641815856239133	0.187786110119917	0.28633638683021	0.570429275642794	1.38070810482848
189	67	32953	491.835820895522	308	416	618	0.563330642085995	0.174367816707695	0.276718188164255	0.511033555017136	1.2617858136559
190	75	15197	202.626666666667	132.5	172	252	0.805491281898323	0.359586137347662	0.544210449046487	0.821040549596778	1.60001603406541
191	50	11549	230.98	142.25	221.5	281	0.893879535477653	0.441844535681592	0.633000840627771	0.910590290806546	1.66609857121912
192	57	23192	406.877192982456	312	371	495	0.739326748523381	0.251017293717197	0.379286038610688	0.68264068204669	1.55910931079711
193	150	190771	1271.80666666667	690.25	929	1484.25	0.440448003137936	0.0546206532443657	0.150249035735533	0.356683175688796	1.10386219814242
194	50	26813	536.26	398.75	515	677	0.740051185857408	0.198228693786345	0.333780682324365	0.599405894818415	1.37737302813764
195	78	87175	1117.62820512821	904.75	1054	1253.25	0.518827033864705	0.110852958587543	0.188115331469063	0.366965246485841	1.10668375768474
196	123	137332	1116.52032520325	870	1038	1324.5	0.522922235773933	0.0712338873847474	0.139490117810636	0.309975818102797	1.18043522272529
197	71	58425	822.887323943662	650	795	951.5	0.58100165400128	0.110779839949295	0.190035721023121	0.419319076160409	1.23508640107767
198	51	77591	1521.39215686275	911.5	1293	1890.5	0.518774765406428	0.124253062114785	0.197325490453472	0.423445369200292	1.22271544952149
199	52	30442	585.423076923077	395	579	732.5	0.635446529967995	0.186888641863259	0.297741600450802	0.547462908989507	1.27945165412446
200	68	41279	607.044117647059	479.75	590.5	679.75	0.614429178317476	0.147246107973371	0.239789598410069	0.494732420172908	1.21706796204217
201	74	52221	705.689189189189	520.25	626.5	806.5	0.528751636840011	0.129889140657889	0.217630546963847	0.462429582361789	1.1878603202274
202	86	154663	1798.40697674419	1444.25	1710	1953.5	0.490319034858493	0.0634997763017256	0.131657788117196	0.328857218250171	1.22310512423872
203	62	89199	1438.6935483871	1183.5	1382	1642.25	0.528449927970044	0.108549823780659	0.178720760720263	0.393033265083461	1.27055312771641
204	101	224640	2224.15841584158	1760	2154	2574	0.500203296056811	0.0439912040070867	0.128989135906039	0.326248914953376	1.25785624875384
205	57	88746	1556.94736842105	1145	1603	1886	0.545981774319823	0.109135108877405	0.197904375327012	0.400692541153918	1.29052553767503
206	80	163023	2037.7875	1549.5	1995.5	2436	0.534372634392799	0.060328418624555	0.135960323595951	0.349513916720138	1.31658805778398
207	38	50959	1341.02631578947	1029.5	1221	1574.25	0.606318378254645	0.133813002759604	0.21640380604953	0.452946237872017	1.3455250275718
208	33	27703	839.484848484848	660	808	1007	0.683241144505327	0.200412924345033	0.325216876705713	0.590709370969343	1.38233954404816
209	45	61762	1372.48888888889	997	1393	1590	0.537994571370812	0.110431512589609	0.183866324548391	0.427162636713001	1.27757732437884
210	80	106342	1329.275	972.5	1224.5	1616.25	0.493437420542244	0.0914820306717476	0.166136000544572	0.341248813751462	1.19040482076668
211	66	74260	1125.15151515152	881.5	1035	1337.75	0.53782344124433	0.110265885198086	0.186365622692444	0.405584079769923	1.21091216294093
212	51	52326	1026	772	1001	1201.5	0.571974888899843	0.130589273996138	0.223283095262496	0.452775762090563	1.26840115858452
213	54	68673	1271.72222222222	926.75	1288	1567	0.519362228909132	0.122870465633569	0.198210931484455	0.39642273601038	1.13297288455037
