gene	orthogroup
Dmel_FBtr0082689	OG_513
Dmel_FBtr0083735	OG_2866
Dmel_FBtr0079287	OG_8521
Dmel_FBtr0330204	OG_1364
Dmel_FBtr0301682	OG_2726
Dmel_FBtr0331996	OG_4667
Dmel_FBtr0332818	OG_4177
Dmel_FBtr0075758	OG_6732
Dmel_FBtr0331863	OG_11067
Dmel_FBtr0076805	OG_190
Dmel_FBtr0078268	OG_5228
Dmel_FBtr0290002	OG_3636
Dmel_FBtr0308323	OG_7571
Dmel_FBtr0088254	OG_2451
Dmel_FBtr0340426	OG_11892
Dmel_FBtr0113451	OG_11181
Dmel_FBtr0089853	OG_4630
Dmel_FBtr0309285	OG_2528
Dmel_FBtr0091616	OG_3138
Dmel_FBtr0290046	OG_2458
Dmel_FBtr0329978	OG_6857
Dmel_FBtr0339321	OG_2222
Dmel_FBtr0344296	OG_3059
Dmel_FBtr0306735	OG_3893
Dmel_FBtr0474144	OG_1769
Dmel_FBtr0304920	OG_2969
Dmel_FBtr0112637	OG_10207
Dmel_FBtr0474175	OG_8912
Dmel_FBtr0078136	OG_7776
Dmel_FBtr0331339	OG_1667
Dmel_FBtr0075077	OG_1905
Dmel_FBtr0301790	OG_11306
Dmel_FBtr0305559	OG_870
Dmel_FBtr0474145	OG_3086
Dmel_FBtr0345263	OG_2090
Dmel_FBtr0334636	OG_8464
Dmel_FBtr0299862	OG_2772
Dmel_FBtr0331297	OG_3739
Dmel_FBtr0333177	OG_870
Dmel_FBtr0301066	OG_674
Dmel_FBtr0339974	OG_5302
Dmel_FBtr0310343	OG_4681
Dmel_FBtr0300248	OG_1447
Dmel_FBtr0300898	OG_16
Dmel_FBtr0304988	OG_11972
Dmel_FBtr0301099	OG_4691
Dmel_FBtr0345703	OG_3739
Dmel_FBtr0304685	OG_2918
Dmel_FBtr0306633	OG_12092
Dmel_FBtr0302710	OG_1643
Dmel_FBtr0302714	OG_1457
Dmel_FBtr0303280	OG_11695
Dmel_FBtr0345171	OG_10987
Dmel_FBtr0304867	OG_6038
Dmel_FBtr0305011	OG_699
Dmel_FBtr0305607	OG_3739
Dmel_FBtr0307022	OG_5324
Dmel_FBtr0307368	OG_4541
Dmel_FBtr0077949	OG_2726
Dmel_FBtr0310335	OG_3828
Dmel_FBtr0310495	OG_4684
Dmel_FBtr0321306	OG_1600
Dmel_FBtr0331503	OG_9283
Dmel_FBtr0331989	OG_4667
Dmel_FBtr0343359	OG_3712
Dmel_FBtr0335509	OG_124
Dmel_FBtr0339097	OG_5769
Dmel_FBtr0340335	OG_2361
Dmel_FBtr0110801	OG_10151
Dmel_FBtr0343552	OG_11695
Dmel_FBtr0344098	OG_10298
Dmel_FBtr0344773	OG_2313
Dmel_FBtr0332570	OG_3045
Dmel_FBtr0445730	OG_1592
Dmel_FBtr0472698	OG_10151
Dmel_FBtr0474228	OG_10496
Dmel_FBtr0300033	OG_854
Dmel_FBtr0087108	OG_4051
Dmel_FBtr0085015	OG_12390
Dmel_FBtr0474233	OG_2361
Dmel_FBtr0300398	OG_11695
Dmel_FBtr0330165	OG_11125
Dmel_FBtr0301161	OG_2222
Dmel_FBtr0088218	OG_8713
Dmel_FBtr0343387	OG_3254
Dmel_FBtr0074695	OG_9436
Dmel_FBtr0332360	OG_10281
Dmel_FBtr0085988	OG_3253
Dmel_FBtr0087532	OG_2365
Dmel_FBtr0082139	OG_3278
Dmel_FBtr0076931	OG_3278
Dmel_FBtr0300335	OG_3630
Dmel_FBtr0087071	OG_3584
Dmel_FBtr0074153	OG_3508
Dmel_FBtr0301234	OG_12044
Dmel_FBtr0081507	OG_967
Dmel_FBtr0474234	OG_5038
Dmel_FBtr0305916	OG_3973
Dmel_FBtr0114453	OG_9487
Dmel_FBtr0303797	OG_2313
Dmel_FBtr0090004	OG_3362
Dmel_FBtr0334984	OG_3344
Dmel_FBtr0310279	OG_9742
Dmel_FBtr0089065	OG_4449
Dmel_FBtr0300379	OG_1361
Dmel_FBtr0304665	OG_5122
Dmel_FBtr0100316	OG_3087
Dmel_FBtr0303836	OG_3087
Dmel_FBtr0307333	OG_9313
Dmel_FBtr0309205	OG_1383
Dmel_FBtr0088001	OG_3635
Dmel_FBtr0070764	OG_2748
Dmel_FBtr0089636	OG_2276
Dmel_FBtr0081395	OG_2224
Dmel_FBtr0087056	OG_4638
Dmel_FBtr0075186	OG_3158
Dmel_FBtr0076688	OG_10120
Dmel_FBtr0089367	OG_527
Dmel_FBtr0083668	OG_2283
Dmel_FBtr0082528	OG_10469
Dmel_FBtr0308309	OG_3086
Dmel_FBtr0085437	OG_1915
Dmel_FBtr0088909	OG_2234
Dmel_FBtr0337028	OG_2678
Dmel_FBtr0077352	OG_6740
Dmel_FBtr0076674	OG_4065
Dmel_FBtr0085799	OG_1852
Dmel_FBtr0331181	OG_137
Dmel_FBtr0299898	OG_2222
Dmel_FBtr0333611	OG_2222
Dmel_FBtr0302933	OG_2222
Dmel_FBtr0085347	OG_2222
Dmel_FBtr0080580	OG_2222
Dmel_FBtr0346766	OG_2222
Dmel_FBtr0079114	OG_2222
Dmel_FBtr0081167	OG_2962
Dmel_FBtr0344770	OG_2844
Dmel_FBtr0306238	OG_3371
Dmel_FBtr0308589	OG_2785
Dmel_FBtr0301142	OG_2997
Dmel_FBtr0301577	OG_3043
Dmel_FBtr0073441	OG_10438
Dmel_FBtr0300076	OG_2182
Dmel_FBtr0299751	OG_10535
Dmel_FBtr0330711	OG_2575
Dmel_FBtr0330293	OG_2575
Dmel_FBtr0343169	OG_2575
Dmel_FBtr0073337	OG_2469
Dmel_FBtr0112930	OG_5910
Dmel_FBtr0087794	OG_4436
Dmel_FBtr0111102	OG_2871
Dmel_FBtr0330337	OG_2871
Dmel_FBtr0330211	OG_2871
Dmel_FBtr0333589	OG_2871
Dmel_FBtr0113074	OG_298
Dmel_FBtr0079800	OG_10604
Dmel_FBtr0301316	OG_10604
Dmel_FBtr0334559	OG_9260
Dmel_FBtr0330068	OG_10278
Dmel_FBtr0078306	OG_10933
Dmel_FBtr0110906	OG_3588
Dmel_FBtr0086802	OG_3086
Dmel_FBtr0083698	OG_1497
Dmel_FBtr0329849	OG_2346
Dmel_FBtr0347001	OG_8484
Dmel_FBtr0073547	OG_7206
Dmel_FBtr0082052	OG_4227
Dmel_FBtr0072980	OG_3138
Dmel_FBtr0112803	OG_3272
Dmel_FBtr0343523	OG_2528
Dmel_FBtr0334670	OG_7237
Dmel_FBtr0333888	OG_9901
Dmel_FBtr0333632	OG_5683
Dmel_FBtr0304869	OG_10429
Dmel_FBtr0074545	OG_2771
Dmel_FBtr0074546	OG_2771
Dmel_FBtr0075641	OG_3463
Dmel_FBtr0070953	OG_2257
Dmel_FBtr0304731	OG_693
Dmel_FBtr0339154	OG_693
Dmel_FBtr0078001	OG_693
Dmel_FBtr0073275	OG_2944
Dmel_FBtr0088264	OG_10868
Dmel_FBtr0333101	OG_11142
Dmel_FBtr0088645	OG_4450
Dmel_FBtr0346282	OG_5160
Dmel_FBtr0076189	OG_3971
Dmel_FBtr0343788	OG_3478
Dmel_FBtr0076982	OG_3588
Dmel_FBtr0330341	OG_3588
Dmel_FBtr0333501	OG_3772
Dmel_FBtr0301162	OG_6038
Dmel_FBtr0111121	OG_11032
Dmel_FBtr0343561	OG_8326
Dmel_FBtr0114565	OG_1564
Dmel_FBtr0086672	OG_3510
Dmel_FBtr0086673	OG_3510
Dmel_FBtr0110961	OG_2299
Dmel_FBtr0085753	OG_3836
Dmel_FBtr0333331	OG_10820
Dmel_FBtr0302107	OG_2002
Dmel_FBtr0071345	OG_10897
Dmel_FBtr0331338	OG_4174
Dmel_FBtr0086221	OG_1831
Dmel_FBtr0452140	OG_10933
Dmel_FBtr0081397	OG_10933
Dmel_FBtr0079346	OG_1784
Dmel_FBtr0086608	OG_4519
Dmel_FBtr0076496	OG_5787
Dmel_FBtr0084589	OG_4891
Dmel_FBtr0082482	OG_4891
Dmel_FBtr0082638	OG_4891
Dmel_FBtr0301416	OG_1525
Dmel_FBtr0100372	OG_3086
Dmel_FBtr0082865	OG_9993
Dmel_FBtr0332480	OG_3588
Dmel_FBtr0082454	OG_6655
Dmel_FBtr0301444	OG_2252
Dmel_FBtr0112929	OG_3103
Dmel_FBtr0310498	OG_9839
Dmel_FBtr0329957	OG_449
Dmel_FBtr0089196	OG_2840
Dmel_FBtr0081336	OG_10800
Dmel_FBtr0085460	OG_15
Dmel_FBtr0331239	OG_2871
Dmel_FBtr0074129	OG_3478
Dmel_FBtr0071279	OG_2790
Dmel_FBtr0113106	OG_4951
Dmel_FBtr0301470	OG_2221
Dmel_FBtr0074125	OG_2640
Dmel_FBtr0089705	OG_1860
Dmel_FBtr0301779	OG_4091
Dmel_FBtr0113829	OG_9889
Dmel_FBtr0301498	OG_3491
Dmel_FBtr0100033	OG_6724
Dmel_FBtr0273263	OG_3218
Dmel_FBtr0088501	OG_3218
Dmel_FBtr0089332	OG_9946
Dmel_FBtr0309957	OG_12432
Dmel_FBtr0392909	OG_10557
Dmel_FBtr0082941	OG_4822
Dmel_FBtr0330240	OG_4458
Dmel_FBtr0301438	OG_12667
Dmel_FBtr0083786	OG_8494
Dmel_FBtr0077479	OG_8148
Dmel_FBtr0303908	OG_2998
Dmel_FBtr0299539	OG_8739
Dmel_FBtr0300519	OG_3890
Dmel_FBtr0070872	OG_2853
Dmel_FBtr0073940	OG_3169
Dmel_FBtr0339703	OG_4746
Dmel_FBtr0089141	OG_11160
Dmel_FBtr0299912	OG_11172
Dmel_FBtr0273247	OG_632
Dmel_FBtr0079344	OG_1022
Dmel_FBtr0301072	OG_1022
Dmel_FBtr0301680	OG_1022
Dmel_FBtr0078763	OG_3588
Dmel_FBtr0070288	OG_3588
Dmel_FBtr0340678	OG_9325
Dmel_FBtr0343357	OG_5124
Dmel_FBtr0305914	OG_341
Dmel_FBtr0334610	OG_4625
Dmel_FBtr0088019	OG_10497
Dmel_FBtr0110936	OG_2575
Dmel_FBtr0078479	OG_2575
Dmel_FBtr0330029	OG_2575
Dmel_FBtr0084260	OG_2575
Dmel_FBtr0330120	OG_2575
Dmel_FBtr0290334	OG_2575
Dmel_FBtr0300465	OG_12426
Dmel_FBtr0346834	OG_12426
Dmel_FBtr0100543	OG_10118
Dmel_FBtr0304922	OG_10991
Dmel_FBtr0300555	OG_3324
Dmel_FBtr0080856	OG_9996
Dmel_FBtr0077037	OG_5120
Dmel_FBtr0089500	OG_4082
Dmel_FBtr0334138	OG_10229
Dmel_FBtr0330048	OG_10546
Dmel_FBtr0330395	OG_10500
Dmel_FBtr0308565	OG_124
Dmel_FBtr0075426	OG_4455
Dmel_FBtr0076780	OG_8777
Dmel_FBtr0077592	OG_4029
Dmel_FBtr0087112	OG_648
Dmel_FBtr0347415	OG_9345
Dmel_FBtr0074058	OG_1757
Dmel_FBtr0078247	OG_2109
Dmel_FBtr0075528	OG_1717
Dmel_FBtr0302637	OG_10715
Dmel_FBtr0088437	OG_3180
Dmel_FBtr0087048	OG_3566
Dmel_FBtr0112897	OG_2946
Dmel_FBtr0078050	OG_10896
Dmel_FBtr0084527	OG_11205
Dmel_FBtr0078070	OG_3052
Dmel_FBtr0087601	OG_4631
Dmel_FBtr0087074	OG_1927
Dmel_FBtr0303148	OG_2871
Dmel_FBtr0089850	OG_3759
Dmel_FBtr0072951	OG_2623
Dmel_FBtr0445191	OG_9345
Dmel_FBtr0074350	OG_4681
Dmel_FBtr0112678	OG_3427
Dmel_FBtr0088257	OG_3003
Dmel_FBtr0330401	OG_3519
Dmel_FBtr0334849	OG_3812
Dmel_FBtr0305093	OG_1451
Dmel_FBtr0304826	OG_4131
Dmel_FBtr0304001	OG_418
Dmel_FBtr0113427	OG_566
Dmel_FBtr0330213	OG_10454
Dmel_FBtr0333836	OG_3478
Dmel_FBtr0337105	OG_10758
Dmel_FBtr0334283	OG_4691
Dmel_FBtr0342882	OG_4691
Dmel_FBtr0083876	OG_2469
Dmel_FBtr0080291	OG_2469
Dmel_FBtr0347603	OG_2469
Dmel_FBtr0302181	OG_2282
Dmel_FBtr0308691	OG_7597
Dmel_FBtr0084036	OG_9488
Dmel_FBtr0333661	OG_4620
Dmel_FBtr0305016	OG_411
Dmel_FBtr0304161	OG_2611
Dmel_FBtr0071502	OG_2053
Dmel_FBtr0304572	OG_1817
Dmel_FBtr0344556	OG_2662
Dmel_FBtr0330381	OG_4594
Dmel_FBtr0303080	OG_3894
Dmel_FBtr0087209	OG_216
Dmel_FBtr0070778	OG_3138
Dmel_FBtr0332105	OG_10356
Dmel_FBtr0083204	OG_9929
Dmel_FBtr0342894	OG_8381
Dmel_FBtr0082295	OG_8688
Dmel_FBtr0329930	OG_3846
Dmel_FBtr0087089	OG_3846
Dmel_FBtr0329992	OG_3846
Dmel_FBtr0089657	OG_2968
Dmel_FBtr0333898	OG_2968
Dmel_FBtr0112853	OG_2968
Dmel_FBtr0289989	OG_2968
Dmel_FBtr0308029	OG_2968
Dmel_FBtr0072441	OG_6561
Dmel_FBtr0081141	OG_3080
Dmel_FBtr0072364	OG_476
Dmel_FBtr0330706	OG_6850
Dmel_FBtr0111143	OG_10107
Dmel_FBtr0084027	OG_1323
Dmel_FBtr0070843	OG_499
Dmel_FBtr0330210	OG_4200
Dmel_FBtr0331335	OG_3132
Dmel_FBtr0304621	OG_2745
Dmel_FBtr0343995	OG_362
Dmel_FBtr0330012	OG_4836
Dmel_FBtr0080700	OG_8572
Dmel_FBtr0339531	OG_4153
Dmel_FBtr0345112	OG_2538
Dmel_FBtr0331270	OG_10452
Dmel_FBtr0100471	OG_12394
Dmel_FBtr0078450	OG_4347
Dmel_FBtr0087097	OG_3660
Dmel_FBtr0087645	OG_6639
Dmel_FBtr0077726	OG_2345
Dmel_FBtr0081578	OG_3298
Dmel_FBtr0089137	OG_3470
Dmel_FBtr0303254	OG_2345
Dmel_FBtr0299849	OG_2345
Dmel_FBtr0303161	OG_4373
Dmel_FBtr0330600	OG_4081
Dmel_FBtr0300400	OG_10106
Dmel_FBtr0074771	OG_653
Dmel_FBtr0301654	OG_3739
Dmel_FBtr0089999	OG_2259
Dmel_FBtr0346129	OG_4800
Dmel_FBtr0330159	OG_4800
Dmel_FBtr0333881	OG_8456
Dmel_FBtr0330154	OG_2263
Dmel_FBtr0074255	OG_11508
Dmel_FBtr0075614	OG_2263
Dmel_FBtr0086336	OG_2263
Dmel_FBtr0073678	OG_923
Dmel_FBtr0304114	OG_2061
Dmel_FBtr0112619	OG_2293
Dmel_FBtr0339077	OG_4121
Dmel_FBtr0273404	OG_4931
Dmel_FBtr0088151	OG_4931
Dmel_FBtr0076506	OG_4070
Dmel_FBtr0085082	OG_10224
Dmel_FBtr0113361	OG_6771
Dmel_FBtr0335245	OG_3904
Dmel_FBtr0083532	OG_2575
Dmel_FBtr0083347	OG_2954
Dmel_FBtr0084016	OG_4609
Dmel_FBtr0083671	OG_557
Dmel_FBtr0077769	OG_4091
Dmel_FBtr0290031	OG_8099
Dmel_FBtr0113136	OG_10386
Dmel_FBtr0070420	OG_8336
Dmel_FBtr0347028	OG_2445
Dmel_FBtr0071493	OG_2327
Dmel_FBtr0290310	OG_9983
Dmel_FBtr0071419	OG_4056
Dmel_FBtr0071424	OG_4056
Dmel_FBtr0073821	OG_4056
Dmel_FBtr0073078	OG_10759
Dmel_FBtr0329887	OG_1031
Dmel_FBtr0332558	OG_2951
Dmel_FBtr0074015	OG_10331
Dmel_FBtr0299633	OG_9650
Dmel_FBtr0085048	OG_5173
Dmel_FBtr0113417	OG_8475
Dmel_FBtr0086058	OG_6609
Dmel_FBtr0301054	OG_1656
Dmel_FBtr0075908	OG_10032
Dmel_FBtr0306206	OG_216
Dmel_FBtr0072642	OG_2951
Dmel_FBtr0072639	OG_2951
Dmel_FBtr0111000	OG_2814
Dmel_FBtr0331162	OG_657
Dmel_FBtr0331858	OG_4745
Dmel_FBtr0330406	OG_2951
Dmel_FBtr0336627	OG_1182
Dmel_FBtr0305060	OG_6952
Dmel_FBtr0080344	OG_1919
Dmel_FBtr0304856	OG_1919
Dmel_FBtr0330343	OG_1919
Dmel_FBtr0334292	OG_3896
Dmel_FBtr0077246	OG_12668
Dmel_FBtr0474241	OG_3362
Dmel_FBtr0290078	OG_2018
Dmel_FBtr0083716	OG_875
Dmel_FBtr0303933	OG_2476
Dmel_FBtr0330101	OG_870
Dmel_FBtr0076093	OG_8355
Dmel_FBtr0310424	OG_3175
Dmel_FBtr0113183	OG_3158
Dmel_FBtr0300525	OG_4375
Dmel_FBtr0330274	OG_3079
Dmel_FBtr0304726	OG_1092
Dmel_FBtr0070379	OG_303
Dmel_FBtr0071068	OG_7306
Dmel_FBtr0474174	OG_11047
Dmel_FBtr0071610	OG_5088
Dmel_FBtr0080876	OG_7085
Dmel_FBtr0080707	OG_3990
Dmel_FBtr0089128	OG_4821
Dmel_FBtr0074251	OG_12671
Dmel_FBtr0301288	OG_662
Dmel_FBtr0070509	OG_10997
Dmel_FBtr0084151	OG_437
Dmel_FBtr0086238	OG_4067
Dmel_FBtr0076308	OG_4067
Dmel_FBtr0300215	OG_4067
Dmel_FBtr0071134	OG_4036
Dmel_FBtr0072594	OG_4036
Dmel_FBtr0334939	OG_4067
Dmel_FBtr0300671	OG_4067
Dmel_FBtr0300491	OG_4067
Dmel_FBtr0344949	OG_4067
Dmel_FBtr0334408	OG_4067
Dmel_FBtr0073913	OG_4067
Dmel_FBtr0089376	OG_4067
Dmel_FBtr0339697	OG_4574
Dmel_FBtr0330418	OG_2380
Dmel_FBtr0085832	OG_10840
Dmel_FBtr0300475	OG_1106
Dmel_FBtr0111009	OG_3086
Dmel_FBtr0077465	OG_5290
Dmel_FBtr0070091	OG_10454
Dmel_FBtr0333208	OG_10435
Dmel_FBtr0344662	OG_1092
Dmel_FBtr0075412	OG_3771
Dmel_FBtr0334898	OG_1862
Dmel_FBtr0077418	OG_162
Dmel_FBtr0071446	OG_10916
Dmel_FBtr0331791	OG_10284
Dmel_FBtr0073712	OG_10454
Dmel_FBtr0087822	OG_2871
Dmel_FBtr0308127	OG_5290
Dmel_FBtr0301284	OG_2951
Dmel_FBtr0075086	OG_10933
Dmel_FBtr0112628	OG_9280
Dmel_FBtr0330102	OG_2667
Dmel_FBtr0330195	OG_2667
Dmel_FBtr0073842	OG_9311
Dmel_FBtr0330041	OG_10852
Dmel_FBtr0330042	OG_2828
Dmel_FBtr0074848	OG_3846
Dmel_FBtr0300179	OG_3117
Dmel_FBtr0087109	OG_3626
Dmel_FBtr0330188	OG_8262
Dmel_FBtr0080884	OG_794
Dmel_FBtr0474154	OG_870
Dmel_FBtr0305620	OG_5038
Dmel_FBtr0085621	OG_8226
Dmel_FBtr0306693	OG_531
Dmel_FBtr0072709	OG_1114
Dmel_FBtr0088607	OG_2002
Dmel_FBtr0073970	OG_1277
Dmel_FBtr0077396	OG_3667
Dmel_FBtr0086504	OG_3512
Dmel_FBtr0082255	OG_8642
Dmel_FBtr0333154	OG_2961
Dmel_FBtr0087361	OG_3104
Dmel_FBtr0087047	OG_3566
Dmel_FBtr0290302	OG_1984
Dmel_FBtr0085681	OG_1735
Dmel_FBtr0087476	OG_2486
Dmel_FBtr0079860	OG_1247
Dmel_FBtr0343301	OG_10924
Dmel_FBtr0070559	OG_5290
Dmel_FBtr0084337	OG_2222
Dmel_FBtr0078324	OG_12428
Dmel_FBtr0342842	OG_8694
Dmel_FBtr0332722	OG_5321
Dmel_FBtr0299526	OG_3998
Dmel_FBtr0114030	OG_2077
Dmel_FBtr0076795	OG_9240
Dmel_FBtr0088210	OG_2934
Dmel_FBtr0072368	OG_2575
Dmel_FBtr0081789	OG_2469
Dmel_FBtr0089184	OG_1018
Dmel_FBtr0346001	OG_2951
Dmel_FBtr0336940	OG_8516
Dmel_FBtr0474151	OG_700
Dmel_FBtr0302153	OG_190
Dmel_FBtr0340310	OG_3491
Dmel_FBtr0084881	OG_566
Dmel_FBtr0087477	OG_2772
Dmel_FBtr0306694	OG_1709
Dmel_FBtr0330608	OG_1018
Dmel_FBtr0304984	OG_936
Dmel_FBtr0082118	OG_2565
Dmel_FBtr0330310	OG_3468
Dmel_FBtr0289988	OG_3468
Dmel_FBtr0300118	OG_3468
Dmel_FBtr0474155	OG_3468
Dmel_FBtr0079912	OG_3468
Dmel_FBtr0301835	OG_3468
Dmel_FBtr0073299	OG_3468
Dmel_FBtr0331461	OG_4480
Dmel_FBtr0344822	OG_4617
Dmel_FBtr0079436	OG_4262
Dmel_FBtr0083857	OG_2469
Dmel_FBtr0474156	OG_9858
Dmel_FBtr0110959	OG_2924
Dmel_FBtr0340651	OG_1343
Dmel_FBtr0347409	OG_2760
Dmel_FBtr0074233	OG_2239
Dmel_FBtr0070650	OG_10896
Dmel_FBtr0304833	OG_5290
Dmel_FBtr0333355	OG_11304
Dmel_FBtr0079822	OG_3047
Dmel_FBtr0344239	OG_5004
Dmel_FBtr0474137	OG_4823
Dmel_FBtr0301492	OG_2259
Dmel_FBtr0089104	OG_3068
Dmel_FBtr0474158	OG_8613
Dmel_FBtr0112657	OG_710
Dmel_FBtr0331170	OG_4458
Dmel_FBtr0339350	OG_3144
Dmel_FBtr0070680	OG_4922
Dmel_FBtr0070948	OG_11028
Dmel_FBtr0302091	OG_10902
Dmel_FBtr0304604	OG_12680
Dmel_FBtr0330607	OG_2951
Dmel_FBtr0081990	OG_9975
Dmel_FBtr0071838	OG_6823
Dmel_FBtr0310205	OG_729
Dmel_FBtr0340350	OG_3626
Dmel_FBtr0333601	OG_3809
Dmel_FBtr0331717	OG_9893
Dmel_FBtr0342947	OG_4175
Dmel_FBtr0329951	OG_4900
Dmel_FBtr0339354	OG_3723
Dmel_FBtr0077921	OG_4969
Dmel_FBtr0070562	OG_5290
Dmel_FBtr0078825	OG_4897
Dmel_FBtr0072681	OG_6890
Dmel_FBtr0073992	OG_4541
Dmel_FBtr0074871	OG_2293
Dmel_FBtr0073944	OG_1670
Dmel_FBtr0113751	OG_3098
Dmel_FBtr0073165	OG_4096
Dmel_FBtr0100376	OG_3153
Dmel_FBtr0089527	OG_2858
Dmel_FBtr0331752	OG_1345
Dmel_FBtr0112569	OG_3405
Dmel_FBtr0308859	OG_9160
Dmel_FBtr0333717	OG_1263
Dmel_FBtr0329845	OG_2514
Dmel_FBtr0309179	OG_5237
Dmel_FBtr0299711	OG_3105
Dmel_FBtr0110806	OG_3105
Dmel_FBtr0303259	OG_3105
Dmel_FBtr0110808	OG_3105
Dmel_FBtr0082170	OG_3105
Dmel_FBtr0112775	OG_3105
Dmel_FBtr0330123	OG_707
Dmel_FBtr0072097	OG_11007
Dmel_FBtr0077204	OG_1597
Dmel_FBtr0330734	OG_2263
Dmel_FBtr0330286	OG_2252
Dmel_FBtr0308790	OG_10973
Dmel_FBtr0329979	OG_2844
Dmel_FBtr0304909	OG_4667
Dmel_FBtr0340489	OG_9920
Dmel_FBtr0111043	OG_5290
Dmel_FBtr0330050	OG_2319
Dmel_FBtr0306026	OG_2413
Dmel_FBtr0339773	OG_10452
Dmel_FBtr0304908	OG_9025
Dmel_FBtr0330601	OG_124
Dmel_FBtr0304694	OG_2313
Dmel_FBtr0113425	OG_2804
Dmel_FBtr0070176	OG_3026
Dmel_FBtr0344746	OG_12675
Dmel_FBtr0089185	OG_4680
Dmel_FBtr0072644	OG_3571
Dmel_FBtr0085513	OG_2760
Dmel_FBtr0088471	OG_2760
Dmel_FBtr0344217	OG_3059
Dmel_FBtr0474168	OG_9879
Dmel_FBtr0077224	OG_7003
Dmel_FBtr0347158	OG_5078
Dmel_FBtr0087079	OG_9728
Dmel_FBtr0308806	OG_3912
Dmel_FBtr0290001	OG_3537
Dmel_FBtr0301693	OG_1044
Dmel_FBtr0330111	OG_8618
Dmel_FBtr0347570	OG_3170
Dmel_FBtr0346999	OG_10332
Dmel_FBtr0344408	OG_3241
Dmel_FBtr0300080	OG_700
Dmel_FBtr0089786	OG_1092
