gene	orthogroup
Hhon_g03762.t1	OG_7177
Hhon_g03780.t1	OG_6889
Hhon_g03882.t1	OG_991
Hhon_g03883.t1	OG_991
Hhon_g03867.t1	OG_3537
Hhon_g03869.t1	OG_11508
Hhon_g03878.t1	OG_11719
Hhon_g03985.t1	OG_11091
Hhon_g03990.t1	OG_2748
Hhon_g03996.t1	OG_7550
Hhon_g04000.t1	OG_3155
Hhon_g04066.t1	OG_10151
Hhon_g04071.t1	OG_321
Hhon_g04033.t1	OG_5223
Hhon_g04039.t1	OG_5002
Hhon_g04061.t1	OG_10150
Hhon_g04062.t1	OG_10150
Hhon_g04064.t1	OG_10151
Hhon_g04087.t1	OG_4277
Hhon_g04116.t1	OG_3370
Hhon_g04121.t1	OG_4082
Hhon_g04138.t1	OG_10273
Hhon_g04151.t1	OG_6001
Hhon_g04164.t1	OG_6582
Hhon_g04213.t1	OG_11729
Hhon_g04142.t1	OG_2430
Hhon_g04218.t1	OG_991
Hhon_g04219.t1	OG_190
Hhon_g04298.t1	OG_10331
Hhon_g04311.t1	OG_802
Hhon_g04313.t1	OG_7589
Hhon_g04324.t1	OG_4162
Hhon_g04337.t1	OG_4415
Hhon_g04393.t1	OG_2565
Hhon_g04425.t1	OG_2293
Hhon_g04384.t1	OG_10386
Hhon_g04432.t1	OG_10989
Hhon_g04476.t1	OG_7745
Hhon_g04495.t1	OG_1948
Hhon_g04501.t1	OG_4096
Hhon_g04445.t1	OG_1620
Hhon_g04462.t1	OG_2575
Hhon_g04473.t1	OG_4293
Hhon_g04486.t1	OG_10355
Hhon_g04490.t1	OG_5175
Hhon_g04525.t1	OG_12750
Hhon_g04547.t1	OG_6186
Hhon_g04527.t1	OG_3081
Hhon_g04571.t1	OG_11526
Hhon_g04575.t1	OG_2293
Hhon_g04608.t1	OG_3065
Hhon_g04629.t1	OG_693
Hhon_g04673.t1	OG_8395
Hhon_g04679.t1	OG_2325
Hhon_g04701.t1	OG_9286
Hhon_g04716.t1	OG_10185
Hhon_g04741.t1	OG_7896
Hhon_g04795.t1	OG_4482
Hhon_g04760.t1	OG_870
Hhon_g04761.t1	OG_870
Hhon_g04767.t1	OG_3560
Hhon_g04772.t1	OG_2804
Hhon_g04778.t1	OG_802
Hhon_g04792.t1	OG_10224
Hhon_g04798.t1	OG_1759
Hhon_g04813.t1	OG_11739
Hhon_g04822.t1	OG_2469
Hhon_g04828.t1	OG_6010
Hhon_g04839.t1	OG_6864
Hhon_g04872.t1	OG_6558
Hhon_g04875.t1	OG_7513
Hhon_g04923.t1	OG_8267
Hhon_g04924.t1	OG_7972
Hhon_g04925.t1	OG_7972
Hhon_g04947.t1	OG_4316
Hhon_g04948.t1	OG_1769
Hhon_g04954.t1	OG_7870
Hhon_g04962.t1	OG_716
Hhon_g04990.t1	OG_10319
Hhon_g04995.t1	OG_1564
Hhon_g04953.t1	OG_717
Hhon_g04984.t1	OG_7477
Hhon_g05024.t1	OG_10266
Hhon_g05061.t1	OG_295
Hhon_g05089.t1	OG_11752
Hhon_g05049.t1	OG_10587
Hhon_g05076.t1	OG_4534
Hhon_g05113.t1	OG_2575
Hhon_g05131.t1	OG_1880
Hhon_g05103.t1	OG_7194
Hhon_g05110.t1	OG_216
Hhon_g05114.t1	OG_6635
Hhon_g05119.t1	OG_1007
Hhon_g05184.t1	OG_4880
Hhon_g05164.t1	OG_3047
Hhon_g05183.t1	OG_8572
Hhon_g05189.t1	OG_3504
Hhon_g05192.t1	OG_4459
Hhon_g05248.t1	OG_7533
Hhon_g05242.t1	OG_4200
Hhon_g05243.t1	OG_1163
Hhon_g05245.t1	OG_3052
Hhon_g05249.t1	OG_3052
Hhon_g05250.t1	OG_10496
Hhon_g05280.t1	OG_7777
Hhon_g05295.t1	OG_693
Hhon_g05296.t1	OG_693
Hhon_g05256.t1	OG_2755
Hhon_g05306.t1	OG_7937
Hhon_g05307.t1	OG_7938
Hhon_g05318.t1	OG_4610
Hhon_g05366.t1	OG_4336
Hhon_g05369.t1	OG_6590
Hhon_g05376.t1	OG_2255
Hhon_g05392.t1	OG_1329
Hhon_g05386.t1	OG_10496
Hhon_g05394.t1	OG_3896
Hhon_g05399.t1	OG_2413
Hhon_g05400.t1	OG_199
Hhon_g05435.t1	OG_956
Hhon_g05472.t1	OG_8689
Hhon_g05442.t1	OG_5209
Hhon_g05508.t1	OG_4231
Hhon_g05531.t1	OG_11762
Hhon_g05559.t1	OG_4439
Hhon_g05560.t1	OG_4070
Hhon_g05532.t1	OG_11763
Hhon_g05564.t1	OG_4081
Hhon_g05579.t1	OG_2469
Hhon_g05621.t1	OG_4349
Hhon_g05611.t1	OG_10550
Hhon_g05648.t1	OG_2313
Hhon_g05649.t1	OG_41
Hhon_g05650.t1	OG_7237
Hhon_g05652.t1	OG_7379
Hhon_g05666.t1	OG_6952
Hhon_g05711.t1	OG_283
Hhon_g05732.t1	OG_1510
Hhon_g05740.t1	OG_2874
Hhon_g05752.t1	OG_9318
Hhon_g05772.t1	OG_3333
Hhon_g05783.t1	OG_3840
Hhon_g05791.t1	OG_10295
Hhon_g05763.t1	OG_672
Hhon_g05781.t1	OG_3655
Hhon_g05818.t1	OG_10417
Hhon_g05848.t1	OG_10628
Hhon_g05874.t1	OG_11540
Hhon_g05880.t1	OG_8423
Hhon_g05850.t1	OG_10366
Hhon_g05868.t1	OG_1821
Hhon_g05897.t1	OG_10037
Hhon_g05914.t1	OG_7213
Hhon_g05924.t1	OG_9945
Hhon_g05932.t1	OG_10655
Hhon_g05941.t1	OG_802
Hhon_g05898.t1	OG_2786
Hhon_g05918.t1	OG_11016
Hhon_g05963.t1	OG_4184
Hhon_g05968.t1	OG_2293
Hhon_g05976.t1	OG_1824
Hhon_g05979.t1	OG_11042
Hhon_g05999.t1	OG_5398
Hhon_g06037.t1	OG_6088
Hhon_g06043.t1	OG_11209
Hhon_g06046.t1	OG_6596
Hhon_g06034.t1	OG_8578
Hhon_g06035.t1	OG_2575
Hhon_g06052.t1	OG_124
Hhon_g06053.t1	OG_124
Hhon_g06069.t1	OG_8607
Hhon_g06071.t1	OG_8606
Hhon_g06094.t1	OG_6852
Hhon_g06081.t1	OG_7932
Hhon_g06082.t1	OG_11782
Hhon_g06121.t1	OG_3362
Hhon_g06131.t1	OG_5010
Hhon_g06160.t1	OG_9138
Hhon_g06135.t1	OG_1676
Hhon_g06174.t1	OG_2525
Hhon_g06184.t1	OG_7809
Hhon_g06221.t1	OG_3231
Hhon_g06226.t1	OG_9804
Hhon_g06207.t1	OG_4317
Hhon_g06252.t1	OG_7855
Hhon_g06261.t1	OG_1335
Hhon_g06312.t1	OG_4541
Hhon_g06324.t1	OG_1769
Hhon_g06280.t1	OG_10820
Hhon_g06357.t1	OG_302
Hhon_g06374.t1	OG_1876
Hhon_g06380.t1	OG_3216
Hhon_g06419.t1	OG_27
Hhon_g06422.t1	OG_2239
Hhon_g06396.t1	OG_10058
Hhon_g06456.t1	OG_7345
Hhon_g06471.t1	OG_6481
Hhon_g06472.t1	OG_7348
Hhon_g06439.t1	OG_3278
Hhon_g06467.t1	OG_7347
Hhon_g06530.t1	OG_9850
Hhon_g06506.t1	OG_124
Hhon_g06539.t1	OG_3968
Hhon_g06559.t1	OG_7309
Hhon_g06560.t1	OG_11547
Hhon_g06565.t1	OG_10896
Hhon_g06595.t1	OG_4190
Hhon_g06597.t1	OG_850
Hhon_g06598.t1	OG_850
Hhon_g06602.t1	OG_849
Hhon_g06601.t1	OG_6743
Hhon_g06624.t1	OG_11800
Hhon_g06625.t1	OG_9784
Hhon_g06667.t1	OG_445
Hhon_g06671.t1	OG_9288
Hhon_g06668.t1	OG_1620
Hhon_g06744.t1	OG_2591
Hhon_g06711.t1	OG_741
Hhon_g06782.t1	OG_7428
Hhon_g06784.t1	OG_4245
Hhon_g06778.t1	OG_4223
Hhon_g06825.t1	OG_6855
Hhon_g06815.t1	OG_7185
Hhon_g06843.t1	OG_513
Hhon_g06857.t1	OG_512
Hhon_g06924.t1	OG_10897
Hhon_g06928.t1	OG_802
Hhon_g06937.t1	OG_4480
Hhon_g06949.t1	OG_10609
Hhon_g06965.t1	OG_7989
Hhon_g06969.t1	OG_657
Hhon_g07026.t1	OG_1769
Hhon_g07037.t1	OG_3094
Hhon_g07007.t1	OG_5874
Hhon_g07054.t1	OG_11812
Hhon_g07096.t1	OG_2293
Hhon_g07114.t1	OG_7671
Hhon_g07097.t1	OG_6635
Hhon_g07132.t1	OG_3342
Hhon_g07155.t1	OG_11557
Hhon_g07161.t1	OG_7531
Hhon_g07166.t1	OG_10698
Hhon_g07174.t1	OG_4129
Hhon_g07181.t1	OG_8756
Hhon_g07188.t1	OG_155
Hhon_g07225.t1	OG_3189
Hhon_g07236.t1	OG_4580
Hhon_g07274.t1	OG_4525
Hhon_g07281.t1	OG_2061
Hhon_g07295.t1	OG_693
Hhon_g07308.t1	OG_11168
Hhon_g07323.t1	OG_1395
Hhon_g07338.t1	OG_4091
Hhon_g07341.t1	OG_8484
Hhon_g07348.t1	OG_10676
Hhon_g07343.t1	OG_8484
Hhon_g07380.t1	OG_8625
Hhon_g07415.t1	OG_3060
Hhon_g07440.t1	OG_2415
Hhon_g07443.t1	OG_4462
Hhon_g07431.t1	OG_11826
Hhon_g07432.t1	OG_424
Hhon_g07442.t1	OG_2293
Hhon_g07448.t1	OG_4874
Hhon_g07463.t1	OG_11563
Hhon_g07483.t1	OG_5103
Hhon_g07501.t1	OG_11089
Hhon_g07498.t1	OG_7552
Hhon_g07505.t1	OG_2888
Hhon_g07506.t1	OG_2888
Hhon_g07511.t1	OG_4033
Hhon_g07523.t1	OG_1638
Hhon_g07519.t1	OG_10604
Hhon_g07532.t1	OG_1769
Hhon_g07557.t1	OG_693
Hhon_g07555.t1	OG_8047
Hhon_g07574.t1	OG_6062
Hhon_g07576.t1	OG_1632
Hhon_g07588.t1	OG_4007
Hhon_g07613.t1	OG_5277
Hhon_g07590.t1	OG_5323
Hhon_g07606.t1	OG_2997
Hhon_g07625.t1	OG_2968
Hhon_g07626.t1	OG_2608
Hhon_g07630.t1	OG_11081
Hhon_g07659.t1	OG_2346
Hhon_g07675.t1	OG_3987
Hhon_g07685.t1	OG_6635
Hhon_g07690.t1	OG_693
Hhon_g07757.t1	OG_4398
Hhon_g07759.t1	OG_3189
Hhon_g07777.t1	OG_7825
Hhon_g07787.t1	OG_2777
Hhon_g07829.t1	OG_1859
Hhon_g07835.t1	OG_802
Hhon_g07820.t1	OG_4373
Hhon_g07821.t1	OG_1901
Hhon_g07857.t1	OG_4393
Hhon_g07862.t1	OG_886
Hhon_g07859.t1	OG_5249
Hhon_g07916.t1	OG_4479
Hhon_g07881.t1	OG_10317
Hhon_g07949.t1	OG_557
Hhon_g07966.t1	OG_693
Hhon_g07967.t1	OG_693
Hhon_g07994.t1	OG_3547
Hhon_g08000.t1	OG_124
Hhon_g07996.t1	OG_7636
Hhon_g08007.t1	OG_867
Hhon_g08068.t1	OG_11200
Hhon_g08090.t1	OG_7802
Hhon_g08082.t1	OG_3671
Hhon_g08098.t1	OG_4779
Hhon_g08106.t1	OG_6739
Hhon_g08125.t1	OG_2325
Hhon_g08142.t1	OG_4433
Hhon_g08135.t1	OG_2941
Hhon_g08174.t1	OG_4200
Hhon_g08180.t1	OG_11850
Hhon_g08170.t1	OG_3225
Hhon_g08175.t1	OG_2090
Hhon_g08200.t1	OG_3087
Hhon_g08214.t1	OG_9604
Hhon_g08263.t1	OG_238
Hhon_g08248.t1	OG_9610
Hhon_g08277.t1	OG_4586
Hhon_g08279.t1	OG_2293
Hhon_g08356.t1	OG_2389
Hhon_g08345.t1	OG_4132
Hhon_g08355.t1	OG_2389
Hhon_g08357.t1	OG_2389
Hhon_g08370.t1	OG_7619
Hhon_g08398.t1	OG_1018
Hhon_g08396.t1	OG_341
Hhon_g08410.t1	OG_6591
Hhon_g08415.t1	OG_9820
Hhon_g08440.t1	OG_1315
Hhon_g08473.t1	OG_10198
Hhon_g08494.t1	OG_4047
Hhon_g08506.t1	OG_4256
Hhon_g08490.t1	OG_11579
Hhon_g08495.t1	OG_902
Hhon_g08502.t1	OG_10544
Hhon_g08557.t1	OG_9447
Hhon_g08560.t1	OG_3260
Hhon_g08582.t1	OG_2293
Hhon_g08583.t1	OG_802
Hhon_g08590.t1	OG_2293
Hhon_g08608.t1	OG_2524
Hhon_g08612.t1	OG_3373
Hhon_g08692.t1	OG_693
Hhon_g08723.t1	OG_802
Hhon_g08727.t1	OG_1898
Hhon_g08729.t1	OG_693
Hhon_g08744.t1	OG_6997
Hhon_g08807.t1	OG_2780
Hhon_g08815.t1	OG_7856
Hhon_g08832.t1	OG_2793
Hhon_g08839.t1	OG_5956
Hhon_g08851.t1	OG_11965
Hhon_g08822.t1	OG_11870
Hhon_g08857.t1	OG_216
Hhon_g08853.t1	OG_2307
Hhon_g08892.t1	OG_341
Hhon_g08928.t1	OG_5111
Hhon_g08909.t1	OG_7417
Hhon_g08910.t1	OG_7416
Hhon_g08955.t1	OG_7933
Hhon_g08961.t1	OG_9989
Hhon_g08971.t1	OG_854
Hhon_g08984.t1	OG_7341
Hhon_g08997.t1	OG_11879
Hhon_g09022.t1	OG_3052
Hhon_g09024.t1	OG_10545
Hhon_g09057.t1	OG_109
Hhon_g09060.t1	OG_1046
Hhon_g09132.t1	OG_10084
Hhon_g09133.t1	OG_2954
Hhon_g09158.t1	OG_3836
Hhon_g09189.t1	OG_6339
Hhon_g09197.t1	OG_1977
Hhon_g09205.t1	OG_4758
Hhon_g09201.t1	OG_3812
Hhon_g09241.t1	OG_5116
Hhon_g09234.t1	OG_4
Hhon_g09260.t1	OG_3080
Hhon_g09266.t1	OG_4461
Hhon_g09293.t1	OG_11087
Hhon_g09323.t1	OG_11887
Hhon_g09351.t1	OG_693
Hhon_g09360.t1	OG_7521
Hhon_g09376.t1	OG_7392
Hhon_g09380.t1	OG_2790
Hhon_g09396.t1	OG_7449
Hhon_g09411.t1	OG_10175
Hhon_g09421.t1	OG_2643
Hhon_g09399.t1	OG_5769
Hhon_g09422.t1	OG_10265
Hhon_g09428.t1	OG_1525
Hhon_g09438.t1	OG_2421
Hhon_g09488.t1	OG_11068
Hhon_g09503.t1	OG_304
Hhon_g09513.t1	OG_5324
Hhon_g09585.t1	OG_3564
Hhon_g09587.t1	OG_10985
Hhon_g09559.t1	OG_3676
Hhon_g09579.t1	OG_11897
Hhon_g09586.t1	OG_10732
Hhon_g09589.t1	OG_341
Hhon_g09605.t1	OG_6611
Hhon_g09665.t1	OG_11603
Hhon_g09668.t1	OG_695
Hhon_g09674.t1	OG_10869
Hhon_g09675.t1	OG_10869
Hhon_g09686.t1	OG_8326
Hhon_g09718.t1	OG_2293
Hhon_g09728.t1	OG_7356
Hhon_g09733.t1	OG_11429
Hhon_g09740.t1	OG_11828
Hhon_g09776.t1	OG_3712
Hhon_g09815.t1	OG_802
Hhon_g09830.t1	OG_10138
Hhon_g09836.t1	OG_875
Hhon_g09858.t1	OG_7319
Hhon_g09864.t1	OG_6604
Hhon_g09910.t1	OG_4452
Hhon_g09970.t1	OG_6152
Hhon_g10096.t1	OG_754
Hhon_g10087.t1	OG_6038
Hhon_g10117.t1	OG_2255
Hhon_g10156.t1	OG_5107
Hhon_g10159.t1	OG_4171
Hhon_g10210.t1	OG_10234
Hhon_g10208.t1	OG_875
Hhon_g10209.t1	OG_4525
Hhon_g10220.t1	OG_1695
Hhon_g10247.t1	OG_4209
Hhon_g10233.t1	OG_37
Hhon_g10260.t1	OG_5739
Hhon_g10302.t1	OG_11908
Hhon_g10299.t1	OG_128
Hhon_g10306.t1	OG_6498
Hhon_g10322.t1	OG_2846
Hhon_g10361.t1	OG_10243
Hhon_g10385.t1	OG_623
Hhon_g10379.t1	OG_2575
Hhon_g10389.t1	OG_11914
Hhon_g10392.t1	OG_622
Hhon_g10413.t1	OG_7874
Hhon_g10405.t1	OG_10129
Hhon_g10422.t1	OG_684
Hhon_g10441.t1	OG_4241
Hhon_g10437.t1	OG_4259
Hhon_g10438.t1	OG_3189
Hhon_g10450.t1	OG_3189
Hhon_g10493.t1	OG_4966
Hhon_g10494.t1	OG_3072
Hhon_g10512.t1	OG_1641
Hhon_g10513.t1	OG_7807
Hhon_g10521.t1	OG_6708
Hhon_g10554.t1	OG_10696
Hhon_g10567.t1	OG_8642
Hhon_g10573.t1	OG_4348
Hhon_g10574.t1	OG_5232
Hhon_g10576.t1	OG_91
Hhon_g10612.t1	OG_5420
Hhon_g10615.t1	OG_9160
Hhon_g10618.t1	OG_5766
Hhon_g10629.t1	OG_8458
Hhon_g10680.t1	OG_4421
Hhon_g10683.t1	OG_1007
Hhon_g10703.t1	OG_1979
Hhon_g10713.t1	OG_870
Hhon_g10730.t1	OG_4185
Hhon_g10740.t1	OG_693
Hhon_g10749.t1	OG_4557
Hhon_g10763.t1	OG_802
Hhon_g10796.t1	OG_6741
Hhon_g10818.t1	OG_2954
Hhon_g10822.t1	OG_1092
Hhon_g10837.t1	OG_6575
Hhon_g10855.t1	OG_2717
Hhon_g10871.t1	OG_7308
Hhon_g10969.t1	OG_2307
Hhon_g10981.t1	OG_1351
Hhon_g10982.t1	OG_124
Hhon_g10991.t1	OG_10908
Hhon_g11041.t1	OG_2293
Hhon_g11061.t1	OG_2209
Hhon_g11071.t1	OG_804
Hhon_g11081.t1	OG_5176
Hhon_g11083.t1	OG_5176
Hhon_g11086.t1	OG_2293
Hhon_g11087.t1	OG_3075
Hhon_g11103.t1	OG_1189
Hhon_g11148.t1	OG_10435
Hhon_g11157.t1	OG_11750
Hhon_g11188.t1	OG_11259
Hhon_g11231.t1	OG_4147
Hhon_g11234.t1	OG_10932
Hhon_g11260.t1	OG_3112
Hhon_g11271.t1	OG_4263
Hhon_g11282.t1	OG_524
Hhon_g11342.t1	OG_3495
Hhon_g11373.t1	OG_8069
Hhon_g11398.t1	OG_7650
Hhon_g11400.t1	OG_5162
Hhon_g11451.t1	OG_693
Hhon_g11464.t1	OG_2389
Hhon_g11560.t1	OG_1590
Hhon_g11564.t1	OG_4270
Hhon_g11571.t1	OG_3671
Hhon_g11622.t1	OG_4402
Hhon_g11625.t1	OG_2307
