gene	orthogroup
Mlei_ML0857.g16.i1	OG_1051
Mlei_ML0857.g39.i1	OG_3518
Mlei_ML0864.g25.i1	OG_9884
Mlei_ML0871.g15.i1	OG_341
Mlei_ML0871.g6.i1	OG_3926
Mlei_ML0888.g3.i1	OG_1034
Mlei_ML0894.g1.i1	OG_124
Mlei_ML0930.g35.i1	OG_166
Mlei_ML0930.g51.i1	OG_3993
Mlei_ML0942.g2.i1	OG_10508
Mlei_ML0943.g12.i1	OG_124
Mlei_ML0943.g26.i1	OG_542
Mlei_ML0968.g19.i1	OG_3323
Mlei_ML0969.g2.i1	OG_2631
Mlei_ML1021.g3.i1	OG_2979
Mlei_ML1022.g4.i1	OG_2678
Mlei_ML1029.g5.i1	OG_10195
Mlei_ML1029.g8.i1	OG_3590
Mlei_ML1037.g4.i1	OG_9815
Mlei_ML1037.g5.i1	OG_9815
Mlei_ML1037.g7.i1	OG_9815
Mlei_ML1043.g46.i1	OG_2552
Mlei_ML1051.g5.i1	OG_575
Mlei_ML1055.g7.i1	OG_10779
Mlei_ML1079.g12.i1	OG_836
Mlei_ML1103.g2.i1	OG_216
Mlei_ML1112.g1.i1	OG_9742
Mlei_ML1163.g7.i1	OG_2951
Mlei_ML1164.g3.i1	OG_2234
Mlei_ML1172.g2.i1	OG_7373
Mlei_ML1203.g4.i1	OG_3342
Mlei_ML1207.g44.i1	OG_3100
Mlei_ML1246.g4.i1	OG_3052
Mlei_ML1249.g14.i1	OG_3601
Mlei_ML1252.g9.i1	OG_3433
Mlei_ML1255.g1.i1	OG_2224
Mlei_ML1281.g1.i1	OG_3739
Mlei_ML1282.g18.i1	OG_11509
Mlei_ML1282.g29.i1	OG_1459
Mlei_ML1284.g27.i1	OG_16
Mlei_ML1304.g10.i1	OG_6742
Mlei_ML1304.g8.i1	OG_2330
Mlei_ML1311.g14.i1	OG_9313
Mlei_ML1311.g29.i1	OG_2968
Mlei_ML1311.g38.i1	OG_8516
Mlei_ML1411.g12.i1	OG_2289
Mlei_ML1417.g58.i1	OG_8643
Mlei_ML1418.g5.i1	OG_3551
Mlei_ML1425.g7.i1	OG_5523
Mlei_ML1473.g6.i1	OG_3919
Mlei_ML1485.g21.i1	OG_2746
Mlei_ML1485.g25.i1	OG_10229
Mlei_ML1496.g37.i1	OG_2224
Mlei_ML1498.g3.i1	OG_6171
Mlei_ML1509.g6.i1	OG_2002
Mlei_ML1541.g35.i1	OG_2107
Mlei_ML1541.g40.i1	OG_11092
Mlei_ML1541.g85.i1	OG_10758
Mlei_ML1612.g2.i1	OG_8727
Mlei_ML1612.g3.i1	OG_10930
Mlei_ML1621.g5.i1	OG_10710
Mlei_ML1621.g6.i1	OG_10710
Mlei_ML1635.g4.i1	OG_4050
Mlei_ML1664.g3.i1	OG_3408
Mlei_ML1721.g4.i1	OG_854
Mlei_ML1721.g5.i1	OG_854
Mlei_ML1747.g36.i1	OG_7303
Mlei_ML1747.g3.i1	OG_1218
Mlei_ML1747.g44.i1	OG_862
Mlei_ML1747.g4.i1	OG_1769
Mlei_ML1756.g2.i1	OG_3739
Mlei_ML1756.g3.i1	OG_3739
Mlei_ML1792.g5.i1	OG_863
Mlei_ML1820.g26.i1	OG_2281
Mlei_ML1820.g2.i1	OG_1259
Mlei_ML1835.g5.i1	OG_2169
Mlei_ML1855.g9.i1	OG_923
Mlei_ML1893.g17.i1	OG_5088
Mlei_ML1893.g22.i1	OG_544
Mlei_ML1912.g5.i1	OG_4657
Mlei_ML1932.g3.i1	OG_124
Mlei_ML1998.g7.i1	OG_11047
Mlei_ML2002.g26.i1	OG_2376
Mlei_ML2016.g3.i1	OG_1811
Mlei_ML2044.g6.i1	OG_8521
Mlei_ML2075.g8.i1	OG_4427
Mlei_ML2083.g10.i1	OG_6391
Mlei_ML2083.g14.i1	OG_3776
Mlei_ML2083.g1.i1	OG_9815
Mlei_ML2083.g2.i1	OG_2486
Mlei_ML2089.g3.i1	OG_2850
Mlei_ML2091.g14.i1	OG_1375
Mlei_ML2091.g8.i1	OG_3163
Mlei_ML2163.g43.i1	OG_2782
Mlei_ML2189.g14.i1	OG_162
Mlei_ML2189.g4.i1	OG_3085
Mlei_ML2213.g4.i1	OG_3896
Mlei_ML2213.g6.i1	OG_9929
Mlei_ML2235.g24.i1	OG_5708
Mlei_ML2331.g19.i1	OG_4171
Mlei_ML2345.g28.i1	OG_2944
Mlei_ML2371.g2.i1	OG_10427
Mlei_ML2383.g6.i1	OG_9742
Mlei_ML2400.g5.i1	OG_2261
Mlei_ML2484.g2.i1	OG_2221
Mlei_ML2484.g3.i1	OG_2221
Mlei_ML2506.g2.i1	OG_2544
Mlei_ML2528.g12.i1	OG_3191
Mlei_ML2662.g2.i1	OG_4121
Mlei_ML2662.g3.i1	OG_4121
Mlei_ML2662.g4.i1	OG_4121
Mlei_ML2679.g16.i1	OG_7859
Mlei_ML2685.g3.i1	OG_10107
Mlei_ML2705.g22.i1	OG_3515
Mlei_ML2705.g25.i1	OG_1559
Mlei_ML2732.g10.i1	OG_1165
Mlei_ML2732.g23.i1	OG_2853
Mlei_ML2746.g8.i1	OG_8555
Mlei_ML2769.g7.i1	OG_1398
Mlei_ML2820.g3.i1	OG_1398
Mlei_ML2825.g17.i1	OG_8524
Mlei_ML2825.g27.i1	OG_8483
Mlei_ML2931.g14.i1	OG_10798
Mlei_ML3055.g20.i1	OG_643
Mlei_ML3055.g27.i1	OG_2556
Mlei_ML3061.g17.i1	OG_3289
Mlei_ML3116.g31.i1	OG_9680
Mlei_ML3258.g1.i1	OG_9953
Mlei_ML3283.g1.i1	OG_3405
Mlei_ML3342.g11.i1	OG_495
Mlei_ML3372.g2.i1	OG_124
Mlei_ML3382.g4.i1	OG_124
Mlei_ML3422.g10.i1	OG_4111
Mlei_ML3422.g8.i1	OG_10463
Mlei_ML3463.g2.i1	OG_6635
Mlei_ML3517.g33.i1	OG_6362
Mlei_ML3517.g47.i1	OG_4181
Mlei_ML3565.g1.i1	OG_10240
Mlei_ML3570.g2.i1	OG_4123
Mlei_ML3588.g29.i1	OG_2313
Mlei_ML3759.g1.i1	OG_2559
Mlei_ML3759.g26.i1	OG_124
Mlei_ML4029.g3.i1	OG_854
Mlei_ML4098.g4.i1	OG_870
Mlei_ML4182.g10.i1	OG_1567
Mlei_ML4358.g27.i1	OG_6855
Mlei_ML4442.g14.i1	OG_3597
Mlei_ML4539.g2.i1	OG_368
Mlei_ML4584.g4.i1	OG_657
