gene	orthogroup
Hvul_g28059_1	OG_2853
Hvul_g28121_1	OG_4554
Hvul_g28146_1	OG_10887
Hvul_g28161_1	OG_3676
Hvul_g28212_1	OG_3739
Hvul_g28248_1	OG_2234
Hvul_g2834_1	OG_2830
Hvul_g28461_1	OG_2420
Hvul_g28462_1	OG_2420
Hvul_g28474_1	OG_10151
Hvul_g28646_1	OG_2678
Hvul_g28652_1	OG_10869
Hvul_g28682_1	OG_3635
Hvul_g28847_1	OG_9815
Hvul_g28849_1	OG_9815
Hvul_g28857_1	OG_2282
Hvul_g28893_1	OG_1696
Hvul_g29099_1	OG_341
Hvul_g29202_1	OG_1018
Hvul_g2923_1	OG_1327
Hvul_g29265_1	OG_3163
Hvul_g29375_1	OG_7994
Hvul_g29389_1	OG_619
Hvul_g29418_1	OG_4698
Hvul_g29456_1	OG_466
Hvul_g29578_1	OG_10696
Hvul_g29670_1	OG_10951
Hvul_g29791_1	OG_3083
Hvul_g29864_1	OG_3689
Hvul_g29897_1	OG_2459
Hvul_g29946_1	OG_1774
Hvul_g29959_1	OG_2969
Hvul_g29960_1	OG_2969
Hvul_g29976_1	OG_9448
Hvul_g30023_1	OG_1001
Hvul_g3008_1	OG_2444
Hvul_g30167_1	OG_10821
Hvul_g30231_1	OG_137
Hvul_g30239_1	OG_1567
Hvul_g30240_1	OG_1343
Hvul_g30297_1	OG_4046
Hvul_g30304_1	OG_4082
Hvul_g3034_1	OG_7241
Hvul_g30343_1	OG_11273
Hvul_g30370_1	OG_5198
Hvul_g3053_1	OG_2538
Hvul_g30584_1	OG_3687
Hvul_g30674_1	OG_10757
Hvul_g30700_1	OG_3248
Hvul_g30852_1	OG_12038
Hvul_g30865_1	OG_2408
Hvul_g30955_1	OG_4600
Hvul_g3100_1	OG_3405
Hvul_g31091_1	OG_2213
Hvul_g31209_1	OG_3529
Hvul_g31223_1	OG_7859
Hvul_g31231_1	OG_7878
Hvul_g31268_1	OG_757
Hvul_g31375_1	OG_2252
Hvul_g31394_1	OG_11509
Hvul_g3156_1	OG_5848
Hvul_g31632_1	OG_3080
Hvul_g31668_1	OG_2655
Hvul_g31735_1	OG_10604
Hvul_g31787_1	OG_2252
Hvul_g31801_1	OG_10628
Hvul_g31869_1	OG_2575
Hvul_g31877_1	OG_1567
Hvul_g31924_1	OG_8370
Hvul_g31929_1	OG_5460
Hvul_g32158_1	OG_3563
Hvul_g3219_1	OG_8380
Hvul_g3220_1	OG_8380
Hvul_g3221_1	OG_1092
Hvul_g3228_1	OG_3145
Hvul_g32297_1	OG_11091
Hvul_g3247_1	OG_4547
Hvul_g32536_1	OG_1603
Hvul_g3256_1	OG_2575
Hvul_g32592_1	OG_2283
Hvul_g32758_1	OG_277
Hvul_g32850_1	OG_3968
Hvul_g32858_1	OG_8776
Hvul_g32922_1	OG_2259
Hvul_g33076_1	OG_9815
Hvul_g33079_1	OG_11506
Hvul_g33087_1	OG_2473
Hvul_g33212_1	OG_4070
Hvul_g33220_1	OG_4698
Hvul_g33448_1	OG_2575
Hvul_g33456_1	OG_3314
Hvul_g33458_1	OG_2831
Hvul_g33468_1	OG_4416
Hvul_g33504_1	OG_12707
Hvul_g33551_1	OG_11584
Hvul_g33561_1	OG_3293
Hvul_g33668_1	OG_1488
Hvul_g33689_1	OG_9604
Hvul_g33716_1	OG_3647
Hvul_g33754_1	OG_6789
Hvul_g33765_1	OG_1018
Hvul_g3414_1	OG_4458
Hvul_g3532_1	OG_3323
Hvul_g3553_1	OG_8157
Hvul_g3692_1	OG_6404
Hvul_g3704_1	OG_6404
Hvul_g3758_1	OG_2785
Hvul_g3804_1	OG_2252
Hvul_g3847_1	OG_6576
Hvul_g3974_1	OG_265
Hvul_g4003_1	OG_1525
Hvul_g4044_1	OG_5079
Hvul_g4047_1	OG_6787
Hvul_g4091_1	OG_4624
Hvul_g4304_1	OG_12312
Hvul_g433_1	OG_4631
Hvul_g4330_1	OG_2611
Hvul_g434_1	OG_4799
Hvul_g4425_1	OG_921
Hvul_g4435_1	OG_2376
Hvul_g449_1	OG_4547
Hvul_g4790_1	OG_2389
Hvul_g4828_1	OG_9745
Hvul_g5275_1	OG_2252
Hvul_g5288_1	OG_9790
Hvul_g5297_1	OG_5211
Hvul_g5391_1	OG_7745
Hvul_g5530_1	OG_1210
Hvul_g5575_1	OG_5817
Hvul_g5577_1	OG_2584
Hvul_g565_1	OG_2968
Hvul_g567_1	OG_2968
Hvul_g569_1	OG_3402
Hvul_g570_1	OG_10495
Hvul_g6004_1	OG_3739
Hvul_g6124_1	OG_161
Hvul_g6164_1	OG_216
Hvul_g6173_1	OG_10213
Hvul_g6213_1	OG_4797
Hvul_g6318_1	OG_8643
Hvul_g6530_1	OG_1057
Hvul_g6573_1	OG_4381
Hvul_g6626_1	OG_4513
Hvul_g6751_1	OG_4482
Hvul_g6753_1	OG_4482
Hvul_g6839_1	OG_1774
Hvul_g6967_1	OG_2968
Hvul_g6986_1	OG_2871
Hvul_g7011_1	OG_808
Hvul_g7352_1	OG_3241
Hvul_g7356_1	OG_3159
Hvul_g7393_1	OG_863
Hvul_g7395_1	OG_863
Hvul_g7491_1	OG_10235
Hvul_g7626_1	OG_1314
Hvul_g7799_1	OG_12268
Hvul_g79_1	OG_516
Hvul_g804_1	OG_3604
Hvul_g8425_1	OG_6152
Hvul_g8468_1	OG_3116
Hvul_g8505_1	OG_4541
Hvul_g8553_1	OG_7247
Hvul_g8607_1	OG_7241
Hvul_g8804_1	OG_4432
Hvul_g889_1	OG_12035
Hvul_g8918_1	OG_8378
Hvul_g900_1	OG_10701
Hvul_g9407_1	OG_2661
Hvul_g9425_1	OG_2459
Hvul_g949_1	OG_3501
Hvul_g9543_1	OG_3446
Hvul_g9693_1	OG_619
Hvul_g9815_1	OG_10544
Hvul_g9835_1	OG_987
Hvul_g9874_1	OG_3607
Hvul_g9899_1	OG_544
Hvul_g10742_1	OG_8370
Hvul_g11166_1	OG_3405
Hvul_g11167_1	OG_3405
Hvul_g12541_1	OG_8243
Hvul_g13371_1	OG_4060
Hvul_g1347_1	OG_8682
Hvul_g14055_1	OG_542
Hvul_g14247_1	OG_2252
Hvul_g14405_1	OG_6972
Hvul_g15442_1	OG_2291
Hvul_g16210_1	OG_4033
Hvul_g1671_1	OG_2663
Hvul_g17442_1	OG_6640
Hvul_g19249_1	OG_1499
Hvul_g2040_1	OG_2556
Hvul_g20429_1	OG_5485
Hvul_g224_1	OG_8275
Hvul_g2313_1	OG_3109
Hvul_g23515_1	OG_4626
Hvul_g23916_1	OG_9899
Hvul_g25116_1	OG_3371
Hvul_g25156_1	OG_1838
Hvul_g25174_1	OG_3231
Hvul_g27085_1	OG_5617
Hvul_g27159_1	OG_6635
Hvul_g27436_1	OG_2617
Hvul_g2752_1	OG_861
Hvul_g3003_1	OG_3405
Hvul_g3004_1	OG_3405
Hvul_g32519_1	OG_8314
Hvul_g32798_1	OG_3405
Hvul_g32823_1	OG_489
Hvul_g3432_1	OG_2556
Hvul_g4325_1	OG_6520
Hvul_g5147_1	OG_10461
Hvul_g5784_1	OG_8155
Hvul_g6300_1	OG_1692
Hvul_g6434_1	OG_6823
Hvul_g6720_1	OG_3414
Hvul_g7355_1	OG_11739
Hvul_g9973_1	OG_1023
