metacell	cell_type	color	broad_cell_type
287	Astrocytes	#5138E2	glia
288	Astrocytes	#5138E2	glia
289	Astrocytes	#5138E2	glia
290	Astrocytes	#5138E2	glia
291	Astrocytes	#5138E2	glia
292	Astrocytes	#5138E2	glia
293	Astrocytes	#5138E2	glia
294	Astrocytes	#5138E2	glia
295	Astrocytes	#5138E2	glia
296	Astrocytes	#5138E2	glia
297	Astrocytes	#5138E2	glia
298	Astrocytes	#5138E2	glia
299	Astrocytes	#5138E2	glia
300	Astrocytes	#5138E2	glia
301	Astrocytes	#5138E2	glia
302	Astrocytes	#5138E2	glia
303	Astrocytes	#5138E2	glia
304	Astrocytes	#5138E2	glia
305	Astrocytes	#5138E2	glia
306	Astrocytes	#5138E2	glia
307	Astrocytes	#5138E2	glia
308	Astrocytes	#5138E2	glia
309	Astrocytes	#5138E2	glia
310	Astrocytes	#5138E2	glia
311	Astrocytes	#5138E2	glia
312	Astrocytes	#5138E2	glia
313	Astrocytes	#5138E2	glia
314	Astrocytes	#5138E2	glia
315	Astrocytes	#5138E2	glia
316	Astrocytes	#5138E2	glia
317	Astrocytes	#5138E2	glia
318	Astrocytes	#5138E2	glia
319	Astrocytes	#5138E2	glia
320	Astrocytes	#5138E2	glia
321	Astrocytes	#5138E2	glia
322	Astrocytes	#5138E2	glia
323	Astrocytes	#5138E2	glia
324	Astrocytes	#5138E2	glia
325	Astrocytes	#5138E2	glia
326	Astrocytes	#5138E2	glia
327	Astrocytes	#5138E2	glia
328	Astrocytes	#5138E2	glia
329	Astrocytes	#5138E2	glia
330	Astrocytes	#5138E2	glia
331	Astrocytes	#5138E2	glia
332	Astrocytes	#5138E2	glia
333	Astrocytes	#5138E2	glia
334	Astrocytes	#5138E2	glia
335	Astrocytes	#5138E2	glia
336	Astrocytes	#5138E2	glia
337	Astrocytes	#5138E2	glia
338	Astrocytes	#5138E2	glia
339	Astrocytes	#5138E2	glia
340	Astrocytes	#5138E2	glia
341	Astrocytes	#5138E2	glia
342	Astrocytes	#5138E2	glia
343	Astrocytes	#5138E2	glia
344	Astrocytes	#5138E2	glia
345	Astrocytes	#5138E2	glia
346	Astrocytes	#5138E2	glia
347	Astrocytes	#5138E2	glia
348	Astrocytes	#5138E2	glia
349	Astrocytes	#5138E2	glia
350	Astrocytes	#5138E2	glia
351	Astrocytes	#5138E2	glia
352	Astrocytes	#5138E2	glia
353	Astrocytes	#5138E2	glia
354	Astrocytes	#5138E2	glia
355	Astrocytes	#5138E2	glia
356	Astrocytes	#5138E2	glia
357	Astrocytes	#5138E2	glia
358	Astrocytes	#5138E2	glia
359	Astrocytes	#5138E2	glia
360	Astrocytes	#5138E2	glia
361	Astrocytes	#5138E2	glia
362	Astrocytes	#5138E2	glia
363	Astrocytes	#5138E2	glia
364	Astrocytes	#5138E2	glia
365	Astrocytes	#5138E2	glia
366	Astrocytes	#5138E2	glia
367	Astrocytes	#5138E2	glia
368	Astrocytes	#5138E2	glia
369	Astrocytes	#5138E2	glia
370	Astrocytes	#5138E2	glia
371	Astrocytes	#5138E2	glia
372	Astrocytes	#5138E2	glia
373	Astrocytes	#5138E2	glia
374	Astrocytes	#5138E2	glia
375	Astrocytes	#5138E2	glia
376	Astrocytes	#5138E2	glia
377	Astrocytes	#5138E2	glia
378	Astrocytes	#5138E2	glia
379	Astrocytes	#5138E2	glia
380	Astrocytes	#5138E2	glia
381	Astrocytes	#5138E2	glia
382	Astrocytes	#5138E2	glia
383	Astrocytes	#5138E2	glia
384	Astrocytes	#5138E2	glia
385	Astrocytes	#5138E2	glia
386	Astrocytes	#5138E2	glia
387	Astrocytes	#5138E2	glia
388	Astrocytes	#5138E2	glia
389	Enteric_glia	#553BE3	glia
390	Enteric_glia	#553BE3	glia
391	Enteric_glia	#553BE3	glia
392	Enteric_glia	#553BE3	glia
393	Enteric_glia	#553BE3	glia
394	Enteric_glia	#553BE3	glia
395	Enteric_glia	#553BE3	glia
396	Enteric_glia	#553BE3	glia
397	Enteric_glia	#553BE3	glia
398	Enteric_glia	#553BE3	glia
399	Enteric_glia	#553BE3	glia
400	Enteric_glia	#553BE3	glia
401	Enteric_glia	#553BE3	glia
402	Enteric_glia	#553BE3	glia
403	Enteric_glia	#553BE3	glia
404	Enteric_glia	#553BE3	glia
405	Enteric_glia	#553BE3	glia
406	Enteric_glia	#553BE3	glia
407	Enteric_glia	#553BE3	glia
408	Enteric_glia	#553BE3	glia
409	Enteric_glia	#553BE3	glia
410	Enteric_glia	#553BE3	glia
411	Enteric_glia	#553BE3	glia
412	Enteric_glia	#553BE3	glia
413	Enteric_glia	#553BE3	glia
414	Enteric_glia	#553BE3	glia
415	Enteric_glia	#553BE3	glia
416	Enteric_glia	#553BE3	glia
417	Enteric_glia	#553BE3	glia
418	Enteric_glia	#553BE3	glia
419	Enteric_glia	#553BE3	glia
420	Enteric_glia	#553BE3	glia
421	Enteric_glia	#553BE3	glia
422	Enteric_glia	#553BE3	glia
423	Enteric_glia	#553BE3	glia
424	Enteric_glia	#553BE3	glia
425	Enteric_glia	#553BE3	glia
426	Enteric_glia	#553BE3	glia
427	Enteric_glia	#553BE3	glia
428	Enteric_glia	#553BE3	glia
429	Enteric_glia	#553BE3	glia
430	Enteric_glia	#553BE3	glia
431	Enteric_glia	#553BE3	glia
432	Enteric_glia	#553BE3	glia
433	Enteric_glia	#553BE3	glia
434	Enteric_glia	#553BE3	glia
435	Enteric_glia	#553BE3	glia
436	Enteric_glia	#553BE3	glia
437	Enteric_glia	#553BE3	glia
438	Enteric_glia	#553BE3	glia
439	Enteric_glia	#553BE3	glia
440	Enteric_glia	#553BE3	glia
441	Enteric_glia	#553BE3	glia
442	Enteric_glia	#553BE3	glia
443	Enteric_glia	#553BE3	glia
444	Enteric_glia	#553BE3	glia
445	Enteric_glia	#553BE3	glia
446	Enteric_glia	#553BE3	glia
447	Enteric_glia	#553BE3	glia
448	Dentate_gyrus_radial_glia-like_cells	#583FE5	glia
449	Dentate_gyrus_radial_glia-like_cells	#583FE5	glia
450	Dentate_gyrus_radial_glia-like_cells	#583FE5	glia
451	Subventricular_zone_radial_glia-like_cells	#5B42E6	glia
452	Subventricular_zone_radial_glia-like_cells	#5B42E6	glia
453	Subventricular_zone_radial_glia-like_cells	#5B42E6	glia
454	Oligodendrocyte_precursor_cells	#5E46E8	glia
455	Oligodendrocyte_precursor_cells	#5E46E8	glia
456	Oligodendrocyte_precursor_cells	#5E46E8	glia
457	Oligodendrocyte_precursor_cells	#5E46E8	glia
458	Oligodendrocyte_precursor_cells	#5E46E8	glia
459	Oligodendrocyte_precursor_cells	#5E46E8	glia
460	Oligodendrocyte_precursor_cells	#5E46E8	glia
461	Subcommissural_organ_hypendymal_cells	#6149E9	glia
462	Ependymal_cells	#654DEB	glia
463	Ependymal_cells	#654DEB	glia
464	Ependymal_cells	#654DEB	glia
465	Ependymal_cells	#654DEB	glia
466	Ependymal_cells	#654DEB	glia
467	Ependymal_cells	#654DEB	glia
468	Ependymal_cells	#654DEB	glia
469	Ependymal_cells	#654DEB	glia
470	type_II_pneumocyte	#00CD93	lung
471	lung_stromal_cell	#02CB92	lung
472	lung_stromal_cell	#02CB92	lung
473	lung_stromal_cell	#02CB92	lung
474	lung_stromal_cell	#02CB92	lung
475	lung_stromal_cell	#02CB92	lung
476	lung_stromal_cell	#02CB92	lung
477	lung_stromal_cell	#02CB92	lung
478	lung_stromal_cell	#02CB92	lung
479	lung_stromal_cell	#02CB92	lung
480	lung_stromal_cell	#02CB92	lung
481	lung_stromal_cell	#02CB92	lung
482	lung_stromal_cell	#02CB92	lung
483	lung_stromal_cell	#02CB92	lung
484	lung_stromal_cell	#02CB92	lung
485	lung_stromal_cell	#02CB92	lung
486	lung_stromal_cell	#02CB92	lung
487	lung_stromal_cell	#02CB92	lung
488	lung_stromal_cell	#02CB92	lung
489	lung_stromal_cell	#02CB92	lung
490	lung_stromal_cell	#02CB92	lung
491	lung_stromal_cell	#02CB92	lung
492	lung_stromal_cell	#02CB92	lung
493	lung_stromal_cell	#02CB92	lung
494	lung_natural_killer_cell	#04C991	lung
495	lung_natural_killer_cell	#04C991	lung
496	lung_natural_killer_cell	#04C991	lung
497	lung_natural_killer_cell	#04C991	lung
498	lung_natural_killer_cell	#04C991	lung
499	lung_natural_killer_cell	#04C991	lung
500	lung_natural_killer_cell	#04C991	lung
501	lung_natural_killer_cell	#04C991	lung
502	lung_natural_killer_cell	#04C991	lung
503	classical_monocyte	#07C791	lung
504	lung_leukocyte	#09C690	lung
505	lung_leukocyte	#09C690	lung
506	mast_cell	#0CC490	lung
507	lung_B_cell	#0EC28F	lung
508	lung_B_cell	#0EC28F	lung
509	myeloid_cell	#10C08E	lung
510	lung_endothelial_cell	#13BF8E	lung
511	lung_endothelial_cell	#13BF8E	lung
512	lung_endothelial_cell	#13BF8E	lung
513	lung_endothelial_cell	#13BF8E	lung
514	lung_endothelial_cell	#13BF8E	lung
515	ciliated_columnar_cell_of_tracheobronchial_tree	#15BD8D	lung
516	lung_T_cell	#18BB8D	lung
517	lung_T_cell	#18BB8D	lung
518	lung_T_cell	#18BB8D	lung
519	alveolar_macrophage	#1AB98C	lung
520	alveolar_macrophage	#1AB98C	lung
521	alveolar_macrophage	#1AB98C	lung
522	non-classical_monocyte	#1DB88C	lung
523	non-classical_monocyte	#1DB88C	lung
524	hepatocyte	#28BDA4	liver
525	hepatocyte	#28BDA4	liver
526	hepatocyte	#28BDA4	liver
527	hepatocyte	#28BDA4	liver
528	hepatocyte	#28BDA4	liver
529	hepatocyte	#28BDA4	liver
530	hepatocyte	#28BDA4	liver
531	hepatocyte	#28BDA4	liver
532	hepatocyte	#28BDA4	liver
533	hepatocyte	#28BDA4	liver
534	hepatocyte	#28BDA4	liver
535	hepatocyte	#28BDA4	liver
536	hepatocyte	#28BDA4	liver
537	hepatocyte	#28BDA4	liver
538	hepatocyte	#28BDA4	liver
539	hepatocyte	#28BDA4	liver
540	hepatocyte	#28BDA4	liver
541	hepatocyte	#28BDA4	liver
542	hepatocyte	#28BDA4	liver
543	hepatocyte	#28BDA4	liver
544	hepatocyte	#28BDA4	liver
545	hepatocyte	#28BDA4	liver
546	endothelial_cell_of_hepatic_sinusoid	#00A388	liver
547	mesenchymal_cell	#00C5CD	trachea
548	mesenchymal_cell	#00C5CD	trachea
549	mesenchymal_cell	#00C5CD	trachea
550	mesenchymal_cell	#00C5CD	trachea
551	mesenchymal_cell	#00C5CD	trachea
552	mesenchymal_cell	#00C5CD	trachea
553	mesenchymal_cell	#00C5CD	trachea
554	mesenchymal_cell	#00C5CD	trachea
555	mesenchymal_cell	#00C5CD	trachea
556	mesenchymal_cell	#00C5CD	trachea
557	mesenchymal_cell	#00C5CD	trachea
558	mesenchymal_cell	#00C5CD	trachea
559	mesenchymal_cell	#00C5CD	trachea
560	mesenchymal_cell	#00C5CD	trachea
561	mesenchymal_cell	#00C5CD	trachea
562	mesenchymal_cell	#00C5CD	trachea
563	mesenchymal_cell	#00C5CD	trachea
564	mesenchymal_cell	#00C5CD	trachea
565	mesenchymal_cell	#00C5CD	trachea
566	mesenchymal_cell	#00C5CD	trachea
567	mesenchymal_cell	#00C5CD	trachea
568	mesenchymal_cell	#00C5CD	trachea
569	mesenchymal_cell	#00C5CD	trachea
570	mesenchymal_cell	#00C5CD	trachea
571	mesenchymal_cell	#00C5CD	trachea
572	mesenchymal_cell	#00C5CD	trachea
573	mesenchymal_cell	#00C5CD	trachea
574	mesenchymal_cell	#00C5CD	trachea
575	mesenchymal_cell	#00C5CD	trachea
576	mesenchymal_cell	#00C5CD	trachea
577	mesenchymal_cell	#00C5CD	trachea
578	mesenchymal_cell	#00C5CD	trachea
579	mesenchymal_cell	#00C5CD	trachea
580	mesenchymal_cell	#00C5CD	trachea
581	mesenchymal_cell	#00C5CD	trachea
582	mesenchymal_cell	#00C5CD	trachea
583	mesenchymal_cell	#00C5CD	trachea
584	mesenchymal_cell	#00C5CD	trachea
585	mesenchymal_cell	#00C5CD	trachea
586	mesenchymal_cell	#00C5CD	trachea
587	mesenchymal_cell	#00C5CD	trachea
588	mesenchymal_cell	#00C5CD	trachea
589	mesenchymal_cell	#00C5CD	trachea
590	mesenchymal_cell	#00C5CD	trachea
591	mesenchymal_cell	#00C5CD	trachea
592	mesenchymal_cell	#00C5CD	trachea
593	mesenchymal_cell	#00C5CD	trachea
594	mesenchymal_cell	#00C5CD	trachea
595	mesenchymal_cell	#00C5CD	trachea
596	mesenchymal_cell	#00C5CD	trachea
597	mesenchymal_cell	#00C5CD	trachea
598	mesenchymal_cell	#00C5CD	trachea
599	mesenchymal_cell	#00C5CD	trachea
600	mesenchymal_cell	#00C5CD	trachea
601	mesenchymal_cell	#00C5CD	trachea
602	mesenchymal_cell	#00C5CD	trachea
603	mesenchymal_cell	#00C5CD	trachea
604	mesenchymal_cell	#00C5CD	trachea
605	mesenchymal_cell	#00C5CD	trachea
606	mesenchymal_cell	#00C5CD	trachea
607	mesenchymal_cell	#00C5CD	trachea
608	mesenchymal_cell	#00C5CD	trachea
609	mesenchymal_cell	#00C5CD	trachea
610	mesenchymal_cell	#00C5CD	trachea
611	mesenchymal_cell	#00C5CD	trachea
612	mesenchymal_cell	#00C5CD	trachea
613	mesenchymal_cell	#00C5CD	trachea
614	mesenchymal_cell	#00C5CD	trachea
615	mesenchymal_cell	#00C5CD	trachea
616	mesenchymal_cell	#00C5CD	trachea
617	mesenchymal_cell	#00C5CD	trachea
618	mesenchymal_cell	#00C5CD	trachea
619	mesenchymal_cell	#00C5CD	trachea
620	mesenchymal_cell	#00C5CD	trachea
621	mesenchymal_cell	#00C5CD	trachea
622	mesenchymal_cell	#00C5CD	trachea
623	mesenchymal_cell	#00C5CD	trachea
624	mesenchymal_cell	#00C5CD	trachea
625	mesenchymal_cell	#00C5CD	trachea
626	mesenchymal_cell	#00C5CD	trachea
627	mesenchymal_cell	#00C5CD	trachea
628	mesenchymal_cell	#00C5CD	trachea
629	mesenchymal_cell	#00C5CD	trachea
630	mesenchymal_cell	#00C5CD	trachea
631	mesenchymal_cell	#00C5CD	trachea
632	mesenchymal_cell	#00C5CD	trachea
633	mesenchymal_cell	#00C5CD	trachea
634	mesenchymal_cell	#00C5CD	trachea
635	mesenchymal_cell	#00C5CD	trachea
636	mesenchymal_cell	#00C5CD	trachea
637	mesenchymal_cell	#00C5CD	trachea
638	mesenchymal_cell	#00C5CD	trachea
639	mesenchymal_cell	#00C5CD	trachea
640	mesenchymal_cell	#00C5CD	trachea
641	epithelial_cell	#00C1CD	trachea
642	epithelial_cell	#00C1CD	trachea
643	epithelial_cell	#00C1CD	trachea
644	epithelial_cell	#00C1CD	trachea
645	epithelial_cell	#00C1CD	trachea
