metacell	cell_type	color	broad_cell_type
50	gastrodermis_enEp_head	chartreuse3	gastrodermis
51	gastrodermis_enEp_head	chartreuse3	gastrodermis
52	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
53	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
54	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
55	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
56	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
57	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
58	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
59	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
60	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
61	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
62	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
63	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
64	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
65	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
66	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
67	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
68	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
69	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
70	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
71	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
72	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
73	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
74	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
75	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
76	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
77	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
78	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
79	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
80	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
81	gastrodermis_enEp_stem_cell	chartreuse3	gastrodermis
82	gastrodermis_enEp_nem_pd	chartreuse3	gastrodermis
83	gastrodermis_enEp_tentacle	chartreuse3	gastrodermis
84	gastrodermis_enEp_tentacle	chartreuse3	gastrodermis
85	gastrodermis_enEp_tentacle	chartreuse3	gastrodermis
86	gastrodermis_enEp_tentacle	chartreuse3	gastrodermis
87	gastrodermis_enEp_tentacle	chartreuse3	gastrodermis
88	epidermis_ecEp_basal_disk	orchid1	epidermis
89	epidermis_ecEp_basal_disk	orchid1	epidermis
90	epidermis_ecEp_basal_disk	orchid1	epidermis
91	epidermis_ecEp_fmgl_db	orchid1	epidermis
92	epidermis_ecEp_nem_id	orchid1	epidermis
93	epidermis_ecEp_nem_id	orchid1	epidermis
94	epidermis_ecEp_battery_mp	orchid1	epidermis
95	epidermis_ecEp_battery_mp	orchid1	epidermis
96	epidermis_ecEp_battery_mp	orchid1	epidermis
97	epidermis_ecEp_battery_mp	orchid1	epidermis
98	epidermis_ecEp_battery_mp	orchid1	epidermis
99	epidermis_ecEp_battery_mp	orchid1	epidermis
100	epidermis_ecEp_battery_mp	orchid1	epidermis
101	epidermis_ecEp_peduncle	orchid1	epidermis
102	epidermis_ecEp_peduncle	orchid1	epidermis
103	epidermis_ecEp_stem_cell	orchid1	epidermis
104	epidermis_ecEp_stem_cell	orchid1	epidermis
105	epidermis_ecEp_stem_cell	orchid1	epidermis
106	epidermis_ecEp_stem_cell	orchid1	epidermis
107	epidermis_ecEp_stem_cell	orchid1	epidermis
108	epidermis_ecEp_stem_cell	orchid1	epidermis
109	epidermis_ecEp_stem_cell	orchid1	epidermis
110	epidermis_ecEp_stem_cell	orchid1	epidermis
111	epidermis_ecEp_stem_cell	orchid1	epidermis
112	epidermis_ecEp_stem_cell	orchid1	epidermis
113	epidermis_ecEp_stem_cell	orchid1	epidermis
114	epidermis_ecEp_stem_cell	orchid1	epidermis
115	epidermis_ecEp_stem_cell	orchid1	epidermis
116	epidermis_ecEp_stem_cell	orchid1	epidermis
117	epidermis_ecEp_stem_cell	orchid1	epidermis
118	epidermis_ecEp_stem_cell	orchid1	epidermis
119	epidermis_ecEp_stem_cell	orchid1	epidermis
120	epidermis_ecEp_stem_cell	orchid1	epidermis
121	germline_i_male	gray	germline
122	germline_i_male	gray	germline
123	germline_i_male	gray	germline
124	germline_i_male	gray	germline
125	germline_i_male	gray	germline
126	germline_i_female	gray	germline
127	germline_i_female	gray	germline
128	germline_i_female	gray	germline
129	germline_i_female_nurse_cell	gray	germline
130	germline_i_female_nurse_cell	gray	germline
131	germline_i_female_nurse_cell	gray	germline
132	germline_i_female_nurse_cell	gray	germline
133	germline_i_female_nurse_cell	gray	germline
134	precursors_i	ivory3	precursors
135	precursors_i	ivory3	precursors
136	precursors_i	ivory3	precursors
137	precursors_i	ivory3	precursors
138	precursors_i	ivory3	precursors
139	precursors_i	ivory3	precursors
140	precursors_i	ivory3	precursors
141	precursors_i	ivory3	precursors
142	precursors_i	ivory3	precursors
143	precursors_i	ivory3	precursors
144	precursors_i	ivory3	precursors
145	precursors_i	ivory3	precursors
146	precursors_i	ivory3	precursors
147	precursors_i	ivory3	precursors
148	precursors_neuron	ivory3	precursors
149	precursors_neuron	ivory3	precursors
150	precursors_neuron	ivory3	precursors
151	precursors_neuron	ivory3	precursors
152	precursors_neuron	ivory3	precursors
153	precursors_neuron	ivory3	precursors
154	precursors_neuron	ivory3	precursors
155	precursors_neuron_gland	ivory3	precursors
156	precursors_neuron_gland	ivory3	precursors
157	precursors_neuron_gland	ivory3	precursors
158	precursors_neuron_gland	ivory3	precursors
159	precursors_nematocyte	ivory3	precursors
160	precursors_nematocyte	ivory3	precursors
161	precursors_nematocyte	ivory3	precursors
162	precursors_nematocyte	ivory3	precursors
163	neuron_i_ec1	royalblue1	neuron
164	neuron_i_ec1	royalblue1	neuron
165	neuron_i_ec1	royalblue1	neuron
166	neuron_i_ec2	royalblue1	neuron
167	neuron_i_ec2	royalblue1	neuron
168	neuron_i_ec3	royalblue1	neuron
169	neuron_i_ec3	royalblue1	neuron
170	neuron_i_ec3	royalblue1	neuron
171	neuron_i_ec4	royalblue1	neuron
172	neuron_i_ec4	royalblue1	neuron
173	neuron_i_ec5	royalblue1	neuron
174	neuron_i_en1	royalblue1	neuron
175	neuron_i_en1	royalblue1	neuron
176	neuron_i_en2	royalblue1	neuron
177	neuron_i_en2	royalblue1	neuron
178	neuron_i_en3	royalblue1	neuron
179	gland_i_spumous_mucous	darkorange2	gland
180	gland_i_spumous_mucous	darkorange2	gland
181	gland_i_spumous_mucous	darkorange2	gland
182	gland_i_spumous_mucous	darkorange2	gland
183	gland_i_spumous_mucous	darkorange2	gland
184	gland_i_spumous_mucous	darkorange2	gland
185	gland_i_spumous_mucous	darkorange2	gland
186	gland_i_granular_mucous	darkorange2	gland
187	gland_i_granular_mucous	darkorange2	gland
188	gland_i_granular_mucous	darkorange2	gland
189	gland_i_granular_mucous	darkorange2	gland
190	gland_i_granular_mucous	darkorange2	gland
191	gland_i_zymogen	darkorange2	gland
192	gland_i_zymogen	darkorange2	gland
193	gland_i_zymogen	darkorange2	gland
194	gland_i_zymogen	darkorange2	gland
195	gland_i_zymogen	darkorange2	gland
196	gland_i_zymogen	darkorange2	gland
197	gland_i_zymogen	darkorange2	gland
