metacell	cell_type	color	broad_cell_type
122	epidermis_1	orchid1	epidermis
123	epidermis_1	orchid1	epidermis
124	epidermis_1	orchid1	epidermis
125	epidermis_1	orchid1	epidermis
126	epidermis_1	orchid1	epidermis
127	epidermis_1	orchid1	epidermis
128	epidermis_1	orchid1	epidermis
129	epidermis_2	orchid1	epidermis
130	epidermis_2	orchid1	epidermis
131	epidermis_2	orchid1	epidermis
132	epidermis_2	orchid1	epidermis
133	epidermis_2	orchid1	epidermis
134	epidermis_2	orchid1	epidermis
135	epidermis_2	orchid1	epidermis
136	epidermis_2	orchid1	epidermis
137	epidermis_2	orchid1	epidermis
138	calicoblast	lightsteelblue3	calicoblast
139	calicoblast	lightsteelblue3	calicoblast
140	calicoblast	lightsteelblue3	calicoblast
141	calicoblast	lightsteelblue3	calicoblast
142	calicoblast	lightsteelblue3	calicoblast
143	calicoblast	lightsteelblue3	calicoblast
144	calicoblast	lightsteelblue3	calicoblast
145	calicoblast	lightsteelblue3	calicoblast
146	calicoblast	lightsteelblue3	calicoblast
147	neuron_1	royalblue1	neuron
148	neuron_1	royalblue1	neuron
149	neuron_1	royalblue1	neuron
150	neuron_1	royalblue1	neuron
151	neuron_1	royalblue1	neuron
152	neuron_1	royalblue1	neuron
153	neuron_1	royalblue1	neuron
154	neuron_2	royalblue1	neuron
155	neuron_3	royalblue1	neuron
156	neuron_4	royalblue1	neuron
157	neuron_4	royalblue1	neuron
158	neuron_4	royalblue1	neuron
159	neuron_5	royalblue1	neuron
160	neuron_5	royalblue1	neuron
161	neuron_6	royalblue1	neuron
162	neuron_7	royalblue1	neuron
163	neuron_8	royalblue1	neuron
164	neuron_9	royalblue1	neuron
165	neuron_10	royalblue1	neuron
166	neuron_11	royalblue1	neuron
167	neuron_12	royalblue1	neuron
168	neuron_13	royalblue1	neuron
169	neuron_14	royalblue1	neuron
170	gland_1	darkorange2	gland
171	gland_2	darkorange2	gland
172	gland_3_digestive	darkorange2	gland
173	gland_4	darkorange2	gland
174	gland_5	darkorange2	gland
175	gland_6	darkorange2	gland
176	gland_7	darkorange2	gland
177	gland_8	darkorange2	gland
178	gland_9	darkorange2	gland
179	gland_10	darkorange2	gland
180	unknown	gray44	unknown
181	unknown	gray44	unknown
182	unknown	gray44	unknown
183	immune_1	khaki2	immune
184	immune_2	khaki2	immune
