metacell	cell_type	color	broad_cell_type
65	Precursors_choanocytes_7	#FFA07A	precursor
66	Precursors_choanocytes_7	#FFA07A	precursor
67	Precursors_choanocytes_7	#FFA07A	precursor
68	Precursors_choanocytes_7	#FFA07A	precursor
69	Precursors_choanocytes_7	#FFA07A	precursor
70	Choanoblasts1	#EE4000	choanoblast
71	Choanoblasts1	#EE4000	choanoblast
72	Choanoblasts1	#EE4000	choanoblast
73	Choanoblasts1	#EE4000	choanoblast
74	Choanoblasts1	#EE4000	choanoblast
75	Myopeptidocytes1	#EE2C2C	myopeptidocyte
76	Myopeptidocytes1	#EE2C2C	myopeptidocyte
77	Myopeptidocytes1	#EE2C2C	myopeptidocyte
78	Myopeptidocytes1	#EE2C2C	myopeptidocyte
79	Myopeptidocytes1	#EE2C2C	myopeptidocyte
80	Myopeptidocytes1	#EE2C2C	myopeptidocyte
81	Myopeptidocytes2	#CD2626	myopeptidocyte
82	Myopeptidocytes2	#CD2626	myopeptidocyte
83	Myopeptidocytes2	#CD2626	myopeptidocyte
84	Myopeptidocytes2	#CD2626	myopeptidocyte
85	Precursos_myopeptidocytes_3	#EEEED1	precursor
86	Precursos_myopeptidocytes_3	#EEEED1	precursor
87	Precursos_myopeptidocytes_32	#CDCDB4	precursor
88	Unknown_20	#666666	unknown
89	Unknown_26	#7F7F7F	unknown
90	Precursors_lophocytes_13	#BBFFFF	precursor
91	Precursors_lophocytes_13	#BBFFFF	precursor
92	Precursors_lophocytes_17	#98F5FF	precursor
93	Precursors_lophocytes_17	#98F5FF	precursor
94	Precursors_lophocytes_14	#AEEEEE	precursor
95	Precursors_lophocytes_14	#AEEEEE	precursor
96	Precursors_lophocytes_14	#AEEEEE	precursor
97	Lophocytes	#00FFFF	lophocyte
98	Precursors_lophocytes_16	#8EE5EE	precursor
99	Precursors_lophocytes_16	#8EE5EE	precursor
100	Precursors_lophocytes_16	#8EE5EE	precursor
101	Precursors_lophocytes_16	#8EE5EE	precursor
102	Precursors_26	#CDC673	precursor
103	Precursors_20	#EEE685	precursor
104	Precursors_20	#EEE685	precursor
105	Apendopinacocytes1	#00EEEE	pinacocyte
106	Apendopinacocytes1	#00EEEE	pinacocyte
107	Apendopinacocytes1	#00EEEE	pinacocyte
108	Apendopinacocytes1	#00EEEE	pinacocyte
109	Apendopinacocytes2	#00CDCD	pinacocyte
110	Incurrent Pinacocytes2	#00E5EE	pinacocyte
111	Incurrent Pinacocytes1	#00F5FF	pinacocyte
112	Basopinacocytes	#00C5CD	pinacocyte
113	Sclerophorocytes	#66CDAA	sclerophorocyte
114	Sclerocytes	#66CD00	sclerocyte
115	Granulocytes	#00EE76	granulocyte
116	Metabolocyte	#00BFFF	metabolocyte
117	Metabolocyte	#00BFFF	metabolocyte
118	Metabolocyte	#00BFFF	metabolocyte
119	Metabolocyte	#00BFFF	metabolocyte
120	Neuroid	royalblue1	neuroid
121	Amoebocytes	#BDB76B	amoebocyte
122	Mesocytes 1	#FFC125	mesocyte
123	Mesocytes 1	#FFC125	mesocyte
124	Mesocytes 1	#FFC125	mesocyte
125	Mesocytes 3	#FF8C00	mesocyte
126	Unknown_29	#999999	unknown
