Cript	HoiH23_PlH23_000418-RA	Cript
ANF_receptor	HoiH23_PlH23_000719-RA	ANF_receptor ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_000720-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_000801-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
ANF_receptor	HoiH23_PlH23_000802-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_000803-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
ANF_receptor	HoiH23_PlH23_000930-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_001006-RA	ANF_receptor Pkinase_Tyr HNOBA Guanylate_cyc
ANF_receptor	HoiH23_PlH23_001275-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_001277-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_001278-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_002276-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_002647-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_003565-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_003663-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
ANF_receptor	HoiH23_PlH23_003833-RA	ANF_receptor Pkinase_Tyr HNOBA Guanylate_cyc
ANF_receptor	HoiH23_PlH23_003839-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_003840-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_003841-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_003854-RA	ANF_receptor Pkinase_Tyr HNOBA Guanylate_cyc
ANF_receptor	HoiH23_PlH23_003855-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_003856-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_003953-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_003976-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_003979-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_003982-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_003983-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_003984-RA	ANF_receptor ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_004027-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_004242-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_004854-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_004855-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_005343-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_005533-RA	ANF_receptor ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_005534-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_005535-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_005536-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_005656-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_005700-RA	ANF_receptor SBP_bac_3 Lig_chan
ANF_receptor	HoiH23_PlH23_006171-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_006254-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_006255-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_006474-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_006516-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
ANF_receptor	HoiH23_PlH23_006517-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan ANF_receptor Lig_chan-Glu_bd Lig_chan
ANF_receptor	HoiH23_PlH23_006518-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
ANF_receptor	HoiH23_PlH23_006519-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan ANF_receptor Lig_chan-Glu_bd Lig_chan
ANF_receptor	HoiH23_PlH23_007026-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_007027-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_007108-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
ANF_receptor	HoiH23_PlH23_007583-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_007584-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_007935-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_007937-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_007938-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_007939-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_008285-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_008392-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_008517-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_008518-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_008790-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_008905-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_008907-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_008908-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_009125-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_009277-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_009278-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_009537-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_009654-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_009782-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_009783-RA	ANF_receptor Pkinase_Tyr HNOBA Guanylate_cyc
ANF_receptor	HoiH23_PlH23_009833-RA	ANF_receptor ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_009834-RA	ANF_receptor ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010018-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010019-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010020-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010039-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010062-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010165-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010167-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010180-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010196-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010631-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010632-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010633-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010634-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010636-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010637-RA	ANF_receptor NCD3G 7tm_3 ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010638-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010639-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010640-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010641-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010698-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010699-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010723-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010901-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010902-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010905-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
ANF_receptor	HoiH23_PlH23_010911-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010912-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_010913-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010914-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_010915-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_011071-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_011072-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_011145-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_011312-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_011343-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_011344-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_011345-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_011423-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_011424-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_011425-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_011426-RA	ANF_receptor NCD3G 7tm_3
ANF_receptor	HoiH23_PlH23_011427-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_011441-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
ANF_receptor	HoiH23_PlH23_011539-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_011579-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_011619-RA	ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_011762-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_011778-RA	7tm_3 ANF_receptor 7tm_3
ANF_receptor	HoiH23_PlH23_011809-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_011857-RA	ANF_receptor
ANF_receptor	HoiH23_PlH23_011961-RA	ANF_receptor
CaMKII	HoiH23_PlH23_003106-RA	CaMKII_AD
Syntaxin	HoiH23_PlH23_000014-RA	Syntaxin-6_N
Syntaxin	HoiH23_PlH23_000611-RA	Syntaxin SNARE
Syntaxin	HoiH23_PlH23_000612-RA	Syntaxin SNARE
Syntaxin	HoiH23_PlH23_000613-RA	Syntaxin SNARE
Syntaxin	HoiH23_PlH23_000791-RA	Syntaxin SNARE
Syntaxin	HoiH23_PlH23_004574-RA	Syntaxin-5_N SNARE
Syntaxin	HoiH23_PlH23_005778-RA	Syntaxin SNARE
MARVEL	HoiH23_PlH23_001907-RA	MARVEL
MARVEL	HoiH23_PlH23_002925-RA	MARVEL
MARVEL	HoiH23_PlH23_002926-RA	MARVEL
MARVEL	HoiH23_PlH23_003312-RA	MARVEL
MARVEL	HoiH23_PlH23_003314-RA	MARVEL
MARVEL	HoiH23_PlH23_007060-RA	MARVEL
Citron	HoiH23_PlH23_000318-RA	Pkinase CNH
Citron	HoiH23_PlH23_001823-RA	Pkinase DMPK_coil CNH
Citron	HoiH23_PlH23_001830-RA	CNH Vps39_1 Vps39_2
Citron	HoiH23_PlH23_004028-RA	Pkinase CNH
Citron	HoiH23_PlH23_006555-RA	Rap_GAP CNH
Citron	HoiH23_PlH23_006759-RA	Pkinase PH CNH
Citron	HoiH23_PlH23_006863-RA	CNH Vps39_1 Vps39_2
Citron	HoiH23_PlH23_009505-RA	Pkinase CNH
FERM_M	HoiH23_PlH23_000263-RA	FERM_N FERM_M
FERM_M	HoiH23_PlH23_000264-RA	FERM_N FERM_M FERM_C ERM ERM
FERM_M	HoiH23_PlH23_000825-RA	FERM_f0 FERM_M IRS Talin_middle I_LWEQ VBS I_LWEQ
FERM_M	HoiH23_PlH23_001116-RA	FERM_N FERM_M FERM_C FA Thymosin
FERM_M	HoiH23_PlH23_001224-RA	Ank_5 FERM_M RasGEF
FERM_M	HoiH23_PlH23_001336-RA	FERM_N FERM_M FERM_C Y_phosphatase
FERM_M	HoiH23_PlH23_001814-RA	FERM_M Y_phosphatase Y_phosphatase
FERM_M	HoiH23_PlH23_002477-RA	FERM_N FERM_M FERM_C
FERM_M	HoiH23_PlH23_004814-RA	FERM_N FERM_M FERM_C
FERM_M	HoiH23_PlH23_005020-RA	Myosin_head IQ MyTH4 FERM_M SH3_2 MyTH4 FERM_M
FERM_M	HoiH23_PlH23_005869-RA	FERM_N FERM_M FERM_C
FERM_M	HoiH23_PlH23_006261-RA	FERM_N FERM_M FERM_C CUPID
FERM_M	HoiH23_PlH23_006873-RA	FERM_N FERM_M FERM_C
FERM_M	HoiH23_PlH23_007539-RA	Kindlin_2_N FERM_M
FERM_M	HoiH23_PlH23_008213-RA	FERM_N FERM_M FERM_C PDZ PDZ PDZ PDZ PDZ PDZ Y_phosphatase
FERM_M	HoiH23_PlH23_008305-RA	Myosin_head Myosin_head IQ MyTH4 FERM_M MyTH4 FERM_M
FERM_M	HoiH23_PlH23_009708-RA	PH PH MyTH4 FERM_M
FERM_M	HoiH23_PlH23_009900-RA	SH3_19 Myosin_head IQ IQ PH PH MyTH4 FERM_M
FERM_M	HoiH23_PlH23_010160-RA	FERM_M Pkinase_Tyr Focal_AT
GKAP	HoiH23_PlH23_001091-RA	GKAP
GKAP	HoiH23_PlH23_009587-RA	GKAP
COesterase	HoiH23_PlH23_007479-RA	COesterase
COesterase	HoiH23_PlH23_007480-RA	COesterase
COesterase	HoiH23_PlH23_009133-RA	COesterase
COesterase	HoiH23_PlH23_009792-RA	COesterase
COesterase	HoiH23_PlH23_009795-RA	COesterase
COesterase	HoiH23_PlH23_009796-RA	COesterase
COesterase	HoiH23_PlH23_010954-RA	COesterase COesterase
COesterase	HoiH23_PlH23_010955-RA	COesterase
COesterase	HoiH23_PlH23_010957-RA	COesterase
COesterase	HoiH23_PlH23_010958-RA	COesterase
COesterase	HoiH23_PlH23_011241-RA	COesterase
COesterase	HoiH23_PlH23_011316-RA	COesterase COesterase
COesterase	HoiH23_PlH23_011317-RA	COesterase
COesterase	HoiH23_PlH23_011318-RA	COesterase
COesterase	HoiH23_PlH23_011319-RA	COesterase
COesterase	HoiH23_PlH23_011464-RA	COesterase
COesterase	HoiH23_PlH23_011465-RA	COesterase
COesterase	HoiH23_PlH23_011466-RA	COesterase
COesterase	HoiH23_PlH23_011467-RA	COesterase
COesterase	HoiH23_PlH23_011897-RA	COesterase
NO_synthase	HoiH23_PlH23_000842-RA	NO_synthase Flavodoxin_1 FAD_binding_1 NAD_binding_1
NO_synthase	HoiH23_PlH23_008882-RA	NO_synthase Flavodoxin_1 FAD_binding_1 NAD_binding_1
NO_synthase	HoiH23_PlH23_009915-RA	NO_synthase Flavodoxin_1 FAD_binding_1 NAD_binding_1
PMCA	HoiH23_PlH23_000236-RA	Cation_ATPase_N E1-E2_ATPase E1-E2_ATPase Cation_ATPase Hydrolase_3 Cation_ATPase_C ATP_Ca_trans_C
PMCA	HoiH23_PlH23_000609-RA	Cation_ATPase_N E1-E2_ATPase Cation_ATPase Cation_ATPase_C
PMCA	HoiH23_PlH23_010312-RA	Cation_ATPase_N E1-E2_ATPase Hydrolase Cation_ATPase_C
PMCA	HoiH23_PlH23_011185-RA	Cation_ATPase_N E1-E2_ATPase Cation_ATPase Hydrolase Cation_ATPase_C
RasGAP	HoiH23_PlH23_000003-RA	C2 RasGAP DUF3498
RasGAP	HoiH23_PlH23_000685-RA	RasGAP RasGAP CRAL_TRIO_2
RasGAP	HoiH23_PlH23_002245-RA	SH2 SH2 PH C2 RasGAP RasGAP
RasGAP	HoiH23_PlH23_005634-RA	RasGAP DUF5601 VPS9
RasGAP	HoiH23_PlH23_006222-RA	CH IQ IQ RasGAP RasGAP_C
RasGAP	HoiH23_PlH23_008536-RA	C2 C2 RasGAP PH BTK
RasGAP	HoiH23_PlH23_011059-RA	RasGAP RasGAP RasGAP_C
Caps	HoiH23_PlH23_000900-RA	C2 C1_1 C2 DUF1041 Membr_traf_MHD C2
Synaphin	HoiH23_PlH23_004923-RA	Synaphin
Y_phosphatase	HoiH23_PlH23_001146-RA	CRAL_TRIO Y_phosphatase
Y_phosphatase	HoiH23_PlH23_001336-RA	FERM_N FERM_M FERM_C Y_phosphatase
Y_phosphatase	HoiH23_PlH23_001337-RA	Y_phosphatase
Y_phosphatase	HoiH23_PlH23_001498-RA	fn3 fn3 fn3 fn3 fn3 fn3 fn3 fn3 fn3 fn3 PTP_tm Y_phosphatase Y_phosphatase
Y_phosphatase	HoiH23_PlH23_001506-RA	Y_phosphatase Y_phosphatase
Y_phosphatase	HoiH23_PlH23_001814-RA	FERM_M Y_phosphatase Y_phosphatase
Y_phosphatase	HoiH23_PlH23_001877-RA	Alg6_Alg8 Y_phosphatase
Y_phosphatase	HoiH23_PlH23_002447-RA	Receptor_IA-2 Y_phosphatase
Y_phosphatase	HoiH23_PlH23_002628-RA	fn3 fn3 Y_phosphatase Y_phosphatase
Y_phosphatase	HoiH23_PlH23_003068-RA	Y_phosphatase PTEN_C2 SH2 PTB
Y_phosphatase	HoiH23_PlH23_004883-RA	Y_phosphatase
Y_phosphatase	HoiH23_PlH23_005039-RA	IgGFc_binding Ig_3 I-set I-set Ig_3 I-set I-set I-set I-set I-set Ig_3 Ig_3 fn3 fn3 fn3 Ig_3 Ig_3 Ig_3 Ig_3 Ig_3 fn3 fn3 fn3 I-set GAIN GPS 7tm_2 Y_phosphatase Y_phosphatase
Y_phosphatase	HoiH23_PlH23_005909-RA	BRO1 ALIX_LYPXL_bnd Y_phosphatase
Y_phosphatase	HoiH23_PlH23_007899-RA	SH2 Y_phosphatase
Y_phosphatase	HoiH23_PlH23_008213-RA	FERM_N FERM_M FERM_C PDZ PDZ PDZ PDZ PDZ PDZ Y_phosphatase
Y_phosphatase	HoiH23_PlH23_008288-RA	Y_phosphatase Y_phosphatase
Y_phosphatase	HoiH23_PlH23_008383-RA	Ig_3 I-set fn3 fn3 fn3 fn3 fn3 fn3 Y_phosphatase Y_phosphatase
Y_phosphatase	HoiH23_PlH23_008455-RA	Y_phosphatase
Y_phosphatase	HoiH23_PlH23_008648-RA	fn3 fn3 fn3 fn3 fn3 fn3 fn3 fn3 fn3 Y_phosphatase Y_phosphatase
PID	HoiH23_PlH23_000964-RA	SH3_9 PID
PID	HoiH23_PlH23_001068-RA	PID
PID	HoiH23_PlH23_001242-RA	PID
PID	HoiH23_PlH23_004813-RA	TPR_11 TPR_8 PID PDZ PDZ
PID	HoiH23_PlH23_005628-RA	PID DUF3694 RabGAP-TBC
PID	HoiH23_PlH23_007092-RA	PID PID RabGAP-TBC
PID	HoiH23_PlH23_008820-RA	PID SH2
PID	HoiH23_PlH23_010323-RA	PID
PID	HoiH23_PlH23_010817-RA	PID
RabphilinRIM	HoiH23_PlH23_000291-RA	FYVE_2
RabphilinRIM	HoiH23_PlH23_003082-RA	FYVE_2 C2 C2
RabphilinRIM	HoiH23_PlH23_007756-RA	FYVE_2 C2
RabphilinRIM	HoiH23_PlH23_008516-RA	FYVE_2 C2 C2
Sugar_tr	HoiH23_PlH23_003802-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_003947-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_003949-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_005096-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_005098-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_007757-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_007969-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_008932-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_008933-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_008934-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_008935-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_008936-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_009229-RA	Sugar_tr Sugar_tr
Sugar_tr	HoiH23_PlH23_009231-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_010441-RA	Sugar_tr
Sugar_tr	HoiH23_PlH23_011556-RA	MFS_1 Sugar_tr
Sugar_tr	HoiH23_PlH23_011931-RA	Sugar_tr MFS_1
Unc13	HoiH23_PlH23_000900-RA	C2 C1_1 C2 DUF1041 Membr_traf_MHD C2
