	Tadh_epithelia_dorsal	Tadh_epithelia_gland_like	Tadh_epithelia_unknown_1	Tadh_epithelia_unknown_2	Tadh_epithelia_unknown_3	Tadh_epithelia_ventral	Tadh_fibre	Tadh_gland_1	Tadh_lipophil	Tadh_peptidergic_alpha	Tadh_peptidergic_beta	Tadh_peptidergic_delta	Tadh_peptidergic_epsilon	Tadh_peptidergic_eta	Tadh_peptidergic_gamma	Tadh_peptidergic_gamma_like	Tadh_peptidergic_iota	Tadh_peptidergic_kappa	Tadh_peptidergic_lambda	Tadh_peptidergic_mu	Tadh_peptidergic_mu_like	Tadh_peptidergic_nu	Tadh_peptidergic_omicron	Tadh_peptidergic_progenitors	Tadh_peptidergic_theta	Tadh_peptidergic_zeta	Tadh_trans_epithelia_dorsal_ventral	Tadh_trans_fibre_gland	Tadh_trans_gland_epithelia	Tadh_trans_lipophil_1_epithelia	Tadh_trans_lipophil_1_gland	Tadh_unknown_2.1	Tadh_unknown_2.2	TrH2_epithelia_dorsal	TrH2_epithelia_dorsal_like	TrH2_epithelia_gland_like	TrH2_epithelia_unknown_1	TrH2_epithelia_ventral	TrH2_fibre	TrH2_gland_1	TrH2_lipophil	TrH2_peptidergic_alpha	TrH2_peptidergic_beta	TrH2_peptidergic_delta	TrH2_peptidergic_epsilon	TrH2_peptidergic_eta	TrH2_peptidergic_gamma	TrH2_peptidergic_gamma_like	TrH2_peptidergic_iota	TrH2_peptidergic_iota_like	TrH2_peptidergic_kappa	TrH2_peptidergic_lambda	TrH2_peptidergic_mu	TrH2_peptidergic_mu_like	TrH2_peptidergic_nu	TrH2_peptidergic_omicron	TrH2_peptidergic_progenitors	TrH2_peptidergic_theta	TrH2_peptidergic_zeta	TrH2_trans_epithelia_dorsal_ventral	TrH2_trans_epithelia_ventral_peptidergic	TrH2_trans_fibre_epithelia	TrH2_trans_fibre_gland	TrH2_trans_lipophil_1_epithelia	TrH2_trans_lipophil_1_fibre	TrH2_trans_lipophil_1_gland	TrH2_unknown_1	TrH2_unknown_2.1	TrH2_unknown_2.2	TrH2_unknown_2.3	TrH2_unknown_2.4	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1	HoiH23_epithelia_dorsal	HoiH23_epithelia_gland_like	HoiH23_epithelia_unknown	HoiH23_epithelia_ventral	HoiH23_fibre_1	HoiH23_fibre_2	HoiH23_gland_1	HoiH23_lipophil_1	HoiH23_lipophil_2	HoiH23_peptidergic_alpha	HoiH23_peptidergic_beta	HoiH23_peptidergic_epsilon	HoiH23_peptidergic_eta	HoiH23_peptidergic_gamma	HoiH23_peptidergic_gamma_like	HoiH23_peptidergic_iota	HoiH23_peptidergic_kappa	HoiH23_peptidergic_lambda	HoiH23_peptidergic_mu	HoiH23_peptidergic_mu_like	HoiH23_peptidergic_nu	HoiH23_peptidergic_progenitors	HoiH23_peptidergic_theta	HoiH23_peptidergic_zeta	HoiH23_peptidergic_zeta_like	HoiH23_trans_fibre_gland	HoiH23_trans_gland_epithelia_dorsal	HoiH23_trans_gland_epithelia_ventral	HoiH23_trans_lipophil_1_epithelia	HoiH23_trans_lipophil_1_fibre	HoiH23_trans_lipophil_1_gland	HoiH23_trans_lipophil_1_lipophil_2	HoiH23_trans_lipophil_2_epithelia	HoiH23_trans_lipophil_2_gland	HoiH23_unknown_1
Tadh_peptidergic_beta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037772704829002945	0.0008702890578108555	0.0012602997329010318	0.04126443227669026	0.03724989600165157	0.0026574209504430005	0.00022874620609438775	0.0007283048118720156	0.0	0.9772297069287116	0.0	0.012996155695799944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042198253207339234	0.0	0.01759782669745913	0.0	0.0	0.0	0.0	0.0	0.014000733626193595	0.0	0.0	0.01797224158171208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004555947345771284	0.001548131013993362	0.0021095893326841205	0.0056067265747805324	0.0	0.00032028966474321915	0.0	0.0016564461915024795	0.0	0.0	0.953627577421001	0.0	0.0	0.04410159561932774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01281303201111972	0.0	0.0	0.0	0.016263925943772135	0.005956686003036123	0.0	0.0	0.0	0.0024461244246690864	0.0	0.0	0.01811575831115623	0.0	0.0	0.003891282973942759	0.0	0.0	0.0	0.0008384199498919283	0.0	0.004638474868148108	0.0	0.00024534462600628217	0.0	0.0	0.0	0.9654310179257954	0.01140337006646001	0.0	0.01413044872174111	0.0	0.0	0.0	0.0	0.0	0.0	0.016656852477941058	0.0	0.0	0.0	0.002792569904976947	0.0	0.0	0.003895437163732094	0.0	0.015183065040767088	0.0	0.0	0.0013944920939089368	0.03223130883770026	0.0
Tadh_peptidergic_delta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006700477709861922	0.0	0.007396901174934335	0.0027330859286969983	0.0005750894072101325	0.0	0.0	0.0	0.0	0.9324480230896671	0.00025274518680573	0.0	0.0	0.0	0.0	0.0	0.011536675447226903	0.0	0.0	0.0	0.03746304785890456	0.0	0.00762890700014056	0.0	0.0	0.0	0.008995626450116801	0.0	0.0	0.0014742574185411669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014337390187723843	0.0	0.0008291945702722815	0.005443225672593619	0.0	8.380528628167282e-05	0.0	0.0	0.0	0.0	0.0	0.8659434312724068	0.0003090642266620377	0.0	0.00033338809825728604	0.0	0.0	0.0	0.0032211857016349772	0.0	0.0	0.0	0.0	0.0	0.0	0.019471955886450256	0.0	0.0	0.002352127244572065	0.0	0.0014205837402035916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014905194301030242	0.0	0.0	0.0	0.0	0.009651753007496097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007008877307551179	0.0	0.0	0.0	0.030710718180423695	0.0	0.0	0.0	0.4966513361726659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_epsilon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000600986711247334	0.0	0.00997347191535492	0.0067454137466832235	0.0030658534906201334	0.0	0.0004978095437109271	0.0	0.0	0.0	0.0	0.861276715317971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011099882692498774	0.0	0.03524973641678827	0.0	0.0	0.0	0.0	0.055114799049815505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012633274145316878	0.0033324736991537144	0.00047629475129678123	0.021254482507549265	0.0	0.0	0.0	0.00019143297139777025	0.0	0.0	0.0	0.0	0.5035374821390692	0.6650593533828961	0.0	0.0	0.0	0.0004027311542867312	0.0	0.0	0.0	0.0	0.0	0.0	0.6193441945470418	0.21257981573588935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032443982054745388	0.0	0.0	0.0	0.0	0.0	0.006362884516885199	0.018783943840784512	0.0042485013716206665	0.0	0.0	0.000504363420207269	0.0	0.0	0.0	0.0	0.8575579923949357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008379801058718925	0.0003607476102647976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023555776008891554	0.0	0.0
Tadh_peptidergic_eta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016570985212784022	0.0020453121741986825	0.0	0.0014196087714171005	0.00030302740386810095	0.0	0.0	0.0	0.0	0.0	0.0	0.9321719056708638	0.0	0.0	0.0	0.006976759972670157	0.0	0.0	0.0	0.0	0.0	0.0	0.0360321153201966	0.07861547404666719	0.0	0.010096605718283136	0.07045165529958337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020561620143046765	0.0007804779941918893	0.0	0.0	0.0	0.0002872446069860639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9232373110057536	0.0	0.0	0.009423068815392184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01405300113492525	0.0	0.13431619923040233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004200479857827576	0.0005912557039269178	0.0	0.0	0.0001267781081730749	0.0	0.0	0.0	0.0	0.0	0.9295215851826106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002980553085202952	0.0	0.0	0.2379111911306926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010876906715276358	0.0	0.0
Tadh_peptidergic_gamma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002110392898133655	0.0	0.0	0.0	0.0	0.0003948901848397364	0.0003291351894566264	0.0	0.0	0.0	0.0	0.0	0.0	0.9830737938135774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007149084395076104	0.0	0.0	0.0032042695054513982	0.0	0.0	0.0004278344297254725	0.009821382781745385	0.0	0.0013918348918610336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9488187850035315	0.0	0.0008751062116331817	0.0005370451071257366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007124696700946111	0.00632531099440304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008365831315983102	0.0	0.0	0.0	8.380932707867211e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.9530457671788104	0.0	0.0	0.0	0.0004218534994756064	0.0	0.0	0.0	0.002666281946423808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_gamma_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000784283669490282	0.0	0.017589230213536696	0.0008135514371038007	0.0016588172322479224	0.002115428391841913	0.0006682976219284885	0.0	0.0	0.0	0.0	0.0	0.032681135810411224	0.9898854405880552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02622644503443163	0.0	0.0008137472775547915	0.0	0.0	0.002849273132577469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8708189897527521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5441733420564778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_iota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019247172013950205	0.0030803894057987316	0.0	0.0	0.0016577795339278688	0.00024371598263070974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9957290982620678	0.0	0.0	0.0	0.0	0.004028033078513183	0.0	0.0	0.0	0.0	0.0	0.006568745054104059	0.0829705013749748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001851677174897467	0.0062376818188510244	0.00020875092417370233	0.0	0.0011316603293054436	0.0	0.0	0.006659533450422296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9716217656288026	0.0	0.0	0.0	0.0	0.003356430137879198	0.0	0.0	0.0	0.0017301878488455778	0.0	0.0	0.0	0.00118393363962563	0.0	0.0	0.0	0.0	0.0	0.01183925370263035	0.0	0.00735329201472915	0.0004360651371735988	0.001741149537425746	0.0003848746380911357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005481572457628758	0.0	0.0	0.9884937261471607	0.0	0.0	0.0	0.003866205877454426	0.0	0.0028777579279958545	0.0	0.0	0.061840071447668774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011843472232577661	0.0008292993224822898	0.0
Tadh_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009946646986651736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9863570873020039	0.0	0.0	0.0	0.0	0.0	0.0003745929082303685	0.0	0.0	0.0027610015664661525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020232388011811797	0.0	0.0	0.001669479046604441	0.0	0.0	0.004179633294054795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022035009889976753	0.0	0.01865943097906598	0.0	0.0	0.0005484302873402138	0.0	0.7091919107794827	0.0	0.0	0.005844404707846911	0.0	0.0	0.06911595089827674	0.002585279565415328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006167661704312111	0.0	0.0	0.0006845491656916267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9179930721948721	0.0	0.0	0.0	0.0	0.003707237964039499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_lambda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045768827893063885	0.005666479035972984	0.004038215075858827	0.0	0.004984842373256056	4.4902050215933826e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9320684925230822	0.0	0.0	0.0	0.0	0.007376314366407712	0.0	0.013304887872087785	0.0018945469752473451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00218493717123728	0.0	0.0	0.010867810738148685	0.0	0.0	0.010320148170345069	0.0	0.0011310454796671404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9089485212086377	0.0	0.0	0.0	0.0	0.0	0.01161637957287599	0.0	0.0	0.0	0.00739191823177668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005805882044211456	0.0024257696044343185	0.02485321025528777	0.006864200277882903	0.0	0.0	0.0004851085434731803	0.0006624478495526995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9358364092130236	0.0	0.0	0.0	0.024897089737055865	0.0	0.0	0.0021238923093035295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004457739710192547	0.0	0.0
Tadh_peptidergic_mu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021239631192581043	0.00039357261361773287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9881659366014868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0211089698386143e-05	0.0	0.0	0.009286109559276638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.960939614128522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023413981974246996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049208907106476334	0.0016242275586168685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9681241706181113	0.0	0.0	0.019840819117545677	0.0	0.0	0.0	0.0	0.0	0.004197002708259605	0.0	0.0	0.0	0.0	0.0020444271815229266	0.0	0.0
Tadh_peptidergic_mu_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007719850104180128	3.550651086605382e-05	0.01266889257005814	0.0	0.003173254598681838	0.0007340004710067235	0.0735246853653447	0.004880032461223873	0.0	0.0	0.014119743223611852	0.0005191915805155034	0.0	0.0	0.0	0.0	0.2497053292205273	0.0	0.0	0.017135348138858413	0.8999388556560506	0.016736645025948748	0.0	4.414262085348884e-05	0.0	0.0	0.0	0.0016532222085153371	0.0	0.0	0.002425846366166304	0.0	0.0	0.0	0.0	0.0	0.0	0.004093018429629515	0.0006348886951400411	0.009869462909969401	0.005113168205939075	0.020321789948365105	0.0043456468365531235	0.07833834827484193	0.0	0.0016458297595714389	0.0	0.0	0.0	0.017216041829407953	0.0	0.0	0.0	0.0	0.0	0.0	0.0032836021817753734	0.0	0.0	0.016697386713148174	0.93596955959322	0.0	0.0	0.015288574406548508	0.007428795075316812	0.0	0.0	0.0	0.00012117924822629398	0.0	0.001593961609461383	0.00038162770862640376	0.0	0.02795899861171897	0.0	0.0	0.0	0.01679243915487736	0.005659509815367487	0.0004778782551089429	0.008445586512718558	0.0	0.058975999313579115	0.005434445688938566	0.0	0.0	0.0	0.0	0.0	0.0	0.20789581290848116	0.0	0.0	0.0	0.003991097853490809	0.9525695939905519	0.026849646403512728	0.014487696367887555	0.0	0.0	0.015657141738855653	0.0	0.0	0.009726333033036046	0.0	0.0	0.008825247822773868	0.0	0.0026846504596739944	0.017160610742617606	0.0
Tadh_peptidergic_nu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011357766502153887	0.0	0.0008502618962138182	0.0002852555850570113	0.0	0.0	0.0	0.0	0.0	0.01958781706742768	0.0	0.0	0.0	0.0	0.6861003578103189	0.0	0.0	0.0	0.0006715940789266342	0.8357386181453259	0.0	0.0	0.0	0.0	0.000313250572957301	0.04401001491127392	0.0	0.0	0.015816605074966256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5474408295122986e-05	0.0	0.0	0.0002617532350089705	0.0	0.0	0.0	1.117161386417251e-05	0.0	0.0	0.0	0.0	0.015656986231974142	0.0	0.0	0.0	0.0	0.0	0.667825815604164	0.0	0.0	0.0	0.0	0.0	0.0	0.4333616139866058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002498909282766553	0.0009052771934215623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011346044421755467	0.0	0.0	0.0	0.0	0.0	0.0	0.40325214783439	0.0	0.8693628745344673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009762494733004555	0.005448325250035884	0.0	0.0	0.0004195821384442327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9593054504695786	0.018821825441921923	0.0	0.0	0.012288949170091271	0.023434338096496095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007831436031164441	0.0	0.0	0.0002511897413078174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014964059091230733	0.0	0.0	0.0	0.0	0.00434905464213803	0.0002010926620422506	0.0	0.0	0.0	0.0	0.9247823627533952	0.0015298195993215208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002744888129163245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9610732186980808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003003938767098302	0.0	0.0
Tadh_peptidergic_progenitors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038309480053365244	0.0026946493040116764	0.0036835040480107193	0.0011493825458816645	0.10431469409744396	0.0004191849156327936	0.0002710240327623735	0.0	0.01856038445038593	0.01900614304576964	0.0	0.08381108640333781	0.1854634690358133	0.00908198235434382	0.0	0.005087503851576907	0.01361543276660422	0.0031297591560559305	0.008482792075371497	0.018933098615762	0.017188766382686196	0.028115095971797125	0.019052754594482108	0.19096230471213874	0.015482974445819742	0.013525741860198547	0.008897844208570267	0.05238579179949161	0.0	0.0	0.0006697628041103398	0.0	0.0	0.0004388708567530228	0.0	0.0	0.0	0.004688298268185715	0.044837403519941	0.0030002312345859816	0.0011922866494092094	0.08313159749788461	0.0	1.4922808949029281e-05	0.0	0.0	0.0	0.0329132555255304	0.0261716183372164	0.0	0.045387721550249296	0.08270302278345754	0.20033642233871984	0.008217165244444845	0.0	0.01113874353673469	0.005148785916666589	0.0	0.00865445626727367	0.008420895273363767	0.016636503260811182	0.008684070398542191	0.05458931268497605	0.012900310543530922	0.4441335742475352	0.0	0.01189884626860985	0.008521791751380424	0.00186166868270439	0.0	0.0	0.0011068231287861008	0.0	0.0	0.0004333117671706303	0.0	0.0002946490506241419	0.0003366962063058477	0.0681235877689349	0.0551427248176715	0.0	0.0	0.0	0.0	0.0	0.027092172190551808	0.026040639099188707	0.0763193485331345	0.15956302936238465	0.008654385931097734	0.0	0.003901725866665649	0.0026535083745272267	0.008011147911687142	0.017624790538740644	0.01570977061311525	0.009046060319039347	0.46526820909585137	0.0	0.009536824263527087	0.05746173283284728	0.0	0.0	0.00027586519557958674	0.0	0.0	0.0	0.0	0.0014224456759123275	0.0	0.0
Tadh_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008442984166149889	0.0	0.0	0.002735703641818765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022423049993673047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90691188617391	0.0	0.005225451786299897	0.01222458336456769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002787919176285781	0.0	0.0	0.004888712478588774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004537980435619755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9318000402980235	0.7147699816965335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031020450437075527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005376742668355569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.951906707826278	0.0	0.3316175078531882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005307073905980948	0.0	0.0
Tadh_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006165022103068174	0.009304195981273973	0.0	0.0	0.0003367382430537894	0.0007597862438220208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9806039035736747	0.002607162031847167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003975925735287791	0.0	0.0013218802015517242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9791415005222888	0.0017813784040378068	0.0	0.0	0.0	0.0	0.0	0.007366550982991746	0.0	0.0	0.0	0.0008514422462049327	0.0	0.0	0.0	0.0	0.0	0.0067768358193019355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023038281482562683	0.0	0.9896603072400385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007104217444375681	0.0	0.0
