	Tadh_epithelia_dorsal	Tadh_epithelia_gland_like	Tadh_epithelia_unknown_1	Tadh_epithelia_unknown_2	Tadh_epithelia_unknown_3	Tadh_epithelia_ventral	Tadh_fibre	Tadh_gland_1	Tadh_lipophil	Tadh_peptidergic_alpha	Tadh_peptidergic_beta	Tadh_peptidergic_delta	Tadh_peptidergic_epsilon	Tadh_peptidergic_eta	Tadh_peptidergic_gamma	Tadh_peptidergic_gamma_like	Tadh_peptidergic_iota	Tadh_peptidergic_kappa	Tadh_peptidergic_lambda	Tadh_peptidergic_mu	Tadh_peptidergic_mu_like	Tadh_peptidergic_nu	Tadh_peptidergic_omicron	Tadh_peptidergic_progenitors	Tadh_peptidergic_theta	Tadh_peptidergic_zeta	Tadh_trans_epithelia_dorsal_ventral	Tadh_trans_fibre_gland	Tadh_trans_gland_epithelia	Tadh_trans_lipophil_1_epithelia	Tadh_trans_lipophil_1_gland	Tadh_unknown_2.1	Tadh_unknown_2.2	TrH2_epithelia_dorsal	TrH2_epithelia_dorsal_like	TrH2_epithelia_gland_like	TrH2_epithelia_unknown_1	TrH2_epithelia_ventral	TrH2_fibre	TrH2_gland_1	TrH2_lipophil	TrH2_peptidergic_alpha	TrH2_peptidergic_beta	TrH2_peptidergic_delta	TrH2_peptidergic_epsilon	TrH2_peptidergic_eta	TrH2_peptidergic_gamma	TrH2_peptidergic_gamma_like	TrH2_peptidergic_iota	TrH2_peptidergic_iota_like	TrH2_peptidergic_kappa	TrH2_peptidergic_lambda	TrH2_peptidergic_mu	TrH2_peptidergic_mu_like	TrH2_peptidergic_nu	TrH2_peptidergic_omicron	TrH2_peptidergic_progenitors	TrH2_peptidergic_theta	TrH2_peptidergic_zeta	TrH2_trans_epithelia_dorsal_ventral	TrH2_trans_epithelia_ventral_peptidergic	TrH2_trans_fibre_epithelia	TrH2_trans_fibre_gland	TrH2_trans_lipophil_1_epithelia	TrH2_trans_lipophil_1_fibre	TrH2_trans_lipophil_1_gland	TrH2_unknown_1	TrH2_unknown_2.1	TrH2_unknown_2.2	TrH2_unknown_2.3	TrH2_unknown_2.4	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1	HoiH23_epithelia_dorsal	HoiH23_epithelia_gland_like	HoiH23_epithelia_unknown	HoiH23_epithelia_ventral	HoiH23_fibre_1	HoiH23_fibre_2	HoiH23_gland_1	HoiH23_lipophil_1	HoiH23_lipophil_2	HoiH23_peptidergic_alpha	HoiH23_peptidergic_beta	HoiH23_peptidergic_epsilon	HoiH23_peptidergic_eta	HoiH23_peptidergic_gamma	HoiH23_peptidergic_gamma_like	HoiH23_peptidergic_iota	HoiH23_peptidergic_kappa	HoiH23_peptidergic_lambda	HoiH23_peptidergic_mu	HoiH23_peptidergic_mu_like	HoiH23_peptidergic_nu	HoiH23_peptidergic_progenitors	HoiH23_peptidergic_theta	HoiH23_peptidergic_zeta	HoiH23_peptidergic_zeta_like	HoiH23_trans_fibre_gland	HoiH23_trans_gland_epithelia_dorsal	HoiH23_trans_gland_epithelia_ventral	HoiH23_trans_lipophil_1_epithelia	HoiH23_trans_lipophil_1_fibre	HoiH23_trans_lipophil_1_gland	HoiH23_trans_lipophil_1_lipophil_2	HoiH23_trans_lipophil_2_epithelia	HoiH23_trans_lipophil_2_gland	HoiH23_unknown_1
Tadh_peptidergic_beta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04151220260707423	0.00866807901579612	0.008834701127636232	0.04126443227669026	0.04395487728194885	0.028328210602154215	0.004199780343892959	0.01833871516293735	0.0	0.9962446442272528	0.0	0.012996155695799951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042198253207339234	0.0	0.01759782669745913	0.0	0.0	0.0	0.0	0.0	0.016520865678908446	0.0	0.0	0.01797224158171208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030646335109628775	0.01880979182001935	0.009805032039911444	0.11273951832935722	0.0	0.009394095866918617	0.0	0.01888348658312827	0.0	0.0	0.990500023156837	0.0	0.0	0.044101595619327714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015119377773121279	0.0	0.0	0.0	0.019191432613651117	0.006671488323400459	0.0	0.0	0.0	0.008683741707575257	0.0	0.0	0.019383861392937164	0.0	0.0	0.009728207434856898	0.0	0.0	0.0	0.009407071837787438	0.0	0.029361545915377527	0.0	0.009374618159700043	0.0	0.0	0.0	0.9980004450158801	0.011517403767124613	0.0	0.01413044872174111	0.0	0.0	0.0	0.0	0.0	0.0	0.019655085923970445	0.0	0.0	0.0	0.00999740025981747	0.0	0.0	0.005843155745598141	0.0	0.015183065040767088	0.0	0.0	0.005410629324366675	0.03223130883770026	0.0
Tadh_peptidergic_delta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066736757990224745	0.0	0.007396901174934335	0.024056260601016004	0.009742049996148468	0.0	0.0	0.0	0.0	0.9324480230896671	0.00025274518680573	0.0	0.0	0.0	0.0	0.0	0.011536675447226903	0.0	0.0	0.0	0.03746304785890456	0.0	0.00762890700014056	0.0	0.0	0.0	0.008995626450116801	0.0	0.0	0.0014742574185411669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024889709365888593	0.0	0.006243835114150282	0.022074052160483967	0.0	0.002458009046641464	0.0	0.0	0.0	0.0	0.0	0.9067663053890116	0.0003090642266620377	0.0	0.00033338809825728604	0.0	0.0	0.0	0.0032211857016349764	0.0	0.0	0.0	0.0	0.0	0.0	0.019471955886450253	0.0	0.0	0.002352127244572065	0.0	0.00504307227772275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014905194301030242	0.0	0.0	0.0	0.0	0.009651753007496097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007008877307551179	0.0	0.0	0.0	0.030710718180423695	0.0	0.0	0.0	0.6961019045004392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_epsilon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066048439566082015	0.0	0.00997347191535492	0.0067454137466832235	0.009476242571422828	0.0	0.0004978095437109271	0.0	0.0	0.0	0.0	0.861276715317971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011099882692498774	0.0	0.03524973641678827	0.0	0.0	0.0	0.0	0.055114799049815505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050839803906297706	0.0033324736991537144	0.00047629475129678123	0.024693491724488807	0.0	0.0	0.0	0.0021823358739345806	0.0	0.0	0.0	0.0	0.5035374821390693	0.6650593533828962	0.0	0.0	0.0	0.0015787061248039862	0.0	0.0	0.0	0.0	0.0	0.0	0.6193441945470419	0.21257981573588938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034715060798577563	0.0	0.0	0.0	0.0	0.0	0.006362884516885199	0.09869660618460736	0.0042485013716206665	0.0	0.0	0.000504363420207269	0.0	0.0	0.0	0.0	0.8575579923949355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008379801058718925	0.0003607476102647976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009139641091449925	0.0	0.0
Tadh_peptidergic_eta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016504701271932886	0.014337638341132766	0.0	0.02798048888463105	0.007575685096702525	0.0	0.0	0.0	0.0	0.0	0.0	0.9896863557569905	0.0	0.0	0.0	0.006976759972670157	0.0	0.0	0.0	0.0	0.0	0.0	0.0360321153201966	0.07861547404666722	0.0	0.03503522184244248	0.07045165529958337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2887345835391194	0.009482807629431456	0.0	0.0	0.0	0.008424884322901255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9919171732822549	0.0	0.0	0.036938429756337356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015739361271116286	0.0	0.13431619923040233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04712938400482541	0.008509785478830703	0.0	0.0	0.004844191513293193	0.0	0.0	0.0	0.0	0.0	0.9683366521269171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002980553085202952	0.0	0.0	0.8154496998462377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04220239805527228	0.0	0.0
Tadh_peptidergic_gamma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009916629696105517	0.0	0.0	0.0	0.0	0.00987225462099341	0.006042922078423661	0.0	0.0	0.0	0.0	0.0	0.0	0.9830737938135776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01022319068495883	0.0	0.0	0.010670217453153155	0.0	0.0	0.0004278344297254725	0.018229567935356072	0.0	0.027159747809313187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9488187850035312	0.0	0.0008751062116331817	0.0005370451071257366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007124696700946111	0.008349410512612013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009386462736533038	0.0	0.0	0.0	0.0032023543876760615	0.0	0.0	0.0	0.0	0.0	0.0	0.9530457671788102	0.0	0.0	0.0	0.0006332894412754555	0.0	0.0	0.0	0.002666281946423808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_gamma_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007811465348123209	0.0	0.017589230213536696	0.01603509882531591	0.041470430806198055	0.038839265274217515	0.01682773412015934	0.0	0.0	0.0	0.0	0.0	0.032681135810411224	0.989885440588055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026226445034431625	0.0	0.023867207650682034	0.0	0.0	0.008405355741103532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.870818989752752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5441733420564777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_iota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04349860875152746	0.006961680057105134	0.0	0.0	0.009592389075453386	0.006092899565767743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9991909821539389	0.0	0.0	0.0	0.0	0.009103354757439794	0.0	0.0	0.0	0.0	0.0	0.022793545337741083	0.0829705013749748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008276996971791678	0.07599753898138942	0.0004717770886325672	0.0	0.028899383429615982	0.0	0.0	0.015050545597954391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992219513093524	0.0	0.0	0.0	0.0	0.007585532111606988	0.0	0.0	0.0	0.0019378103907070475	0.0	0.0	0.0	0.004202964420670988	0.0	0.0	0.0	0.0	0.0	0.029598134256575884	0.0	0.016618439953287878	0.000985507210012333	0.009941823728455208	0.009263932538853638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008880147381358588	0.0	0.0	0.99889832013645	0.0	0.0	0.0	0.008737625283047001	0.0	0.0028777579279958545	0.0	0.0	0.22138745578265423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004417932134692256	0.0008292993224822898	0.0
Tadh_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00990686039870513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9863570873020044	0.0	0.0	0.0	0.0	0.0	0.0003745929082303685	0.0	0.0	0.00958067543563755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006737385207933329	0.0	0.0	0.001669479046604441	0.0	0.0	0.004532636839051981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022035009889976753	0.0	0.01865943097906598	0.0	0.0	0.0005484302873402138	0.0	0.7091919107794826	0.0	0.0	0.005844404707846911	0.0	0.0	0.06911595089827674	0.002585279565415328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015141609484086233	0.0	0.0	0.016477098418197455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.937647108952795	0.0	0.0	0.0	0.0	0.003707237964039499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_lambda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014192253793401149	0.02890277405358113	0.004038215075858827	0.0	0.010161374629262723	0.0011225512553983455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.932068492523082	0.0	0.0	0.0	0.0	0.007376314366407712	0.0	0.013304887872087785	0.006574078004108287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007275840780220142	0.0	0.0	0.04572776294776779	0.0	0.0	0.010320148170345069	0.0	0.0011310454796671404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9089485212086378	0.0	0.0	0.0	0.0	0.0	0.013010345121621107	0.0	0.0	0.0	0.026241309722807218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008080525379987246	0.0024257696044343185	0.27885301906432886	0.006864200277882903	0.0	0.0	0.0004851085434731803	0.009559122469045452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9358364092130231	0.0	0.0	0.0	0.024897089737055865	0.0	0.0	0.007603534467306635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01729603007554708	0.0	0.0
Tadh_peptidergic_mu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021239631192581043	0.007757316214405514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9881659366014868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003508645171639834	0.0	0.0	0.030885210635741834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9707905811027745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008311963600857685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00895510091342829	0.015919359223315825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9681241706181118	0.0	0.0	0.019840819117545677	0.0	0.0	0.0	0.0	0.0	0.0062955040623894065	0.0	0.0	0.0	0.0	0.007932377464308953	0.0	0.0
Tadh_peptidergic_mu_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008484115264493962	0.00035364484822589606	0.03015196431673837	0.0	0.02748924133400455	0.018350011775168082	0.1749887511695204	0.011614477257712818	0.0	0.0	0.02609213993657187	0.0005191915805155034	0.0	0.0	0.0	0.0	0.5469635105564825	0.0	0.0	0.01713534813885842	0.9850917001544248	0.02506304842793191	0.0	0.00010505943763130343	0.0	0.0	0.0	0.0016532222085153371	0.0	0.0	0.002425846366166304	0.0	0.0	0.0	0.0	0.0	0.0	0.018295792380443928	0.011021667747631116	0.0458974696425974	0.01967342430411197	0.08500066580380009	0.029870099563887254	0.18644526889412377	0.0	0.008357913325938866	0.0	0.0	0.0	0.026684864835582328	0.0	0.0	0.0	0.0	0.0	0.0	0.0032836021817753734	0.0	0.0	0.02838555741235189	0.9918092600670128	0.0	0.0	0.036386807087585446	0.00832025048435483	0.0	0.0	0.0	0.00043018633120334366	0.0	0.001593961609461383	0.00040834164823025203	0.0	0.02795899861171897	0.0	0.0	0.0	0.03996600518860811	0.013469633360574617	0.001137350247159284	0.02010049590027016	0.0	0.14036287836631833	0.012933980739673789	0.0	0.0	0.0	0.0	0.0	0.0	0.4352718814553027	0.0	0.0	0.0	0.009498812891308125	0.9874008710242628	0.029495266052881493	0.014487696367887555	0.0	0.0	0.037263997338476455	0.0	0.0	0.01458949954955407	0.0	0.0	0.021004089818201815	0.0	0.010416443783535099	0.017160610742617606	0.0
Tadh_peptidergic_nu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007961794318009877	0.0	0.016758661974374353	0.007131389626425282	0.0	0.0	0.0	0.0	0.0	0.01958781706742768	0.0	0.0	0.0	0.0	0.6861003578103189	0.0	0.0	0.0	0.0006715940789266342	0.8357386181453259	0.0	0.0	0.0	0.0	0.0010869794881618344	0.04401001491127392	0.0	0.0	0.015816605074966256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000268635728003335	0.0	0.0	0.00028536603146169767	0.0	0.0	0.0	0.0001273563980515666	0.0	0.0	0.0	0.0	0.015656986231974142	0.0	0.0	0.0	0.0	0.0	0.6678258156041639	0.0	0.0	0.0	0.0	0.0	0.0	0.43336161398660583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033660308038865475	0.0016356869705157532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011346044421755467	0.0	0.0	0.0	0.0	0.0	0.0	0.4032521478343899	0.0	0.8693628745344673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00986065164487921	0.019023389736102254	0.0	0.0	0.008269963948735828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9593054504695788	0.018821825441921923	0.0	0.0	0.042642653620216714	0.023434338096496095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06280985156815694	0.0	0.0	0.011333681127808718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014964059091230733	0.0	0.0	0.0	0.0	0.01704829419718108	0.0002010926620422506	0.0	0.0	0.0	0.0	0.9247823627533955	0.0015298195993215208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030797644809211606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9610732186980808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011655282416341412	0.0	0.0
Tadh_peptidergic_progenitors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004175733325816812	0.003729856746330718	0.004015019412331684	0.0011493825458816645	0.11370301656621391	0.002837362957523301	0.0002954161957109872	0.0	0.020230819050920664	0.02071669591988891	0.0	0.09133101292159396	0.20215518124903648	0.009899360766234764	0.0	0.005545379198218829	0.014840821715598598	0.0034114374801009644	0.009246243362154929	0.020637077491180572	0.018735755357127955	0.028115095971797142	0.020767502507985494	0.2081489121362312	0.015482974445819742	0.014743058627616417	0.010413410067201654	0.0523857917994916	0.0	0.0	0.0007300414564802704	0.0	0.0	0.0004783692338607949	0.0	0.0	0.0	0.020956693258790137	0.07568331598143559	0.0032702520456987204	0.001299592447856038	0.09061344127269425	0.0	0.0004376859864750289	0.0	0.0	0.0	0.03946119582684296	0.02852706398756588	0.0	0.045387721550249296	0.0827030227834575	0.21836670034920463	0.008956710116444881	0.0	0.019141376582815305	0.0056121766491665824	0.0	0.009433357331328301	0.009178775847966506	0.018133788554284193	0.009465636734410988	0.05458931268497604	0.012900310543530922	0.4974296031572395	0.0	0.012969742432784735	0.009288753009004662	0.0066089238236005845	0.0	0.0	0.001184300747801128	0.0	0.0	0.0008357543317669268	0.0	0.00040848504419037227	0.00036699886487337403	0.10797351112761186	0.060105570051261936	0.0	0.0	0.0	0.0	0.0	0.029530467687701477	0.02838429661811569	0.078955985231182	0.1739237020049992	0.00943328066489653	0.0	0.004252881194665556	0.0032903503844137613	0.008732151223738984	0.0192110216872273	0.017123649968295625	0.009860205747752886	0.4652682090958514	0.0	0.010395138447244526	0.06263328878780353	0.0	0.0	0.0004137977933693801	0.0	0.0	0.0	0.0	0.005519089222539831	0.0	0.0
Tadh_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008409212229485291	0.0	0.0	0.00526031630360158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022423049993673047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90691188617391	0.0	0.012235004854000447	0.01222458336456769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004839827690032116	0.0	0.0	0.01977782491651598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01778888330762944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9631077892656066	0.7147699816965332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034804945390398745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005376742668355569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9639988674198918	0.0	0.3325745591438982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020591446755206078	0.0	0.0
Tadh_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019168739479990687	0.08629529039253847	0.0	0.0	0.006637110770590189	0.01899465609555052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993688948137216	0.00904685225050967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006902207076459605	0.0	0.009953757917684483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9925670618754665	0.0063238933343342145	0.0	0.0	0.0	0.0	0.0	0.018416377457479365	0.0	0.0	0.0	0.009553182002419345	0.0	0.0	0.0	0.0	0.0	0.027039574919014722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023038281482562683	0.0	0.9980566509986218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027564363684177643	0.0	0.0
