	Tadh_epithelia_dorsal	Tadh_epithelia_gland_like	Tadh_epithelia_unknown_1	Tadh_epithelia_unknown_2	Tadh_epithelia_unknown_3	Tadh_epithelia_ventral	Tadh_fibre	Tadh_gland_1	Tadh_lipophil	Tadh_peptidergic_alpha	Tadh_peptidergic_beta	Tadh_peptidergic_delta	Tadh_peptidergic_epsilon	Tadh_peptidergic_eta	Tadh_peptidergic_gamma	Tadh_peptidergic_gamma_like	Tadh_peptidergic_iota	Tadh_peptidergic_kappa	Tadh_peptidergic_lambda	Tadh_peptidergic_mu	Tadh_peptidergic_mu_like	Tadh_peptidergic_nu	Tadh_peptidergic_omicron	Tadh_peptidergic_progenitors	Tadh_peptidergic_theta	Tadh_peptidergic_zeta	Tadh_trans_epithelia_dorsal_ventral	Tadh_trans_fibre_gland	Tadh_trans_gland_epithelia	Tadh_trans_lipophil_1_epithelia	Tadh_trans_lipophil_1_gland	Tadh_unknown_2.1	Tadh_unknown_2.2	HoiH23_epithelia_dorsal	HoiH23_epithelia_gland_like	HoiH23_epithelia_unknown	HoiH23_epithelia_ventral	HoiH23_fibre_1	HoiH23_fibre_2	HoiH23_gland_1	HoiH23_lipophil_1	HoiH23_lipophil_2	HoiH23_peptidergic_alpha	HoiH23_peptidergic_beta	HoiH23_peptidergic_epsilon	HoiH23_peptidergic_eta	HoiH23_peptidergic_gamma	HoiH23_peptidergic_gamma_like	HoiH23_peptidergic_iota	HoiH23_peptidergic_kappa	HoiH23_peptidergic_lambda	HoiH23_peptidergic_mu	HoiH23_peptidergic_mu_like	HoiH23_peptidergic_nu	HoiH23_peptidergic_progenitors	HoiH23_peptidergic_theta	HoiH23_peptidergic_zeta	HoiH23_peptidergic_zeta_like	HoiH23_trans_fibre_gland	HoiH23_trans_gland_epithelia_dorsal	HoiH23_trans_gland_epithelia_ventral	HoiH23_trans_lipophil_1_epithelia	HoiH23_trans_lipophil_1_fibre	HoiH23_trans_lipophil_1_gland	HoiH23_trans_lipophil_1_lipophil_2	HoiH23_trans_lipophil_2_epithelia	HoiH23_trans_lipophil_2_gland	HoiH23_unknown_1
Tadh_peptidergic_beta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008909026970801428	0.0	0.029875262177010607	0.0	0.008179045465328704	0.0	0.0	0.0	0.9969080972555833	0.011574399830517584	0.0	0.013637294847331411	0.0	0.0	0.0	0.0	0.0	0.0	0.019269873014789943	0.0	0.0	0.0	0.009760370801845587	0.0	0.0	0.005907282226072155	0.0	0.012766316941620004	0.0	0.0	0.006185460848201313	0.031592497589938776	0.0
Tadh_peptidergic_delta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003069568847869789	0.0	0.00011871519370530454	0.0	0.0	0.0	0.0	0.008029282289526051	0.006983128925956099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066611956332207805	0.0	0.0	0.0	0.04250396363311119	0.0	0.0	0.0	0.6884271196543839	0.0	0.0	0.0	0.0	0.0	0.0	0.000732333487431826	0.00842644200380278	0.0002193634218761631	0.0
Tadh_peptidergic_epsilon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006147245486016915	0.09989163229859406	0.003407927140707304	0.0	0.0	0.000474599685540042	0.0	0.0	0.0	0.0	0.8498537169082183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0208575573315412	0.0	0.0	0.0	0.0	0.0	0.0	0.0020648867231148863	0.0	0.0	0.0	0.0	0.0011456046636211742	0.0	0.0
Tadh_peptidergic_eta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044589690728885814	0.008760596000079713	0.0	0.0	0.0054048276713206545	0.0	0.0	0.0	0.0	0.0	0.9687665750350112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038541402679790615	0.0	0.0	0.8527454285754181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017871867145463786	0.0	0.0
Tadh_peptidergic_gamma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000279168002422199	0.0	0.009596246379250429	0.0	0.0	0.0	0.016185931095837276	0.0	0.0	0.0	0.0	0.0	0.0	0.9729586496017358	0.0	0.0	0.0	0.006811325916020368	0.0	0.0	0.0	0.00025418938957825457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_gamma_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036931907570135405	0.0	0.0	0.0	0.0	0.0	0.698293548647313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_iota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021325172375621513	0.0008008299027613493	0.010513248431389188	0.009607218596046945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008657944824586192	0.0	0.0	0.9989573643188807	0.0	0.0	0.0	0.006179723132078875	0.0	0.0040616325598250656	0.0	0.0	0.2225334898868221	0.0	0.0004227655822860709	0.0	0.0	0.0	0.0	0.0	0.0007887570512668095	0.00039614985981099843	0.0
Tadh_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028274952271982408	0.0	0.0	0.028081267939577808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9595106950594671	0.0	0.0	0.0	0.0	0.004554381677165713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_lambda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008285636610676082	0.0015609191438721135	0.2778831632384696	0.008797564699081701	0.0	0.0	0.0	0.009667588677863412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9564141503876767	0.0	0.0	0.0	0.00946117740626369	0.0	0.0	0.008767407527034829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014539150185360705	0.0	0.0
Tadh_peptidergic_mu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009424812765934818	0.006713620695663979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9683962518464091	0.0	0.0	0.01873026355036931	0.0	0.0	0.0	0.0	0.0	0.004291787165329462	0.0	0.0	0.0	0.0	0.007000870515339795	0.0	0.0
Tadh_peptidergic_mu_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050771306559261084	0.004297962580881964	0.0009560932772786672	0.020296394931490824	0.0	0.1462794553291769	0.011618937049108543	0.0	0.0	0.0	0.0	0.0	0.0	0.44282472054223465	0.0	0.0	0.0002875843827963183	0.0	0.9899084085140915	0.05410775132387587	0.015449842945877862	0.0	0.0	0.03399339148196294	0.0	0.0	0.018174864755111132	0.0	0.0	0.0030237535815606045	0.00010089699695127119	0.009949086124189103	0.018715054122990883	0.0
Tadh_peptidergic_nu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044626467323060135	0.0030230228169520275	0.006785791648635966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012379972177959293	0.0	0.0	0.0	0.0	0.0	0.0	0.31194996225259986	0.0	0.8598784067797614	0.002636244824716245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04255105221734528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9722511477134697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_peptidergic_progenitors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002788181368904408	0.0007427937709911499	0.11330902269319838	0.056727298895911625	0.0	0.0	0.0	0.0	0.0004944160051883545	0.03044116846854992	0.019870427875163583	0.09570524627310215	0.16969719005260356	0.009671754808163405	0.0	0.002161774491083994	0.003564421358868764	0.006336510390033828	0.007216456765346831	0.016624826355554147	0.009642584088774147	0.4414008706513208	0.0	0.012442913784142032	0.06380338723022756	0.0	0.0	0.002192457924835112	0.0	0.0	0.0	0.0	0.00593612150967445	0.0	0.0
Tadh_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030339313326775186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017944078793774413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9686264728957104	0.0	0.3369369587531426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01904373252858056	0.0	0.0
Tadh_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009634903638872943	0.0	0.0	0.0	0.0	0.0	0.03934748363607983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9985687883533408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027127774276284204	0.0	0.0
Tadh_trans_epithelia_dorsal_ventral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7224314002365998	0.2579424746143347	0.571784097724118	0.8896013104140069	0.0	0.0	0.008691769781885846	0.0	0.005323168348044636	0.0026280050650687487	0.017792657242358116	0.0	0.0	0.011721524604173921	0.09845357593284505	0.0	0.0	0.005430374353804946	0.0036192490833240193	0.0	0.0	0.0039635425394056786	0.0015168908584881206	0.0	0.009215528383067991	0.0	0.00036524973666341137	0.0022037133506962485	0.0	0.0	0.0	0.0003532373270092687	0.05410542642420069	0.0	0.004248512745419658
Tadh_trans_fibre_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008836147522388998	0.0038830430747609467	0.0	0.9584557572094636	0.13301417003691257	0.012782602036104587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009427298723065043	0.06512113641182556	0.0	0.0012609008994489716	0.0	0.009350418215384564	0.005755304574862239	0.0	0.0	0.000977776147992349	0.0004873372757705823
Tadh_trans_gland_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039748859340739705	0.029500155259445604	0.025708072549985778	0.0	0.0012758813950060211	0.0	0.9572304459577976	0.0	0.0	0.0	0.04225945168453049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018745090670992996	0.0	0.0	0.0004797137801363801	0.004764388151440752	0.0029165173993535845	0.06303344842694728	0.0	0.001672469010689159	0.002037109268817615	0.0	0.001276421942164405	0.005719207811152205	0.0
Tadh_trans_lipophil_1_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014267861860370204	0.01388048610351457	0.09235207788202976	0.0	0.0	0.0	0.5311305778966551	0.015418580922493185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006328637434123855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055681641957551495	0.027274717075514744	0.0	0.002837988327621635	0.007698501405121942	0.04284537834365383	0.0004438194423061785	0.0
Tadh_trans_lipophil_1_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008768643068020386	0.0004601380901082556	0.0016754055496063596	0.0	0.001427421089646008	0.0	0.2654449780782656	0.8396647453683501	0.023335773947460097	0.0	0.0	0.0	0.0	0.0	0.00606007342730013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007929043182643546	0.0010789777207600461	0.021098672060073244	0.009654809372893813	0.003682142269092384	0.61985714658282	0.0014142796959436387	0.01818248014398984	0.00126117503252083	0.0
Tadh_unknown_2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011478260138421917	0.05785137473155574	0.005376164940683393	0.0036162431928347554	0.0009240494239047775	0.0	0.013472297036766837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018880189551646152	0.0	0.0	0.0	0.0	0.0	0.0	0.0004491375103945291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tadh_unknown_2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010121350663796099	0.1597077968984581	0.0001827349572795316	0.0035852412298687302	0.019628616551735305	0.0	0.5144699295895332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018875880472999055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
