	TrH2_epithelia_dorsal	TrH2_epithelia_dorsal_like	TrH2_epithelia_gland_like	TrH2_epithelia_unknown_1	TrH2_epithelia_ventral	TrH2_fibre	TrH2_gland_1	TrH2_lipophil	TrH2_peptidergic_alpha	TrH2_peptidergic_beta	TrH2_peptidergic_delta	TrH2_peptidergic_epsilon	TrH2_peptidergic_eta	TrH2_peptidergic_gamma	TrH2_peptidergic_gamma_like	TrH2_peptidergic_iota	TrH2_peptidergic_iota_like	TrH2_peptidergic_kappa	TrH2_peptidergic_lambda	TrH2_peptidergic_mu	TrH2_peptidergic_mu_like	TrH2_peptidergic_nu	TrH2_peptidergic_omicron	TrH2_peptidergic_progenitors	TrH2_peptidergic_theta	TrH2_peptidergic_zeta	TrH2_trans_epithelia_dorsal_ventral	TrH2_trans_epithelia_ventral_peptidergic	TrH2_trans_fibre_epithelia	TrH2_trans_fibre_gland	TrH2_trans_lipophil_1_epithelia	TrH2_trans_lipophil_1_fibre	TrH2_trans_lipophil_1_gland	TrH2_unknown_1	TrH2_unknown_2.1	TrH2_unknown_2.2	TrH2_unknown_2.3	TrH2_unknown_2.4	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1
TrH2_peptidergic_delta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05316828063140083	0.0	0.018500442008710545	0.06932790017515968	0.0	0.0	0.0	0.0	0.009481007331216587	0.0	0.0	0.9619692128860274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012916827704417594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_epsilon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05070837244578352	0.0047879350482445985	0.0	0.044968024822414354	0.0	0.0	0.0	0.007258666824884727	0.0	0.0	0.0	0.0	0.832765383283515	0.8315662856860071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011448047911019422	0.6862229312095484	0.34968250857767214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00485297388833179	0.0	0.0	0.0	0.0
TrH2_peptidergic_eta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27417338620159076	0.009351535990425304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9968978459881237	0.0	0.0	0.03727763385051116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013294093197195344	0.0	0.15493632523175463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001884628808966797	0.0
TrH2_peptidergic_gamma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018927450865405888	0.0	0.014526887774976172	0.01858506866664003	0.024011085081334923	0.0	0.0	0.0	0.00998848329109236	0.0	0.0	0.0	0.0	0.0	0.9651383260918294	0.011575932006623432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019659438921733	0.008908940961213068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_gamma_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043645745213583234	0.0	0.029703380746763264	0.0	0.0	0.008698569806693568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8820923535723374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_iota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058126656207216444	0.0	0.0	0.025078746908614585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992029514048548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00238788972814641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01972157446969004	0.0
TrH2_peptidergic_iota_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005561651059342568	0.008768215266840067	0.009197300426223238	0.017112410321157425	0.009241975183669673	0.07864093239618218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007909165117458001	0.0	0.0	0.006972367219639711	0.7850669114618815	0.0	0.0	0.0	0.8591886336479184	0.0	0.0	0.0	0.003362177280323185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015541536783464838	0.0006537578614168856	0.0009233790582122281	0.0006842876262851876	0.008579502894075235	0.0	0.0	0.0	0.0	0.0	0.0	0.2503836415992951	0.0069524900684507385	0.0	0.042047951391307084	0.0	0.0	0.00020682828894812012	0.0	0.7637735276299444	0.0006357974954975417	0.0	0.0	0.0	0.0	0.006319496925550619	0.001118802512040397	0.0	0.0	0.0	0.01981847129056418	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_lambda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0494963927060338	0.0	0.006428632251993377	0.0	0.005603110829019924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9350506262127898	0.0	0.0	0.0	0.0	0.0	0.01291241368717758	0.0	0.0	0.0	0.03372565434887932	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_mu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01146806680486642	0.0	0.014256913721637097	0.04066155272874157	0.0	0.0	0.0	0.0	0.0	0.0	0.10630036988541776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9879682056920105	0.0	0.0	0.0	0.0	0.000845990436936379	0.0	0.0	0.0	0.010901898033086032	0.0	0.0	0.0	0.0	0.0	0.001495720553556952	0.0
TrH2_peptidergic_mu_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01636128951340799	0.00834568892280687	0.08726367962133368	0.0	0.02484777513611349	0.0	0.0	0.0	0.0	0.0	0.0	0.002072667658172655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9819388727791514	0.0	0.0	0.04516656753372194	0.008755284718553824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012478991093886503	0.0	0.0
TrH2_peptidergic_nu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003411203502943742	0.00032315484192827425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014885991195601902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06021179851348944	0.0	0.0	0.0007945493431096654	0.0	0.0	0.0	0.9053948266661406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07049067552670976	0.0	0.0	0.012101968250843207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009113944286827857	0.0	0.0	0.0	0.0	0.0092019435694864	0.0	0.0	0.0	0.0	0.0	0.9171272765783071	0.017843358240170564	0.0	0.0	0.0	0.0	0.0	0.00033184671835722023	0.0	0.0	0.00020217892436211028	0.0	0.0	0.003835984777832954	0.0
TrH2_peptidergic_progenitors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007224821981133204	0.0011114119004037607	0.001826667901831201	0.45551375473742056	0.0	0.0	0.0	0.0	0.0	0.04108032904055904	0.000664258816569335	0.010133193651142371	0.0	0.0	0.025762747831351622	0.0	0.0	0.002797566302979941	0.0	0.0	0.007865248217054798	0.0	0.0	0.0188114484710322	0.0	0.0	0.42136862546246645	0.0	0.0	0.0	0.005235072960974581	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04305680631993502	0.0	0.0	0.019355215840683875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001324818348422045	0.0	0.0	0.015345187263717083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9569907766426713	0.6451438629507118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013430197537847985	0.0	0.009617270528150507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017522146922453814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9941887860762251	0.008224953489797685	0.0	0.0	0.0	0.0	0.0	0.019949800813699285	0.0
TrH2_trans_epithelia_dorsal_ventral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41097877108429204	0.004990969875192287	0.0030638803015898175	0.9125920890092765	0.027990786710265197	0.00014781838557859816	0.03634483139493098	0.0	0.04526435178940428	0.009475204224128331	0.0	0.0	0.0	0.0	0.05016876692689557	0.0	0.0	0.022631108767198017	0.004337851291551085	0.0	0.008400708395022261	0.0	0.0	0.043138424998449616	0.00023215762837329278	0.0	0.0005688507642337377	0.00020254902552224795	0.029498966298616813	0.019911981256596576	0.15637477852204956	0.0	0.003019207272877563	0.0003673710517678216	0.0	0.0	0.1979323045673309	0.0
TrH2_trans_epithelia_ventral_peptidergic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041099304579207525	0.002059154998303321	0.009835862858833939	0.19681229084100027	0.0	0.0	0.0	0.00039104659819083864	0.0	0.05155575514306615	0.03692822818364123	0.01691759959852537	0.045383559580931	0.13180239080974376	0.07844346879422595	0.0	0.0	0.08277340390194157	0.028949345838228602	0.0	0.0	0.0	0.0	0.007983101568804754	0.06990964384919762	0.027272252596653956	0.004192649955013206	0.0	0.02299929865602925	0.0	0.002908511568625726	0.0	0.0	0.000328177700657224	0.0	0.0	0.002350373939433499	0.0
TrH2_trans_fibre_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013726790759230842	0.0004916673858646189	0.0001823316392718837	0.0041025608485310335	0.7253657751553699	0.0	0.0	0.0	0.005104501911087073	0.0	0.0	0.0	0.0	0.0	0.008384760251683237	0.0	0.0	0.0	0.002976519274391509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000426961963515569	0.0	0.0	0.0	0.005399518680071605	0.0
TrH2_trans_fibre_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24397946710213225	0.15098277345093172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14761374491794452	0.0	0.0	0.0	0.0	0.0	0.0
