	TrH2_epithelia_dorsal	TrH2_epithelia_dorsal_like	TrH2_epithelia_gland_like	TrH2_epithelia_unknown_1	TrH2_epithelia_ventral	TrH2_fibre	TrH2_gland_1	TrH2_lipophil	TrH2_peptidergic_alpha	TrH2_peptidergic_beta	TrH2_peptidergic_delta	TrH2_peptidergic_epsilon	TrH2_peptidergic_eta	TrH2_peptidergic_gamma	TrH2_peptidergic_gamma_like	TrH2_peptidergic_iota	TrH2_peptidergic_iota_like	TrH2_peptidergic_kappa	TrH2_peptidergic_lambda	TrH2_peptidergic_mu	TrH2_peptidergic_mu_like	TrH2_peptidergic_nu	TrH2_peptidergic_omicron	TrH2_peptidergic_progenitors	TrH2_peptidergic_theta	TrH2_peptidergic_zeta	TrH2_trans_epithelia_dorsal_ventral	TrH2_trans_epithelia_ventral_peptidergic	TrH2_trans_fibre_epithelia	TrH2_trans_fibre_gland	TrH2_trans_lipophil_1_epithelia	TrH2_trans_lipophil_1_fibre	TrH2_trans_lipophil_1_gland	TrH2_unknown_1	TrH2_unknown_2.1	TrH2_unknown_2.2	TrH2_unknown_2.3	TrH2_unknown_2.4	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1
TrH2_peptidergic_delta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030626889764631816	0.0	0.002456898009124906	0.0016828519512746218	0.0	0.0	0.0	0.0	0.0032139007902429106	0.0	0.0	0.9459788201200862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012916827704417594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_epsilon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009404276335240217	0.00039406872825058426	0.0	0.017459882167442233	0.0	0.0	0.0	0.0006367251600776076	0.0	0.0	0.0	0.0	0.832765383283515	0.8315662856860072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011448047911019422	0.6862229312095486	0.34968250857767214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004535489615263355	0.0	0.0	0.0	0.0
TrH2_peptidergic_eta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017755610956353984	0.0007696737440679263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9453642535476019	0.0	0.0	0.009509600472069172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011869726068924416	0.0	0.15493632523175463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007538515235867187	0.0
TrH2_peptidergic_gamma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01486092888694803	0.0	0.014526887774976172	0.01858506866664003	0.024011085081334923	0.0	0.0	0.0	0.00998848329109236	0.0	0.0	0.0	0.0	0.0	0.9651383260918294	0.011575932006623432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017553070465833038	0.006749197697888687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_gamma_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04364574521358324	0.0	0.004559478279976329	0.0	0.0	0.0029486677310825654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8820923535723377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_iota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003348309689355786	0.0	0.0	0.0005558232914143304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9965947349842571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021320444001307233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007888629787876016	0.0
TrH2_peptidergic_iota_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005561651059342568	0.0007216638079703758	0.0012214210393390753	0.0020320664266320057	0.0006378174729930761	0.0026812455641384986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007909165117458001	0.0	0.0	0.006972367219639711	0.7850669114618815	0.0	0.0	0.0	0.3506892382236403	0.0	0.0	0.0	0.003001944000288558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009534685143229965	0.0004010784425870463	0.000566490219762103	0.0004198083596841641	0.005263498708021617	0.0	0.0	0.0	0.0	0.0	0.0	0.1536095960731872	0.0042653313303378775	0.0	0.02579628919712092	0.0	0.0	0.00012688852082706756	0.0	0.7637735276299447	0.0004640857631368917	0.0	0.0	0.0	0.0	0.00387699197886541	0.0006863819092272374	0.0	0.0	0.0	0.012158571343904401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_lambda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028511746950480306	0.0	0.0016586061956809829	0.0	0.005603110829019924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9350506262127893	0.0	0.0	0.0	0.0	0.0	0.011528940792122837	0.0	0.0	0.0	0.009500184323627977	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_mu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003417641610541676	0.0	0.014256913721637097	0.02023326010763233	0.0	0.0	0.0	0.0	0.0	0.0	0.040014184635756116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9511718092815121	0.0	0.0	0.0	0.0	0.0007553486044074812	0.0	0.0	0.0	0.004949099270092962	0.0	0.0	0.0	0.0	0.0	0.001495720553556952	0.0
TrH2_peptidergic_mu_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013466081904039498	0.0011083252221523068	0.004402968500647056	0.0	0.02484777513611349	0.0	0.0	0.0	0.0	0.0	0.0	0.002072667658172655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8960617478809008	0.0	0.0	0.04516656753372194	0.007817218498708771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012478991093886503	0.0	0.0
TrH2_peptidergic_nu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.964978976350082e-05	2.6597106331545206e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014885991195601902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06021179851348944	0.0	0.0	0.0007945493431096654	0.0	0.0	0.0	0.9053948266661406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020315503247167053	0.0	0.0	0.000268217381445993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009113944286827857	0.0	0.0	0.0	0.0	0.002347434584052653	0.0	0.0	0.0	0.0	0.0	0.9171272765783067	0.01784335824017056	0.0	0.0	0.0	0.0	0.0	9.347794883301979e-05	0.0	0.0	0.00018895226575898154	0.0	0.0	0.0015343939111331817	0.0
TrH2_peptidergic_progenitors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007224821981133204	0.0011114119004037607	0.0014402020954076469	0.45551375473742056	0.0	0.0	0.0	0.0	0.0	0.018295347644018068	0.00021358804391296947	0.010133193651142371	0.0	0.0	0.025762747831351622	0.0	0.0	0.001918699149255284	0.0	0.0	0.007865248217054798	0.0	0.0	0.0188114484710322	0.0	0.0	0.3762219870200593	0.0	0.0	0.0	0.0014746684397111494	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024802307787980997	0.0	0.0	0.0021549937705270523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001324818348422045	0.0	0.0	0.003914588587682929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9163847363808756	0.6451438629507117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007736288904290313	0.0	0.001277193961241767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012789888264564833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9941887860762251	0.002316888306985263	0.0	0.0	0.0	0.0	0.0	0.007979920325479714	0.0
TrH2_trans_epithelia_dorsal_ventral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11952663056678656	0.001438319848758584	0.0008829626229365468	0.42780760522780703	0.008066509138404957	4.259895837999946e-05	0.010474014811219302	0.0	0.013044481783689993	0.002730606404647934	0.0	0.0	0.0	0.0	0.014457857904004487	0.0	0.0	0.006521933362304904	0.0012501012367582378	0.0	0.005707799620207115	0.0	0.0	0.012431822766123809	6.690421566953683e-05	0.0	0.0005079024680658372	5.837147709574868e-05	0.029498966298616803	0.005738323128702183	0.045064777672060415	0.0	0.003019207272877563	0.00034333743155871176	0.0	0.0	0.05704100996176681	0.0
TrH2_trans_epithelia_ventral_peptidergic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04109930457920752	0.0020591549983033216	0.009835862858833939	0.19681229084100033	0.0	0.0	0.0	3.4302333174634974e-05	0.0	0.05155575514306614	0.011874028354868558	0.01691759959852537	0.04538355958093102	0.13180239080974382	0.07844346879422595	0.0	0.0	0.08277340390194157	0.028949345838228602	0.0	0.0	0.0	0.0	0.007983101568804754	0.06990964384919764	0.027272252596653966	0.00374343745983322	0.0	0.022999298656029243	0.0	0.0029085115686257254	0.0	0.0	0.00030670813145534947	0.0	0.0	0.002350373939433499	0.0
TrH2_trans_fibre_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012041044525641089	0.00043128718058299905	0.00015994003444902077	0.0035987375864307307	0.636285767680149	0.0	0.0	0.0	0.004477633255339538	0.0	0.0	0.0	0.0	0.0	0.007355052852353716	0.0	0.0	0.0	0.0026109818196416745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000426961963515569	0.0	0.0	0.0	0.004736419894799653	0.0
TrH2_trans_fibre_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24397946710213217	0.15098277345093167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1476137449179445	0.0	0.0	0.0	0.0	0.0	0.0
