	Hhon_epithelia_dorsal	Hhon_epithelia_gland_like	Hhon_epithelia_unknown	Hhon_epithelia_ventral	Hhon_fibre	Hhon_gland_1	Hhon_gland_1_like	Hhon_lipophil_1	Hhon_lipophil_2	Hhon_peptidergic_alpha	Hhon_peptidergic_beta	Hhon_peptidergic_delta	Hhon_peptidergic_epsilon	Hhon_peptidergic_epsilon_like	Hhon_peptidergic_eta	Hhon_peptidergic_gamma	Hhon_peptidergic_gamma_like	Hhon_peptidergic_iota	Hhon_peptidergic_iota_like	Hhon_peptidergic_kappa	Hhon_peptidergic_lambda	Hhon_peptidergic_mu	Hhon_peptidergic_mu_like	Hhon_peptidergic_omicron	Hhon_peptidergic_other_1	Hhon_peptidergic_other_2	Hhon_peptidergic_progenitors	Hhon_peptidergic_theta	Hhon_peptidergic_theta_like	Hhon_peptidergic_zeta	Hhon_trans_epithelia_dorsal_ventral	Hhon_trans_fibre_gland	Hhon_trans_gland_epithelia_dorsal	Hhon_trans_gland_epithelia_ventral	Hhon_trans_lipophil_1_epithelia	Hhon_trans_lipophil_1_gland	Hhon_trans_lipophil_2_epithelia	Hhon_unknown_1	HoiH23_epithelia_dorsal	HoiH23_epithelia_gland_like	HoiH23_epithelia_unknown	HoiH23_epithelia_ventral	HoiH23_fibre_1	HoiH23_fibre_2	HoiH23_gland_1	HoiH23_lipophil_1	HoiH23_lipophil_2	HoiH23_peptidergic_alpha	HoiH23_peptidergic_beta	HoiH23_peptidergic_epsilon	HoiH23_peptidergic_eta	HoiH23_peptidergic_gamma	HoiH23_peptidergic_gamma_like	HoiH23_peptidergic_iota	HoiH23_peptidergic_kappa	HoiH23_peptidergic_lambda	HoiH23_peptidergic_mu	HoiH23_peptidergic_mu_like	HoiH23_peptidergic_nu	HoiH23_peptidergic_progenitors	HoiH23_peptidergic_theta	HoiH23_peptidergic_zeta	HoiH23_peptidergic_zeta_like	HoiH23_trans_fibre_gland	HoiH23_trans_gland_epithelia_dorsal	HoiH23_trans_gland_epithelia_ventral	HoiH23_trans_lipophil_1_epithelia	HoiH23_trans_lipophil_1_fibre	HoiH23_trans_lipophil_1_gland	HoiH23_trans_lipophil_1_lipophil_2	HoiH23_trans_lipophil_2_epithelia	HoiH23_trans_lipophil_2_gland	HoiH23_unknown_1
Hhon_peptidergic_beta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007078036247275784	0.0	0.028720208719096106	0.0	0.006534920118838576	0.0	0.0	0.0	0.9972953565589483	0.0	0.0	0.015274472957676944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008308515761426535	0.0	0.0	0.0032375243242120607	0.0	0.01062389407473675	0.0	0.0	0.0	0.028091275459344405	0.0
Hhon_peptidergic_delta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000521814994523886	0.0	0.000404490021643313	0.00749806308005792	0.0	0.0	0.0	0.0	0.013155976633564354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005380002307669222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.902651885140213	0.0	0.0	0.0	0.0	0.0	0.0	0.00013937546476147636	0.0057657264823039915	0.0	0.0
Hhon_peptidergic_epsilon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07751580502617397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7654418349775157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01107592811734436	0.0	0.0	0.00041294653382311806	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_epsilon_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013758653296292219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9311496330293438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_eta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05209584283808559	0.008628296469143973	0.0	0.0	0.004343770982005938	0.0	0.003630294997971102	0.0	0.0	0.0	0.9974370692836301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6942923020286861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009885956648980006	0.0	0.0
Hhon_peptidergic_gamma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013015375651076722	0.009550500738622712	0.0	0.0	0.0	0.02373848093492791	0.0	0.0	0.0	0.0	0.0	0.0	0.9340345050430408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011914867415188428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_gamma_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.916255722903272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_iota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017158491848680436	0.0074565891913721555	0.009266787729811238	0.017604531916401864	0.0	0.0	0.0009335429720870364	0.0	0.0018934951892426509	0.0	0.0	0.0028611374934748757	0.03475261114577197	0.0	0.0	0.9973794923379847	0.0	0.0	0.0005104955706527902	0.0	0.0	0.01600764891538661	0.019354521547187375	0.0	0.19624354766362434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002891433416678938	0.00029842532095888843	0.0
Hhon_peptidergic_iota_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020394163749239483	0.00018892840533967628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043703918688257654	0.0	0.7677418426730421	0.0	0.067490475659293	0.00025812288647465183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011263871826548134	0.0	0.0	0.019487608411438984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9267528046319926	0.0	0.0	0.0	0.0	0.0011313668362367038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_lambda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008946654872365243	0.0	0.3902850073110232	0.0	0.006241256698799607	0.0	0.0	0.02687025709160627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9664541434692104	0.0	0.0	0.0	0.032474740318668316	0.0	0.0	0.008927891200701397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025620047062329038	0.0	0.0
Hhon_peptidergic_mu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007797606751069369	0.012163662065033443	0.0	0.0	0.0004784582234304293	0.0	0.0	0.0	0.009018299859643896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9972171794678744	0.0	0.0	0.02027286654538026	0.0	0.0	0.0004900238434654397	0.0	0.0	0.0003267641686159692	0.0	0.0007932563481721274	0.0	0.0	0.00666452142845691	0.0	0.0
Hhon_peptidergic_mu_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017508680866074733	0.03574210727945447	0.0	0.0	0.03313211079562126	0.0	0.00031205501526406474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6506633415029965	0.0	0.002799225884353561	0.0	0.0	0.9940329376913969	0.0	0.01628084807553574	0.0	0.0	0.041099532207404706	0.0	0.0	0.01433519845746296	0.0	0.0	0.02713814199163913	0.0	0.00854777908660001	0.013219352216176867	0.0
Hhon_peptidergic_omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0561297363952389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00964566327670445	0.0	0.0	0.0	0.0	0.0	0.0026535866305852796	0.0	0.0	0.0	0.0	0.0	0.0	0.9209833135509566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008207221943889658	0.0	0.0
Hhon_peptidergic_other_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07648962794391835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8703984071340665	0.0	0.0	0.0	0.0	0.0	0.004004452832681735	0.0	0.0	0.0	0.00643936588534013	0.0	0.0	0.0014393959878002697	0.0	0.0	0.007917908891973916	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_other_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05244479065721008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15615734154668015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9922938349690515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_progenitors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003763370034450397	0.008249957361973943	0.01681023619740781	0.14577245044745718	0.0	0.0	0.0	0.0	0.0	0.039155469972803544	0.005596558087780227	0.0	0.000331405648407972	0.0	0.0	0.0021696781793926366	0.0	0.009055736100398887	0.004225931514128699	0.008505581727997931	0.0	0.60909349321306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004494426440037352	0.0	0.0
Hhon_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017545072000452487	0.0	0.0	0.0	0.0004609406955739247	0.0	0.0	0.0	0.0	0.0	0.0	0.008598793306465229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9897711726230106	0.0	0.009754362694187923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009863929400257212	0.0	0.0
Hhon_peptidergic_theta_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017163894043588944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9571537159642037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hhon_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018015680647339164	0.0	0.0	0.0	0.0	0.0	0.028083275489403002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9906135506833152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02826549717999416	0.0	0.0
Hhon_trans_epithelia_dorsal_ventral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9266191557639395	0.0892593381924183	0.922738100884315	0.4910963798836782	0.0012227606722655861	0.0	0.001710356163290514	0.0004965920154918824	0.0005000000000000001	0.008817391904750085	0.009974889132853465	0.0	0.0	0.0009537760843169151	0.0	0.0	0.0008701818641947401	0.02979644494329764	0.009843638427839503	0.0	0.0	0.005632993710080779	0.0	0.008944402232831583	0.004777361753304749	0.0	0.005291017882388918	0.0037637506582791644	0.0	0.0	0.0	0.0	0.04305874003097281	0.0	0.014050347982882724
Hhon_trans_fibre_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005499038840121371	0.0	0.0	0.3945815488934229	0.01335703458423627	0.038512716478595097	0.01980681382810577	0.006593727817648272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05071176458517188	0.0	0.0008216733054465554	0.0	0.04127570895923372	0.008549007942204864	0.0006593249167158843	0.01323540307290457	0.002538422423885981	0.0003709148130537917
