	TrH2_epithelia_dorsal	TrH2_epithelia_dorsal_like	TrH2_epithelia_gland_like	TrH2_epithelia_unknown_1	TrH2_epithelia_ventral	TrH2_fibre	TrH2_gland_1	TrH2_lipophil	TrH2_peptidergic_alpha	TrH2_peptidergic_beta	TrH2_peptidergic_delta	TrH2_peptidergic_epsilon	TrH2_peptidergic_eta	TrH2_peptidergic_gamma	TrH2_peptidergic_gamma_like	TrH2_peptidergic_iota	TrH2_peptidergic_iota_like	TrH2_peptidergic_kappa	TrH2_peptidergic_lambda	TrH2_peptidergic_mu	TrH2_peptidergic_mu_like	TrH2_peptidergic_nu	TrH2_peptidergic_omicron	TrH2_peptidergic_progenitors	TrH2_peptidergic_theta	TrH2_peptidergic_zeta	TrH2_trans_epithelia_dorsal_ventral	TrH2_trans_epithelia_ventral_peptidergic	TrH2_trans_fibre_epithelia	TrH2_trans_fibre_gland	TrH2_trans_lipophil_1_epithelia	TrH2_trans_lipophil_1_fibre	TrH2_trans_lipophil_1_gland	TrH2_unknown_1	TrH2_unknown_2.1	TrH2_unknown_2.2	TrH2_unknown_2.3	TrH2_unknown_2.4	HoiH23_epithelia_dorsal	HoiH23_epithelia_gland_like	HoiH23_epithelia_unknown	HoiH23_epithelia_ventral	HoiH23_fibre_1	HoiH23_fibre_2	HoiH23_gland_1	HoiH23_lipophil_1	HoiH23_lipophil_2	HoiH23_peptidergic_alpha	HoiH23_peptidergic_beta	HoiH23_peptidergic_epsilon	HoiH23_peptidergic_eta	HoiH23_peptidergic_gamma	HoiH23_peptidergic_gamma_like	HoiH23_peptidergic_iota	HoiH23_peptidergic_kappa	HoiH23_peptidergic_lambda	HoiH23_peptidergic_mu	HoiH23_peptidergic_mu_like	HoiH23_peptidergic_nu	HoiH23_peptidergic_progenitors	HoiH23_peptidergic_theta	HoiH23_peptidergic_zeta	HoiH23_peptidergic_zeta_like	HoiH23_trans_fibre_gland	HoiH23_trans_gland_epithelia_dorsal	HoiH23_trans_gland_epithelia_ventral	HoiH23_trans_lipophil_1_epithelia	HoiH23_trans_lipophil_1_fibre	HoiH23_trans_lipophil_1_gland	HoiH23_trans_lipophil_1_lipophil_2	HoiH23_trans_lipophil_2_epithelia	HoiH23_trans_lipophil_2_gland	HoiH23_unknown_1
TrH2_peptidergic_delta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006411625658018978	3.6811446168074346e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8294893542864481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_epsilon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053434917586476685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8279626589919161	0.0	0.0	0.0	0.0	0.009681357661581142	0.004035714005155995	0.0	0.0	0.00876726104333694	0.0005423603842593201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006297995629185202	0.0	0.0
TrH2_peptidergic_eta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00766363610722178	0.0005638986769052679	0.0	0.0	9.977258176644156e-05	0.0	0.0	0.0	0.0	0.0	0.9662660364857872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013543395327571188	0.0	0.0	0.24577206715711025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009331165975788506	0.0	0.0
TrH2_peptidergic_gamma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000268286859884569	0.01667093177747813	0.0008207118530106814	0.006547704514139325	0.011459170869477817	0.0	0.02110796883779184	0.013164143511522378	0.0	0.0070569488296851265	0.0	0.0	0.0	0.8306362880980414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_gamma_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5954772550854567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_iota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002575879038568641	0.0003852344174152911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9905068583697592	0.0	0.0	0.0	0.0	0.0	0.009826568156157366	0.0	0.0	0.052468153654229424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_iota_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017072316861108686	0.010246629556193817	0.03199777381664394	0.0007907106821530783	0.0	0.0	0.00013901866907569115	0.0	0.0	0.0	0.0	0.0	0.008431737380563978	0.0	0.1914404190566573	0.003192843612078332	0.0	0.0	0.6032186219973286	0.0	0.0	0.0	0.0	0.0	0.01220890480110659	0.0	0.015729833833933414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_kappa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051370313574959775	0.002308628763595455	0.0	0.0024856575924005046	0.00391998959660754	0.0	0.00016880487713747213	0.0	0.0	0.0	0.0	0.0	0.010538424495027357	0.0	0.0	0.0	0.9723597899715134	0.0	0.0	0.0	0.0	0.005366328750992105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_lambda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031007819517309165	0.0	0.05802636024230555	0.0	0.0005538163113296766	0.0	0.0	0.0012845017516528267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9071813616469238	0.0	0.0	0.0	0.030610648893234126	0.0	0.0	0.002417112333222343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008732890984122891	0.0	0.0
TrH2_peptidergic_mu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01791215684600263	0.0033306906124519926	0.0	0.0	0.0	0.0	0.0	0.0	0.044106037158720315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9032417337659583	0.0	0.0	0.02152070765447127	0.0	0.0	0.0	0.0	0.0	0.004647578631023376	0.0	0.0	0.0	0.0	0.0021791802856337282	0.0	0.0
TrH2_peptidergic_mu_like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004021001948183821	0.0017852954716253513	0.0025141601055842363	0.0	0.0	0.02173344684662464	0.0	0.0	0.0	0.0	0.009807744780912276	0.0	0.0	0.0	0.0	0.0	0.0	0.000650967600214111	0.9567085912385839	0.0	0.016604207846026568	0.0	0.0	0.0	0.0	0.0	0.00577293886364345	0.0	0.0	0.0010695884065004796	0.0	0.0021693589810484566	0.016095700673515553	0.0
TrH2_peptidergic_nu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014725294101000274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.943961941000168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TrH2_peptidergic_omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019626935447560223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05165205939212146	0.0	0.0	0.0	0.0	0.0	0.00019978709835670344	0.0	0.0	0.0	0.0	0.0	0.0	0.9100854702709948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023621284721762822	0.0	0.0
TrH2_peptidergic_progenitors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000987970644302158	0.035310087290572216	0.428725306573997	0.0	0.0	0.0	0.00528420455874481	0.0	0.014474925744359412	0.0	0.0	0.02516660347399131	0.0	0.0	0.0016925856973530138	0.0	0.0030728681962468754	0.0	0.0	0.0	0.41443367886335836	0.0	0.0	0.021549671811017298	0.0	0.0	0.0	0.00025933000258119134	0.0	0.0	0.0	0.000604092706329905	0.0	0.0
TrH2_peptidergic_theta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002280967572478072	0.0	0.0	0.0	5.103213721418596e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9456407927523303	0.0	0.36668521820692573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004551255393501959	0.0	0.0
TrH2_peptidergic_zeta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012553625728363412	0.0	0.0	0.0	0.0	0.0	0.009413457879553276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02665750375688213	0.0	0.0	0.0	0.0005348863335702519	0.0	0.9866282771696191	0.00012268880998677313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062008735442285155	0.0	0.0
TrH2_trans_epithelia_dorsal_ventral	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09854528118969705	0.005377396120395604	0.09383502755766478	0.33903027549769005	0.006515734421510618	0.0	0.0	0.0	0.01576400686511151	0.0024005251044669326	0.0	0.0	0.0021801127592878103	5.3592653347785004e-05	0.0	0.00371744290206808	0.0	0.00029600757362098707	0.0012698855383347608	0.0	0.0	0.0003706057424852648	0.0004919241916470584	0.005291394018327037	0.026261599965912524	0.0	0.00026479030865437776	0.002090034516217292	0.0	0.0	0.0	0.0	0.1026777664177281	0.004864688443892321	0.0
TrH2_trans_epithelia_ventral_peptidergic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013749044643287726	0.01699195873355557	0.11386711650888673	0.1186751496156008	0.0	0.0	0.0	0.0	0.0	0.05593528850560967	0.011328457218080611	0.07632280737371008	0.0432310438535377	0.0	0.0	0.07004610155235028	0.0	0.0	0.028518086652676005	0.0	0.03632963714526921	0.0024700131575129012	0.0	0.0	0.04300361255899422	0.0	0.0004211476001484232	0.00012549663545780254	0.0	0.0	0.0	0.0	0.002320686196390811	0.0	0.0
TrH2_trans_fibre_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013043785650775349	0.0	0.0014152393310544495	0.0	0.5297607913672532	0.01965513767964846	0.0	0.0	0.01708314901947127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005997537411626668	0.009812115236541557	0.0	0.0005676028996210867	0.0	0.002262515028089311	0.0	0.0	0.02421832538473021	0.008733077494673004	0.0
TrH2_trans_fibre_gland	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003872362947083167	0.0	0.1987370531506202	0.009099566876221864	0.1928213155672004	0.0	0.0	0.0	0.0	0.00151554565010714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02495164341700577	0.0	0.005158663078723177	0.0	0.0	0.0	0.0	0.0013999758511675305	0.0	0.0
TrH2_trans_lipophil_1_epithelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0301892584622862	0.0036895836800661364	0.09350842441234629	0.0	0.0	0.00047764828354797753	0.3403329710759432	0.0	0.0	0.01713197954869229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04886666969748995	0.0	0.0	0.0	0.00037056773611338393	0.0	0.0	0.0017311958337613907	0.02323036128905521	0.0	0.02652662547027765	0.003438819732953572	0.0	0.0	0.0
